rownames,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
1276,NV,3,area_code_510,no,yes,27,67.4,116,11.46,244,78,20.74,281.1,93,12.65,11.4,2,3.08,2,no
1277,MI,51,area_code_415,no,no,0,229.7,129,39.05,336,104,28.56,192.8,128,8.68,9.6,1,2.59,1,yes
1278,FL,68,area_code_415,no,yes,24,176,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1,no
1279,NY,163,area_code_408,no,no,0,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,7,2.59,0,yes
1280,KS,87,area_code_510,no,no,0,115.4,90,19.62,262.6,68,22.32,245.7,69,11.06,13.1,5,3.54,2,no
1281,NC,58,area_code_510,no,no,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,yes
1282,MN,109,area_code_408,no,no,0,162.6,138,27.64,154,109,13.09,209.7,118,9.44,11.5,4,3.11,0,no
1283,RI,111,area_code_415,no,no,0,229.4,107,39,214.1,99,18.2,289.6,95,13.03,10.4,6,2.81,4,no
1284,UT,144,area_code_415,no,no,0,139.6,96,23.73,124.2,93,10.56,95.6,75,4.3,15,4,4.05,2,no
1285,OR,135,area_code_415,no,no,0,263.8,66,44.85,251.3,116,21.36,200.1,112,9,8.4,2,2.27,5,yes
1286,SC,109,area_code_415,no,yes,46,217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,9,3,2.43,4,no
1287,IL,107,area_code_415,no,yes,14,114.3,132,19.43,199.8,91,16.98,194.7,74,8.76,7.5,8,2.03,1,no
1288,OH,149,area_code_408,no,no,0,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,2,no
1289,MA,56,area_code_510,no,no,0,253.2,95,43.04,188,116,15.98,142,133,6.39,4.4,4,1.19,1,no
1290,OR,129,area_code_408,no,no,0,98,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84,0,no
1291,CA,92,area_code_408,no,no,0,249.4,118,42.4,211.5,95,17.98,169,116,7.61,9.1,3,2.46,0,no
1292,WV,67,area_code_415,no,yes,30,129.6,107,22.03,233,104,19.81,297,93,13.37,14.5,5,3.92,1,no
1293,VT,120,area_code_415,no,no,0,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,0,no
1294,ID,166,area_code_415,no,no,0,220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,12.4,9,3.35,1,no
1295,OR,66,area_code_408,no,no,0,87.6,76,14.89,262,111,22.27,184.6,125,8.31,9.2,5,2.48,1,no
1296,GA,76,area_code_408,no,no,0,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27,0,no
1297,ME,79,area_code_415,no,no,0,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38,2,no
1298,HI,98,area_code_415,no,yes,31,181.6,112,30.87,220.7,100,18.76,236.3,121,10.63,12.9,4,3.48,2,no
1299,AZ,141,area_code_510,no,yes,22,215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,7.8,6,2.11,1,no
1300,UT,49,area_code_415,no,no,0,266.3,90,45.27,207.8,117,17.66,205,98,9.23,14,2,3.78,2,yes
1301,IA,46,area_code_510,no,no,0,199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,2,2.75,3,no
1302,CT,137,area_code_415,no,no,0,115,130,19.55,137.8,83,11.71,224,61,10.08,7.3,4,1.97,3,no
1303,WA,171,area_code_408,no,no,0,270.5,69,45.99,230,112,19.55,136,111,6.12,9.6,5,2.59,1,yes
1304,VA,10,area_code_415,no,no,0,222.2,127,37.77,153.1,125,13.01,227.4,80,10.23,12.9,4,3.48,1,no
1305,CO,88,area_code_510,no,no,0,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38,3,no
1306,LA,89,area_code_415,no,no,0,141.1,92,23.99,249.1,126,21.17,136,73,6.12,10.8,2,2.92,2,no
1307,TX,82,area_code_415,no,no,0,189.2,81,32.16,184.4,117,15.67,255.8,83,11.51,10.6,5,2.86,3,yes
1308,SD,139,area_code_510,no,no,0,196,135,33.32,186,146,15.81,153,92,6.89,9.8,1,2.65,3,no
1309,VA,87,area_code_415,no,no,0,171.6,119,29.17,205,107,17.43,170.6,114,7.68,13.8,4,3.73,0,no
1310,NY,137,area_code_415,yes,no,0,174,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,2,no
1311,WA,45,area_code_510,no,no,0,78.6,106,13.36,187.3,110,15.92,184.2,111,8.29,7.4,5,2,1,yes
1312,WI,90,area_code_415,no,no,0,200.9,92,34.15,164.3,91,13.97,249,98,11.21,8.9,7,2.4,1,no
1313,TN,103,area_code_415,no,no,0,141.3,123,24.02,253.6,87,21.56,215.8,96,9.71,6.4,2,1.73,1,no
1314,CT,100,area_code_415,no,no,0,235.8,130,40.09,176,69,14.96,63.6,122,2.86,7.3,1,1.97,2,no
1315,WA,110,area_code_510,no,no,0,185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,6.3,4,1.7,3,no
1316,NH,124,area_code_415,no,no,0,254.3,113,43.23,78.9,104,6.71,153.2,69,6.89,11.8,2,3.19,2,no
1317,MT,10,area_code_510,no,no,0,183,103,31.11,214.8,77,18.26,206.4,73,9.29,8.7,6,2.35,2,no
1318,NE,89,area_code_415,no,yes,29,163.5,80,27.8,274.8,136,23.36,381.9,147,17.19,7.5,5,2.03,2,no
1319,WA,121,area_code_408,no,no,0,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,7.7,2,2.08,2,no
1320,WI,101,area_code_415,no,no,0,248.6,102,42.26,174.9,93,14.87,207.2,86,9.32,6.1,3,1.65,3,no
1321,AR,103,area_code_415,no,yes,31,185.4,105,31.52,197.6,126,16.8,147.1,110,6.62,14.5,4,3.92,2,no
1322,WI,51,area_code_408,no,no,0,197.8,60,33.63,221,64,18.79,168.6,134,7.59,8.9,5,2.4,1,no
1323,DE,2,area_code_415,yes,no,0,132.1,42,22.46,138.9,88,11.81,192.6,119,8.67,9.1,1,2.46,2,yes
1324,NH,111,area_code_510,no,no,0,197.1,117,33.51,227.8,128,19.36,214,101,9.63,9.3,11,2.51,0,no
1325,VA,118,area_code_415,no,no,0,154.6,112,26.28,184.2,105,15.66,217.4,102,9.78,12.6,5,3.4,2,no
1326,TN,17,area_code_510,no,yes,31,153.1,115,26.03,185.9,59,15.8,224.3,102,10.09,10,1,2.7,6,yes
1327,VA,130,area_code_408,no,no,0,211.2,119,35.9,231.1,120,19.64,220.9,80,9.94,6.3,9,1.7,2,no
1328,ID,193,area_code_415,no,no,0,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2,yes
1329,TN,114,area_code_510,no,no,0,172,145,29.24,276.4,101,23.49,193.7,100,8.72,10.1,9,2.73,1,no
1330,AZ,137,area_code_415,no,no,0,141.1,91,23.99,147.2,100,12.51,254.7,75,11.46,8,7,2.16,2,no
1331,MT,185,area_code_408,no,yes,29,151.1,121,25.69,244.7,88,20.8,154.4,91,6.95,13.8,2,3.73,2,no
1332,OK,101,area_code_408,no,no,0,209.6,107,35.63,228.8,96,19.45,172.4,85,7.76,7.6,2,2.05,3,no
1333,ID,95,area_code_415,no,yes,32,247,109,41.99,125.6,91,10.68,226.5,90,10.19,10.5,4,2.84,3,no
1334,NV,7,area_code_408,no,yes,30,221.4,114,37.64,165.8,116,14.09,247,105,11.12,10.8,12,2.92,1,no
1335,KS,126,area_code_408,no,no,0,321.3,99,54.62,167.9,93,14.27,193.6,106,8.71,8,4,2.16,1,yes
1336,WY,71,area_code_415,no,no,0,243.7,124,41.43,60,90,5.1,189,129,8.5,11.3,2,3.05,0,no
1337,MS,124,area_code_415,no,no,0,251.5,85,42.76,214.2,98,18.21,186.1,71,8.37,11.1,6,3,3,no
1338,WY,97,area_code_510,yes,no,0,236.9,107,40.27,157.6,105,13.4,241,120,10.85,7.3,2,1.97,0,yes
1339,TX,28,area_code_415,no,no,0,159.7,79,27.15,216.7,131,18.42,206.7,116,9.3,9.3,3,2.51,2,no
1340,WA,90,area_code_415,yes,no,0,148.2,96,25.19,220.4,111,18.73,134.2,97,6.04,9.2,1,2.48,4,yes
1341,HI,190,area_code_408,no,no,0,150.9,86,25.65,268.6,129,22.83,179.9,73,8.1,14.7,1,3.97,1,no
1342,IL,31,area_code_415,no,yes,28,210.5,101,35.79,250.5,86,21.29,241.6,125,10.87,11.5,2,3.11,1,no
1343,AK,52,area_code_415,no,yes,24,170.9,71,29.05,201.4,80,17.12,159,124,7.15,4.1,5,1.11,2,no
1344,MD,73,area_code_510,no,no,0,254.7,80,43.3,90.2,79,7.67,153.4,60,6.9,10.6,8,2.86,0,no
1345,MA,111,area_code_415,no,no,0,284.4,89,48.35,157,113,13.35,242.8,91,10.93,8.4,8,2.27,0,yes
1346,SD,98,area_code_415,no,no,0,0,0,0,159.6,130,13.57,167.1,88,7.52,6.8,1,1.84,4,yes
1347,PA,106,area_code_408,yes,no,0,133.7,45,22.73,187.8,107,15.96,181.9,89,8.19,10.7,2,2.89,1,yes
1348,NC,111,area_code_408,no,no,0,224.9,117,38.23,191.9,127,16.31,229.9,97,10.35,10.3,3,2.78,0,no
1349,VT,59,area_code_408,no,no,0,151.8,98,25.81,209.9,92,17.84,266.9,86,12.01,11.9,5,3.21,1,no
1350,KY,71,area_code_510,no,yes,22,141.4,107,24.04,163,105,13.86,220,99,9.9,5.6,3,1.51,2,no
1351,WA,55,area_code_408,no,no,0,285.7,124,48.57,230.9,106,19.63,230.7,140,10.38,14.8,7,4,0,yes
1352,LA,13,area_code_415,no,no,0,58.4,121,9.93,262.2,64,22.29,159,115,7.15,11.9,5,3.21,1,no
1353,WA,136,area_code_415,no,yes,16,90.4,105,15.37,201.3,109,17.11,227.1,115,10.22,13.1,4,3.54,0,no
1354,ME,123,area_code_408,no,no,0,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11,3,2.97,0,no
1355,WI,105,area_code_408,no,no,0,147.7,103,25.11,222.7,78,18.93,163.5,102,7.36,12.8,3,3.46,2,no
1356,TX,50,area_code_408,no,yes,31,302.7,93,51.46,240.5,119,20.44,193.9,103,8.73,13.6,14,3.67,3,no
1357,IA,118,area_code_415,no,no,0,136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1,no
1358,AZ,97,area_code_408,no,no,0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3,no
1359,ND,51,area_code_510,no,no,0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0,no
1360,VT,73,area_code_415,no,no,0,217.8,91,37.03,220.6,97,18.75,277.3,89,12.48,10.3,6,2.78,1,yes
1361,HI,35,area_code_415,no,no,0,124.2,102,21.11,123.9,115,10.53,135.7,100,6.11,13.1,8,3.54,2,no
1362,WY,64,area_code_415,no,no,0,206.2,76,35.05,232.4,76,19.75,251.6,96,11.32,13.6,2,3.67,1,no
1363,WV,63,area_code_510,no,no,0,132.9,122,22.59,67,62,5.7,160.4,121,7.22,9.9,2,2.67,3,no
1364,OK,117,area_code_415,no,yes,31,104.9,115,17.83,237.6,125,20.2,263.4,104,11.85,7.7,6,2.08,3,no
1365,CT,115,area_code_415,no,no,0,245,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,8,3.7,1,yes
1366,UT,162,area_code_408,no,no,0,184.5,118,31.37,224,95,19.04,180.5,82,8.12,11.6,3,3.13,1,no
1367,NY,89,area_code_415,no,no,0,89.5,66,15.22,179.3,104,15.24,225.1,116,10.13,12.3,1,3.32,3,no
1368,VA,94,area_code_415,yes,no,0,235.6,131,40.05,194.8,107,16.56,170.6,93,7.68,8.6,4,2.32,1,no
1369,VT,129,area_code_408,no,no,0,186,127,31.62,262.3,96,22.3,98.9,63,4.45,11.5,6,3.11,4,no
1370,SD,86,area_code_415,no,no,0,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1,no
1371,PA,96,area_code_510,no,no,0,179.5,125,30.52,162.3,139,13.8,264.5,133,11.9,6.6,2,1.78,1,no
1372,ND,190,area_code_415,no,no,0,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1,no
1373,CT,80,area_code_408,no,no,0,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1,no
1374,SC,108,area_code_415,no,no,0,112,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4,yes
1375,MI,97,area_code_408,no,yes,32,168.4,129,28.63,225.9,97,19.2,191.8,95,8.63,8.5,7,2.3,0,no
1376,VT,84,area_code_415,no,yes,42,214.3,112,36.43,188.2,107,16,333.5,117,15.01,11.3,10,3.05,0,no
1377,OH,65,area_code_415,no,no,0,245.7,139,41.77,241.9,113,20.56,285.3,117,12.84,4.2,5,1.13,4,yes
1378,VT,131,area_code_415,no,yes,34,156.6,134,26.62,71,95,6.04,261.7,120,11.78,13.4,10,3.62,1,no
1379,IL,58,area_code_415,yes,yes,43,142.8,96,24.28,272.3,100,23.15,193.4,105,8.7,8.9,4,2.4,1,no
1380,MO,36,area_code_415,no,no,0,202.4,115,34.41,230.7,115,19.61,202,127,9.09,10.2,2,2.75,3,no
1381,WI,54,area_code_415,no,no,0,116.8,119,19.86,123.1,123,10.46,217.5,101,9.79,12,2,3.24,1,no
1382,NJ,45,area_code_510,no,no,0,155.7,110,26.47,260.3,103,22.13,192.2,98,8.65,11,1,2.97,1,no
1383,GA,125,area_code_415,no,yes,39,236.1,107,40.14,289.2,110,24.58,175.4,107,7.89,9.1,4,2.46,2,no
1384,VT,72,area_code_415,no,yes,21,138.1,113,23.48,260.1,83,22.11,135.4,118,6.09,8.2,2,2.21,2,no
1385,CT,141,area_code_408,no,no,0,51.9,108,8.82,162,83,13.77,223.5,115,10.06,10.1,3,2.73,3,no
1386,AZ,113,area_code_510,no,no,0,81.3,116,13.82,220.6,124,18.75,235.7,113,10.61,8.9,3,2.4,0,no
1387,SD,20,area_code_415,no,yes,35,171.5,98,29.16,153.1,127,13.01,165.6,125,7.45,7.1,3,1.92,0,no
1388,CT,212,area_code_415,no,no,0,126,96,21.42,144.3,80,12.27,302.8,102,13.63,7.6,3,2.05,1,no
1389,IN,99,area_code_415,yes,no,0,197.2,127,33.52,156,92,13.26,204.1,99,9.18,9.9,6,2.67,4,no
1390,OH,94,area_code_510,no,no,0,194.1,62,33,227.2,54,19.31,190.4,115,8.57,15.3,4,4.13,1,no
1391,NY,40,area_code_510,no,no,0,115.7,105,19.67,127.8,113,10.86,107.5,91,4.84,9.3,6,2.51,1,no
1392,NE,86,area_code_510,no,yes,29,157.2,118,26.72,196.3,136,16.69,226.7,109,10.2,8.4,5,2.27,3,no
1393,OK,101,area_code_415,no,no,0,269.7,85,45.85,207.6,86,17.65,214.2,107,9.64,4.5,15,1.22,3,yes
1394,NC,170,area_code_415,no,no,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,no
1395,HI,105,area_code_510,no,no,0,227.4,121,38.66,268.5,89,22.82,143.3,82,6.45,13,4,3.51,1,no
1396,UT,103,area_code_415,no,no,0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,no
1397,MD,140,area_code_415,yes,yes,27,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,4,no
1398,VT,101,area_code_510,no,no,0,0,0,0,192.1,119,16.33,168.8,95,7.6,7.2,4,1.94,1,no
1399,TX,98,area_code_408,no,yes,19,110.5,87,18.79,227.8,97,19.36,243.6,84,10.96,11,4,2.97,1,no
1400,AZ,104,area_code_408,no,no,0,167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,2,3.16,4,no
1401,VA,115,area_code_415,no,no,0,132,90,22.44,197.5,75,16.79,175.8,114,7.91,0,0,0,3,no
1402,WI,112,area_code_408,no,no,0,167.8,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,4,3.21,0,no
1403,NE,70,area_code_415,no,no,0,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1,no
1404,KY,126,area_code_510,no,no,0,175.4,120,29.82,98.3,71,8.36,201.9,93,9.09,10.6,1,2.86,0,no
1405,NV,87,area_code_510,no,yes,39,82.6,113,14.04,224.4,63,19.07,163.6,88,7.36,9.5,1,2.57,3,no
1406,MT,125,area_code_510,no,no,0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,yes
1407,MO,86,area_code_415,no,no,0,125.5,139,21.34,269.8,93,22.93,235.8,110,10.61,8.9,8,2.4,1,no
1408,MS,73,area_code_415,no,yes,31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,yes
1409,NM,232,area_code_408,no,no,0,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1,no
1410,NJ,1,area_code_415,no,yes,30,183.1,95,31.13,232.6,110,19.77,248.3,110,11.17,8.4,2,2.27,0,no
1411,NH,133,area_code_408,no,no,0,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1,no
1412,NC,103,area_code_510,no,no,0,166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,6,2.08,1,no
1413,MT,131,area_code_415,no,yes,24,135.9,60,23.1,233.2,78,19.82,210.6,121,9.48,9.4,4,2.54,1,no
1414,SD,95,area_code_408,no,yes,20,165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,6,2.65,0,no
1415,VA,182,area_code_415,no,no,0,176.1,90,29.94,174.9,106,14.87,234.7,134,10.56,9.7,4,2.62,1,no
1416,LA,99,area_code_510,no,no,0,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0,no
1417,NV,27,area_code_510,no,no,0,177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,3,2.05,3,no
1418,AK,141,area_code_408,no,no,0,83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,7,2.89,1,no
1419,OH,29,area_code_415,yes,yes,37,235,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,2,no
1420,NM,65,area_code_415,no,no,0,105.7,95,17.97,141.8,100,12.05,180.5,105,8.12,6.6,12,1.78,2,no
1421,MI,81,area_code_415,yes,no,0,149.4,68,25.4,171.9,98,14.61,214.5,97,9.65,17.9,3,4.83,3,yes
1422,MN,37,area_code_415,no,yes,20,264.7,81,45,216.5,110,18.4,210.7,102,9.48,10.4,7,2.81,0,no
1423,WY,107,area_code_510,no,yes,31,160.3,45,27.25,221.5,70,18.83,261.6,109,11.77,5.6,1,1.51,1,no
1424,WY,127,area_code_415,yes,yes,28,95.9,117,16.3,159.5,131,13.56,152.8,132,6.88,10.4,3,2.81,1,no
1425,WA,78,area_code_408,no,no,0,140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,11.7,5,3.16,0,no
1426,NM,55,area_code_510,no,no,0,119.7,148,20.35,231.8,96,19.7,222.3,113,10,4.6,2,1.24,2,no
1427,VA,86,area_code_415,no,yes,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,no
1428,RI,176,area_code_415,no,no,0,250.9,108,42.65,171.4,100,14.57,148.6,85,6.69,9.6,6,2.59,2,no
1429,AL,96,area_code_415,yes,no,0,200.6,117,34.1,289.5,120,24.61,98.3,95,4.42,11.2,5,3.02,2,no
1430,WV,11,area_code_510,no,yes,38,209.8,130,35.67,196.6,84,16.71,233,79,10.49,7,7,1.89,1,no
1431,WV,48,area_code_415,no,yes,34,198,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,2.05,1,no
1432,NJ,127,area_code_510,no,no,0,239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,11.3,5,3.05,1,no
1433,TN,63,area_code_415,no,no,0,164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,2,3.02,0,no
1434,MI,79,area_code_510,no,no,0,220.9,107,37.55,192.2,97,16.34,161,74,7.25,12.2,2,3.29,1,no
1435,UT,47,area_code_408,no,yes,37,112.8,150,19.18,243.9,97,20.73,178.7,112,8.04,13.2,6,3.56,2,no
1436,IL,89,area_code_415,yes,yes,19,112.6,114,19.14,261.7,132,22.24,123.5,116,5.56,11.1,2,3,0,yes
1437,MI,83,area_code_510,no,yes,26,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,no
1438,WI,126,area_code_415,yes,yes,34,244.9,118,41.63,219.6,105,18.67,210.8,136,9.49,9.7,6,2.62,4,no
1439,ND,60,area_code_510,no,no,0,203.2,99,34.54,235.8,131,20.04,224.9,112,10.12,15.1,6,4.08,2,no
1440,VT,122,area_code_415,no,no,0,136.7,115,23.24,243.1,137,20.66,188.9,110,8.5,8.6,4,2.32,0,no
1441,WA,136,area_code_408,no,no,0,152.6,97,25.94,208.9,85,17.76,119.1,99,5.36,5,10,1.35,1,no
1442,NC,172,area_code_408,no,yes,47,274.9,102,46.73,186.6,118,15.86,245,123,11.03,8.8,2,2.38,1,no
1443,ME,102,area_code_510,no,no,0,195.7,116,33.27,209.1,87,17.77,201.1,73,9.05,8.3,3,2.24,1,yes
1444,SD,113,area_code_415,yes,no,0,204.3,82,34.73,188.8,115,16.05,139.4,97,6.27,9.2,7,2.48,1,no
1445,WV,79,area_code_415,no,no,0,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,4,2.4,3,no
1446,ID,55,area_code_510,no,yes,8,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,2,2.62,1,no
1447,LA,111,area_code_415,no,yes,28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,no
1448,GA,160,area_code_415,no,no,0,174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,2,2.24,0,no
1449,FL,110,area_code_415,no,no,0,242.5,110,41.23,162.3,140,13.8,184.1,86,8.28,7.8,3,2.11,4,no
1450,CO,192,area_code_415,no,no,0,221.6,101,37.67,285.2,50,24.24,167.4,83,7.53,12.7,6,3.43,4,no
1451,NV,93,area_code_408,no,no,0,114.3,100,19.43,221.1,103,18.79,126.3,88,5.68,10.9,9,2.94,0,no
1452,IN,101,area_code_415,no,yes,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2,no
1453,VA,77,area_code_510,no,no,0,144.9,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,3,3.32,2,no
1454,UT,105,area_code_415,no,yes,40,236.5,111,40.21,117,110,9.95,221.1,115,9.95,8.1,3,2.19,2,no
1455,UT,133,area_code_408,no,yes,44,174,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,7,3.81,2,yes
1456,MO,131,area_code_408,no,no,0,109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1,no
1457,CT,106,area_code_510,no,yes,33,81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1,no
1458,HI,118,area_code_415,no,no,0,133.4,113,22.68,121,92,10.29,254.7,129,11.46,5.9,4,1.59,1,no
1459,MD,125,area_code_408,no,no,0,137.1,94,23.31,209.8,83,17.83,238.4,114,10.73,8.6,4,2.32,1,no
1460,VA,95,area_code_415,no,no,0,197,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0,no
1461,MT,80,area_code_415,no,no,0,198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,3,no
1462,SC,145,area_code_408,no,no,0,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10,6,2.7,0,no
1463,CO,37,area_code_408,no,no,0,199.5,107,33.92,207.5,110,17.64,83.9,123,3.78,8.1,4,2.19,2,no
1464,ID,87,area_code_415,no,no,0,156.8,93,26.66,215.8,68,18.34,223.3,77,10.05,7.6,6,2.05,1,no
1465,AL,69,area_code_415,no,no,0,183.4,85,31.18,237.6,100,20.2,228,94,10.26,9,5,2.43,3,no
1466,CO,83,area_code_510,no,no,0,132.4,120,22.51,121.6,101,10.34,197.7,84,8.9,8.6,2,2.32,1,no
1467,UT,195,area_code_415,no,no,0,63.2,108,10.74,220.2,88,18.72,184,99,8.28,5.1,3,1.38,0,no
1468,DE,67,area_code_415,yes,yes,35,181.1,59,30.79,215.9,116,18.35,216.3,106,9.73,16.9,4,4.56,0,yes
1469,OH,75,area_code_510,no,yes,27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3,no
1470,RI,123,area_code_415,no,yes,27,218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,15,1,4.05,0,no
1471,FL,41,area_code_415,no,yes,41,207.3,95,35.24,137.3,120,11.67,115.7,74,5.21,5.9,3,1.59,1,no
1472,OH,75,area_code_415,no,no,0,150.6,99,25.6,301.5,83,25.63,158.7,104,7.14,8.1,5,2.19,0,no
1473,MD,76,area_code_415,yes,no,0,273.3,66,46.46,263.6,121,22.41,165.2,84,7.43,12,7,3.24,1,yes
1474,IL,86,area_code_415,yes,no,0,266.1,120,45.24,182,92,15.47,206.5,103,9.29,10.3,4,2.78,1,no
1475,PA,140,area_code_408,no,no,0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0,no
1476,AZ,70,area_code_415,no,no,0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3,no
1477,NH,121,area_code_510,no,yes,35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,0,no
1478,RI,112,area_code_415,no,no,0,168.6,102,28.66,298,117,25.33,194.7,110,8.76,9.8,5,2.65,1,no
1479,HI,118,area_code_415,no,no,0,253.2,122,43.04,201,78,17.09,195.3,108,8.79,9.7,7,2.62,2,no
1480,NJ,66,area_code_415,no,yes,16,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1,no
1481,WI,78,area_code_408,no,no,0,87,102,14.79,193.6,64,16.46,205.8,120,9.26,11,5,2.97,0,no
1482,MD,129,area_code_415,no,yes,34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,9,4,2,no
1483,OR,6,area_code_408,no,no,0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3,no
1484,NV,107,area_code_510,yes,no,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10,3,2.7,1,no
1485,AR,107,area_code_415,yes,no,0,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,2,3.48,3,yes
1486,MT,138,area_code_415,no,no,0,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1,no
1487,CT,103,area_code_510,no,no,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0,no
1488,UT,116,area_code_415,no,yes,44,230.6,94,39.2,224.1,103,19.05,244,76,10.98,11.1,2,3,0,no
1489,GA,189,area_code_408,no,no,0,227.4,84,38.66,176,81,14.96,206.1,120,9.27,6.3,4,1.7,2,no
1490,NV,161,area_code_415,no,no,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2,no
1491,TN,1,area_code_415,no,no,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7,2,1.89,1,no
1492,DE,89,area_code_408,no,no,0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1,no
