rownames,title,book_id,author,date,year,removed,explicit,antifamily,occult,language,lgbtq,violent,state,political_value_index,median_income,hs_grad_rate,college_grad_rate
175,"A Child Called ""It""",12,"Pelzer, Dave",2000-06-29,2000,1,0,0,0,1,0,1,DE,7,9167.5,3.03804213135068,0.97627013630731
176,Harry Potter (series),868,"Rowling, J.K.",2003-09-06,2003,0,0,1,1,0,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
177,Lilly's Ghost,1141,"Ruby, Laura",2004-12-05,2004,1,1,0,0,1,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
178,Gossip Girl (series),741,"Von Ziegesar, Cecily",2010-06-02,2010,0,1,0,0,1,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
179,Go Ask Alice,722,Anonymous,2008-10-02,2008,0,1,0,0,1,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
180,Three Little Words:  A Memoir,1806,"Rhodes-Courter, Ashley",2008-10-02,2008,0,0,0,0,0,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
181,"Bang, Bang, You're Dead",189,"Fitzhugh, Louise",2000-03-01,2000,1,0,0,0,0,0,1,FL,-1.8,372,0.33804213135069,-1.72372986369269
182,One Fat Summer,1392,"Lipsyte, Robert",2000-01-01,2000,1,0,0,0,1,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
183,Bermudez Triangle,216,"Johnson, Maureen",2009-04-29,2009,0,1,0,0,0,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
184,Gossip Girl (series),741,"Von Ziegesar, Cecily",2009-04-29,2009,0,1,0,0,0,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
185,Deenie,527,"Blume, Judy",2004-01-12,2004,0,1,0,0,0,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
186,Freaky Friday,725,"Rodgers, Mary",2001-02-24,2001,0,0,0,0,0,0,1,FL,-1.8,372,0.33804213135069,-1.72372986369269
187,"Giver, The",716,"Lowry, Lois",2000-01-01,2000,0,1,0,0,0,0,1,FL,-1.8,372,0.33804213135069,-1.72372986369269
188,"Fighting Ground, The",687,Avi,2008-10-26,2008,1,0,0,0,1,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
189,Anastasia Again!,140,"Lowry, Lois",2005-04-01,2005,1,0,0,0,0,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
190,Attack of the Mutant Underwear,173,"Birdseye, Tom",2004-12-05,2004,1,0,0,0,0,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
191,Eat Me,610,"Javin, Linda",2003-10-12,2003,1,1,0,0,0,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
192,Cut,477,"McCormick, Patricia",2002-03-12,2002,1,0,0,0,0,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
193,My Place in Space,1005,"Hirst, Robin & Sally",2009-03-18,2009,0,0,0,0,0,0,1,FL,-1.8,372,0.33804213135069,-1.72372986369269
194,"Sea Lady, The",1578,"Drabble, Margaret",2009-03-18,2009,0,0,0,0,1,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
195,Courtney Crumrin and the Night Things,443,"Naifeh, Ted",2006-07-27,2006,0,0,0,0,1,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
196,Cracking India,450,"Sidhwa, Bapsi",2006-06-10,2006,0,1,0,0,0,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
197,A Stone In My Hand,49,"Clinton, Cathryn",2004-01-13,2004,0,0,0,0,0,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
198,Different Seasons,546,"King, Stephen",2001-12-21,2001,0,1,0,0,0,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
199,"Chocolate War, The",399,"Cormier, Robert",2001-11-21,2001,0,1,0,0,0,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
200,It's Perfectly Normal,1025,"Harris, Robie",2001-02-24,2001,0,0,0,0,0,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
201,It's Perfectly Normal,1025,"Harris, Robie",2000-11-24,2000,0,1,0,0,0,0,0,FL,-1.8,372,0.33804213135069,-1.72372986369269
202,Boy2Girl,304,"Blacker, Terence",2010-03-20,2010,0,0,1,0,1,0,0,GA,-6.8,2239.5,-0.961957868649321,0.276270136307311
203,Toughing It,1830,"Springer, Nancy",2008-04-02,2008,0,1,0,0,1,0,1,GA,-6.8,2239.5,-0.961957868649321,0.276270136307311
204,"Burn Journals, The",337,"Runyon, Brent",2009-01-20,2009,1,1,0,0,1,0,0,GA,-6.8,2239.5,-0.961957868649321,0.276270136307311
205,Double Date,570,"Stine, R.L.",2004-01-12,2004,1,1,0,0,0,0,1,GA,-6.8,2239.5,-0.961957868649321,0.276270136307311
206,Extreme Elvin,653,"Lynch, Chris",2004-01-12,2004,1,1,0,0,0,0,1,GA,-6.8,2239.5,-0.961957868649321,0.276270136307311
207,America (The Book):  A Citizen's Guide to Democracy Inaction,133,"Stewart, Jon",2008-06-07,2008,0,0,0,0,1,0,0,GA,-6.8,2239.5,-0.961957868649321,0.276270136307311
208,Extreme Elvin,653,"Lynch, Chris",2003-09-26,2003,0,0,0,0,1,0,0,GA,-6.8,2239.5,-0.961957868649321,0.276270136307311
209,"Astonishing Adventures of Fanboy and Goth Girl, The",170,"Lyga, Barry",2007-12-27,2007,1,0,0,0,1,0,0,GA,-6.8,2239.5,-0.961957868649321,0.276270136307311
210,My Brother Sam is Dead,993,"Collier, James Lincoln",2009-01-09,2009,0,0,0,0,1,0,0,GA,-6.8,2239.5,-0.961957868649321,0.276270136307311
211,Boy Meets Boy,297,"Levithan, David",2007-05-23,2007,0,0,0,0,0,1,0,GA,-6.8,2239.5,-0.961957868649321,0.276270136307311
212,"Free Your Mind: The Book for Gay, Lesbian, and Bisexual Youth",728,"Bass, Ellen",2007-05-23,2007,0,0,0,0,0,1,0,GA,-6.8,2239.5,-0.961957868649321,0.276270136307311
213,And Tango Makes Three,143,"Parnell, Peter and Justin Richardson",2006-08-08,2006,0,0,0,0,0,1,0,GA,-6.8,2239.5,-0.961957868649321,0.276270136307311
214,"Stupid's Have a Ball, The",1731,"Allard, Harry",2001-03-21,2001,0,0,0,0,0,0,0,GA,-6.8,2239.5,-0.961957868649321,0.276270136307311
215,A Life for a Life,29,"Hill, Ernest",2000-01-01,2000,0,1,1,0,1,0,1,IA,1,3921.5,6.53804213135068,-2.82372986369269
216,Go Ask Alice,722,Anonymous,,,0,1,0,0,1,0,0,IA,1,3921.5,6.53804213135068,-2.82372986369269
217,And Tango Makes Three,143,"Parnell, Peter and Justin Richardson",2008-10-02,2008,0,0,1,0,0,1,0,IA,1,3921.5,6.53804213135068,-2.82372986369269
218,Knocked Out By My Nunga-Nungas,148,"Rennison, Louise",2007-07-22,2007,0,1,0,0,0,1,0,IA,1,3921.5,6.53804213135068,-2.82372986369269
219,"Adventures of Tom Sawyer, The",78,"Twain, Mark",2007-08-02,2007,0,0,0,0,1,0,0,IA,1,3921.5,6.53804213135068,-2.82372986369269
220,"Chocolate War, The",399,"Cormier, Robert",2000-03-16,2000,0,0,0,0,0,0,0,IA,1,3921.5,6.53804213135068,-2.82372986369269
221,Sari Says,1569,"Locker, Sari",,,1,1,0,0,0,0,0,IA,1,3921.5,6.53804213135068,-2.82372986369269
222,"Things They Carried, The",1792,"O'Brien, Tim",2005-10-11,2005,1,0,0,0,1,0,0,IA,1,3921.5,6.53804213135068,-2.82372986369269
223,And Tango Makes Three,143,"Parnell, Peter and Justin Richardson",2006-09-26,2006,0,0,1,0,0,1,0,IA,1,3921.5,6.53804213135068,-2.82372986369269
224,Athletic Shorts,171,"Crutcher, Chris",2005-12-19,2005,0,0,0,0,1,1,0,IA,1,3921.5,6.53804213135068,-2.82372986369269
225,Scary Stories to Tell in the Dark,982,"Schwartz, Alvin",2002-01-21,2002,0,0,0,0,0,0,1,IA,1,3921.5,6.53804213135068,-2.82372986369269
226,Little Vampire Does Kung Fu,1154,"Sfar, Joann",,,1,0,0,0,0,0,1,IA,1,3921.5,6.53804213135068,-2.82372986369269
227,"Absolutely True Diary of a Part-Time Indian, The",69,"Alexie, Sherman",2008-10-02,2008,1,0,0,0,0,0,0,IA,1,3921.5,6.53804213135068,-2.82372986369269
228,And Tango Makes Three,143,"Parnell, Peter and Justin Richardson",2009-07-08,2009,0,0,0,0,0,1,0,IA,1,3921.5,6.53804213135068,-2.82372986369269
229,"Golden Compass, The",730,"Pullman, Philip",2008-10-18,2008,0,0,0,0,0,0,0,IA,1,3921.5,6.53804213135068,-2.82372986369269
230,On Bullshit,1080,"Frankfurt, Harry G.",2006-07-28,2006,0,0,0,0,1,0,0,IA,1,3921.5,6.53804213135068,-2.82372986369269
231,Absolute Power,67,"Balducci, David",2001-12-21,2001,1,1,0,0,1,0,1,ID,-17.4,3194,5.13804213135069,-2.32372986369269
232,Deadline,515,"Crutcher, Chris",2009-11-04,2009,1,0,0,0,1,1,0,ID,-17.4,3194,5.13804213135069,-2.32372986369269
233,Bury Me Deep,342,"Pike, Christopher",2000-04-30,2000,1,1,0,0,0,0,1,ID,-17.4,3194,5.13804213135069,-2.32372986369269
234,Chain Letter 2,381,"Pike, Christopher",2000-04-30,2000,1,1,0,0,0,0,1,ID,-17.4,3194,5.13804213135069,-2.32372986369269
235,"Listeners, The",1143,"Pike, Christopher",2000-04-30,2000,1,1,0,0,0,0,1,ID,-17.4,3194,5.13804213135069,-2.32372986369269
236,"Lost Mind, The",1180,"Pike, Christopher",2000-04-30,2000,1,1,0,0,0,0,1,ID,-17.4,3194,5.13804213135069,-2.32372986369269
237,"Midnight Club, The",1256,"Pike, Christopher",2000-04-30,2000,1,1,0,0,0,0,1,ID,-17.4,3194,5.13804213135069,-2.32372986369269
238,Remember Me 3: The Last Story,1523,"Pike, Christopher",2000-04-30,2000,1,1,0,0,0,0,1,ID,-17.4,3194,5.13804213135069,-2.32372986369269
239,"Star Group, The",1696,"Pike, Christopher",2000-04-30,2000,1,1,0,0,0,0,1,ID,-17.4,3194,5.13804213135069,-2.32372986369269
240,"Color Purple, The",421,"Walker, Alice",2008-06-17,2008,0,1,0,0,1,1,0,ID,-17.4,3194,5.13804213135069,-2.32372986369269
241,Free Fall,726,"Sweeney, Joyce",2001-02-28,2001,1,0,0,0,1,0,0,ID,-17.4,3194,5.13804213135069,-2.32372986369269
242,Witch,2010,"Pike, Christopher",2000-04-30,2000,1,1,0,0,0,0,1,ID,-17.4,3194,5.13804213135069,-2.32372986369269
243,Villages,1903,"Updike, John",2006-07-27,2006,0,1,0,0,1,0,0,ID,-17.4,3194,5.13804213135069,-2.32372986369269
244,Brave New World,308,"Huxley, Aldous",2009-07-19,2009,1,1,0,0,0,0,0,ID,-17.4,3194,5.13804213135069,-2.32372986369269
245,Locas,1159,"Hernandez, Gilbert and Jaime Hernandez",2008-02-04,2008,1,1,0,0,1,1,1,IL,7.7,6489.5,1.83804213135069,2.07627013630731
246,"Inner City Mother Goose, The",1000,"Merriam, Eve",2010-02-14,2010,1,0,0,0,1,0,1,IL,7.7,6489.5,1.83804213135069,2.07627013630731
247,"It's a Girl Thing:  How to Stay Healthy, Safe and In Charge",1018,"Jukes, Mavis",2010-02-14,2010,1,1,0,0,1,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
248,"Perks of Being a Wallflower, The",1434,"Chbosky, Stephen",2008-02-01,2008,0,1,0,0,1,1,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
249,Spinners,1686,"Napoli, Donna Jo",2001-08-20,2001,0,0,1,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
250,Nineteen Minutes,1052,"Picoult, Jodi",2008-07-24,2008,1,1,0,0,1,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
251,Love and Other Four-Letter Words,1184,"Mackler, Carolyn",2001-12-22,2001,1,1,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
252,"Peach Girl: Change of Heart, 9",1430,"Ueda, Miwa",2005-04-01,2005,0,0,0,0,0,0,1,IL,7.7,6489.5,1.83804213135069,2.07627013630731
253,Storytellers: Folktales and Legends from the South,1717,"Burrison, John",2002-03-12,2002,0,1,0,0,1,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
254,Dangerously Alice,501,"Naylor, Phyllis Reynolds",2008-08-21,2008,1,1,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
255,"Wonderful Story Henry Sugar and Six More, The",2034,"Dahl, Roald",2007-07-22,2007,1,0,0,0,0,0,1,IL,7.7,6489.5,1.83804213135069,2.07627013630731
256,Aimee,87,"Miller, Mary Beth",2005-04-01,2005,1,1,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
257,"Perks of Being a Wallflower, The",1434,"Chbosky, Stephen",2009-08-18,2009,0,0,1,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
258,"Absolutely True Diary of a Part-Time Indian, The",69,"Alexie, Sherman",2009-05-04,2009,0,1,0,0,1,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
259,"Thomasina, The Cat Who Thought She Was God",1805,"Gallico, Paul",2001-08-20,2001,0,0,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
260,If On a Winter's Night a Traveler,974,"Calvino, Italo and William Weaver (translator)",2010-02-26,2010,1,1,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
261,"Kite Runner, The",1092,"Hosseini, Khaled",2009-07-19,2009,1,1,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
262,"Face on the Milk Carton, The",656,"Cooney, Caroline B.",2008-11-21,2008,1,0,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
263,"Day After Tomorrow, The",511,"Heinlein, Robert A.",2008-07-24,2008,1,0,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
264,Maus:  A Survivor's Tale,1244,"Spiegelman, Art",2010-03-11,2010,0,0,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
265,A Firestorm Unleashed,18,"Ayer, Eleanor H.",2009-02-01,2009,0,0,0,0,0,0,1,IL,7.7,6489.5,1.83804213135069,2.07627013630731
266,Getting Away With Murder:  The True Story of the Emmett Till Case,758,"Crowe, Chris",2008-12-10,2008,0,0,0,0,0,0,1,IL,7.7,6489.5,1.83804213135069,2.07627013630731
267,Princess Mia,1480,"Cabot, Meg",2008-10-06,2008,0,0,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
268,Number the Stars,1067,"Lowry, Lois",2008-09-26,2008,0,0,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
269,Photography Year 1974,1444,,2008-09-14,2008,0,0,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
270,Shrek,1627,"Steig, William",2008-08-18,2008,0,0,0,0,1,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
271,Panda,1419,"Allen, Judy",2006-08-01,2006,0,0,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
272,"Botany of Desire: A Plant's-Eye View of the World, The",291,"Pollan, Michael",2006-04-28,2006,0,1,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
273,Fallen Angels,663,"Myers, Walter Dean",2006-04-28,2006,0,1,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
274,Freakonomics,724,"Levitt, Steven D.",2006-04-28,2006,0,1,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
275,How the Garcia Girls Lost Their Accents,935,"Alvarez, Julia",2006-04-28,2006,0,1,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
276,"Perks of Being a Wallflower, The",1434,"Chbosky, Stephen",2006-04-28,2006,0,1,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
277,Native Son,1026,"Wright, Richard",2006-01-13,2006,0,0,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
278,Daddy's Roommate,484,"Willhoite, Michael",2005-04-01,2005,0,0,0,0,0,1,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
279,"Joy of Gay Sex, The",1054,"Silverstein, Dr. Charles and Felice Picano",2005-04-01,2005,0,0,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
280,King & King,1083,"de Haan, Linda",2003-07-19,2003,0,0,0,0,0,1,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
281,Ask Dame Edna,167,"Humphries, Barry",2003-01-24,2003,0,0,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
282,Our Catholic Faith,1406,"Roberts, Kenneth J.",2002-09-11,2002,0,0,0,0,0,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
283,Ironman,1009,"Crutcher, Chris",2001-11-06,2001,0,0,0,0,1,0,0,IL,7.7,6489.5,1.83804213135069,2.07627013630731
284,"Perks of Being a Wallflower, The",1434,"Chbosky, Stephen",2008-10-09,2008,1,1,0,0,1,1,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
285,It's Perfectly Normal,1025,"Harris, Robie",2005-04-01,2005,0,1,0,0,0,1,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
286,Crazy in Alabama,453,"Childress, Mark",2000-09-27,2000,1,1,0,0,1,0,1,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
287,"Chocolate War, The",399,"Cormier, Robert",2004-04-05,2004,1,0,0,0,1,0,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
288,Tank Girl,1758,"Hewlitt, Jamie",2009-04-01,2009,0,0,0,0,0,0,1,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
289,In Country,983,"Mason, Bobbie Ann",2009-01-22,2009,0,1,0,0,1,0,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
290,Harry Potter (series),868,"Rowling, J.K.",2008-12-20,2008,0,0,0,1,0,0,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
291,This Vast Land,1803,"Ambrose, Stephen",2007-07-22,2007,0,1,0,0,1,0,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
292,"Lovely Bones, The",1195,"Sebold, Alice",2004-08-13,2004,0,0,0,0,0,0,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
293,Guess What?,762,"Fox, Mem",2002-11-16,2002,0,0,0,0,0,0,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
294,Travels of Babar,1837,"DeBrunhoff, Jean",2002-09-09,2002,0,0,0,0,0,0,1,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
295,What to Do When Stopped by Police,1954,St. Joseph County Public Library,2002-04-20,2002,0,0,0,0,0,0,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
296,"Pigman, The",1447,"Zindel, Paul",2001-04-25,2001,0,1,0,0,0,0,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
297,Deadline,515,"Crutcher, Chris",2008-10-28,2008,1,0,0,0,0,0,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
298,Fallen Angels,663,"Myers, Walter Dean",2004-01-12,2004,1,0,0,0,1,0,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
299,Follow the River,708,"Thom, James Alexander",2002-04-20,2002,1,1,0,0,0,0,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
300,Chinese Handcuffs,397,"Crutcher, Chris",2009-11-04,2009,0,0,0,0,1,0,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
301,And Tango Makes Three,143,"Parnell, Peter and Justin Richardsonter Parnell",2007-11-08,2007,0,0,0,0,0,1,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
302,"Mystery of the Pirate Ghost, The",1011,"Hayes, Geoffrey",2002-09-09,2002,0,0,0,0,0,0,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
303,Real Girl/Real World,1515,"Gray, Heather M.",2000-10-06,2000,0,0,0,0,0,0,0,IN,-6.2,1086.5,2.53804213135068,-4.62372986369269
304,"Cross Your Fingers, Spit in Your Hat",462,"Schwartz, Alvin",2001-06-22,2001,0,0,0,1,1,0,1,KS,-11.5,144.5,6.43804213135068,1.77627013630731
305,We All Fall Down,1930,"Cormier, Robert",2004-01-12,2004,1,0,0,0,1,0,1,KS,-11.5,144.5,6.43804213135068,1.77627013630731
306,Milk in My Coffee,1260,"Dickey, Eric Jerome",2009-04-21,2009,1,1,0,0,0,0,0,KS,-11.5,144.5,6.43804213135068,1.77627013630731
307,Athletic Shorts,171,"Crutcher, Chris",2004-08-26,2004,1,0,0,0,1,0,0,KS,-11.5,144.5,6.43804213135068,1.77627013630731
308,We All Fall Down,1930,"Cormier, Robert",2003-10-12,2003,1,1,0,0,1,0,0,KS,-11.5,144.5,6.43804213135068,1.77627013630731
309,"Joy of Gay Sex, The",1054,"Silverstein, Dr. Charles and Felice Picano",2009-01-02,2009,1,1,0,0,0,0,0,KS,-11.5,144.5,6.43804213135068,1.77627013630731
310,"Joy of Sex, The",1055,"Comfort, Alex",2009-01-02,2009,1,1,0,0,0,0,0,KS,-11.5,144.5,6.43804213135068,1.77627013630731
311,"Lesbian Kama Sutra, The",1117,"Harding, Kat",2009-01-02,2009,1,1,0,0,0,0,0,KS,-11.5,144.5,6.43804213135068,1.77627013630731
312,Sex for Busy People,1598,"Dubberly, Emily",2009-01-02,2009,1,1,0,0,0,0,0,KS,-11.5,144.5,6.43804213135068,1.77627013630731
313,Gossip Girl (series),741,"Von Ziegesar, Cecily",2008-07-26,2008,1,0,0,0,1,0,0,KS,-11.5,144.5,6.43804213135068,1.77627013630731
314,Fallen Angels,663,"Myers, Walter Dean",2005-10-05,2005,1,0,0,0,0,0,0,KS,-11.5,144.5,6.43804213135068,1.77627013630731
315,"Golden Compass, The",730,"Pullman, Philip",2008-12-17,2008,0,0,0,0,0,0,0,KS,-11.5,144.5,6.43804213135068,1.77627013630731
316,Bleeder,251,"Dobyns, Stephen",2001-04-25,2001,0,0,0,0,0,0,1,KS,-11.5,144.5,6.43804213135068,1.77627013630731
317,Lessons From a Dead Girl,1120,"Knowles, Jo",2009-07-27,2009,0,1,1,0,1,1,0,KY,-10.4,-5880.5,-5.46195786864932,-6.92372986369269
318,America:  A Novel,134,"Frank, E.R.",2006-08-24,2006,0,1,0,0,1,0,1,KY,-10.4,-5880.5,-5.46195786864932,-6.92372986369269
319,What My Mother Doesn't Know,1952,"Sones, Sonya",2009-12-07,2009,0,1,0,0,0,0,0,KY,-10.4,-5880.5,-5.46195786864932,-6.92372986369269
320,A Bad Boy Can Be Good for a Girl,9,"Stone, Tanya Lee",2008-12-30,2008,0,1,0,0,1,0,0,KY,-10.4,-5880.5,-5.46195786864932,-6.92372986369269
321,Playing in Traffic,1457,"Giles, Gail",2008-10-03,2008,0,0,0,0,1,0,0,KY,-10.4,-5880.5,-5.46195786864932,-6.92372986369269
322,Alice on the Outside,101,"Naylor, Phyllis Reynolds",2005-04-08,2005,0,1,0,0,0,0,0,KY,-10.4,-5880.5,-5.46195786864932,-6.92372986369269
323,"Dirty Cowboy, The",551,"Timberlake, Amy",2005-04-01,2005,0,0,1,0,0,0,0,KY,-10.4,-5880.5,-5.46195786864932,-6.92372986369269
324,Deadline,515,"Crutcher, Chris",2009-11-04,2009,1,0,0,0,0,0,0,KY,-10.4,-5880.5,-5.46195786864932,-6.92372986369269
325,Goosebumps (series),739,"Stine, R.L.",2000-02-23,2000,1,0,0,0,0,0,1,KY,-10.4,-5880.5,-5.46195786864932,-6.92372986369269
326,And Tango Makes Three,143,"Parnell, Peter and Justin Richardson",2008-11-14,2008,0,0,0,0,0,1,0,KY,-10.4,-5880.5,-5.46195786864932,-6.92372986369269
327,Walter the Farting Dog,1911,"Kotzwinkle, William",2008-11-14,2008,0,0,0,0,1,0,0,KY,-10.4,-5880.5,-5.46195786864932,-6.92372986369269
328,Fallen Angels,663,"Myers, Walter Dean",2001-04-25,2001,0,0,0,0,1,0,0,KY,-10.4,-5880.5,-5.46195786864932,-6.92372986369269
329,I Know Why the Caged Bird Sings,958,"Angelou, Maya",2001-04-25,2001,0,0,0,0,1,0,0,KY,-10.4,-5880.5,-5.46195786864932,-6.92372986369269
330,Dr. Ernest Drake's Dragonology:  The Complete Book of Dragons,572,"Drake, Ernest",2008-09-24,2008,1,0,0,1,0,0,0,LA,-9.7,-5120.5,-4.76195786864932,-5.32372986369269
331,Tiger Eyes,1809,"Blume, Judy",2000-01-01,2000,1,1,0,0,1,0,0,LA,-9.7,-5120.5,-4.76195786864932,-5.32372986369269
332,"Cat Who Killed Lilian Jackson Braun, The",369,"Kaplow, Robert",2009-11-09,2009,0,1,0,0,1,0,0,LA,-9.7,-5120.5,-4.76195786864932,-5.32372986369269
333,Secret Identity,1583,"Yoe, Craig",2009-11-09,2009,0,1,0,0,0,0,0,LA,-9.7,-5120.5,-4.76195786864932,-5.32372986369269
334,Mommy Laid an Egg,1276,"Cole, Babette",2008-11-13,2008,0,1,0,0,0,0,0,LA,-9.7,-5120.5,-4.76195786864932,-5.32372986369269
335,Ready or Not,1512,"Cabot, Meg",2008-11-13,2008,0,1,1,0,0,0,0,LA,-9.7,-5120.5,-4.76195786864932,-5.32372986369269
336,"Golden Compass, The",730,"Pullman, Philip",2008-09-24,2008,1,0,0,0,0,0,0,LA,-9.7,-5120.5,-4.76195786864932,-5.32372986369269
337,Mind's Eye,1262,"Kuper, Peter",2008-11-13,2008,0,1,0,0,0,0,0,LA,-9.7,-5120.5,-4.76195786864932,-5.32372986369269
338,Black Hawk Down,241,"Bowden, Mark",2009-07-19,2009,1,0,0,0,1,0,0,LA,-9.7,-5120.5,-4.76195786864932,-5.32372986369269
339,King & King,1083,"de Haan, Linda",2005-06-03,2005,1,0,0,0,0,1,0,LA,-9.7,-5120.5,-4.76195786864932,-5.32372986369269
340,Buster's Sugartime,345,"Brown, Marc",2009-11-09,2009,0,0,0,0,0,1,0,LA,-9.7,-5120.5,-4.76195786864932,-5.32372986369269
341,Of Mice and Men,1069,"Steinbeck, John",2001-04-25,2001,0,0,0,0,1,0,0,LA,-9.7,-5120.5,-4.76195786864932,-5.32372986369269
342,Tweaked,1855,"Moore, Patrick",2010-07-03,2010,1,0,0,0,1,0,0,MA,11.7,14048.5,5.23804213135068,9.17627013630731
343,Best American Short Stories 2000,219,"Doctorow, E.L.",2002-04-20,2002,0,1,0,0,1,0,0,MA,11.7,14048.5,5.23804213135068,9.17627013630731
344,Dogsong,557,"Paulsen, Gary",2001-04-25,2001,0,0,0,0,0,0,1,MA,11.7,14048.5,5.23804213135068,9.17627013630731
345,"Facts Speak for Themselves, The",657,"Cole, Brock",2000-01-20,2000,0,1,0,0,1,0,0,MA,11.7,14048.5,5.23804213135068,9.17627013630731
346,"Jesus, Symbol of God",1042,"Haight, Roger",2001-06-24,2001,1,0,0,0,0,0,0,MA,11.7,14048.5,5.23804213135068,9.17627013630731
347,"Charm School, The",386,"DeMille, Nelson",2000-01-01,2000,1,1,0,0,0,0,0,MA,11.7,14048.5,5.23804213135068,9.17627013630731
348,King & King,1083,"de Haan, Linda",2003-04-15,2003,0,0,0,0,0,1,0,MA,11.7,14048.5,5.23804213135068,9.17627013630731
349,Your Name Written on Water:  An Erotic Novel,2056,"Frei, Irene Gonzalez",2000-01-01,2000,0,1,0,0,0,0,0,MA,11.7,14048.5,5.23804213135068,9.17627013630731
