"","deny","pirat","hirat","lvrat","chist","mhist","phist","unemp","selfemp","insurance","condomin","afam","single","hschool"
"542","no",0.27,0.25,0.851536448732447,"1","2","no",3.20000004768372,"no","no","no","no","no","yes"
"543","no",0.36,0.3,0.639713428375133,"1","1","no",3.20000004768372,"no","no","no","no","yes","yes"
"544","no",0.35,0.35,0.625,"2","3","no",3.59999990463257,"no","no","no","no","no","yes"
"545","no",0.33,0.31,0.858922030309452,"1","2","no",3.20000004768372,"no","no","no","no","yes","yes"
"546","no",0.32,0.24,0.743243243243243,"3","1","no",3.09999990463257,"no","no","no","no","no","yes"
"547","no",0.23,0.04,0.5,"1","1","no",3.20000004768372,"no","no","no","no","no","yes"
"548","no",0.37,0.28,0.487156769323807,"2","2","no",2,"no","no","no","no","no","yes"
"549","no",0.331199989318848,0.1725,0.68,"2","2","no",10.6000003814697,"no","no","no","no","no","yes"
"550","yes",0.351300010681152,0.256900005340576,0.542857142857143,"5","2","no",3.20000004768372,"no","no","no","no","yes","yes"
"551","no",0.457000007629395,0.282000007629395,0.752631578947368,"1","1","no",3.20000004768372,"no","no","no","no","no","yes"
"552","no",0.352400016784668,0.293299999237061,0.902985074626866,"1","2","no",3.09999990463257,"no","no","no","no","no","yes"
"553","yes",0.41689998626709,0.210900001525879,0.923076923076923,"2","2","no",10.6000003814697,"no","yes","no","no","yes","yes"
"554","no",0.219099998474121,0.209500007629395,0.794871794871795,"1","2","no",3.90000009536743,"no","no","no","no","no","yes"
"555","yes",0.205200004577637,0.158999996185303,0.602564102564103,"1","2","no",1.79999995231628,"yes","yes","no","no","yes","yes"
"556","no",0.461100006103516,0.371500015258789,0.78448275862069,"2","2","no",5.30000019073486,"no","no","yes","no","yes","no"
"557","no",0.346599998474121,0.315799999237061,0.576036866359447,"2","2","no",2,"no","no","no","no","no","yes"
"558","no",0.316700000762939,0.208899993896484,0.721649484536082,"1","1","no",3.09999990463257,"no","no","no","no","no","yes"
"559","no",0.372799987792969,0.264899997711182,0.8984375,"1","2","no",10.6000003814697,"no","no","no","no","no","yes"
"560","no",0.660999984741211,0.660999984741211,0.433566433566434,"1","2","no",2,"no","no","no","no","yes","yes"
"561","no",0.356199989318848,0.264300003051758,0.847222222222222,"1","2","no",4.30000019073486,"no","no","no","no","no","yes"
"562","no",0.374500007629395,0.262999992370605,0.895833333333333,"2","2","no",3.09999990463257,"no","no","no","yes","no","yes"
"563","yes",0.313999996185303,0.228500003814697,0.753968253968254,"1","2","no",10.6000003814697,"no","yes","no","no","no","yes"
"564","yes",0.383899993896484,0.255599994659424,0.95,"1","2","no",1.79999995231628,"no","yes","no","no","yes","yes"
"565","no",0.361399993896484,0.234300003051758,0.78448275862069,"2","2","no",4.30000019073486,"no","no","no","no","no","yes"
"566","no",0.266399993896484,0.241800003051758,0.253164556962025,"1","2","no",3.20000004768372,"yes","no","no","no","yes","yes"
"567","no",0.322099990844727,0.275499992370605,0.748387096774194,"2","2","no",5.30000019073486,"no","no","no","no","no","yes"
"568","no",0.231100006103516,0.207199993133545,0.838235294117647,"1","2","no",3.90000009536743,"no","no","no","yes","no","yes"
"569","no",0.364500007629395,0.328800010681152,0.762962962962963,"2","2","no",3.90000009536743,"no","no","no","no","yes","yes"
"570","no",0.426599998474121,0.296700000762939,0.818181818181818,"1","1","no",3.09999990463257,"no","no","no","no","no","yes"
"571","no",0.289799995422363,0.282000007629395,0.772727272727273,"1","2","no",10.6000003814697,"yes","no","no","no","no","no"
"572","no",0.814199981689453,0.393300018310547,0.516528925619835,"3","2","yes",3.20000004768372,"no","no","no","yes","yes","yes"
"573","no",0.371399993896484,0.318899993896484,0.864864864864865,"2","2","no",1.79999995231628,"yes","no","no","yes","yes","yes"
"574","no",0.296399993896484,0.234500007629395,0.896341463414634,"1","2","no",2,"no","yes","no","no","no","yes"
"575","no",0.353499984741211,0.252000007629395,0.804469273743017,"1","2","no",2,"no","no","no","yes","no","yes"
"576","no",0.3475,0.220900001525879,0.789115646258503,"2","2","no",3.09999990463257,"no","no","no","yes","no","yes"
"577","no",0.499700012207031,0.355299987792969,0.93854748603352,"1","2","no",3.90000009536743,"no","no","no","yes","yes","yes"
"578","no",0.374300003051758,0.282000007629395,0.555555555555556,"1","1","no",3.09999990463257,"no","no","no","no","no","yes"
"579","no",0.467700004577637,0.367999992370605,0.87431693989071,"3","1","no",4.30000019073486,"no","no","no","yes","no","yes"
"580","yes",0.104300003051758,0.0964000034332275,0.666666666666667,"4","2","no",10.6000003814697,"yes","no","no","no","yes","yes"
"581","no",0.322799987792969,0.322799987792969,0.864,"1","2","no",3.59999990463257,"no","no","no","no","no","yes"
"582","no",0.293199996948242,0.280499992370605,0.899159663865546,"1","2","no",3.20000004768372,"no","no","no","no","yes","yes"
"583","no",0.33560001373291,0.320800018310547,0.878048780487805,"1","2","no",1.79999995231628,"no","no","no","no","no","yes"
"584","yes",0.416699981689453,0.265100002288818,0.75,"5","1","no",3.20000004768372,"no","no","no","yes","no","yes"
"585","no",0.2575,0.214500007629395,0.625,"1","2","no",3.20000004768372,"no","no","no","no","no","yes"
"586","no",0.357700004577637,0.141199998855591,0.655502392344498,"1","1","no",3.20000004768372,"no","no","no","no","no","yes"
"587","yes",0.466800003051758,0.463199996948242,0.591715976331361,"4","2","no",3.59999990463257,"no","no","no","no","no","yes"
"588","no",0.216000003814697,0.123999996185303,0.323741007194245,"3","1","no",3.09999990463257,"no","no","no","yes","no","yes"
"589","no",0.277000007629395,0.205,0.5859375,"2","1","no",1.79999995231628,"yes","no","no","no","no","yes"
"590","no",0.27,0.27,0.651162790697674,"1","1","no",3.59999990463257,"no","no","yes","no","no","yes"
"591","no",0.32,0.29,0.707692307692308,"2","1","no",5.30000019073486,"no","no","no","no","no","yes"
"592","no",0.25,0.145,0.681818181818182,"1","1","no",1.79999995231628,"no","no","yes","no","yes","yes"
"593","yes",0.505,0.207000007629395,0.641350210970464,"6","2","no",1.79999995231628,"no","no","no","no","no","yes"
"594","no",0.32,0.13,0.401234567901235,"2","2","no",3.90000009536743,"no","no","no","yes","no","yes"
"595","yes",0.355,0.345,0.6875,"5","2","yes",3.20000004768372,"yes","no","yes","yes","yes","yes"
"596","no",0.31,0.29,0.896551724137931,"1","2","no",1.79999995231628,"no","no","no","no","yes","yes"
"597","no",0.3,0.11,0.479452054794521,"2","1","no",4.30000019073486,"no","no","no","no","yes","yes"
"598","no",0.19,0.15,0.184794092544317,"1","1","no",3.20000004768372,"no","no","no","no","yes","yes"
"599","no",0.18,0.15,0.802816901408451,"1","1","no",3.90000009536743,"no","no","no","yes","no","yes"
"600","no",0.08,0.08,0.111111111111111,"1","1","no",3.59999990463257,"no","no","no","no","no","yes"
"601","no",0.36,0.35,0.736842105263158,"1","1","no",3.59999990463257,"no","no","no","no","no","yes"
"602","no",0.14,0.09,0.8,"1","2","no",3.09999990463257,"no","no","no","no","no","yes"
"603","no",0.34,0.27,0.793939393939394,"1","2","no",3.90000009536743,"no","no","no","no","no","yes"
"604","no",0.34,0.27,0.55,"1","1","no",3.90000009536743,"no","no","no","no","no","yes"
"605","no",0.32,0.12,0.8,"1","1","no",3.90000009536743,"no","no","no","yes","no","yes"
"606","no",0.19,0.08,0.154285714285714,"1","1","no",10.6000003814697,"no","no","no","no","no","yes"
"607","no",0.32,0.11,0.482758620689655,"2","1","no",3.20000004768372,"no","no","no","no","no","yes"
"608","no",0.73,0.71,0.606060606060606,"1","1","no",3.90000009536743,"no","no","no","no","yes","yes"
"609","no",0.58,0.52,0.8,"1","1","no",3.90000009536743,"no","no","no","yes","no","yes"
"610","no",0.3,0.3,0.795774647887324,"1","2","no",3.90000009536743,"no","no","no","no","yes","yes"
"611","no",0.14,0.09,0.869894119929699,"1","2","no",3.59999990463257,"no","no","no","no","no","yes"
"612","no",0.26,0.16,0.135135135135135,"1","1","no",3.59999990463257,"yes","no","no","no","no","yes"
"613","no",0.43,0.33,0.35,"2","1","no",3.90000009536743,"no","no","no","no","no","yes"
"614","no",0.47,0.18,1,"1","1","no",10.6000003814697,"no","no","no","no","no","yes"
"615","no",0.25,0.13,0.8,"2","1","no",3.90000009536743,"no","no","no","yes","no","yes"
"616","no",0.3,0.3,0.78125,"1","1","no",3.90000009536743,"no","no","no","no","no","yes"
"617","no",0.27,0.25,0.695652173913043,"6","2","no",3.59999990463257,"no","no","no","no","no","yes"
"618","no",0.36,0.2,0.388888888888889,"1","1","no",3.90000009536743,"no","no","no","no","no","yes"
"619","no",0.248999996185303,0.155,0.236486486486486,"2","4","no",1.79999995231628,"no","no","no","no","no","yes"
"620","no",0.216000003814697,0.133000001907349,0.518518518518518,"3","1","no",3.09999990463257,"no","no","no","no","no","yes"
"621","yes",1.16,0.74,0.752688172043011,"1","2","no",4.30000019073486,"no","no","no","no","no","yes"
"622","no",0.36,0.22,0.615384615384615,"3","1","no",3.20000004768372,"yes","no","no","no","no","yes"
"623","no",0.277999992370605,0.162000007629395,0.4,"5","2","no",1.79999995231628,"no","no","no","no","no","yes"
"624","no",0.32,0.23,0.744827586206897,"2","2","no",4.30000019073486,"no","no","no","no","no","yes"
"625","no",0.287999992370605,0.206000003814697,0.747826086956522,"2","2","no",3.20000004768372,"no","no","no","no","no","yes"
"626","no",0.482999992370605,0.340999984741211,0.746666666666667,"2","1","no",4.30000019073486,"yes","no","no","no","no","yes"
"627","no",0.312000007629395,0.227000007629395,0.631578947368421,"2","2","no",10.6000003814697,"no","no","no","no","no","yes"
"628","no",0.297000007629395,0.222000007629395,0.574468085106383,"1","1","no",3.20000004768372,"no","no","no","no","yes","yes"
"629","no",0.344000015258789,0.344000015258789,0.7,"1","2","no",3.20000004768372,"no","no","no","no","yes","yes"
"630","no",0.362000007629395,0.262000007629395,0.490196078431373,"2","2","no",3.09999990463257,"no","no","no","no","no","yes"
"631","no",0.285,0.285,0.58679706601467,"2","2","no",4.30000019073486,"no","no","no","no","no","yes"
"632","no",0.322999992370605,0.263999996185303,0.75,"2","1","no",3.20000004768372,"no","no","no","no","no","yes"
"633","no",0.404000015258789,0.178999996185303,0.799145299145299,"1","1","no",3.20000004768372,"yes","no","no","no","no","yes"
"634","no",0.316000003814697,0.215,0.89622641509434,"1","2","no",3.09999990463257,"no","no","no","yes","no","yes"
"635","no",0.287999992370605,0.287999992370605,0.740740740740741,"4","2","no",3.20000004768372,"no","no","no","no","yes","yes"
"636","no",0.357999992370605,0.316000003814697,0.6875,"1","2","no",3.20000004768372,"no","no","no","no","no","yes"
"637","no",0.29,0.29,0.74,"1","1","no",3.90000009536743,"no","no","no","no","no","yes"
"638","no",0.35,0.31,0.900900900900901,"2","2","no",3.90000009536743,"no","no","no","no","no","yes"
"639","no",0.34,0.23,0.775757575757576,"2","1","yes",3.90000009536743,"no","no","no","no","no","yes"
"640","no",0.36,0.3,0.745454545454545,"1","2","no",3.09999990463257,"no","no","no","no","no","yes"
"641","yes",0.27,0.22,0.725609756097561,"6","2","yes",10.6000003814697,"no","no","no","no","no","yes"
"642","yes",0.45,0.29,0.88780487804878,"6","2","yes",2,"no","no","no","yes","no","yes"
"643","no",0.32,0.22,0.85,"6","4","no",1.79999995231628,"no","no","no","no","no","yes"
"644","no",0.33,0.31,0.785714285714286,"1","2","no",3.09999990463257,"no","no","no","no","yes","yes"
"645","no",0.46,0.3,0.851612903225806,"6","2","yes",3.20000004768372,"no","no","yes","no","no","yes"
"646","no",0.35,0.35,0.802197802197802,"1","2","no",1.79999995231628,"no","no","yes","no","yes","yes"
"647","no",0.35,0.31,0.774193548387097,"6","2","no",3.20000004768372,"no","no","no","no","yes","yes"
"648","no",0.39,0.28,0.698412698412698,"1","2","no",4.30000019073486,"yes","no","yes","no","no","yes"
"649","no",0.46,0.31,0.615384615384615,"2","2","no",3.90000009536743,"no","no","no","no","no","yes"
"650","no",0.38,0.26,0.790697674418605,"1","2","no",1.79999995231628,"no","no","no","no","no","yes"
"651","no",0.27,0.27,0.8,"2","2","no",3.90000009536743,"no","no","no","no","no","yes"
"652","no",0.38,0.31,0.788059701492537,"2","1","no",1.79999995231628,"no","no","no","no","no","yes"
"653","no",0.22,0.21,0.451612903225806,"1","1","no",2,"no","no","no","no","no","yes"
"654","no",0.38,0.29,0.845161290322581,"2","2","no",3.20000004768372,"no","no","yes","no","yes","yes"
"655","no",0.37,0.28,0.684210526315789,"1","2","no",3.09999990463257,"no","no","no","no","no","yes"
"656","no",0.37,0.32,0.853846153846154,"1","2","no",3.90000009536743,"no","no","no","no","no","yes"
"657","no",0.28,0.28,0.76,"2","1","no",1.79999995231628,"no","no","no","no","no","yes"
"658","no",0.25,0.21,0.692307692307692,"1","2","no",3.09999990463257,"no","no","no","no","yes","yes"
"659","no",0.26,0.23,0.208333333333333,"1","1","no",3.20000004768372,"no","no","no","no","no","yes"
"660","no",0.27,0.22,0.9375,"1","2","no",4.30000019073486,"no","no","no","no","no","yes"
"661","no",0.38,0.31,0.715384615384615,"1","1","no",3.20000004768372,"no","no","yes","no","yes","yes"
"662","no",0.35,0.32,0.751515151515151,"1","2","no",2,"no","no","no","no","no","yes"
"663","no",0.25,0.23,0.798245614035088,"5","1","no",3.20000004768372,"no","no","no","no","no","yes"
"664","no",0.38,0.32,0.796261682242991,"2","1","no",3.90000009536743,"no","no","no","no","no","yes"
"665","no",0.37,0.22,0.875,"1","1","no",1.79999995231628,"no","no","no","no","no","yes"
"666","no",0.27,0.26,0.620689655172414,"2","1","no",3.90000009536743,"no","no","no","no","yes","yes"
"667","no",0.24,0.22,0.787564766839378,"2","2","no",3.20000004768372,"no","no","no","no","no","yes"
"668","no",0.36,0.27,0.675,"1","4","no",10.6000003814697,"no","no","no","no","no","yes"
"669","no",0.23,0.23,0.619469026548673,"1","1","no",1.79999995231628,"no","no","no","no","yes","yes"
"670","no",0.33,0.31,0.713333333333333,"1","2","no",10.6000003814697,"no","no","no","no","no","yes"
"671","no",0.28,0.28,0.6,"1","1","no",3.20000004768372,"yes","no","no","no","no","yes"
"672","no",0.33,0.18,0.757575757575758,"3","1","no",3.09999990463257,"no","no","no","no","yes","yes"
"673","yes",0.37,0.29,0.953333333333333,"3","2","no",4.30000019073486,"yes","yes","no","no","yes","yes"
"674","no",0.32,0.24,0.918518518518519,"2","2","no",3.20000004768372,"no","no","no","no","no","yes"
"675","no",0.27,0.27,0.69672131147541,"1","2","no",3.90000009536743,"no","no","no","no","yes","yes"
"676","no",0.28,0.28,0.951388888888889,"1","2","no",4.30000019073486,"no","no","no","no","no","yes"
"677","no",0.39,0.3,0.952380952380952,"1","2","no",3.09999990463257,"no","no","no","no","no","yes"
"678","no",0.38,0.31,0.938931297709924,"5","2","no",3.20000004768372,"no","no","no","no","no","yes"
"679","no",0.38,0.34,0.8,"1","1","no",10.6000003814697,"no","no","no","no","no","yes"
"680","yes",0.38,0.31,0.947826086956522,"1","2","no",3.20000004768372,"no","yes","yes","no","yes","yes"
"681","yes",0.3,0.25,0.904,"6","2","no",2,"no","no","no","yes","no","yes"
"682","no",0.39,0.25,0.857142857142857,"6","2","no",2,"no","no","no","yes","no","yes"
"683","no",0.34,0.22,0.631970260223048,"1","2","no",3.09999990463257,"no","no","no","no","no","yes"
"684","no",0.19,0.17,0.340425531914894,"1","2","no",3.20000004768372,"yes","no","no","no","no","yes"
"685","no",0.34,0.26,0.575384615384615,"6","3","yes",3.09999990463257,"no","no","no","no","no","yes"
"686","no",0.33,0.32,0.518134715025907,"1","2","no",3.20000004768372,"no","no","no","no","yes","yes"
"687","no",0.31,0.19,0.75,"5","2","no",4.30000019073486,"yes","no","yes","no","no","yes"
"688","no",0.29,0.28,0.8,"1","2","no",3.90000009536743,"no","no","yes","yes","no","yes"
"689","no",0.2,0.2,0.409356725146199,"4","2","no",3.20000004768372,"no","no","no","no","no","yes"
"690","no",0.45,0.34,0.545454545454545,"5","2","no",3.20000004768372,"no","no","no","no","no","yes"
"691","no",0.32,0.27,0.788888888888889,"1","2","no",3.20000004768372,"no","no","yes","no","no","yes"
"692","no",0.2,0.09,0.777777777777778,"1","1","no",3.20000004768372,"yes","no","yes","no","no","yes"
"693","no",0.27,0.19,0.796511627906977,"1","1","no",3.20000004768372,"yes","no","no","no","no","yes"
"694","no",0.13,0.11,0.354166666666667,"1","2","no",1.79999995231628,"no","no","no","no","yes","yes"
"695","no",0.15,0.07,0.857142857142857,"1","1","no",1.79999995231628,"yes","no","yes","no","no","yes"
"696","no",0.1,0.02,0.8,"1","1","no",3.20000004768372,"yes","no","no","no","no","yes"
"697","no",0.38,0.24,0.562913907284768,"1","2","no",10.6000003814697,"no","no","no","no","no","yes"
"698","no",0.22,0.13,0.793814432989691,"1","1","no",3.90000009536743,"no","no","yes","no","no","yes"
"699","no",0.22,0.21,0.603351955307263,"1","1","no",4.30000019073486,"yes","no","no","no","no","yes"
"700","no",0.13,0.12,0.8,"1","2","no",3.20000004768372,"yes","no","yes","no","no","yes"
"701","no",0.07,0.04,0.51219512195122,"1","1","no",3.90000009536743,"no","no","yes","no","yes","yes"
"702","yes",0.36,0.3,0.591054313099042,"1","1","no",3.09999990463257,"no","no","no","no","yes","yes"
"703","yes",0.36,0.3,0.591054313099042,"1","1","no",3.09999990463257,"no","no","no","no","yes","yes"
"704","no",0.246499996185303,0.244699993133545,0.795652173913043,"1","1","no",3.20000004768372,"no","no","no","no","no","yes"
"705","no",0.218999996185303,0.168999996185303,0.581818181818182,"1","1","no",3.90000009536743,"no","no","no","no","no","yes"
"706","yes",0.312999992370605,0.213999996185303,0.942857142857143,"5","2","no",3.90000009536743,"no","yes","no","no","no","yes"
"707","no",0.377000007629395,0.288999996185303,0.753012048192771,"1","1","no",10.6000003814697,"yes","no","no","no","no","yes"
"708","no",0.121000003814697,0.0740000009536743,0.767123287671233,"1","1","no",1.79999995231628,"yes","no","yes","no","yes","yes"
"709","no",0.318999996185303,0.28,0.754098360655738,"1","1","no",3.20000004768372,"no","no","yes","no","no","yes"
"710","no",0.357000007629395,0.278999996185303,0.697761194029851,"1","2","no",4.30000019073486,"no","no","no","no","no","yes"
"711","no",0.377999992370605,0.213999996185303,0.761467889908257,"1","1","no",3.20000004768372,"yes","no","yes","no","yes","yes"
"712","no",0.292999992370605,0.202999992370605,0.897727272727273,"1","2","no",4.30000019073486,"no","no","no","no","no","yes"
"713","no",0.380999984741211,0.297000007629395,0.771812080536913,"1","2","no",4.30000019073486,"no","no","yes","no","no","yes"
"714","no",0.232999992370605,0.2,0.685975609756098,"1","1","no",3.20000004768372,"no","no","yes","no","yes","yes"
"715","no",0.287000007629395,0.271000003814697,0.555555555555556,"1","1","no",2,"no","no","no","no","yes","yes"
"716","no",0.245,0.212999992370605,0.704225352112676,"1","3","no",3.20000004768372,"yes","no","no","no","no","yes"
"717","no",0.295,0.213999996185303,0.897435897435897,"2","2","no",10.6000003814697,"no","no","no","no","no","yes"
"718","no",0.392999992370605,0.187999992370605,0.766423357664234,"1","2","no",3.20000004768372,"no","no","no","no","no","yes"
"719","no",0.33,0.29,0.649350649350649,"5","2","no",3.09999990463257,"no","no","no","no","no","yes"
"720","no",0.297999992370605,0.258999996185303,0.178571428571429,"1","2","no",3.20000004768372,"no","no","no","no","no","yes"
"721","no",0.402999992370605,0.344000015258789,0.798107255520505,"1","1","no",3.20000004768372,"no","no","no","no","no","yes"
"722","no",0.385999984741211,0.301000003814697,0.862068965517241,"1","2","no",3.20000004768372,"no","no","no","no","no","yes"
"723","yes",0.382000007629395,0.222999992370605,0.95,"6","2","no",3.20000004768372,"no","no","no","yes","yes","yes"
"724","no",0.352000007629395,0.267000007629395,0.627615062761506,"1","1","no",3.20000004768372,"no","no","yes","no","no","yes"
"725","no",0.306000003814697,0.206000003814697,0.571428571428571,"1","2","no",3.20000004768372,"no","no","no","no","yes","yes"
"726","no",0.400099983215332,0.311299991607666,0.767045454545455,"1","2","no",2,"no","no","no","no","no","yes"
"727","no",0.27,0.232000007629395,0.94488188976378,"1","2","no",3.09999990463257,"no","no","no","no","no","yes"
"728","no",0.385,0.23,0.800539083557951,"1","2","no",3.20000004768372,"no","no","yes","no","yes","yes"
"729","no",0.212000007629395,0.177000007629395,0.875486381322957,"1","2","no",3.20000004768372,"no","no","no","no","no","yes"
"730","no",0.175,0.11,0.790540540540541,"2","1","no",3.09999990463257,"no","no","yes","no","no","yes"
"731","no",0.299599990844727,0.276399993896484,0.42962962962963,"1","2","no",4.30000019073486,"no","no","yes","no","yes","yes"
"732","no",0.257999992370605,0.252000007629395,0.75,"1","1","no",3.90000009536743,"no","no","no","no","no","yes"
"733","no",0.266000003814697,0.261000003814697,0.411522633744856,"1","1","no",2,"no","no","no","no","no","yes"
"734","no",0.242999992370605,0.155,0.584362139917695,"1","1","no",3.20000004768372,"no","no","yes","no","yes","yes"
"735","no",0.155,0.133000001907349,0.8,"5","1","no",3.20000004768372,"no","no","yes","no","no","yes"
"736","no",0.3,0.125,0.8,"2","1","no",5.30000019073486,"no","no","no","no","no","yes"
"737","no",0.399000015258789,0.312000007629395,0.574712643678161,"1","3","no",3.90000009536743,"no","no","no","no","no","yes"
"738","no",0.247399997711182,0.227800006866455,0.797356828193833,"1","2","no",3.90000009536743,"no","no","no","no","yes","yes"
"739","no",0.395,0,0.784313725490196,"5","1","no",1.79999995231628,"yes","no","yes","yes","no","yes"
"740","no",0.36,0.2,0.8,"1","2","no",2,"no","no","no","no","yes","yes"
"741","yes",0.43,0.43,0.642317380352645,"1","1","no",3.09999990463257,"yes","no","no","no","no","yes"
"742","no",0.39,0.19,0.8,"1","1","no",5.30000019073486,"no","no","no","no","no","yes"
"743","no",0.33,0.27,0.758620689655172,"1","2","no",3.20000004768372,"no","no","no","no","no","yes"
"744","no",0.35,0.2,0.620689655172414,"1","1","no",10.6000003814697,"yes","no","yes","no","no","yes"
"745","no",0.33,0.26,0.8,"2","2","no",2,"no","no","no","no","no","yes"
"746","no",0.43,0.32,0.316091954022989,"1","2","no",4.30000019073486,"no","no","no","no","no","yes"
"747","no",0.29,0.28,0.625,"1","2","no",3.09999990463257,"no","no","no","no","yes","yes"
"748","no",0.28,0.24,0.783582089552239,"1","2","no",3.20000004768372,"no","no","no","no","no","yes"
"749","no",0.4,0.18,0.604166666666667,"1","2","no",3.09999990463257,"no","no","no","no","yes","yes"
"750","no",0.37,0.22,0.786885245901639,"3","2","no",3.90000009536743,"no","no","no","no","no","yes"
"751","no",0.33,0.33,0.512820512820513,"3","2","no",3.20000004768372,"no","no","no","no","no","yes"
"752","no",0.28,0.24,0.796875,"1","1","no",1.79999995231628,"no","no","no","no","no","yes"
"753","no",0.36,0.31,0.631067961165049,"1","1","no",10.6000003814697,"no","no","no","no","no","yes"
"754","no",0.45,0.18,0.87,"1","1","yes",8.89999961853027,"yes","no","no","no","yes","yes"
"755","no",0.3,0.13,0.5,"1","1","no",3.09999990463257,"no","no","no","no","no","yes"
"756","no",0.38,0.21,0.353982300884956,"1","1","no",3.90000009536743,"yes","no","no","no","yes","yes"
"757","no",0.29,0.29,0.333333333333333,"1","1","no",3.09999990463257,"no","no","no","no","yes","yes"
"758","no",0.33,0.31,0.576923076923077,"1","1","no",3.90000009536743,"yes","no","no","no","no","yes"
"759","no",0.21,0.21,0.462962962962963,"1","1","yes",3.20000004768372,"no","no","no","no","no","yes"
"760","no",0.31,0.22,0.712328767123288,"1","2","no",1.79999995231628,"no","no","yes","yes","no","yes"
"761","no",0.19,0.19,0.663366336633663,"1","2","no",3.20000004768372,"no","no","yes","yes","yes","yes"
"762","no",0.36,0.36,0.611111111111111,"2","2","no",3.20000004768372,"no","no","yes","yes","yes","yes"
"763","no",0.35,0.28,0.688372093023256,"1","2","no",1.79999995231628,"no","no","yes","yes","no","yes"
"764","no",0.37,0.28,0.887323943661972,"5","2","no",3.90000009536743,"no","no","no","yes","yes","yes"
"765","no",0.34,0.28,0.792307692307692,"2","2","no",3.20000004768372,"no","no","no","no","yes","yes"
"766","no",0.33,0.27,0.8,"2","2","no",3.20000004768372,"no","no","yes","no","no","yes"
"767","no",0.31,0.3,0.470238095238095,"1","2","no",3.20000004768372,"no","no","no","no","yes","yes"
"768","no",0.345800018310547,0.345800018310547,0.565217391304348,"1","1","no",3.20000004768372,"no","no","yes","no","yes","yes"
"769","no",0.42,0.32,0.940909090909091,"2","2","no",4.30000019073486,"yes","no","no","yes","no","yes"
"770","no",0.38,0.28,1,"5","2","no",3.20000004768372,"no","no","yes","yes","yes","yes"
"771","no",0.35,0.26,0.615384615384615,"2","2","no",3.09999990463257,"no","no","yes","yes","yes","yes"
"772","no",0.33,0.27,0.605769230769231,"3","2","no",3.20000004768372,"no","no","yes","no","yes","yes"
"773","no",0.24,0.24,0.884615384615385,"3","2","no",3.90000009536743,"no","no","yes","yes","no","yes"
"774","no",0.280900001525879,0.239699993133545,0.876190476190476,"1","2","no",1.79999995231628,"no","no","yes","yes","yes","yes"
"775","no",0.32,0.32,0.732283464566929,"1","2","no",2,"no","no","yes","no","yes","yes"
"776","no",0.16,0.1,0.72,"2","1","no",3.20000004768372,"no","no","no","yes","no","yes"
"777","no",0.25,0.13,0.8,"1","1","no",1.79999995231628,"yes","no","no","yes","no","yes"
"778","no",0.35,0.32,0.8,"1","2","no",3.20000004768372,"yes","no","yes","no","yes","yes"
"779","no",0.38,0.3,0.523529411764706,"1","2","no",3.20000004768372,"no","no","yes","yes","yes","yes"
"780","no",0.32,0.31,0.80952380952381,"1","2","no",3.20000004768372,"no","no","yes","yes","yes","yes"
"781","no",0.35,0.23,0.772727272727273,"2","2","no",3.20000004768372,"no","no","no","yes","yes","yes"
"782","no",0.27,0.2,0.721461187214612,"1","2","no",3.20000004768372,"no","no","no","yes","yes","no"
"783","no",0.25,0.22,0.904761904761905,"1","2","no",3.90000009536743,"no","no","yes","yes","no","yes"
"784","no",0.29,0.22,1.01398601398601,"3","2","no",3.09999990463257,"no","no","yes","yes","no","yes"
"785","no",0.271200008392334,0.271200008392334,0.647619047619048,"4","2","no",3.20000004768372,"no","no","yes","yes","yes","yes"
"786","no",0.32,0.27,0.847619047619048,"1","2","no",2,"no","no","yes","yes","yes","yes"
"787","no",0.31,0.19,0.771428571428571,"2","2","no",3.20000004768372,"no","no","no","yes","yes","yes"
"788","no",0.37,0.23,0.819047619047619,"2","2","no",3.90000009536743,"no","no","yes","yes","yes","yes"
"789","no",0.58,0.58,0.819047619047619,"4","2","no",3.20000004768372,"no","no","yes","yes","yes","yes"
"790","no",0.33,0.27,0.85981308411215,"2","2","no",3.59999990463257,"no","no","yes","yes","no","yes"
"791","no",0.16,0.12,0.840625,"2","1","no",3.20000004768372,"no","no","no","yes","yes","yes"
"792","no",0.38,0.31,0.8,"3","2","no",3.20000004768372,"no","no","yes","yes","yes","yes"
"793","no",0.34,0.31,0.727272727272727,"3","2","no",1.79999995231628,"no","no","no","yes","no","yes"
"794","yes",0.39,0.26,0.93437150805631,"2","2","no",3.20000004768372,"no","no","no","yes","no","yes"
"795","yes",0.45,0.2,0.948453608247423,"1","2","no",3.20000004768372,"no","no","no","yes","no","no"
"796","yes",0.51,0.41,0.941176470588235,"1","2","no",5.30000019073486,"no","no","no","yes","yes","yes"
"797","yes",0.43,0.33,0.794392523364486,"6","2","yes",3.20000004768372,"no","no","yes","yes","no","no"
"798","yes",0.31,0.27,0.80952380952381,"6","2","no",3.20000004768372,"no","yes","yes","yes","yes","yes"
"799","yes",0.46,0.33,0.315789473684211,"4","2","no",1.79999995231628,"no","no","no","yes","yes","yes"
"800","yes",0.24,0.24,0.978260869565217,"5","2","yes",10.6000003814697,"no","no","no","yes","yes","yes"
"801","no",0.22,0.19,1.95,"2","1","no",3.20000004768372,"no","yes","yes","yes","no","yes"
"802","yes",0.22,0.19,0.95,"2","1","no",4.30000019073486,"no","yes","yes","yes","no","yes"
