"","schoolNR","pupilNR","IQ.verb","IQ.perf","sex","Minority","repeatgr","aritPRET","classNR","aritPOST","langPRET","langPOST","ses","denomina","schoolSES","satiprin","natitest","meetings","currmeet","mixedgra","percmino","aritdiff","homework","classsiz","groupsiz","IQ.ver.cen","avg.IQ.ver.cen","grpSiz.cen"
"590","68","687006",15,11.33333,"0","N","0",11,6880,18,32,41,23,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,3.16593790992567,1.01593790992567,-0.100568430257979
"591","68","687007",14.5,11.33333,"1","N","0",12,6880,14,41,50,20,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,2.66593790992567,1.01593790992567,-0.100568430257979
"592","68","687008",11.5,9.33333,"1","N","0",18,6880,24,29,38,25,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,-0.334062090074333,1.01593790992567,-0.100568430257979
"593","68","687009",13.5,13,"1","N","0",16,6880,25,32,47,15,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,1.66593790992567,1.01593790992567,-0.100568430257979
"594","68","687010",11,8.33333,"1","N","0",12,6880,15,31,27,18,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,-0.834062090074333,1.01593790992567,-0.100568430257979
"595","68","687011",13,15,"0","N","0",11,6880,23,43,42,20,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,1.16593790992567,1.01593790992567,-0.100568430257979
"596","68","687012",10.5,9.66667,"0","N","0",11,6880,10,28,27,15,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,-1.33406209007433,1.01593790992567,-0.100568430257979
"597","68","687013",12,8.66667,"1","N","0",8,6880,16,35,43,23,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,0.165937909925667,1.01593790992567,-0.100568430257979
"598","68","687014",13.5,11.33333,"1","N","0",17,6880,18,38,43,23,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,1.66593790992567,1.01593790992567,-0.100568430257979
"599","68","687015",12.5,10.66667,"1","N","0",11,6880,17,36,39,20,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,0.665937909925667,1.01593790992567,-0.100568430257979
"600","68","687016",9.5,9,"1","N","0",14,6880,20,39,43,18,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,-2.33406209007433,1.01593790992567,-0.100568430257979
"601","68","687017",17,15,"0","N","0",18,6880,25,43,53,30,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,5.16593790992567,1.01593790992567,-0.100568430257979
"602","68","687018",14,15.66667,"0","N","0",18,6880,26,46,54,25,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,2.16593790992567,1.01593790992567,-0.100568430257979
"603","68","687019",14.5,13,"1","N","0",12,6880,22,36,47,15,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,2.66593790992567,1.01593790992567,-0.100568430257979
"604","68","687020",8.5,10.66667,"1","N","0",12,6880,8,31,37,20,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,-3.33406209007433,1.01593790992567,-0.100568430257979
"605","68","687021",13.5,12.33333,"0","N","0",14,6880,22,40,40,15,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,1.66593790992567,1.01593790992567,-0.100568430257979
"606","68","687022",10.5,8.66667,"0","N","0",12,6880,14,35,27,20,"3",13,3.14286,"0",2.2,2.16667,"0",0,25,2,23,23,-1.33406209007433,1.01593790992567,-0.100568430257979
"607","76","767001",11.5,12,"0","N","0",11,7680,25,31,41,18,"2",19,3.42857,"0",2,2.16667,"0",0,15,2,17,17,-0.334062090074333,-1.30281209007433,-6.10056843025798
"608","76","767002",10,10.33333,"0","N","0",12,7680,17,29,34,18,"2",19,3.42857,"0",2,2.16667,"0",0,15,2,17,17,-1.83406209007433,-1.30281209007433,-6.10056843025798
"609","76","767003",12.5,10.33333,"1","N","0",13,7680,13,32,43,38,"2",19,3.42857,"0",2,2.16667,"0",0,15,2,17,17,0.665937909925667,-1.30281209007433,-6.10056843025798
"610","76","767004",12.5,10.66667,"0","N","0",12,7680,19,39,37,38,"2",19,3.42857,"0",2,2.16667,"0",0,15,2,17,17,0.665937909925667,-1.30281209007433,-6.10056843025798
"611","76","767005",11,8.33333,"1","N","0",11,7680,15,35,37,18,"2",19,3.42857,"0",2,2.16667,"0",0,15,2,17,17,-0.834062090074333,-1.30281209007433,-6.10056843025798
"612","76","767006",11.5,10,"0","N","0",13,7680,20,40,42,18,"2",19,3.42857,"0",2,2.16667,"0",0,15,2,17,17,-0.334062090074333,-1.30281209007433,-6.10056843025798
"613","76","767007",9,7,"1","N","0",8,7680,6,24,25,20,"2",19,3.42857,"0",2,2.16667,"0",0,15,2,17,17,-2.83406209007433,-1.30281209007433,-6.10056843025798
"614","76","767008",9,7.66667,"0","N","0",5,7680,9,19,33,20,"2",19,3.42857,"0",2,2.16667,"0",0,15,2,17,17,-2.83406209007433,-1.30281209007433,-6.10056843025798
"615","76","767009",6.5,9,"1","N","0",6,7680,6,11,16,17,"2",19,3.42857,"0",2,2.16667,"0",0,15,2,17,17,-5.33406209007433,-1.30281209007433,-6.10056843025798
"616","76","767010",9.5,11.66667,"1","N","0",14,7680,13,37,34,23,"2",19,3.42857,"0",2,2.16667,"0",0,15,2,17,17,-2.33406209007433,-1.30281209007433,-6.10056843025798
"617","76","767012",12,10.66667,"1","N","0",11,7680,14,38,40,33,"2",19,3.42857,"0",2,2.16667,"0",0,15,2,17,17,0.165937909925667,-1.30281209007433,-6.10056843025798
"618","76","767013",9.5,10.66667,"0","N","0",14,7680,19,29,30,45,"2",19,3.42857,"0",2,2.16667,"0",0,15,2,17,17,-2.33406209007433,-1.30281209007433,-6.10056843025798
"619","76","767014",13,11.33333,"0","N","0",15,7680,21,45,47,20,"2",19,3.42857,"0",2,2.16667,"0",0,15,2,17,17,1.16593790992567,-1.30281209007433,-6.10056843025798
"620","76","767015",8.5,8.33333,"0","N","0",6,7680,12,28,36,15,"2",19,3.42857,"0",2,2.16667,"0",0,15,2,17,17,-3.33406209007433,-1.30281209007433,-6.10056843025798
"621","76","767016",16,11.66667,"0","N","0",18,7680,27,40,52,33,"2",19,3.42857,"0",2,2.16667,"0",0,15,2,17,17,4.16593790992567,-1.30281209007433,-6.10056843025798
"622","76","767017",6.5,10,"1","N","1",7,7680,6,20,28,20,"2",19,3.42857,"0",2,2.16667,"0",0,15,2,17,17,-5.33406209007433,-1.30281209007433,-6.10056843025798
"623","78","787001",8.5,12,"0","N","0",8,7880,16,31,37,33,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,-3.33406209007433,-0.363473854780216,-0.100568430257979
"624","78","787004",15,14.33333,"0","N","0",16,7880,27,44,43,27,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,3.16593790992567,-0.363473854780216,-0.100568430257979
"625","78","787005",15.5,11,"0","N","0",12,7880,26,39,50,25,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,3.66593790992567,-0.363473854780216,-0.100568430257979
"626","78","787006",10.5,8.33333,"0","N","0",9,7880,17,30,35,38,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,-1.33406209007433,-0.363473854780216,-0.100568430257979
"627","78","787008",12,9.33333,"0","N","0",12,7880,23,36,37,13,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,0.165937909925667,-0.363473854780216,-0.100568430257979
"628","78","787010",11,9.66667,"0","N","0",12,7880,15,36,32,17,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,-0.834062090074333,-0.363473854780216,-0.100568430257979
"629","78","787011",10.5,8,"0","N","0",9,7880,15,23,34,30,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,-1.33406209007433,-0.363473854780216,-0.100568430257979
"630","78","787012",14,14.33333,"0","N","0",16,7880,27,42,49,45,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,2.16593790992567,-0.363473854780216,-0.100568430257979
"631","78","787013",12.5,11.33333,"1","N","0",6,7880,19,27,34,47,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,0.665937909925667,-0.363473854780216,-0.100568430257979
"632","78","787014",11.5,9.66667,"1","N","0",13,7880,13,28,34,33,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,-0.334062090074333,-0.363473854780216,-0.100568430257979
"633","78","787015",12,11.66667,"1","N","0",17,7880,23,38,39,17,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,0.165937909925667,-0.363473854780216,-0.100568430257979
"634","78","787016",8,9.66667,"1","N","0",13,7880,17,23,40,20,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,-3.83406209007433,-0.363473854780216,-0.100568430257979
"635","78","787017",11,9.66667,"1","N","0",11,7880,16,31,34,17,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,-0.834062090074333,-0.363473854780216,-0.100568430257979
"636","78","787018",12.5,13.33333,"1","N","0",18,7880,29,35,51,30,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,0.665937909925667,-0.363473854780216,-0.100568430257979
"637","78","787019",10,7.66667,"1","N","0",16,7880,27,40,49,20,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,-1.83406209007433,-0.363473854780216,-0.100568430257979
"638","78","787022",8.5,8,"1","N","1",11,7880,16,28,39,27,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,-3.33406209007433,-0.363473854780216,-0.100568430257979
"639","78","787024",12,11,"1","N","0",14,7880,24,35,37,27,"1",21,3.14286,"0",1.8,1.66667,"0",17,22,2.33333,23,23,0.165937909925667,-0.363473854780216,-0.100568430257979
"640","79","797001",8,11.66667,"1","N","0",14,7980,21,42,45,33,"1",20,4,"1",2.7,2.33333,"0",0,27,2.33333,17,17,-3.83406209007433,0.201652195639953,-6.10056843025798
"641","79","797003",13,9.33333,"1","N","0",17,7980,26,35,48,33,"1",20,4,"1",2.7,2.33333,"0",0,27,2.33333,17,17,1.16593790992567,0.201652195639953,-6.10056843025798
"642","79","797004",9.5,10.33333,"1","N","0",5,7980,12,30,40,20,"1",20,4,"1",2.7,2.33333,"0",0,27,2.33333,17,17,-2.33406209007433,0.201652195639953,-6.10056843025798
"643","79","797005",11,7.66667,"1","N","1",9,7980,16,29,36,23,"1",20,4,"1",2.7,2.33333,"0",0,27,2.33333,17,17,-0.834062090074333,0.201652195639953,-6.10056843025798
"644","79","797006",13.5,8,"1","N","0",10,7980,21,35,44,45,"1",20,4,"1",2.7,2.33333,"0",0,27,2.33333,17,17,1.66593790992567,0.201652195639953,-6.10056843025798
"645","79","797007",13,11,"1","N","0",16,7980,26,43,48,33,"1",20,4,"1",2.7,2.33333,"0",0,27,2.33333,17,17,1.16593790992567,0.201652195639953,-6.10056843025798
"646","79","797009",14.5,13,"1","N","0",11,7980,25,46,49,37,"1",20,4,"1",2.7,2.33333,"0",0,27,2.33333,17,17,2.66593790992567,0.201652195639953,-6.10056843025798
"647","79","797010",9,9.33333,"0","N","0",14,7980,18,31,31,25,"1",20,4,"1",2.7,2.33333,"0",0,27,2.33333,17,17,-2.83406209007433,0.201652195639953,-6.10056843025798
"648","79","797011",13,10,"0","N","0",12,7980,21,38,41,43,"1",20,4,"1",2.7,2.33333,"0",0,27,2.33333,17,17,1.16593790992567,0.201652195639953,-6.10056843025798
"649","79","797012",11,11.66667,"0","N","0",12,7980,19,39,42,20,"1",20,4,"1",2.7,2.33333,"0",0,27,2.33333,17,17,-0.834062090074333,0.201652195639953,-6.10056843025798
"650","79","797013",15.5,11.66667,"0","N","0",13,7980,29,42,46,37,"1",20,4,"1",2.7,2.33333,"0",0,27,2.33333,17,17,3.66593790992567,0.201652195639953,-6.10056843025798
"651","79","797016",11.5,7,"0","N","1",11,7980,10,32,28,20,"1",20,4,"1",2.7,2.33333,"0",0,27,2.33333,17,17,-0.334062090074333,0.201652195639953,-6.10056843025798
"652","79","797017",12.5,11,"0","N","0",9,7980,26,43,45,20,"1",20,4,"1",2.7,2.33333,"0",0,27,2.33333,17,17,0.665937909925667,0.201652195639953,-6.10056843025798
"653","79","797018",13.5,9.33333,"0","N","1",8,7980,18,35,46,30,"1",20,4,"1",2.7,2.33333,"0",0,27,2.33333,17,17,1.66593790992567,0.201652195639953,-6.10056843025798
"654","80","807001",9,7,"0","N","1",9,8080,16,23,26,25,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,-2.83406209007433,-1.000728756741,4.89943156974202
"655","80","807002",7,9,"0","N","1",6,8080,12,22,28,17,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,-4.83406209007433,-1.000728756741,4.89943156974202
"656","80","807004",9.5,9.66667,"1","N","0",9,8080,14,36,46,20,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,-2.33406209007433,-1.000728756741,4.89943156974202
"657","80","807005",12,13,"1","N","0",13,8080,21,38,42,40,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,0.165937909925667,-1.000728756741,4.89943156974202
"658","80","807006",12,12,"0","N","0",8,8080,21,38,48,40,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,0.165937909925667,-1.000728756741,4.89943156974202
"659","80","807007",11.5,7.66667,"1","N","0",11,8080,9,37,41,20,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,-0.334062090074333,-1.000728756741,4.89943156974202
"660","80","807008",10,12.33333,"0","N","0",15,8080,20,35,45,43,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,-1.83406209007433,-1.000728756741,4.89943156974202
"661","80","807009",11,12.33333,"1","N","0",14,8080,24,36,45,47,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,-0.834062090074333,-1.000728756741,4.89943156974202
"662","80","807010",13.5,13,"0","N","0",13,8080,22,37,45,20,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,1.66593790992567,-1.000728756741,4.89943156974202
"663","80","807011",11.5,15,"1","N","0",19,8080,27,49,50,47,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,-0.334062090074333,-1.000728756741,4.89943156974202
"664","80","807012",7.5,7.33333,"0","N","1",12,8080,17,37,24,17,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,-4.33406209007433,-1.000728756741,4.89943156974202
"665","80","807014",14,12.66667,"1","N","0",13,8080,27,46,54,50,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,2.16593790992567,-1.000728756741,4.89943156974202
"666","80","807017",7.5,8,"0","N","1",5,8080,7,26,20,17,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,-4.33406209007433,-1.000728756741,4.89943156974202
"667","80","807018",13.5,11,"1","N","0",19,8080,25,38,52,50,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,1.66593790992567,-1.000728756741,4.89943156974202
"668","80","807019",11,11.66667,"1","N","0",15,8080,27,39,44,33,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,-0.834062090074333,-1.000728756741,4.89943156974202
"669","80","807020",10,13,"0","N","0",17,8080,26,37,45,17,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,-1.83406209007433,-1.000728756741,4.89943156974202
"670","80","807022",9.5,7,"0","N","0",10,8080,17,28,34,10,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,-2.33406209007433,-1.000728756741,4.89943156974202
"671","80","807023",11,7.66667,"0","Y","0",15,8080,20,35,46,10,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,-0.834062090074333,-1.000728756741,4.89943156974202
"672","80","807024",12,13.66667,"1","N","0",11,8080,13,36,39,15,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,0.165937909925667,-1.000728756741,4.89943156974202
"673","80","807026",14,13.33333,"1","N","0",14,8080,24,34,51,30,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,2.16593790992567,-1.000728756741,4.89943156974202
"674","80","807027",10.5,7.66667,"0","N","0",11,8080,14,27,28,17,"1",19,2.85714,"1",2.8,2.83333,"0",4,10,2.66667,28,28,-1.33406209007433,-1.000728756741,4.89943156974202
"675","86","867001",11.5,12,"0","N","0",15,8680,20,29,42,50,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,-0.334062090074333,0.374271243259,8.89943156974202
"676","86","867002",13.5,10.33333,"1","N","0",11,8680,28,37,45,20,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,1.66593790992567,0.374271243259,8.89943156974202
"677","86","867003",13,12.66667,"1","N","0",12,8680,28,37,41,50,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,1.16593790992567,0.374271243259,8.89943156974202
"678","86","867005",11,10.33333,"0","N","0",3,8680,21,34,46,30,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,-0.834062090074333,0.374271243259,8.89943156974202
"679","86","867006",12.5,11,"1","N","0",12,8680,27,40,48,30,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,0.665937909925667,0.374271243259,8.89943156974202
"680","86","867008",14,11.33333,"0","N","0",7,8680,30,39,42,30,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,2.16593790992567,0.374271243259,8.89943156974202
"681","86","867009",10.5,8,"0","N","0",6,8680,16,25,28,43,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,-1.33406209007433,0.374271243259,8.89943156974202
"682","86","867010",7,9,"1","N","1",6,8680,19,25,25,30,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,-4.83406209007433,0.374271243259,8.89943156974202
"683","86","867013",14.5,10,"1","N","0",9,8680,23,39,46,23,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,2.66593790992567,0.374271243259,8.89943156974202
"684","86","867014",15.5,11.33333,"0","N","0",8,8680,29,37,49,50,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,3.66593790992567,0.374271243259,8.89943156974202
"685","86","867015",11,6.66667,"1","N","0",6,8680,8,26,35,35,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,-0.834062090074333,0.374271243259,8.89943156974202
"686","86","867017",12.5,8,"0","N","0",4,8680,23,32,42,30,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,0.665937909925667,0.374271243259,8.89943156974202
"687","86","867018",13,11.33333,"0","N","0",12,8680,28,35,51,50,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,1.16593790992567,0.374271243259,8.89943156974202
"688","86","867019",10.5,9.66667,"0","N","0",7,8680,26,30,43,50,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,-1.33406209007433,0.374271243259,8.89943156974202
"689","86","867020",11,8.66667,"0","N","0",6,8680,19,22,31,20,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,-0.834062090074333,0.374271243259,8.89943156974202
"690","86","867021",9.5,9,"0","N","0",7,8680,19,17,40,35,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,-2.33406209007433,0.374271243259,8.89943156974202
"691","86","867022",11,12.33333,"1","N","0",10,8680,25,30,41,23,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,-0.834062090074333,0.374271243259,8.89943156974202
"692","86","867023",11.5,10,"1","N","0",10,8680,12,35,30,33,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,-0.334062090074333,0.374271243259,8.89943156974202
"693","86","867026",16,16,"0","N","0",17,8680,29,44,48,50,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,4.16593790992567,0.374271243259,8.89943156974202
"694","86","867028",10.5,12,"1","N","1",9,8680,25,31,42,23,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,-1.33406209007433,0.374271243259,8.89943156974202
"695","86","867029",15,9.66667,"0","N","0",10,8680,25,38,51,50,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,3.16593790992567,0.374271243259,8.89943156974202
"696","86","867030",15.5,13,"0","N","0",15,8680,30,42,53,50,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,3.66593790992567,0.374271243259,8.89943156974202
"697","86","867031",12.5,13,"0","N","0",15,8680,26,35,50,40,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,0.665937909925667,0.374271243259,8.89943156974202
"698","86","867032",10.5,11.66667,"0","N","0",9,8680,18,35,41,50,"3",22,3.28571,"1",3.6,3.33333,"0",0,17,3,32,32,-1.33406209007433,0.374271243259,8.89943156974202
"699","87","877002",11,12.66667,"0","N","0",13,8780,21,29,45,35,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,-0.834062090074333,-0.381681137693381,4.89943156974202
"700","87","877003",10,11.33333,"0","N","0",11,8780,17,25,24,20,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,-1.83406209007433,-0.381681137693381,4.89943156974202
"701","87","877004",11.5,13,"1","N","0",10,8780,19,26,45,30,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,-0.334062090074333,-0.381681137693381,4.89943156974202
"702","87","877006",10.5,8.33333,"0","N","1",10,8780,20,28,36,20,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,-1.33406209007433,-0.381681137693381,4.89943156974202
"703","87","877008",8.5,12.66667,"1","N","0",11,8780,5,32,41,20,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,-3.33406209007433,-0.381681137693381,4.89943156974202
"704","87","877009",12,8.66667,"1","N","1",13,8780,11,36,33,20,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,0.165937909925667,-0.381681137693381,4.89943156974202
"705","87","877011",13.5,13,"0","N","0",16,8780,26,36,47,47,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,1.66593790992567,-0.381681137693381,4.89943156974202
"706","87","877012",13.5,12.33333,"0","N","0",12,8780,17,36,43,30,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,1.66593790992567,-0.381681137693381,4.89943156974202
"707","87","877013",14,10,"1","N","0",17,8780,27,39,51,23,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,2.16593790992567,-0.381681137693381,4.89943156974202
"708","87","877014",11.5,7.66667,"1","N","1",10,8780,11,35,32,25,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,-0.334062090074333,-0.381681137693381,4.89943156974202
"709","87","877016",10,7,"1","N","0",4,8780,5,28,22,20,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,-1.83406209007433,-0.381681137693381,4.89943156974202
"710","87","877017",9,10.33333,"1","N","1",8,8780,12,28,30,17,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,-2.83406209007433,-0.381681137693381,4.89943156974202
"711","87","877018",8,9.66667,"1","N","0",10,8780,11,28,37,23,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,-3.83406209007433,-0.381681137693381,4.89943156974202
"712","87","877019",12.5,11.33333,"0","N","0",11,8780,19,25,41,30,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,0.665937909925667,-0.381681137693381,4.89943156974202
"713","87","877020",9.5,8.66667,"1","N","0",6,8780,11,22,20,23,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,-2.33406209007433,-0.381681137693381,4.89943156974202
"714","87","877021",14,14,"0","N","0",14,8780,26,42,52,40,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,2.16593790992567,-0.381681137693381,4.89943156974202
"715","87","877022",12.5,12.33333,"1","N","0",15,8780,18,37,45,35,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,0.665937909925667,-0.381681137693381,4.89943156974202
"716","87","877023",12.5,11.33333,"1","N","0",12,8780,25,41,51,30,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,0.665937909925667,-0.381681137693381,4.89943156974202
"717","87","877024",12,11,"0","N","0",13,8780,29,38,49,30,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,0.165937909925667,-0.381681137693381,4.89943156974202
"718","87","877025",11.5,8,"1","N","0",10,8780,12,24,27,25,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,-0.334062090074333,-0.381681137693381,4.89943156974202
"719","87","877027",13,9.33333,"0","N","0",12,8780,20,32,42,35,"2",16,2.85714,"1",1.8,1.83333,"0",25,14,2,28,28,1.16593790992567,-0.381681137693381,4.89943156974202
"720","88","887001",15.5,10.66667,"0","N","0",15,8880,28,42,53,35,"2",21,2.14286,"1",1.6,1.5,"1",0,24,2.66667,27,12,3.66593790992567,-0.234062090074333,-11.100568430258
"721","88","887002",13.5,8.66667,"1","N","0",13,8880,17,41,52,37,"2",21,2.14286,"1",1.6,1.5,"1",0,24,2.66667,27,12,1.66593790992567,-0.234062090074333,-11.100568430258
"722","88","887003",12,9.66667,"1","N","0",9,8880,20,35,47,37,"2",21,2.14286,"1",1.6,1.5,"1",0,24,2.66667,27,12,0.165937909925667,-0.234062090074333,-11.100568430258
"723","88","887005",12.5,12.66667,"1","N","0",12,8880,26,41,47,43,"2",21,2.14286,"1",1.6,1.5,"1",0,24,2.66667,27,12,0.665937909925667,-0.234062090074333,-11.100568430258
"724","88","887006",7.5,8.33333,"0","N","1",4,8880,11,19,18,10,"2",21,2.14286,"1",1.6,1.5,"1",0,24,2.66667,27,12,-4.33406209007433,-0.234062090074333,-11.100568430258
"725","88","887007",12.5,10.33333,"1","N","0",12,8880,19,42,50,20,"2",21,2.14286,"1",1.6,1.5,"1",0,24,2.66667,27,12,0.665937909925667,-0.234062090074333,-11.100568430258
"726","88","887009",12.5,12.66667,"0","N","0",19,8880,25,40,39,33,"2",21,2.14286,"1",1.6,1.5,"1",0,24,2.66667,27,12,0.665937909925667,-0.234062090074333,-11.100568430258
"727","88","887011",9,10.33333,"0","N","1",11,8880,15,30,26,33,"2",21,2.14286,"1",1.6,1.5,"1",0,24,2.66667,27,12,-2.83406209007433,-0.234062090074333,-11.100568430258
"728","88","887012",10,13.33333,"0","N","0",8,8880,14,25,27,33,"2",21,2.14286,"1",1.6,1.5,"1",0,24,2.66667,27,12,-1.83406209007433,-0.234062090074333,-11.100568430258
"729","88","887013",11,12.66667,"1","N","0",14,8880,24,34,44,30,"2",21,2.14286,"1",1.6,1.5,"1",0,24,2.66667,27,12,-0.834062090074333,-0.234062090074333,-11.100568430258
"730","90","907001",13,8.33333,"1","N","0",13,9080,24,40,49,40,"1",16,2.85714,"1",1.3,1.5,"0",10,27,2.33333,22,22,1.16593790992567,0.132604576592333,-1.10056843025798
"731","90","907002",12,12.33333,"0","N","0",14,9080,23,37,35,30,"1",16,2.85714,"1",1.3,1.5,"0",10,27,2.33333,22,22,0.165937909925667,0.132604576592333,-1.10056843025798
"732","90","907004",11,6,"1","N","0",13,9080,20,37,42,30,"1",16,2.85714,"1",1.3,1.5,"0",10,27,2.33333,22,22,-0.834062090074333,0.132604576592333,-1.10056843025798
"733","90","907005",11.5,11.33333,"1","N","0",10,9080,27,42,53,40,"1",16,2.85714,"1",1.3,1.5,"0",10,27,2.33333,22,22,-0.334062090074333,0.132604576592333,-1.10056843025798
