"","year","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","origin","dest","air_time","distance","hour","minute"
"4756",2013,2,24,2327,197,132,184,"EV","N11176",4555,"EWR","OMA",170,1134,23,27
"4757",2013,3,29,1658,-5,1808,-21,"B6","N630JB",36,"JFK","ROC",48,264,16,58
"4758",2013,10,21,801,-4,1020,-2,"EV","N12166",4364,"EWR","MCI",175,1092,8,1
"4759",2013,12,31,2028,-2,2143,-6,"UA","N477UA",321,"EWR","BOS",39,200,20,28
"4760",2013,3,14,630,0,1023,-17,"AA","N3JTAA",413,"JFK","SJU",208,1598,6,30
"4761",2013,4,2,908,-7,1051,-14,"AA","N4YEAA",313,"LGA","ORD",123,733,9,8
"4762",2013,7,6,2023,114,2233,58,"UA","N410UA",454,"EWR","SNA",294,2434,20,23
"4763",2013,5,12,2046,31,4,6,"B6","N649JB",649,"JFK","SFO",327,2586,20,46
"4764",2013,1,11,1141,-4,1400,-10,"DL","N305DQ",401,"EWR","ATL",116,746,11,41
"4765",2013,5,9,1434,35,1550,30,"EV","N11551",4171,"EWR","MSN",120,799,14,34
"4766",2013,9,10,1815,0,2009,-4,"DL","N314US",2019,"LGA","MSP",141,1020,18,15
"4767",2013,10,17,858,-2,1138,-6,"DL","N921DL",1747,"LGA","ATL",117,762,8,58
"4768",2013,2,2,1917,-12,2212,-34,"DL","N320NB",1099,"LGA","RSW",162,1080,19,17
"4769",2013,6,15,2038,-2,2138,-27,"WN","N445WN",2284,"LGA","MDW",106,725,20,38
"4770",2013,5,19,1457,2,1804,12,"B6","N746JB",63,"JFK","TPA",135,1005,14,57
"4771",2013,8,18,1725,22,2023,-5,"UA","N512UA",769,"JFK","SFO",328,2586,17,25
"4772",2013,8,10,2227,41,127,57,"B6","N588JB",1183,"JFK","MCO",132,944,22,27
"4773",2013,9,17,831,1,1148,-4,"UA","N76523",1480,"EWR","SFO",347,2565,8,31
"4774",2013,12,10,634,2,920,-5,"UA","N475UA",478,"EWR","MCO",147,937,6,34
"4775",2013,2,15,1025,-5,1238,-16,"DL","N310DE",2343,"EWR","ATL",117,746,10,25
"4776",2013,8,1,756,-4,859,-5,"US","N963UW",2138,"LGA","BOS",40,184,7,56
"4777",2013,12,2,857,12,1049,-5,"EV","N11199",4380,"EWR","MSP",149,1008,8,57
"4778",2013,4,8,1246,-6,1425,5,"EV","N22909",4106,"EWR","BNA",114,748,12,46
"4779",2013,10,1,825,-5,948,-19,"9E","N919XJ",3521,"JFK","ORD",113,740,8,25
"4780",2013,7,29,1856,1,2209,4,"VX","N529VA",169,"EWR","LAX",329,2454,18,56
"4781",2013,3,31,1651,21,1908,17,"EV","N13969",4294,"EWR","SAV",113,708,16,51
"4782",2013,5,16,1452,-3,1744,-8,"B6","N599JB",63,"JFK","TPA",143,1005,14,52
"4783",2013,7,21,1636,76,1817,92,"EV","N13978",4195,"EWR","BNA",117,748,16,36
"4784",2013,4,19,1852,82,2107,129,"B6","N306JB",1307,"JFK","IAD",52,228,18,52
"4785",2013,4,25,1121,6,1533,83,"AA","N3CLAA",739,"LGA","DFW",204,1389,11,21
"4786",2013,5,2,1922,-3,2202,-53,"DL","N391DA",1643,"JFK","SEA",311,2422,19,22
"4787",2013,8,20,1512,-8,1621,-49,"AA","N519AA",341,"LGA","ORD",100,733,15,12
"4788",2013,11,30,1248,-12,1532,-33,"AA","N4UBAA",300,"EWR","DFW",204,1372,12,48
"4789",2013,11,16,547,2,840,-15,"AA","N5ELAA",2243,"JFK","MIA",146,1089,5,47
"4790",2013,8,28,1015,-10,1221,-1,"US","N664AW",604,"EWR","PHX",274,2133,10,15
"4791",2013,6,27,605,5,721,3,"EV","N835AS",5747,"LGA","IAD",46,229,6,5
"4792",2013,10,19,723,-7,1057,-27,"B6","N510JB",1289,"EWR","SJU",193,1608,7,23
"4793",2013,6,19,2028,-2,2141,-30,"9E","N8751D",4127,"JFK","IAD",44,228,20,28
"4794",2013,4,29,1317,7,1604,10,"UA","N14118",1641,"EWR","MCO",137,937,13,17
"4795",2013,4,13,1441,-2,1749,-1,"UA","N73256",1617,"EWR","FLL",169,1065,14,41
"4796",2013,12,22,1155,-5,1254,-21,"9E","N937XJ",2902,"JFK","BOS",37,187,11,55
"4797",2013,9,7,1838,68,1940,53,"B6","N348JB",1516,"JFK","SYR",42,209,18,38
"4798",2013,12,19,816,16,1130,12,"UA","N536UA",997,"EWR","LAX",346,2454,8,16
"4799",2013,8,29,737,8,1132,12,"B6","N640JB",3,"JFK","SJU",204,1598,7,37
"4800",2013,2,10,936,6,1220,-25,"B6","N662JB",375,"LGA","FLL",148,1076,9,36
"4801",2013,3,21,619,-1,1014,12,"B6","N627JB",709,"JFK","SJU",214,1598,6,19
"4802",2013,2,22,630,-5,731,-14,"EV","N27152",3832,"EWR","DCA",41,199,6,30
"4803",2013,6,9,1720,-15,1928,-9,"YV","N926LR",2751,"LGA","CLT",87,544,17,20
"4804",2013,9,23,1153,-6,1505,-9,"AA","N3CRAA",1256,"LGA","MIA",143,1096,11,53
"4805",2013,12,24,800,0,1117,-34,"UA","N589UA",397,"JFK","SFO",351,2586,8,0
"4806",2013,12,8,2029,17,44,92,"UA","N820UA",308,"EWR","IAH",211,1400,20,29
"4807",2013,12,19,815,26,1113,10,"UA","N504UA",623,"EWR","SAN",337,2425,8,15
"4808",2013,12,18,2144,31,100,21,"UA","N566UA",856,"EWR","LAX",355,2454,21,44
"4809",2013,12,2,1901,0,2229,-14,"DL","N3765",245,"JFK","PHX",301,2153,19,1
"4810",2013,2,6,608,8,730,-15,"AA","N3AXAA",301,"LGA","ORD",120,733,6,8
"4811",2013,9,9,1452,-3,1759,9,"AA","N5EUAA",2285,"JFK","MCO",132,944,14,52
"4812",2013,2,2,559,-1,726,-34,"WN","N454WN",855,"LGA","STL",131,888,5,59
"4813",2013,7,19,1933,1,2249,21,"B6","N665JB",225,"JFK","TPA",131,1005,19,33
"4814",2013,11,25,748,-7,1042,-32,"UA","N428UA",398,"EWR","PDX",340,2434,7,48
"4815",2013,7,12,738,3,941,-24,"AA","N3AWAA",1949,"JFK","LAS",273,2248,7,38
"4816",2013,9,26,1445,-10,1754,4,"MQ","N3AEMQ",3070,"JFK","TPA",131,1005,14,45
"4817",2013,2,16,1309,-6,1501,-5,"US","N419US",1629,"EWR","CLT",99,529,13,9
"4818",2013,2,11,1850,57,2137,32,"UA","N505UA",535,"JFK","LAX",328,2475,18,50
"4819",2013,9,8,1259,-1,1620,6,"DL","N709TW",1565,"JFK","SFO",354,2586,12,59
"4820",2013,8,13,1504,76,1635,86,"B6","N284JB",308,"JFK","PWM",42,273,15,4
"4821",2013,10,25,2053,-2,3,4,"B6","N775JB",1205,"JFK","PDX",329,2454,20,53
"4822",2013,10,14,850,0,1015,-13,"EV","N716EV",5286,"LGA","BTV",47,258,8,50
"4823",2013,12,20,1,2,430,-10,"B6","N608JB",1503,"JFK","SJU",182,1598,0,1
"4824",2013,8,15,1409,22,1656,12,"DL","N965DL",1685,"LGA","MCO",134,950,14,9
"4825",2013,4,30,1232,-3,1519,-33,"DL","N383DN",1375,"JFK","SLC",268,1990,12,32
"4826",2013,8,9,913,13,1149,6,"UA","N457UA",440,"EWR","LAS",298,2227,9,13
"4827",2013,11,7,1217,17,1326,11,"US","N744P",2179,"LGA","DCA",46,214,12,17
"4828",2013,3,22,1222,1,1319,-16,"UA","N33266",1605,"EWR","BOS",38,200,12,22
"4829",2013,3,2,605,-10,813,-7,"US","N716UW",829,"JFK","CLT",87,541,6,5
"4830",2013,10,15,1653,-7,1807,-8,"US","N958UW",2156,"LGA","BOS",36,184,16,53
"4831",2013,3,25,1056,-4,1334,3,"DL","N693DL",1647,"LGA","ATL",116,762,10,56
"4832",2013,6,12,1338,-2,1455,-15,"WN","N209WN",427,"LGA","MDW",107,725,13,38
"4833",2013,7,26,858,-2,1155,-11,"B6","N603JB",5,"EWR","FLL",141,1065,8,58
"4834",2013,11,7,1212,-3,1453,-22,"UA","N414UA",701,"EWR","IAH",206,1400,12,12
"4835",2013,7,13,1723,-4,1834,-28,"EV","N14904",4195,"EWR","BNA",106,748,17,23
"4836",2013,1,29,1403,-2,1641,-24,"B6","N570JB",63,"JFK","TPA",139,1005,14,3
"4837",2013,4,23,911,6,1225,31,"B6","N594JB",57,"JFK","PBI",144,1028,9,11
"4838",2013,3,9,1535,14,1747,4,"UA","N534UA",745,"LGA","DEN",226,1620,15,35
"4839",2013,9,28,1339,-1,1545,-10,"WN","N901WN",707,"EWR","PHX",290,2133,13,39
"4840",2013,10,21,639,-1,842,4,"EV","N13958",4166,"EWR","GSP",99,594,6,39
"4841",2013,8,21,555,-5,647,-12,"US","N752US",2167,"LGA","DCA",40,214,5,55
"4842",2013,2,4,1324,-6,1647,-18,"WN","N264LV",1078,"EWR","PHX",303,2133,13,24
"4843",2013,12,21,706,6,934,-10,"DL","N324US",1547,"LGA","ATL",125,762,7,6
"4844",2013,2,13,1935,-5,2046,-20,"9E","N8409N",4091,"JFK","BWI",42,184,19,35
"4845",2013,5,28,1703,3,1814,-9,"US","N701UW",2183,"LGA","DCA",46,214,17,3
"4846",2013,7,7,1451,-4,1631,-14,"MQ","N846MQ",3359,"JFK","RDU",72,427,14,51
"4847",2013,1,7,1725,0,2019,2,"UA","N14121",1109,"EWR","MCO",145,937,17,25
"4848",2013,6,24,1559,79,2024,155,"DL","N983DL",1902,"LGA","PBI",142,1035,15,59
"4849",2013,2,16,1022,-8,1208,-7,"MQ","N734MQ",4471,"LGA","RDU",87,431,10,22
"4850",2013,12,6,758,-7,1049,-22,"DL","N301DQ",2017,"JFK","TPA",152,1005,7,58
"4851",2013,1,17,856,-9,1128,13,"MQ","N723MQ",4478,"LGA","DTW",108,502,8,56
"4852",2013,10,20,1833,3,2049,14,"DL","N6709",2057,"EWR","DTW",85,488,18,33
"4853",2013,11,25,1304,-6,1540,-17,"UA","N12109",1641,"EWR","MCO",136,937,13,4
"4854",2013,6,17,655,0,817,2,"WN","N909WN",428,"LGA","MKE",116,738,6,55
"4855",2013,1,13,2358,193,233,203,"B6","N239JB",115,"JFK","MSY",187,1182,23,58
"4856",2013,6,11,1331,1,1627,5,"B6","N534JB",431,"LGA","SRQ",150,1047,13,31
"4857",2013,9,14,2116,-8,2304,-33,"EV","N14542",3807,"EWR","SDF",92,642,21,16
"4858",2013,8,27,1205,0,1354,-16,"WN","N778SW",1787,"EWR","DEN",206,1605,12,5
"4859",2013,7,17,1628,4,1915,8,"UA","N57111",1695,"EWR","IAH",188,1400,16,28
"4860",2013,8,29,2056,31,2210,30,"AA","N3KMAA",1742,"JFK","BOS",35,187,20,56
"4861",2013,12,19,2058,-2,2311,-9,"9E","N931XJ",3498,"LGA","CVG",102,585,20,58
"4862",2013,8,5,1023,-2,1302,-6,"B6","N635JB",925,"JFK","TPA",133,1005,10,23
"4863",2013,2,11,1504,20,1847,45,"UA","N487UA",595,"EWR","AUS",256,1504,15,4
"4864",2013,10,13,804,9,907,-3,"MQ","N806MQ",3370,"JFK","DCA",42,213,8,4
"4865",2013,8,23,624,-6,915,-9,"B6","N661JB",929,"JFK","RSW",155,1074,6,24
"4866",2013,4,18,1028,228,1255,286,"UA","N37293",1568,"EWR","ORD",141,719,10,28
"4867",2013,7,28,1011,3,1152,-23,"DL","N3762Y",2319,"LGA","MSP",133,1020,10,11
"4868",2013,3,16,1522,-3,1748,53,"MQ","N500MQ",3823,"JFK","DCA",46,213,15,22
"4869",2013,12,3,1837,3,2216,7,"UA","N35260",1495,"EWR","SFO",369,2565,18,37
"4870",2013,3,29,1358,3,1502,-18,"WN","N7714B",2444,"LGA","MDW",110,725,13,58
"4871",2013,4,23,1713,73,2012,71,"B6","N804JB",369,"LGA","PBI",136,1035,17,13
"4872",2013,6,24,724,19,1002,-2,"UA","N23708",1496,"EWR","SNA",323,2434,7,24
"4873",2013,5,9,902,27,1154,19,"AA","N3BDAA",717,"LGA","DFW",192,1389,9,2
"4874",2013,11,23,1918,-7,2211,-34,"AA","N3ACAA",2437,"LGA","MIA",155,1096,19,18
"4875",2013,10,30,1609,-3,1820,0,"EV","N14977",4352,"EWR","CVG",113,569,16,9
"4876",2013,1,6,1346,11,1654,23,"B6","N580JB",431,"LGA","SRQ",173,1047,13,46
"4877",2013,4,6,1622,-7,1909,-30,"AA","N3JFAA",565,"JFK","DFW",198,1391,16,22
"4878",2013,11,8,2203,4,2250,-11,"EV","N11150",5675,"EWR","ALB",29,143,22,3
"4879",2013,9,17,1456,-3,1728,-2,"EV","N12567",4377,"EWR","JAX",119,820,14,56
"4880",2013,8,31,1127,-3,1312,-18,"US","N567UW",2077,"LGA","CLT",77,544,11,27
"4881",2013,1,6,1000,0,1325,-16,"DL","N727TW",1765,"JFK","SFO",347,2586,10,0
"4882",2013,8,18,943,-17,1057,-24,"EV","N820AS",5736,"LGA","IAD",54,229,9,43
"4883",2013,5,4,1528,-2,1801,-29,"DL","N328NW",1935,"LGA","TPA",138,1010,15,28
"4884",2013,10,27,1821,-8,2007,-26,"US","N543UW",1751,"EWR","CLT",73,529,18,21
"4885",2013,9,28,1555,-4,1651,-39,"UA","N470UA",635,"EWR","ORD",97,719,15,55
"4886",2013,7,24,2004,4,2323,8,"AA","N3DVAA",1709,"LGA","MIA",150,1096,20,4
"4887",2013,1,19,730,1,1018,-11,"UA","N465UA",754,"EWR","TPA",152,997,7,30
"4888",2013,6,27,559,-1,715,-1,"EV","N13964",3806,"EWR","IAD",39,212,5,59
"4889",2013,12,24,759,-1,1110,12,"DL","N394DA",2381,"JFK","MCO",163,944,7,59
"4890",2013,7,30,1153,-2,1424,4,"WN","N276WN",3074,"LGA","DEN",230,1620,11,53
"4891",2013,5,13,649,1,1002,4,"UA","N24729",1405,"EWR","SEA",349,2402,6,49
"4892",2013,11,11,2058,-8,2212,-1,"B6","N190JB",2680,"EWR","BOS",45,200,20,58
"4893",2013,6,27,10,240,300,230,"UA","N73275",1680,"EWR","MIA",153,1085,0,10
"4894",2013,2,7,1152,-8,1352,-8,"US","N747UW",1443,"JFK","CLT",99,541,11,52
"4895",2013,5,31,1604,29,1815,15,"MQ","N723MQ",4525,"LGA","XNA",167,1147,16,4
"4896",2013,12,26,722,57,925,42,"EV","N719EV",5493,"LGA","CVG",105,585,7,22
"4897",2013,3,19,1421,6,1640,9,"DL","N326NB",935,"EWR","ATL",122,746,14,21
"4898",2013,4,24,1056,-9,1339,-40,"DL","N963DL",930,"LGA","FLL",144,1076,10,56
"4899",2013,6,13,1640,55,2119,133,"DL","N944DL",1129,"LGA","MIA",171,1096,16,40
"4900",2013,6,10,908,-7,1019,-20,"DL","N327NB",867,"JFK","BOS",33,187,9,8
"4901",2013,3,25,630,-4,944,-7,"UA","N75433",1276,"EWR","AUS",231,1504,6,30
"4902",2013,9,22,1423,-7,1557,0,"EV","N820AS",5713,"LGA","IAD",54,229,14,23
"4903",2013,12,7,1350,20,1802,47,"WN","N943WN",1631,"EWR","PHX",352,2133,13,50
"4904",2013,8,9,1840,66,2123,87,"FL","N289AT",771,"LGA","ATL",106,762,18,40
"4905",2013,7,1,1827,28,1945,20,"UA","N476UA",751,"EWR","BOS",43,200,18,27
"4906",2013,5,29,1137,-3,1457,2,"AA","N3KJAA",2099,"LGA","MIA",158,1096,11,37
"4907",2013,5,11,1840,145,2017,169,"EV","N15555",4299,"EWR","DCA",57,199,18,40
"4908",2013,6,17,1823,73,2205,110,"AA","N319AA",181,"JFK","LAX",342,2475,18,23
"4909",2013,8,24,1855,17,2002,-15,"B6","N283JB",1202,"JFK","BUF",55,301,18,55
"4910",2013,11,11,2000,-5,2308,-2,"B6","N584JB",1201,"JFK","FLL",152,1069,20,0
"4911",2013,12,24,903,-2,1222,3,"B6","N353JB",229,"JFK","RSW",183,1074,9,3
"4912",2013,8,1,656,-4,829,-6,"AA","N526AA",305,"LGA","ORD",112,733,6,56
"4913",2013,4,17,835,-5,1005,-9,"9E","N924XJ",3432,"JFK","DCA",37,213,8,35
"4914",2013,2,28,1847,-8,2040,-20,"MQ","N501MQ",4649,"LGA","MSP",132,1020,18,47
"4915",2013,11,17,1359,-1,1707,12,"AA","N3EVAA",1151,"LGA","DFW",223,1389,13,59
"4916",2013,5,18,647,-8,818,-1,"UA","N586UA",544,"LGA","ORD",107,733,6,47
"4917",2013,10,30,1858,8,2224,-1,"VX","N639VA",29,"JFK","SFO",351,2586,18,58
"4918",2013,9,3,1852,28,2123,-6,"B6","N569JB",1013,"JFK","LGB",302,2465,18,52
"4919",2013,11,24,1321,-4,1527,-7,"EV","N14105",4430,"EWR","MSP",164,1008,13,21
"4920",2013,3,18,2220,111,205,152,"UA","N557UA",771,"JFK","LAX",354,2475,22,20
"4921",2013,1,7,1724,-6,1859,-24,"US","N655AW",449,"EWR","CLT",76,529,17,24
"4922",2013,5,11,1815,61,2151,103,"UA","N37287",1705,"LGA","IAH",216,1416,18,15
"4923",2013,3,3,2029,-6,2229,-5,"EV","N13994",4682,"EWR","GSP",87,594,20,29
"4924",2013,7,26,552,-8,653,-32,"UA","N428UA",635,"LGA","ORD",109,733,5,52
"4925",2013,1,2,1533,13,1824,9,"UA","N479UA",289,"EWR","MCO",150,937,15,33
"4926",2013,2,8,1205,5,1510,11,"UA","N16701",1461,"EWR","IAH",208,1400,12,5
"4927",2013,8,30,1730,-5,1908,-21,"US","N601AW",687,"EWR","CLT",77,529,17,30
"4928",2013,3,28,2101,-4,2305,6,"EV","N13553",4700,"EWR","CLT",80,529,21,1
"4929",2013,2,1,1735,8,2046,-3,"UA","N33294",1593,"EWR","PDX",337,2434,17,35
"4930",2013,1,29,659,-1,858,8,"AA","N4XKAA",305,"LGA","ORD",146,733,6,59
"4931",2013,7,18,1539,19,1807,13,"UA","N568UA",646,"EWR","IAH",180,1400,15,39
"4932",2013,11,11,1606,6,1735,-16,"9E","N600LR",3357,"LGA","BNA",117,764,16,6
"4933",2013,9,25,609,-11,756,-14,"MQ","N521MQ",3351,"LGA","DTW",76,502,6,9
"4934",2013,12,3,524,9,805,-3,"UA","N66808",1487,"EWR","IAH",199,1400,5,24
"4935",2013,3,31,1245,136,1438,123,"EV","N719EV",5134,"EWR","DTW",91,488,12,45
"4936",2013,10,1,2006,-12,2112,-32,"9E","N8960A",3885,"JFK","BWI",36,184,20,6
"4937",2013,10,7,702,-8,1006,-16,"DL","N353NB",2003,"LGA","MIA",144,1096,7,2
"4938",2013,10,30,1633,3,2006,-4,"VX","N632VA",27,"JFK","SFO",368,2586,16,33
"4939",2013,7,5,829,0,1021,17,"MQ","N816MQ",3363,"JFK","RDU",78,427,8,29
"4940",2013,2,24,1439,-6,1655,-6,"EV","N12166",4181,"EWR","MCI",180,1092,14,39
"4941",2013,5,15,1003,-2,1235,-22,"UA","N76529",1414,"EWR","TPA",132,997,10,3
"4942",2013,8,23,1647,-8,1837,-23,"US","N677AW",681,"EWR","PHX",267,2133,16,47
"4943",2013,12,28,1247,27,1443,-7,"WN","N961WN",670,"EWR","DEN",222,1605,12,47
"4944",2013,8,30,1920,-10,2125,0,"MQ","N523MQ",3349,"LGA","MSP",162,1020,19,20
"4945",2013,12,24,1744,67,1847,56,"EV","N11184",4249,"EWR","BWI",35,169,17,44
"4946",2013,8,8,1357,-2,1523,-21,"AA","N491AA",337,"LGA","ORD",116,733,13,57
"4947",2013,10,24,1100,-5,1342,-15,"DL","N692DL",695,"JFK","MCO",142,944,11,0
"4948",2013,6,1,1041,-9,1150,-19,"B6","N324JB",4,"JFK","BUF",55,301,10,41
"4949",2013,8,22,1600,1,1705,-16,"UA","N37471",1644,"EWR","BOS",46,200,16,0
"4950",2013,11,26,1308,22,1503,13,"DL","N928DL",1131,"LGA","DTW",93,502,13,8
"4951",2013,6,22,823,-2,1053,-12,"AA","N3CEAA",719,"LGA","DFW",166,1389,8,23
"4952",2013,11,27,700,0,1037,46,"DL","N319US",2285,"LGA","MCO",165,950,7,0
"4953",2013,11,27,1141,161,1429,124,"AA","N339AA",1,"JFK","LAX",329,2475,11,41
"4954",2013,1,15,1844,-1,2131,-6,"9E","N905XJ",3369,"JFK","MSY",202,1182,18,44
"4955",2013,11,22,2119,50,2258,42,"EV","N16999",5956,"LGA","CLE",79,419,21,19
"4956",2013,8,25,1516,9,1707,-17,"UA","N573UA",745,"LGA","DEN",201,1620,15,16
"4957",2013,1,23,1453,84,1550,79,"EV","N14558",4688,"EWR","BWI",38,169,14,53
"4958",2013,5,7,1452,7,1737,-25,"DL","N711ZX",127,"JFK","LAX",313,2475,14,52
"4959",2013,12,2,1047,-2,1221,-18,"EV","N11535",4625,"EWR","STL",133,872,10,47
"4960",2013,11,17,1448,-7,1639,-6,"MQ","N941MQ",2815,"JFK","CLE",79,425,14,48
"4961",2013,11,8,1658,-2,1941,2,"DL","N904DE",221,"LGA","ATL",114,762,16,58
"4962",2013,3,1,600,-5,804,-17,"9E","N8412F",3953,"EWR","CVG",87,569,6,0
"4963",2013,9,25,746,-4,1024,-16,"MQ","N543MQ",3052,"JFK","TPA",143,1005,7,46
"4964",2013,9,20,1533,13,1818,4,"UA","N14107",1600,"EWR","LAX",324,2454,15,33
"4965",2013,5,15,1329,1,1455,-17,"EV","N15572",4628,"EWR","STL",128,872,13,29
"4966",2013,11,19,1646,-4,1745,-17,"B6","N266JB",918,"JFK","BOS",41,187,16,46
"4967",2013,9,18,1507,2,1749,-4,"UA","N537UA",350,"EWR","TPA",140,997,15,7
"4968",2013,1,9,2133,-2,100,10,"AA","N319AA",185,"JFK","LAX",360,2475,21,33
"4969",2013,12,1,1306,61,1439,56,"9E","N918XJ",3305,"LGA","MKE",110,738,13,6
"4970",2013,9,16,1558,-2,1911,6,"AA","N3ARAA",1156,"LGA","DFW",190,1389,15,58
"4971",2013,8,13,859,-1,1322,76,"B6","N597JB",5,"EWR","FLL",160,1065,8,59
"4972",2013,1,23,753,-7,900,-17,"US","N764US",2165,"LGA","DCA",52,214,7,53
"4973",2013,1,28,1418,18,1541,32,"US","N748UW",2177,"LGA","DCA",48,214,14,18
"4974",2013,5,1,1354,-6,1513,0,"US","N763US",2177,"LGA","DCA",38,214,13,54
"4975",2013,6,26,2107,116,2314,119,"EV","N12957",4397,"EWR","MCI",161,1092,21,7
"4976",2013,1,31,943,-2,1140,10,"AA","N4YPAA",319,"LGA","ORD",128,733,9,43
"4977",2013,4,18,1209,39,1451,21,"B6","N641JB",133,"JFK","RSW",145,1074,12,9
"4978",2013,1,7,927,-2,1149,-17,"EV","N26549",4140,"EWR","ATL",114,746,9,27
"4979",2013,3,2,759,-1,1102,-43,"WN","N733SA",1938,"EWR","PHX",278,2133,7,59
"4980",2013,3,19,1721,-4,2017,0,"UA","N18119",1109,"EWR","MCO",145,937,17,21
"4981",2013,1,7,1355,-5,1619,-17,"DL","N665DN",2247,"LGA","ATL",110,762,13,55
"4982",2013,4,29,1715,166,2028,165,"DL","N325US",2175,"LGA","MIA",163,1096,17,15
"4983",2013,8,16,1427,-2,1817,-13,"B6","N746JB",703,"JFK","SJU",201,1598,14,27
"4984",2013,12,2,1525,-4,1647,12,"UA","N809UA",203,"EWR","BOS",41,200,15,25
"4985",2013,12,14,1736,178,2143,239,"B6","N304JB",581,"JFK","HOU",240,1428,17,36
"4986",2013,11,19,1857,-8,2028,-12,"EV","N708EV",5383,"LGA","ROC",44,254,18,57
"4987",2013,12,5,1435,-3,1741,-3,"B6","N298JB",581,"JFK","HOU",224,1428,14,35
"4988",2013,6,9,1527,-2,1823,-21,"UA","N75426",1668,"EWR","SFO",334,2565,15,27
"4989",2013,10,31,634,-3,904,-19,"UA","N37427",1144,"EWR","MCO",127,937,6,34
"4990",2013,1,25,839,-11,1028,-7,"MQ","N737MQ",4558,"LGA","CLE",78,419,8,39
"4991",2013,12,14,1612,22,2023,68,"AA","N3KMAA",1410,"LGA","MIA",174,1096,16,12
"4992",2013,4,2,1818,-1,2113,-1,"B6","N510JB",711,"JFK","LAS",316,2248,18,18
"4993",2013,11,15,747,2,1108,8,"AA","N372AA",59,"JFK","SFO",358,2586,7,47
"4994",2013,10,23,1242,-17,1507,-5,"EV","N713EV",5207,"LGA","CLT",99,544,12,42
"4995",2013,5,24,1553,67,1729,66,"EV","N21537",4231,"EWR","RDU",72,416,15,53
"4996",2013,12,22,852,42,1122,39,"DL","N713TW",433,"JFK","ATL",118,760,8,52
"4997",2013,11,23,659,-6,948,-29,"AS","N433AS",15,"EWR","SEA",331,2402,6,59
"4998",2013,5,22,1728,-2,2136,17,"DL","N707TW",31,"JFK","SFO",356,2586,17,28
"4999",2013,11,8,1058,-2,1245,-8,"EV","N398CA",5417,"EWR","DTW",87,488,10,58
"5000",2013,5,27,1456,6,1739,-7,"B6","N267JB",629,"JFK","HOU",188,1428,14,56
"5001",2013,12,3,1825,-4,2112,-12,"B6","N779JB",543,"EWR","PBI",142,1023,18,25
"5002",2013,2,23,1922,-3,2117,34,"9E","N8969A",4127,"JFK","IAD",50,228,19,22
"5003",2013,12,3,853,-7,1218,-7,"AA","N339AA",1,"JFK","LAX",359,2475,8,53
"5004",2013,6,16,1730,55,2047,53,"B6","N608JB",15,"JFK","FLL",145,1069,17,30
"5005",2013,6,9,829,-1,1118,-32,"UA","N75429",1677,"EWR","SFO",326,2565,8,29
"5006",2013,8,25,1830,3,2014,-20,"US","N545UW",425,"JFK","CLT",76,541,18,30
"5007",2013,10,18,1822,-7,2024,-7,"US","N176UW",1751,"EWR","CLT",77,529,18,22
"5008",2013,4,1,2055,10,2209,-16,"AA","N511AA",371,"LGA","ORD",115,733,20,55
"5009",2013,12,24,1441,4,1736,-7,"B6","N258JB",581,"JFK","HOU",219,1428,14,41
"5010",2013,4,15,1729,-11,1932,-11,"YV","N929LR",2705,"LGA","CLT",94,544,17,29
"5011",2013,10,21,734,-6,949,4,"EV","N26545",4111,"EWR","CHS",104,628,7,34
"5012",2013,6,16,1759,0,1936,-15,"UA","N16713",1053,"EWR","CLE",64,404,17,59
"5013",2013,4,19,1049,49,1333,27,"UA","N77510",1267,"EWR","RSW",148,1068,10,49
"5014",2013,11,4,1642,13,1817,10,"EV","N16561",3813,"EWR","GSO",72,445,16,42
"5015",2013,4,26,1328,3,1624,-2,"UA","N14115",1054,"EWR","LAX",330,2454,13,28
"5016",2013,1,4,1520,10,1805,4,"UA","N561UA",315,"EWR","MCO",143,937,15,20
"5017",2013,12,28,1716,41,2016,24,"B6","N613JB",423,"JFK","LAX",339,2475,17,16
"5018",2013,10,24,1929,-6,2233,4,"B6","N568JB",225,"JFK","TPA",156,1005,19,29
"5019",2013,12,11,1102,-8,1203,-20,"EV","N13132",4633,"EWR","BTV",46,266,11,2
"5020",2013,4,3,1923,8,2150,-12,"DL","N3769L",1345,"JFK","PHX",284,2153,19,23
"5021",2013,5,13,1736,36,2008,-17,"AA","N327AA",181,"JFK","LAX",302,2475,17,36
"5022",2013,2,4,1708,3,2006,-1,"B6","N634JB",143,"JFK","PBI",155,1028,17,8
"5023",2013,5,25,1912,27,2204,14,"DL","N337NW",2391,"JFK","TPA",128,1005,19,12
"5024",2013,3,25,2027,37,2231,2,"UA","N16713",1482,"EWR","PHX",285,2133,20,27
"5025",2013,12,21,1935,140,2308,155,"UA","N513UA",997,"EWR","LAX",326,2454,19,35
"5026",2013,9,28,1458,138,1633,115,"EV","N137EV",5067,"EWR","DTW",71,488,14,58
"5027",2013,3,24,1937,-3,2127,2,"MQ","N537MQ",3783,"JFK","CMH",77,483,19,37
"5028",2013,11,14,1507,2,1746,-19,"DL","N334NB",2181,"LGA","MCO",130,950,15,7
"5029",2013,11,11,1502,2,1727,-2,"UA","N569UA",745,"LGA","DEN",232,1620,15,2
