"","country","continent","year","lifeExp","pop","gdpPercap"
"467","Egypt","Africa",2002,69.806,73312559,4754.604414
"468","Egypt","Africa",2007,71.338,80264543,5581.180998
"469","El Salvador","Americas",1952,45.262,2042865,3048.3029
"470","El Salvador","Americas",1957,48.57,2355805,3421.523218
"471","El Salvador","Americas",1962,52.307,2747687,3776.803627
"472","El Salvador","Americas",1967,55.855,3232927,4358.595393
"473","El Salvador","Americas",1972,58.207,3790903,4520.246008
"474","El Salvador","Americas",1977,56.696,4282586,5138.922374
"475","El Salvador","Americas",1982,56.604,4474873,4098.344175
"476","El Salvador","Americas",1987,63.154,4842194,4140.442097
"477","El Salvador","Americas",1992,66.798,5274649,4444.2317
"478","El Salvador","Americas",1997,69.535,5783439,5154.825496
"479","El Salvador","Americas",2002,70.734,6353681,5351.568666
"480","El Salvador","Americas",2007,71.878,6939688,5728.353514
"481","Equatorial Guinea","Africa",1952,34.482,216964,375.6431231
"482","Equatorial Guinea","Africa",1957,35.983,232922,426.0964081
"483","Equatorial Guinea","Africa",1962,37.485,249220,582.8419714
"484","Equatorial Guinea","Africa",1967,38.987,259864,915.5960025
"485","Equatorial Guinea","Africa",1972,40.516,277603,672.4122571
"486","Equatorial Guinea","Africa",1977,42.024,192675,958.5668124
"487","Equatorial Guinea","Africa",1982,43.662,285483,927.8253427
"488","Equatorial Guinea","Africa",1987,45.664,341244,966.8968149
"489","Equatorial Guinea","Africa",1992,47.545,387838,1132.055034
"490","Equatorial Guinea","Africa",1997,48.245,439971,2814.480755
"491","Equatorial Guinea","Africa",2002,49.348,495627,7703.4959
"492","Equatorial Guinea","Africa",2007,51.579,551201,12154.08975
"493","Eritrea","Africa",1952,35.928,1438760,328.9405571
"494","Eritrea","Africa",1957,38.047,1542611,344.1618859
"495","Eritrea","Africa",1962,40.158,1666618,380.9958433
"496","Eritrea","Africa",1967,42.189,1820319,468.7949699
"497","Eritrea","Africa",1972,44.142,2260187,514.3242082
"498","Eritrea","Africa",1977,44.535,2512642,505.7538077
"499","Eritrea","Africa",1982,43.89,2637297,524.8758493
"500","Eritrea","Africa",1987,46.453,2915959,521.1341333
"501","Eritrea","Africa",1992,49.991,3668440,582.8585102
"502","Eritrea","Africa",1997,53.378,4058319,913.47079
"503","Eritrea","Africa",2002,55.24,4414865,765.3500015
"504","Eritrea","Africa",2007,58.04,4906585,641.3695236
"505","Ethiopia","Africa",1952,34.078,20860941,362.1462796
"506","Ethiopia","Africa",1957,36.667,22815614,378.9041632
"507","Ethiopia","Africa",1962,40.059,25145372,419.4564161
"508","Ethiopia","Africa",1967,42.115,27860297,516.1186438
"509","Ethiopia","Africa",1972,43.515,30770372,566.2439442
"510","Ethiopia","Africa",1977,44.51,34617799,556.8083834
"511","Ethiopia","Africa",1982,44.916,38111756,577.8607471
"512","Ethiopia","Africa",1987,46.684,42999530,573.7413142
"513","Ethiopia","Africa",1992,48.091,52088559,421.3534653
"514","Ethiopia","Africa",1997,49.402,59861301,515.8894013
"515","Ethiopia","Africa",2002,50.725,67946797,530.0535319
"516","Ethiopia","Africa",2007,52.947,76511887,690.8055759
"517","Finland","Europe",1952,66.55,4090500,6424.519071
"518","Finland","Europe",1957,67.49,4324000,7545.415386
"519","Finland","Europe",1962,68.75,4491443,9371.842561
"520","Finland","Europe",1967,69.83,4605744,10921.63626
"521","Finland","Europe",1972,70.87,4639657,14358.8759
"522","Finland","Europe",1977,72.52,4738902,15605.42283
"523","Finland","Europe",1982,74.55,4826933,18533.15761
"524","Finland","Europe",1987,74.83,4931729,21141.01223
"525","Finland","Europe",1992,75.7,5041039,20647.16499
"526","Finland","Europe",1997,77.13,5134406,23723.9502
"527","Finland","Europe",2002,78.37,5193039,28204.59057
"528","Finland","Europe",2007,79.313,5238460,33207.0844
"529","France","Europe",1952,67.41,42459667,7029.809327
"530","France","Europe",1957,68.93,44310863,8662.834898
"531","France","Europe",1962,70.51,47124000,10560.48553
"532","France","Europe",1967,71.55,49569000,12999.91766
"533","France","Europe",1972,72.38,51732000,16107.19171
"534","France","Europe",1977,73.83,53165019,18292.63514
"535","France","Europe",1982,74.89,54433565,20293.89746
"536","France","Europe",1987,76.34,55630100,22066.44214
"537","France","Europe",1992,77.46,57374179,24703.79615
"538","France","Europe",1997,78.64,58623428,25889.78487
"539","France","Europe",2002,79.59,59925035,28926.03234
"540","France","Europe",2007,80.657,61083916,30470.0167
"541","Gabon","Africa",1952,37.003,420702,4293.476475
"542","Gabon","Africa",1957,38.999,434904,4976.198099
"543","Gabon","Africa",1962,40.489,455661,6631.459222
"544","Gabon","Africa",1967,44.598,489004,8358.761987
"545","Gabon","Africa",1972,48.69,537977,11401.94841
"546","Gabon","Africa",1977,52.79,706367,21745.57328
"547","Gabon","Africa",1982,56.564,753874,15113.36194
"548","Gabon","Africa",1987,60.19,880397,11864.40844
"549","Gabon","Africa",1992,61.366,985739,13522.15752
"550","Gabon","Africa",1997,60.461,1126189,14722.84188
"551","Gabon","Africa",2002,56.761,1299304,12521.71392
"552","Gabon","Africa",2007,56.735,1454867,13206.48452
"553","Gambia","Africa",1952,30,284320,485.2306591
"554","Gambia","Africa",1957,32.065,323150,520.9267111
"555","Gambia","Africa",1962,33.896,374020,599.650276
"556","Gambia","Africa",1967,35.857,439593,734.7829124
"557","Gambia","Africa",1972,38.308,517101,756.0868363
"558","Gambia","Africa",1977,41.842,608274,884.7552507
"559","Gambia","Africa",1982,45.58,715523,835.8096108
"560","Gambia","Africa",1987,49.265,848406,611.6588611
"561","Gambia","Africa",1992,52.644,1025384,665.6244126
"562","Gambia","Africa",1997,55.861,1235767,653.7301704
"563","Gambia","Africa",2002,58.041,1457766,660.5855997
"564","Gambia","Africa",2007,59.448,1688359,752.7497265
"565","Germany","Europe",1952,67.5,69145952,7144.114393
"566","Germany","Europe",1957,69.1,71019069,10187.82665
"567","Germany","Europe",1962,70.3,73739117,12902.46291
"568","Germany","Europe",1967,70.8,76368453,14745.62561
"569","Germany","Europe",1972,71,78717088,18016.18027
"570","Germany","Europe",1977,72.5,78160773,20512.92123
"571","Germany","Europe",1982,73.8,78335266,22031.53274
"572","Germany","Europe",1987,74.847,77718298,24639.18566
"573","Germany","Europe",1992,76.07,80597764,26505.30317
"574","Germany","Europe",1997,77.34,82011073,27788.88416
"575","Germany","Europe",2002,78.67,82350671,30035.80198
"576","Germany","Europe",2007,79.406,82400996,32170.37442
"577","Ghana","Africa",1952,43.149,5581001,911.2989371
"578","Ghana","Africa",1957,44.779,6391288,1043.561537
"579","Ghana","Africa",1962,46.452,7355248,1190.041118
"580","Ghana","Africa",1967,48.072,8490213,1125.69716
"581","Ghana","Africa",1972,49.875,9354120,1178.223708
"582","Ghana","Africa",1977,51.756,10538093,993.2239571
"583","Ghana","Africa",1982,53.744,11400338,876.032569
"584","Ghana","Africa",1987,55.729,14168101,847.0061135
"585","Ghana","Africa",1992,57.501,16278738,925.060154
"586","Ghana","Africa",1997,58.556,18418288,1005.245812
"587","Ghana","Africa",2002,58.453,20550751,1111.984578
"588","Ghana","Africa",2007,60.022,22873338,1327.60891
"589","Greece","Europe",1952,65.86,7733250,3530.690067
"590","Greece","Europe",1957,67.86,8096218,4916.299889
"591","Greece","Europe",1962,69.51,8448233,6017.190733
"592","Greece","Europe",1967,71,8716441,8513.097016
"593","Greece","Europe",1972,72.34,8888628,12724.82957
"594","Greece","Europe",1977,73.68,9308479,14195.52428
"595","Greece","Europe",1982,75.24,9786480,15268.42089
"596","Greece","Europe",1987,76.67,9974490,16120.52839
"597","Greece","Europe",1992,77.03,10325429,17541.49634
"598","Greece","Europe",1997,77.869,10502372,18747.69814
"599","Greece","Europe",2002,78.256,10603863,22514.2548
"600","Greece","Europe",2007,79.483,10706290,27538.41188
"601","Guatemala","Americas",1952,42.023,3146381,2428.237769
"602","Guatemala","Americas",1957,44.142,3640876,2617.155967
"603","Guatemala","Americas",1962,46.954,4208858,2750.364446
"604","Guatemala","Americas",1967,50.016,4690773,3242.531147
"605","Guatemala","Americas",1972,53.738,5149581,4031.408271
"606","Guatemala","Americas",1977,56.029,5703430,4879.992748
"607","Guatemala","Americas",1982,58.137,6395630,4820.49479
"608","Guatemala","Americas",1987,60.782,7326406,4246.485974
"609","Guatemala","Americas",1992,63.373,8486949,4439.45084
"610","Guatemala","Americas",1997,66.322,9803875,4684.313807
"611","Guatemala","Americas",2002,68.978,11178650,4858.347495
"612","Guatemala","Americas",2007,70.259,12572928,5186.050003
"613","Guinea","Africa",1952,33.609,2664249,510.1964923
"614","Guinea","Africa",1957,34.558,2876726,576.2670245
"615","Guinea","Africa",1962,35.753,3140003,686.3736739
"616","Guinea","Africa",1967,37.197,3451418,708.7595409
"617","Guinea","Africa",1972,38.842,3811387,741.6662307
"618","Guinea","Africa",1977,40.762,4227026,874.6858643
"619","Guinea","Africa",1982,42.891,4710497,857.2503577
"620","Guinea","Africa",1987,45.552,5650262,805.5724718
"621","Guinea","Africa",1992,48.576,6990574,794.3484384
"622","Guinea","Africa",1997,51.455,8048834,869.4497668
"623","Guinea","Africa",2002,53.676,8807818,945.5835837
"624","Guinea","Africa",2007,56.007,9947814,942.6542111
"625","Guinea-Bissau","Africa",1952,32.5,580653,299.850319
"626","Guinea-Bissau","Africa",1957,33.489,601095,431.7904566
"627","Guinea-Bissau","Africa",1962,34.488,627820,522.0343725
"628","Guinea-Bissau","Africa",1967,35.492,601287,715.5806402
"629","Guinea-Bissau","Africa",1972,36.486,625361,820.2245876
"630","Guinea-Bissau","Africa",1977,37.465,745228,764.7259628
"631","Guinea-Bissau","Africa",1982,39.327,825987,838.1239671
"632","Guinea-Bissau","Africa",1987,41.245,927524,736.4153921
"633","Guinea-Bissau","Africa",1992,43.266,1050938,745.5398706
"634","Guinea-Bissau","Africa",1997,44.873,1193708,796.6644681
"635","Guinea-Bissau","Africa",2002,45.504,1332459,575.7047176
"636","Guinea-Bissau","Africa",2007,46.388,1472041,579.231743
"637","Haiti","Americas",1952,37.579,3201488,1840.366939
"638","Haiti","Americas",1957,40.696,3507701,1726.887882
"639","Haiti","Americas",1962,43.59,3880130,1796.589032
"640","Haiti","Americas",1967,46.243,4318137,1452.057666
"641","Haiti","Americas",1972,48.042,4698301,1654.456946
"642","Haiti","Americas",1977,49.923,4908554,1874.298931
"643","Haiti","Americas",1982,51.461,5198399,2011.159549
"644","Haiti","Americas",1987,53.636,5756203,1823.015995
"645","Haiti","Americas",1992,55.089,6326682,1456.309517
"646","Haiti","Americas",1997,56.671,6913545,1341.726931
"647","Haiti","Americas",2002,58.137,7607651,1270.364932
"648","Haiti","Americas",2007,60.916,8502814,1201.637154
"649","Honduras","Americas",1952,41.912,1517453,2194.926204
"650","Honduras","Americas",1957,44.665,1770390,2220.487682
"651","Honduras","Americas",1962,48.041,2090162,2291.156835
"652","Honduras","Americas",1967,50.924,2500689,2538.269358
"653","Honduras","Americas",1972,53.884,2965146,2529.842345
"654","Honduras","Americas",1977,57.402,3055235,3203.208066
"655","Honduras","Americas",1982,60.909,3669448,3121.760794
"656","Honduras","Americas",1987,64.492,4372203,3023.096699
"657","Honduras","Americas",1992,66.399,5077347,3081.694603
"658","Honduras","Americas",1997,67.659,5867957,3160.454906
"659","Honduras","Americas",2002,68.565,6677328,3099.72866
"660","Honduras","Americas",2007,70.198,7483763,3548.330846
"661","Hong Kong, China","Asia",1952,60.96,2125900,3054.421209
"662","Hong Kong, China","Asia",1957,64.75,2736300,3629.076457
"663","Hong Kong, China","Asia",1962,67.65,3305200,4692.648272
"664","Hong Kong, China","Asia",1967,70,3722800,6197.962814
"665","Hong Kong, China","Asia",1972,72,4115700,8315.928145
"666","Hong Kong, China","Asia",1977,73.6,4583700,11186.14125
"667","Hong Kong, China","Asia",1982,75.45,5264500,14560.53051
"668","Hong Kong, China","Asia",1987,76.2,5584510,20038.47269
"669","Hong Kong, China","Asia",1992,77.601,5829696,24757.60301
"670","Hong Kong, China","Asia",1997,80,6495918,28377.63219
"671","Hong Kong, China","Asia",2002,81.495,6762476,30209.01516
"672","Hong Kong, China","Asia",2007,82.208,6980412,39724.97867
"673","Hungary","Europe",1952,64.03,9504000,5263.673816
"674","Hungary","Europe",1957,66.41,9839000,6040.180011
"675","Hungary","Europe",1962,67.96,10063000,7550.359877
"676","Hungary","Europe",1967,69.5,10223422,9326.64467
"677","Hungary","Europe",1972,69.76,10394091,10168.65611
"678","Hungary","Europe",1977,69.95,10637171,11674.83737
"679","Hungary","Europe",1982,69.39,10705535,12545.99066
"680","Hungary","Europe",1987,69.58,10612740,12986.47998
"681","Hungary","Europe",1992,69.17,10348684,10535.62855
"682","Hungary","Europe",1997,71.04,10244684,11712.7768
"683","Hungary","Europe",2002,72.59,10083313,14843.93556
"684","Hungary","Europe",2007,73.338,9956108,18008.94444
"685","Iceland","Europe",1952,72.49,147962,7267.688428
"686","Iceland","Europe",1957,73.47,165110,9244.001412
"687","Iceland","Europe",1962,73.68,182053,10350.15906
"688","Iceland","Europe",1967,73.73,198676,13319.89568
"689","Iceland","Europe",1972,74.46,209275,15798.06362
"690","Iceland","Europe",1977,76.11,221823,19654.96247
"691","Iceland","Europe",1982,76.99,233997,23269.6075
"692","Iceland","Europe",1987,77.23,244676,26923.20628
"693","Iceland","Europe",1992,78.77,259012,25144.39201
"694","Iceland","Europe",1997,78.95,271192,28061.09966
"695","Iceland","Europe",2002,80.5,288030,31163.20196
"696","Iceland","Europe",2007,81.757,301931,36180.78919
"697","India","Asia",1952,37.373,372000000,546.5657493
"698","India","Asia",1957,40.249,409000000,590.061996
"699","India","Asia",1962,43.605,454000000,658.3471509
"700","India","Asia",1967,47.193,506000000,700.7706107
"701","India","Asia",1972,50.651,567000000,724.032527
"702","India","Asia",1977,54.208,634000000,813.337323
"703","India","Asia",1982,56.596,708000000,855.7235377
"704","India","Asia",1987,58.553,788000000,976.5126756
"705","India","Asia",1992,60.223,872000000,1164.406809
"706","India","Asia",1997,61.765,959000000,1458.817442
"707","India","Asia",2002,62.879,1034172547,1746.769454
"708","India","Asia",2007,64.698,1110396331,2452.210407
"709","Indonesia","Asia",1952,37.468,82052000,749.6816546
"710","Indonesia","Asia",1957,39.918,90124000,858.9002707
"711","Indonesia","Asia",1962,42.518,99028000,849.2897701
"712","Indonesia","Asia",1967,45.964,109343000,762.4317721
"713","Indonesia","Asia",1972,49.203,121282000,1111.107907
"714","Indonesia","Asia",1977,52.702,136725000,1382.702056
"715","Indonesia","Asia",1982,56.159,153343000,1516.872988
"716","Indonesia","Asia",1987,60.137,169276000,1748.356961
"717","Indonesia","Asia",1992,62.681,184816000,2383.140898
"718","Indonesia","Asia",1997,66.041,199278000,3119.335603
"719","Indonesia","Asia",2002,68.588,211060000,2873.91287
"720","Indonesia","Asia",2007,70.65,223547000,3540.651564
"721","Iran","Asia",1952,44.869,17272000,3035.326002
"722","Iran","Asia",1957,47.181,19792000,3290.257643
"723","Iran","Asia",1962,49.325,22874000,4187.329802
"724","Iran","Asia",1967,52.469,26538000,5906.731805
"725","Iran","Asia",1972,55.234,30614000,9613.818607
"726","Iran","Asia",1977,57.702,35480679,11888.59508
"727","Iran","Asia",1982,59.62,43072751,7608.334602
"728","Iran","Asia",1987,63.04,51889696,6642.881371
"729","Iran","Asia",1992,65.742,60397973,7235.653188
"730","Iran","Asia",1997,68.042,63327987,8263.590301
"731","Iran","Asia",2002,69.451,66907826,9240.761975
"732","Iran","Asia",2007,70.964,69453570,11605.71449
"733","Iraq","Asia",1952,45.32,5441766,4129.766056
"734","Iraq","Asia",1957,48.437,6248643,6229.333562
"735","Iraq","Asia",1962,51.457,7240260,8341.737815
"736","Iraq","Asia",1967,54.459,8519282,8931.459811
"737","Iraq","Asia",1972,56.95,10061506,9576.037596
"738","Iraq","Asia",1977,60.413,11882916,14688.23507
"739","Iraq","Asia",1982,62.038,14173318,14517.90711
"740","Iraq","Asia",1987,65.044,16543189,11643.57268
"741","Iraq","Asia",1992,59.461,17861905,3745.640687
"742","Iraq","Asia",1997,58.811,20775703,3076.239795
"743","Iraq","Asia",2002,57.046,24001816,4390.717312
"744","Iraq","Asia",2007,59.545,27499638,4471.061906
"745","Ireland","Europe",1952,66.91,2952156,5210.280328
"746","Ireland","Europe",1957,68.9,2878220,5599.077872
"747","Ireland","Europe",1962,70.29,2830000,6631.597314
"748","Ireland","Europe",1967,71.08,2900100,7655.568963
"749","Ireland","Europe",1972,71.28,3024400,9530.772896
"750","Ireland","Europe",1977,72.03,3271900,11150.98113
"751","Ireland","Europe",1982,73.1,3480000,12618.32141
"752","Ireland","Europe",1987,74.36,3539900,13872.86652
"753","Ireland","Europe",1992,75.467,3557761,17558.81555
"754","Ireland","Europe",1997,76.122,3667233,24521.94713
"755","Ireland","Europe",2002,77.783,3879155,34077.04939
"756","Ireland","Europe",2007,78.885,4109086,40675.99635
"757","Israel","Asia",1952,65.39,1620914,4086.522128
"758","Israel","Asia",1957,67.84,1944401,5385.278451
"759","Israel","Asia",1962,69.39,2310904,7105.630706
"760","Israel","Asia",1967,70.75,2693585,8393.741404
"761","Israel","Asia",1972,71.63,3095893,12786.93223
"762","Israel","Asia",1977,73.06,3495918,13306.61921
"763","Israel","Asia",1982,74.45,3858421,15367.0292
"764","Israel","Asia",1987,75.6,4203148,17122.47986
"765","Israel","Asia",1992,76.93,4936550,18051.52254
"766","Israel","Asia",1997,78.269,5531387,20896.60924
"767","Israel","Asia",2002,79.696,6029529,21905.59514
"768","Israel","Asia",2007,80.745,6426679,25523.2771
"769","Italy","Europe",1952,65.94,47666000,4931.404155
"770","Italy","Europe",1957,67.81,49182000,6248.656232
"771","Italy","Europe",1962,69.24,50843200,8243.58234
"772","Italy","Europe",1967,71.06,52667100,10022.40131
"773","Italy","Europe",1972,72.19,54365564,12269.27378
"774","Italy","Europe",1977,73.48,56059245,14255.98475
"775","Italy","Europe",1982,74.98,56535636,16537.4835
"776","Italy","Europe",1987,76.42,56729703,19207.23482
"777","Italy","Europe",1992,77.44,56840847,22013.64486
"778","Italy","Europe",1997,78.82,57479469,24675.02446
"779","Italy","Europe",2002,80.24,57926999,27968.09817
"780","Italy","Europe",2007,80.546,58147733,28569.7197
"781","Jamaica","Americas",1952,58.53,1426095,2898.530881
"782","Jamaica","Americas",1957,62.61,1535090,4756.525781
"783","Jamaica","Americas",1962,65.61,1665128,5246.107524
"784","Jamaica","Americas",1967,67.51,1861096,6124.703451
"785","Jamaica","Americas",1972,69,1997616,7433.889293
"786","Jamaica","Americas",1977,70.11,2156814,6650.195573
"787","Jamaica","Americas",1982,71.21,2298309,6068.05135
"788","Jamaica","Americas",1987,71.77,2326606,6351.237495
"789","Jamaica","Americas",1992,71.766,2378618,7404.923685
"790","Jamaica","Americas",1997,72.262,2531311,7121.924704
"791","Jamaica","Americas",2002,72.047,2664659,6994.774861
"792","Jamaica","Americas",2007,72.567,2780132,7320.880262
"793","Japan","Asia",1952,63.03,86459025,3216.956347
"794","Japan","Asia",1957,65.5,91563009,4317.694365
"795","Japan","Asia",1962,68.73,95831757,6576.649461
"796","Japan","Asia",1967,71.43,100825279,9847.788607
"797","Japan","Asia",1972,73.42,107188273,14778.78636
"798","Japan","Asia",1977,75.38,113872473,16610.37701
"799","Japan","Asia",1982,77.11,118454974,19384.10571
"800","Japan","Asia",1987,78.67,122091325,22375.94189
"801","Japan","Asia",1992,79.36,124329269,26824.89511
"802","Japan","Asia",1997,80.69,125956499,28816.58499
"803","Japan","Asia",2002,82,127065841,28604.5919
"804","Japan","Asia",2007,82.603,127467972,31656.06806
"805","Jordan","Asia",1952,43.158,607914,1546.907807
"806","Jordan","Asia",1957,45.669,746559,1886.080591
"807","Jordan","Asia",1962,48.126,933559,2348.009158
"808","Jordan","Asia",1967,51.629,1255058,2741.796252
"809","Jordan","Asia",1972,56.528,1613551,2110.856309
"810","Jordan","Asia",1977,61.134,1937652,2852.351568
"811","Jordan","Asia",1982,63.739,2347031,4161.415959
"812","Jordan","Asia",1987,65.869,2820042,4448.679912
"813","Jordan","Asia",1992,68.015,3867409,3431.593647
"814","Jordan","Asia",1997,69.772,4526235,3645.379572
"815","Jordan","Asia",2002,71.263,5307470,3844.917194
"816","Jordan","Asia",2007,72.535,6053193,4519.461171
"817","Kenya","Africa",1952,42.27,6464046,853.540919
"818","Kenya","Africa",1957,44.686,7454779,944.4383152
"819","Kenya","Africa",1962,47.949,8678557,896.9663732
"820","Kenya","Africa",1967,50.654,10191512,1056.736457
"821","Kenya","Africa",1972,53.559,12044785,1222.359968
"822","Kenya","Africa",1977,56.155,14500404,1267.613204
"823","Kenya","Africa",1982,58.766,17661452,1348.225791
"824","Kenya","Africa",1987,59.339,21198082,1361.936856
"825","Kenya","Africa",1992,59.285,25020539,1341.921721
"826","Kenya","Africa",1997,54.407,28263827,1360.485021
"827","Kenya","Africa",2002,50.992,31386842,1287.514732
"828","Kenya","Africa",2007,54.11,35610177,1463.249282
"829","Korea, Dem. Rep.","Asia",1952,50.056,8865488,1088.277758
"830","Korea, Dem. Rep.","Asia",1957,54.081,9411381,1571.134655
"831","Korea, Dem. Rep.","Asia",1962,56.656,10917494,1621.693598
"832","Korea, Dem. Rep.","Asia",1967,59.942,12617009,2143.540609
"833","Korea, Dem. Rep.","Asia",1972,63.983,14781241,3701.621503
"834","Korea, Dem. Rep.","Asia",1977,67.159,16325320,4106.301249
"835","Korea, Dem. Rep.","Asia",1982,69.1,17647518,4106.525293
"836","Korea, Dem. Rep.","Asia",1987,70.647,19067554,4106.492315
"837","Korea, Dem. Rep.","Asia",1992,69.978,20711375,3726.063507
"838","Korea, Dem. Rep.","Asia",1997,67.727,21585105,1690.756814
"839","Korea, Dem. Rep.","Asia",2002,66.662,22215365,1646.758151
"840","Korea, Dem. Rep.","Asia",2007,67.297,23301725,1593.06548
"841","Korea, Rep.","Asia",1952,47.453,20947571,1030.592226
"842","Korea, Rep.","Asia",1957,52.681,22611552,1487.593537
"843","Korea, Rep.","Asia",1962,55.292,26420307,1536.344387
"844","Korea, Rep.","Asia",1967,57.716,30131000,2029.228142
"845","Korea, Rep.","Asia",1972,62.612,33505000,3030.87665
"846","Korea, Rep.","Asia",1977,64.766,36436000,4657.22102
"847","Korea, Rep.","Asia",1982,67.123,39326000,5622.942464
"848","Korea, Rep.","Asia",1987,69.81,41622000,8533.088805
"849","Korea, Rep.","Asia",1992,72.244,43805450,12104.27872
"850","Korea, Rep.","Asia",1997,74.647,46173816,15993.52796
"851","Korea, Rep.","Asia",2002,77.045,47969150,19233.98818
"852","Korea, Rep.","Asia",2007,78.623,49044790,23348.13973
"853","Kuwait","Asia",1952,55.565,160000,108382.3529
"854","Kuwait","Asia",1957,58.033,212846,113523.1329
"855","Kuwait","Asia",1962,60.47,358266,95458.11176
"856","Kuwait","Asia",1967,64.624,575003,80894.88326
"857","Kuwait","Asia",1972,67.712,841934,109347.867
"858","Kuwait","Asia",1977,69.343,1140357,59265.47714
"859","Kuwait","Asia",1982,71.309,1497494,31354.03573
"860","Kuwait","Asia",1987,74.174,1891487,28118.42998
"861","Kuwait","Asia",1992,75.19,1418095,34932.91959
"862","Kuwait","Asia",1997,76.156,1765345,40300.61996
"863","Kuwait","Asia",2002,76.904,2111561,35110.10566
"864","Kuwait","Asia",2007,77.588,2505559,47306.98978
"865","Lebanon","Asia",1952,55.928,1439529,4834.804067
"866","Lebanon","Asia",1957,59.489,1647412,6089.786934
"867","Lebanon","Asia",1962,62.094,1886848,5714.560611
"868","Lebanon","Asia",1967,63.87,2186894,6006.983042
"869","Lebanon","Asia",1972,65.421,2680018,7486.384341
"870","Lebanon","Asia",1977,66.099,3115787,8659.696836
"871","Lebanon","Asia",1982,66.983,3086876,7640.519521
"872","Lebanon","Asia",1987,67.926,3089353,5377.091329
"873","Lebanon","Asia",1992,69.292,3219994,6890.806854
"874","Lebanon","Asia",1997,70.265,3430388,8754.96385
"875","Lebanon","Asia",2002,71.028,3677780,9313.93883
"876","Lebanon","Asia",2007,71.993,3921278,10461.05868
"877","Lesotho","Africa",1952,42.138,748747,298.8462121
"878","Lesotho","Africa",1957,45.047,813338,335.9971151
"879","Lesotho","Africa",1962,47.747,893143,411.8006266
"880","Lesotho","Africa",1967,48.492,996380,498.6390265
"881","Lesotho","Africa",1972,49.767,1116779,496.5815922
"882","Lesotho","Africa",1977,52.208,1251524,745.3695408
"883","Lesotho","Africa",1982,55.078,1411807,797.2631074
"884","Lesotho","Africa",1987,57.18,1599200,773.9932141
"885","Lesotho","Africa",1992,59.685,1803195,977.4862725
"886","Lesotho","Africa",1997,55.558,1982823,1186.147994
"887","Lesotho","Africa",2002,44.593,2046772,1275.184575
"888","Lesotho","Africa",2007,42.592,2012649,1569.331442
"889","Liberia","Africa",1952,38.48,863308,575.5729961
"890","Liberia","Africa",1957,39.486,975950,620.9699901
"891","Liberia","Africa",1962,40.502,1112796,634.1951625
"892","Liberia","Africa",1967,41.536,1279406,713.6036483
"893","Liberia","Africa",1972,42.614,1482628,803.0054535
"894","Liberia","Africa",1977,43.764,1703617,640.3224383
"895","Liberia","Africa",1982,44.852,1956875,572.1995694
"896","Liberia","Africa",1987,46.027,2269414,506.1138573
"897","Liberia","Africa",1992,40.802,1912974,636.6229191
"898","Liberia","Africa",1997,42.221,2200725,609.1739508
"899","Liberia","Africa",2002,43.753,2814651,531.4823679
"900","Liberia","Africa",2007,45.678,3193942,414.5073415
"901","Libya","Africa",1952,42.723,1019729,2387.54806
"902","Libya","Africa",1957,45.289,1201578,3448.284395
"903","Libya","Africa",1962,47.808,1441863,6757.030816
"904","Libya","Africa",1967,50.227,1759224,18772.75169
"905","Libya","Africa",1972,52.773,2183877,21011.49721
"906","Libya","Africa",1977,57.442,2721783,21951.21176
"907","Libya","Africa",1982,62.155,3344074,17364.27538
"908","Libya","Africa",1987,66.234,3799845,11770.5898
"909","Libya","Africa",1992,68.755,4364501,9640.138501
"910","Libya","Africa",1997,71.555,4759670,9467.446056
"911","Libya","Africa",2002,72.737,5368585,9534.677467
"912","Libya","Africa",2007,73.952,6036914,12057.49928
"913","Madagascar","Africa",1952,36.681,4762912,1443.011715
"914","Madagascar","Africa",1957,38.865,5181679,1589.20275
"915","Madagascar","Africa",1962,40.848,5703324,1643.38711
"916","Madagascar","Africa",1967,42.881,6334556,1634.047282
"917","Madagascar","Africa",1972,44.851,7082430,1748.562982
"918","Madagascar","Africa",1977,46.881,8007166,1544.228586
"919","Madagascar","Africa",1982,48.969,9171477,1302.878658
"920","Madagascar","Africa",1987,49.35,10568642,1155.441948
"921","Madagascar","Africa",1992,52.214,12210395,1040.67619
"922","Madagascar","Africa",1997,54.978,14165114,986.2958956
"923","Madagascar","Africa",2002,57.286,16473477,894.6370822
"924","Madagascar","Africa",2007,59.443,19167654,1044.770126
"925","Malawi","Africa",1952,36.256,2917802,369.1650802
"926","Malawi","Africa",1957,37.207,3221238,416.3698064
"927","Malawi","Africa",1962,38.41,3628608,427.9010856
"928","Malawi","Africa",1967,39.487,4147252,495.5147806
"929","Malawi","Africa",1972,41.766,4730997,584.6219709
"930","Malawi","Africa",1977,43.767,5637246,663.2236766
"931","Malawi","Africa",1982,45.642,6502825,632.8039209
"932","Malawi","Africa",1987,47.457,7824747,635.5173634
"933","Malawi","Africa",1992,49.42,10014249,563.2000145
"934","Malawi","Africa",1997,47.495,10419991,692.2758103
"935","Malawi","Africa",2002,45.009,11824495,665.4231186
"936","Malawi","Africa",2007,48.303,13327079,759.3499101
"937","Malaysia","Asia",1952,48.463,6748378,1831.132894
"938","Malaysia","Asia",1957,52.102,7739235,1810.066992
"939","Malaysia","Asia",1962,55.737,8906385,2036.884944
"940","Malaysia","Asia",1967,59.371,10154878,2277.742396
"941","Malaysia","Asia",1972,63.01,11441462,2849.09478
