"","year","educ","meduc","feduc","age","kids","black","east","northcen","west","farm","othrural","town","smcity","y74","y76","y78","y80","y82","y84","agesq","y74educ","y76educ","y78educ","y80educ","y82educ","y84educ"
"239",74,16,11,12,37,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1369,16,0,0,0,0,0
"240",74,12,8,8,40,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1600,12,0,0,0,0,0
"241",74,12,12,12,48,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2304,12,0,0,0,0,0
"242",74,18,18,15,36,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1296,18,0,0,0,0,0
"243",74,17,15,9,44,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1936,17,0,0,0,0,0
"244",74,10,8,5,46,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2116,10,0,0,0,0,0
"245",74,10,6,10,42,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1764,10,0,0,0,0,0
"246",74,12,0,0,53,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2809,12,0,0,0,0,0
"247",74,12,8,8,38,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1444,12,0,0,0,0,0
"248",74,17,8,12,38,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1444,17,0,0,0,0,0
"249",74,13,16,12,40,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1600,13,0,0,0,0,0
"250",74,18,9,10,46,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2116,18,0,0,0,0,0
"251",74,12,12,12,48,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2304,12,0,0,0,0,0
"252",74,12,10,14,35,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1225,12,0,0,0,0,0
"253",74,16,20,12,52,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2704,16,0,0,0,0,0
"254",74,12,16,12,51,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2601,12,0,0,0,0,0
"255",74,16,12,16,41,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1681,16,0,0,0,0,0
"256",74,12,12,8,36,6,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1296,12,0,0,0,0,0
"257",74,10,8,10,37,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1369,10,0,0,0,0,0
"258",74,16,19,7,40,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1600,16,0,0,0,0,0
"259",74,8,6,8,39,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1521,8,0,0,0,0,0
"260",74,12,11,10,38,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1444,12,0,0,0,0,0
"261",74,11,6,7,38,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1444,11,0,0,0,0,0
"262",74,10,4,7,43,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1849,10,0,0,0,0,0
"263",74,12,7,12,44,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1936,12,0,0,0,0,0
"264",74,10,8,8,51,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2601,10,0,0,0,0,0
"265",74,12,8,12,47,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2209,12,0,0,0,0,0
"266",74,11,8,8,44,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1936,11,0,0,0,0,0
"267",74,12,8,8,45,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2025,12,0,0,0,0,0
"268",74,12,13,12,41,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1681,12,0,0,0,0,0
"269",74,16,12,15,47,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2209,16,0,0,0,0,0
"270",74,12,8,11,36,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1296,12,0,0,0,0,0
"271",74,12,3,8,54,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2916,12,0,0,0,0,0
"272",74,13,10,8,46,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2116,13,0,0,0,0,0
"273",74,12,8,8,48,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2304,12,0,0,0,0,0
"274",74,12,6,10,39,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1521,12,0,0,0,0,0
"275",74,7,8,8,50,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2500,7,0,0,0,0,0
"276",74,12,12,8,38,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1444,12,0,0,0,0,0
"277",74,14,6,6,37,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1369,14,0,0,0,0,0
"278",74,12,5,8,42,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1764,12,0,0,0,0,0
"279",74,12,8,11,35,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1225,12,0,0,0,0,0
"280",74,12,12,15,42,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1764,12,0,0,0,0,0
"281",74,13,8,12,37,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1369,13,0,0,0,0,0
"282",74,10,5,5,36,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1296,10,0,0,0,0,0
"283",74,12,8,11,42,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1764,12,0,0,0,0,0
"284",74,12,8,8,44,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1936,12,0,0,0,0,0
"285",74,12,12,8,53,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2809,12,0,0,0,0,0
"286",74,12,8,8,54,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2916,12,0,0,0,0,0
"287",74,12,4,5,42,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1764,12,0,0,0,0,0
"288",74,12,12,8,44,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1936,12,0,0,0,0,0
"289",74,12,11,12,41,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1681,12,0,0,0,0,0
"290",74,15,10,11,42,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1764,15,0,0,0,0,0
"291",74,12,3,9,41,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1681,12,0,0,0,0,0
"292",74,16,16,16,37,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1369,16,0,0,0,0,0
"293",74,12,8,10,36,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1296,12,0,0,0,0,0
"294",74,4,8,8,35,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1225,4,0,0,0,0,0
"295",74,10,10,10,48,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2304,10,0,0,0,0,0
"296",74,8,8,7,46,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2116,8,0,0,0,0,0
"297",74,10,3,8,53,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2809,10,0,0,0,0,0
"298",74,12,9,8,45,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2025,12,0,0,0,0,0
"299",74,12,8,8,50,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2500,12,0,0,0,0,0
"300",74,8,9,2,43,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1849,8,0,0,0,0,0
"301",74,16,16,16,48,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2304,16,0,0,0,0,0
"302",74,14,12,14,37,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1369,14,0,0,0,0,0
"303",74,12,12,13,42,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1764,12,0,0,0,0,0
"304",74,13,16,11,35,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1225,13,0,0,0,0,0
"305",74,5,0,0,51,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2601,5,0,0,0,0,0
"306",74,12,3,5,38,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1444,12,0,0,0,0,0
"307",74,12,6,6,37,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1369,12,0,0,0,0,0
"308",74,16,4,4,52,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2704,16,0,0,0,0,0
"309",74,14,9,12,53,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2809,14,0,0,0,0,0
"310",74,7,4,0,37,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1369,7,0,0,0,0,0
"311",74,10,0,0,50,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2500,10,0,0,0,0,0
"312",74,12,7,12,39,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1521,12,0,0,0,0,0
"313",74,8,8,10,40,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1600,8,0,0,0,0,0
"314",74,10,12,11,43,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1849,10,0,0,0,0,0
"315",74,6,3,5,44,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1936,6,0,0,0,0,0
"316",74,17,12,13,46,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2116,17,0,0,0,0,0
"317",74,12,10,12,54,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2916,12,0,0,0,0,0
"318",74,12,12,14,35,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1225,12,0,0,0,0,0
"319",74,11,8,8,44,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1936,11,0,0,0,0,0
"320",74,12,6,9,45,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2025,12,0,0,0,0,0
"321",74,12,8,8,46,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2116,12,0,0,0,0,0
"322",74,12,8,8,38,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1444,12,0,0,0,0,0
"323",74,12,8,12,44,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1936,12,0,0,0,0,0
"324",74,13,10,11,53,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2809,13,0,0,0,0,0
"325",74,16,6,12,43,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1849,16,0,0,0,0,0
"326",74,12,8,12,40,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1600,12,0,0,0,0,0
"327",74,12,12,6,37,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1369,12,0,0,0,0,0
"328",74,12,8,8,38,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1444,12,0,0,0,0,0
"329",74,12,8,11,39,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1521,12,0,0,0,0,0
"330",76,12,12,12,51,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2601,0,12,0,0,0,0
"331",76,11,6,6,40,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1600,0,11,0,0,0,0
"332",76,16,11,16,44,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1936,0,16,0,0,0,0
"333",76,10,6,10,42,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1764,0,10,0,0,0,0
"334",76,12,12,12,53,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2809,0,12,0,0,0,0
"335",76,16,6,12,36,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1296,0,16,0,0,0,0
"336",76,13,12,11,43,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1849,0,13,0,0,0,0
"337",76,12,14,7,39,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1521,0,12,0,0,0,0
"338",76,12,5,5,52,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2704,0,12,0,0,0,0
"339",76,3,7,10,41,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1681,0,3,0,0,0,0
"340",76,9,4,9,44,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1936,0,9,0,0,0,0
"341",76,9,3,4,38,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1444,0,9,0,0,0,0
"342",76,10,3,6,52,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2704,0,10,0,0,0,0
"343",76,11,7,8,53,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2809,0,11,0,0,0,0
"344",76,16,12,13,42,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1764,0,16,0,0,0,0
"345",76,16,12,14,36,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1296,0,16,0,0,0,0
"346",76,15,2,7,39,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1521,0,15,0,0,0,0
"347",76,11,6,12,49,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2401,0,11,0,0,0,0
"348",76,13,13,13,48,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2304,0,13,0,0,0,0
"349",76,18,14,16,37,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1369,0,18,0,0,0,0
"350",76,15,6,6,39,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1521,0,15,0,0,0,0
"351",76,11,3,5,37,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1369,0,11,0,0,0,0
"352",76,12,6,12,35,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1225,0,12,0,0,0,0
"353",76,19,17,16,48,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2304,0,19,0,0,0,0
"354",76,16,3,8,37,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1369,0,16,0,0,0,0
"355",76,10,0,8,49,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2401,0,10,0,0,0,0
"356",76,20,20,10,39,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1521,0,20,0,0,0,0
"357",76,10,8,8,54,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2916,0,10,0,0,0,0
"358",76,12,8,8,36,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1296,0,12,0,0,0,0
"359",76,12,12,12,39,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1521,0,12,0,0,0,0
"360",76,12,12,8,46,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2116,0,12,0,0,0,0
"361",76,12,5,8,51,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2601,0,12,0,0,0,0
"362",76,13,10,12,38,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1444,0,13,0,0,0,0
"363",76,11,12,12,41,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1681,0,11,0,0,0,0
"364",76,12,10,11,36,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1296,0,12,0,0,0,0
"365",76,12,8,6,38,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1444,0,12,0,0,0,0
"366",76,5,4,3,49,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2401,0,5,0,0,0,0
"367",76,12,11,10,38,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1444,0,12,0,0,0,0
"368",76,9,16,12,36,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1296,0,9,0,0,0,0
"369",76,16,8,8,41,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1681,0,16,0,0,0,0
"370",76,11,4,4,51,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2601,0,11,0,0,0,0
"371",76,12,12,12,37,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1369,0,12,0,0,0,0
"372",76,18,12,12,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1600,0,18,0,0,0,0
"373",76,12,8,8,47,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2209,0,12,0,0,0,0
"374",76,12,8,8,49,6,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2401,0,12,0,0,0,0
"375",76,12,3,5,53,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2809,0,12,0,0,0,0
"376",76,12,12,12,37,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1369,0,12,0,0,0,0
"377",76,12,8,12,38,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1444,0,12,0,0,0,0
"378",76,12,8,8,54,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2916,0,12,0,0,0,0
"379",76,12,9,10,53,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2809,0,12,0,0,0,0
"380",76,12,6,6,53,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2809,0,12,0,0,0,0
"381",76,16,3,9,39,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1521,0,16,0,0,0,0
"382",76,16,5,12,47,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2209,0,16,0,0,0,0
"383",76,12,13,8,41,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1681,0,12,0,0,0,0
"384",76,14,10,14,46,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2116,0,14,0,0,0,0
"385",76,12,8,8,53,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2809,0,12,0,0,0,0
"386",76,0,0,4,47,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2209,0,0,0,0,0,0
"387",76,8,6,8,49,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2401,0,8,0,0,0,0
"388",76,12,8,8,43,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1849,0,12,0,0,0,0
"389",76,16,12,8,42,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1764,0,16,0,0,0,0
"390",76,10,0,3,38,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1444,0,10,0,0,0,0
"391",76,13,6,10,42,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1764,0,13,0,0,0,0
"392",76,12,8,8,39,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1521,0,12,0,0,0,0
"393",76,10,7,7,38,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1444,0,10,0,0,0,0
"394",76,12,8,8,53,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2809,0,12,0,0,0,0
"395",76,12,12,10,45,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2025,0,12,0,0,0,0
"396",76,12,12,9,41,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1681,0,12,0,0,0,0
"397",76,8,4,2,45,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2025,0,8,0,0,0,0
"398",76,12,7,6,43,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1849,0,12,0,0,0,0
"399",76,10,11,10,40,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1600,0,10,0,0,0,0
"400",76,12,3,3,35,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1225,0,12,0,0,0,0
"401",76,9,7,8,45,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2025,0,9,0,0,0,0
"402",76,17,11,11,37,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1369,0,17,0,0,0,0
"403",76,12,8,8,51,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2601,0,12,0,0,0,0
"404",76,12,8,8,47,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2209,0,12,0,0,0,0
"405",76,12,8,8,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2500,0,12,0,0,0,0
"406",76,12,4,14,52,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2704,0,12,0,0,0,0
"407",76,8,6,4,53,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2809,0,8,0,0,0,0
"408",76,12,6,6,51,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2601,0,12,0,0,0,0
"409",76,12,7,6,46,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2116,0,12,0,0,0,0
"410",76,18,18,16,36,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1296,0,18,0,0,0,0
"411",76,16,9,11,46,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2116,0,16,0,0,0,0
"412",76,12,12,12,41,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1681,0,12,0,0,0,0
"413",76,17,12,12,42,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1764,0,17,0,0,0,0
"414",76,12,12,11,35,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1225,0,12,0,0,0,0
"415",76,12,2,0,54,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2916,0,12,0,0,0,0
"416",76,14,12,12,35,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1225,0,14,0,0,0,0
"417",76,14,8,8,48,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2304,0,14,0,0,0,0
"418",76,12,8,8,36,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1296,0,12,0,0,0,0
"419",76,11,12,10,37,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1369,0,11,0,0,0,0
"420",76,12,10,11,41,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1681,0,12,0,0,0,0
"421",76,12,3,8,45,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2025,0,12,0,0,0,0
"422",76,12,8,6,39,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1521,0,12,0,0,0,0
"423",76,16,15,15,40,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1600,0,16,0,0,0,0
"424",76,8,4,4,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2809,0,8,0,0,0,0
"425",76,12,7,12,37,5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1369,0,12,0,0,0,0
"426",76,12,8,8,45,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2025,0,12,0,0,0,0
"427",76,12,10,8,45,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2025,0,12,0,0,0,0
"428",76,12,14,8,38,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1444,0,12,0,0,0,0
"429",76,12,6,5,36,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1296,0,12,0,0,0,0
"430",76,12,4,8,36,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1296,0,12,0,0,0,0
"431",76,12,8,5,35,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1225,0,12,0,0,0,0
"432",76,14,12,8,41,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1681,0,14,0,0,0,0
"433",76,12,8,12,51,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2601,0,12,0,0,0,0
"434",76,12,6,6,52,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2704,0,12,0,0,0,0
"435",76,12,7,8,46,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2116,0,12,0,0,0,0
"436",76,12,12,12,41,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1681,0,12,0,0,0,0
"437",76,12,8,8,52,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2704,0,12,0,0,0,0
"438",76,14,16,16,52,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2704,0,14,0,0,0,0
"439",76,12,12,14,52,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2704,0,12,0,0,0,0
"440",76,11,0,8,38,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1444,0,11,0,0,0,0
"441",76,9,7,8,43,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1849,0,9,0,0,0,0
"442",76,12,8,12,35,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1225,0,12,0,0,0,0
"443",76,12,12,12,37,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1369,0,12,0,0,0,0
"444",76,12,4,8,43,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1849,0,12,0,0,0,0
"445",76,12,12,2,35,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1225,0,12,0,0,0,0
"446",76,9,4,12,50,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2500,0,9,0,0,0,0
"447",76,19,0,0,50,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2500,0,19,0,0,0,0
"448",76,9,6,6,35,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1225,0,9,0,0,0,0
"449",76,12,8,8,42,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1764,0,12,0,0,0,0
"450",76,12,0,9,48,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2304,0,12,0,0,0,0
"451",76,7,4,6,38,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1444,0,7,0,0,0,0
"452",76,14,0,4,53,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2809,0,14,0,0,0,0
"453",76,12,6,8,44,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1936,0,12,0,0,0,0
"454",76,10,3,8,39,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1521,0,10,0,0,0,0
"455",76,12,4,8,48,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2304,0,12,0,0,0,0
"456",76,18,6,4,48,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2304,0,18,0,0,0,0
"457",76,12,5,6,50,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2500,0,12,0,0,0,0
"458",76,12,0,4,51,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2601,0,12,0,0,0,0
"459",76,16,12,11,36,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1296,0,16,0,0,0,0
"460",76,10,8,10,48,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2304,0,10,0,0,0,0
"461",76,12,11,11,35,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1225,0,12,0,0,0,0
"462",76,17,20,16,37,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1369,0,17,0,0,0,0
"463",76,14,8,8,41,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1681,0,14,0,0,0,0
"464",76,12,6,8,39,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1521,0,12,0,0,0,0
"465",76,12,11,10,41,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1681,0,12,0,0,0,0
"466",76,15,16,15,39,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1521,0,15,0,0,0,0
"467",76,12,5,8,49,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2401,0,12,0,0,0,0
"468",76,12,7,8,41,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1681,0,12,0,0,0,0
"469",76,12,8,12,45,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2025,0,12,0,0,0,0
"470",76,12,8,8,54,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2916,0,12,0,0,0,0
"471",76,8,7,3,52,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2704,0,8,0,0,0,0
"472",76,11,9,11,49,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2401,0,11,0,0,0,0
"473",76,8,8,12,47,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2209,0,8,0,0,0,0
"474",76,12,3,8,41,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1681,0,12,0,0,0,0
"475",76,12,14,10,47,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2209,0,12,0,0,0,0
"476",76,12,12,12,46,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2116,0,12,0,0,0,0
"477",76,12,6,8,45,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2025,0,12,0,0,0,0
