rownames,educ,cigpric,white,age,income,cigs,restaurn,lincome,agesq,lcigpric
331,16,58.79499816894531,1,37,30000,0,0,10.308952331542969,1369,4.074056625366211
332,10,58.255001068115234,1,36,12500,0,0,9.433484077453613,1296,4.0648298263549805
333,13.5,58.79499816894531,1,28,30000,40,0,10.308952331542969,784,4.074056625366211
334,12,57.87099838256836,1,33,30000,0,0,10.308952331542969,1089,4.058216571807861
335,16,57.28799819946289,1,63,20000,0,0,9.903487205505371,3969,4.048090934753418
336,8,57.834999084472656,1,51,1500,20,0,7.313220500946045,2601,4.057594299316406
337,12,58.79499816894531,1,33,30000,10,0,10.308952331542969,1089,4.074056625366211
338,13.5,57.069000244140625,1,39,30000,0,0,10.308952331542969,1521,4.0442609786987305
339,12,57.762001037597656,1,21,20000,20,0,9.903487205505371,441,4.056331157684326
340,13.5,58.255001068115234,1,37,30000,0,0,10.308952331542969,1369,4.0648298263549805
341,18,58.8849983215332,1,70,30000,0,0,10.308952331542969,4900,4.075586318969727
342,12,57.87099838256836,1,20,30000,0,0,10.308952331542969,400,4.058216571807861
343,16,57.069000244140625,1,27,12500,0,0,9.433484077453613,729,4.0442609786987305
344,16,58.8849983215332,1,28,20000,4,0,9.903487205505371,784,4.075586318969727
345,16,66.76100158691406,1,30,20000,0,0,9.903487205505371,900,4.2011189460754395
346,13.5,65.766998291015625,1,52,20000,20,0,9.903487205505371,2704,4.186118125915527
347,18,65.1989974975586,1,24,12500,0,0,9.433484077453613,576,4.177443981170654
348,12,65.766998291015625,1,71,12500,0,0,9.433484077453613,5041,4.186118125915527
349,12,67.11499786376953,1,39,20000,50,0,9.903487205505371,1521,4.20640754699707
350,12,68.33499908447266,1,19,8500,10,0,9.047821044921875,361,4.224421977996826
351,13.5,66.9729995727539,1,21,20000,0,0,9.903487205505371,441,4.204289436340332
352,16,67.39900207519531,1,33,3500,0,0,8.160518646240234,1089,4.210630416870117
353,13.5,66.12200164794922,1,51,20000,0,0,9.903487205505371,2601,4.191501617431641
354,8,65.766998291015625,1,54,30000,20,0,10.308952331542969,2916,4.186118125915527
355,13.5,67.54100036621094,1,44,20000,25,0,9.903487205505371,1936,4.212734699249268
356,12,67.11499786376953,1,43,30000,0,0,10.308952331542969,1849,4.20640754699707
357,6,65.766998291015625,1,68,5500,0,0,8.6125030517578125,4624,4.186118125915527
358,12,66.76100158691406,1,22,20000,0,0,9.903487205505371,484,4.2011189460754395
359,10,65.83799743652344,1,54,30000,40,0,10.308952331542969,2916,4.187197208404541
360,16,67.82499694824219,1,37,30000,30,0,10.308952331542969,1369,4.216930866241455
361,13.5,66.5479965209961,1,22,30000,15,0,10.308952331542969,484,4.19792366027832
362,18,58.38100051879883,1,65,30000,0,1,10.308952331542969,4225,4.066990375518799
363,12,60.2239990234375,1,30,30000,30,1,10.308952331542969,900,4.098071098327637
364,12,60.2239990234375,1,19,30000,2,1,10.308952331542969,361,4.098071098327637
365,15,60.3489990234375,1,35,30000,0,1,10.308952331542969,1225,4.100144386291504
366,10,59.986000061035156,1,59,30000,0,1,10.308952331542969,3481,4.09411096572876
367,12,58.20199966430664,1,18,1500,0,1,7.313220500946045,324,4.063919544219971
368,12,58.262001037597656,1,44,20000,20,1,9.903487205505371,1936,4.064949989318848
369,16,58.85599899291992,1,37,20000,0,1,9.903487205505371,1369,4.075093746185303
370,12,60.52199935913086,1,37,12500,20,1,9.433484077453613,1369,4.103006839752197
371,12,58.20199966430664,1,19,500,0,1,6.214608192443848,361,4.063919544219971
372,12,58.974998474121094,1,25,20000,0,1,9.903487205505371,625,4.077113628387451
373,16,58.91600036621094,0,31,12500,20,1,9.433484077453613,961,4.076112747192383
374,12,59.986000061035156,1,19,30000,0,1,10.308952331542969,361,4.09411096572876
375,10,58.499000549316406,1,18,30000,0,1,10.308952331542969,324,4.069009780883789
376,16,59.867000579833984,1,28,20000,20,1,9.903487205505371,784,4.092125415802002
377,18,58.38100051879883,1,46,30000,0,1,10.308952331542969,2116,4.066990375518799
378,12,58.262001037597656,1,27,20000,0,1,9.903487205505371,729,4.064949989318848
379,12,57.845001220703125,1,58,20000,0,1,9.903487205505371,3364,4.057766914367676
380,12,60.52199935913086,1,19,30000,0,1,10.308952331542969,361,4.103006839752197
381,13.5,60.28300094604492,1,30,20000,3,1,9.903487205505371,900,4.099050045013428
382,13.5,58.73699951171875,1,58,30000,30,1,10.308952331542969,3364,4.073070049285889
383,6,58.02399826049805,1,42,20000,10,1,9.903487205505371,1764,4.060856819152832
384,13.5,58.08300018310547,1,45,30000,0,1,10.308952331542969,2025,4.061872959136963
385,10,60.43600082397461,1,18,12500,14,1,9.433484077453613,324,4.1015849113464355
386,12,60.55099868774414,0,40,30000,20,1,10.308952331542969,1600,4.103486061096191
387,13.5,59.986000061035156,1,66,8500,0,1,9.047821044921875,4356,4.09411096572876
388,12,60.2239990234375,1,64,8500,20,1,9.047821044921875,4096,4.098071098327637
389,12,59.986000061035156,0,43,30000,20,1,10.308952331542969,1849,4.09411096572876
390,10,60.55099868774414,1,53,30000,0,1,10.308952331542969,2809,4.103486061096191
391,16,58.797000885009766,1,36,30000,30,1,10.308952331542969,1296,4.074090957641602
392,13.5,60.49300003051758,1,43,20000,20,1,9.903487205505371,1849,4.102527618408203
393,18,59.56999969482422,1,25,12500,0,1,9.433484077453613,625,4.087152004241943
394,12,60.4640007019043,1,35,30000,0,1,10.308952331542969,1225,4.102047920227051
395,16,62.10200119018555,1,29,30000,0,1,10.308952331542969,841,4.128777980804443
396,12,62.46500015258789,1,18,3500,0,1,8.160518646240234,324,4.13460636138916
397,12,63.19900131225586,1,20,12500,0,1,9.433484077453613,400,4.1462883949279785
398,12,62.34400177001953,1,19,30000,0,1,10.308952331542969,361,4.132667541503906
399,10,62.948001861572266,1,17,30000,0,1,10.308952331542969,289,4.142309188842773
400,18,61.49800109863281,0,29,30000,20,1,10.308952331542969,841,4.119004726409912
401,8,61.45800018310547,1,65,12500,0,1,9.433484077453613,4225,4.118353843688965
402,12,61.49800109863281,1,42,20000,0,1,9.903487205505371,1764,4.119004726409912
403,16,63.25299835205078,1,32,30000,0,1,10.308952331542969,1024,4.14714241027832
404,18,62.948001861572266,1,36,30000,0,1,10.308952331542969,1296,4.142309188842773
405,16,63.25299835205078,1,57,30000,0,1,10.308952331542969,3249,4.14714241027832
406,12,62.46500015258789,1,31,12500,0,1,9.433484077453613,961,4.13460636138916
407,10,62.263999938964844,1,17,20000,0,1,9.903487205505371,289,4.131383419036865
408,10,62.948001861572266,0,17,20000,0,1,9.903487205505371,289,4.142309188842773
409,8,59.375999450683594,1,45,20000,8,0,9.903487205505371,2025,4.083889961242676
410,12,59.62099838256836,1,19,30000,10,0,10.308952331542969,361,4.088007926940918
411,8,54.3380012512207,1,74,5500,0,0,8.6125030517578125,5476,3.9952237606048584
412,12,53.65299987792969,1,46,30000,25,0,10.308952331542969,2116,3.982537269592285
413,13.5,54.92499923706055,1,27,30000,0,0,10.308952331542969,729,4.0059685707092285
414,12,56.29399871826172,1,66,20000,0,0,9.903487205505371,4356,4.030588150024414
415,16,54.92499923706055,1,44,30000,0,0,10.308952331542969,1936,4.0059685707092285
416,12,55.02199935913086,1,33,30000,0,0,10.308952331542969,1089,4.00773286819458
417,12,54.141998291015625,1,64,20000,0,0,9.903487205505371,4096,3.991610288619995
418,13.5,57.48500061035156,1,54,30000,1,0,10.308952331542969,2916,4.0515241622924805
419,10,57.584999084472656,0,27,12500,30,0,9.433484077453613,729,4.053262233734131
420,6,57.48500061035156,1,75,4500,0,0,8.411832809448242,5625,4.0515241622924805
421,10,53.262001037597656,1,19,8500,0,0,9.047821044921875,361,3.9752230644226074
422,6,56.979000091552734,1,69,2500,20,0,7.8240461349487305,4761,4.042682647705078
423,12,55.707000732421875,1,30,8500,0,0,9.047821044921875,900,4.020105838775635
424,12,56.097999572753906,1,64,12500,0,0,9.433484077453613,4096,4.027100086212158
425,13.5,57.33599853515625,1,37,30000,0,0,10.308952331542969,1369,4.048928737640381
426,12,54.43600082397461,1,31,30000,0,0,10.308952331542969,961,3.997025728225708
427,12,57.584999084472656,1,30,20000,2,0,9.903487205505371,900,4.053262233734131
428,6,55.01499938964844,1,38,30000,0,1,10.308952331542969,1444,4.007606029510498
429,12,59.65299987792969,1,20,30000,0,1,10.308952331542969,400,4.0885443687438965
430,12,59.65299987792969,1,21,3500,20,1,8.160518646240234,441,4.0885443687438965
431,12,56.80400085449219,1,19,12500,0,1,9.433484077453613,361,4.03960657119751
432,18,58.4640007019043,1,71,12500,0,0,9.433484077453613,5041,4.068411350250244
433,10,63.10300064086914,1,49,20000,18,0,9.903487205505371,2401,4.144768238067627
434,10,55.167999267578125,1,42,8500,0,0,9.047821044921875,1764,4.010383129119873
435,8,55.00699996948242,1,54,12500,10,0,9.433484077453613,2916,4.007460594177246
436,13.5,55.167999267578125,1,24,20000,20,0,9.903487205505371,576,4.010383129119873
437,12,54.321998596191406,1,60,30000,0,0,10.308952331542969,3600,3.994929313659668
438,12,55.167999267578125,1,54,20000,0,0,9.903487205505371,2916,4.010383129119873
439,10,53.87900161743164,1,28,8500,20,0,9.047821044921875,784,3.986740827560425
440,8,64.99400329589844,1,67,12500,0,0,9.433484077453613,4489,4.174294948577881
441,12,65.55000305175781,1,56,20000,40,0,9.903487205505371,3136,4.1828131675720215
442,16,64.0479965209961,1,36,30000,0,0,10.308952331542969,1296,4.159632682800293
443,12,64.43800354003906,0,25,30000,0,0,10.308952331542969,625,4.165703773498535
444,13.5,65.8280029296875,1,34,20000,0,0,9.903487205505371,1156,4.187045097351074
445,10,65.6050033569336,1,20,20000,5,0,9.903487205505371,400,4.183651924133301
446,13.5,64.49299621582031,1,21,30000,10,0,10.308952331542969,441,4.1665568351745605
447,12,64.93800354003906,1,42,8500,0,0,9.047821044921875,1764,4.17343282699585
448,13.5,64.54900360107422,1,28,12500,20,0,9.433484077453613,784,4.16742467880249
449,18,65.43900299072266,1,29,20000,0,0,9.903487205505371,841,4.181118488311768
450,8,64.99400329589844,1,70,5500,20,0,8.6125030517578125,4900,4.174294948577881
451,12,66.3280029296875,1,32,12500,30,0,9.433484077453613,1024,4.1946120262146
452,13.5,65.772003173828125,0,42,30000,40,0,10.308952331542969,1764,4.18619441986084
453,10,65.16100311279297,1,17,30000,30,0,10.308952331542969,289,4.17686128616333
454,12,66.78399658203125,1,24,20000,0,0,9.903487205505371,576,4.20146369934082
455,15,66.3280029296875,0,64,20000,0,0,9.903487205505371,4096,4.1946120262146
456,12,65.71700286865234,1,57,30000,60,0,10.308952331542969,3249,4.185357570648193
457,16,64.10399627685547,1,51,30000,0,0,10.308952331542969,2601,4.160506725311279
458,13.5,65.71700286865234,1,29,12500,18,0,9.433484077453613,841,4.185357570648193
459,10,64.43800354003906,1,66,6500,20,0,8.779557228088379,4356,4.165703773498535
460,13.5,64.38200378417969,1,62,30000,15,0,10.308952331542969,3844,4.164834022521973
461,16,66.3280029296875,1,29,30000,40,0,10.308952331542969,841,4.1946120262146
462,6,65.6050033569336,1,58,8500,0,0,9.047821044921875,3364,4.183651924133301
463,15,65.16100311279297,0,53,20000,0,0,9.903487205505371,2809,4.17686128616333
464,13.5,65.43900299072266,1,38,30000,0,0,10.308952331542969,1444,4.181118488311768
465,12,64.10399627685547,1,24,20000,0,0,9.903487205505371,576,4.160506725311279
466,8,66.384002685546875,1,59,20000,0,0,9.903487205505371,3481,4.195456027984619
467,16,66.21700286865234,1,30,30000,0,0,10.308952331542969,900,4.19293737411499
468,8,64.38200378417969,1,37,20000,0,0,9.903487205505371,1369,4.164834022521973
469,12,65.99500274658203,1,43,20000,0,0,9.903487205505371,1849,4.189579010009766
470,12,66.16200256347656,0,60,20000,0,0,9.903487205505371,3600,4.192106246948242
471,10,64.99400329589844,1,24,12500,40,0,9.433484077453613,576,4.174294948577881
472,12,64.54900360107422,1,60,12500,0,0,9.433484077453613,3600,4.16742467880249
473,8,62.040000915527344,1,82,4500,0,0,8.411832809448242,6724,4.127779483795166
474,12,64.19200134277344,1,61,20000,0,0,9.903487205505371,3721,4.16187858581543
475,10,64.50700378417969,1,66,30000,0,0,10.308952331542969,4356,4.166773796081543
476,15,61.849998474121094,1,33,30000,0,0,10.308952331542969,1089,4.124711990356445
477,10,64.56400299072266,1,26,20000,19,0,9.903487205505371,676,4.167656898498535
478,8,64.19200134277344,0,85,20000,20,0,9.903487205505371,7225,4.16187858581543
479,13.5,62.104000091552734,1,32,20000,0,0,9.903487205505371,1024,4.128810405731201
480,10,63.36899948120117,1,27,8500,0,0,9.047821044921875,729,4.148974895477295
481,12,64.128997802734375,1,30,30000,20,0,10.308952331542969,900,4.1608967781066895
482,12,62.67300033569336,1,30,5500,0,0,8.6125030517578125,900,4.137930870056152
483,13.5,63.17900085449219,1,47,30000,0,0,10.308952331542969,2209,4.145971775054932
484,12,61.849998474121094,1,18,6500,0,0,8.779557228088379,324,4.124711990356445
485,12,62.41999816894531,0,20,6500,0,0,8.779557228088379,400,4.133885860443115
486,18,62.547000885009766,1,32,30000,0,0,10.308952331542969,1024,4.135918140411377
487,18,61.97700119018555,1,30,20000,0,0,9.903487205505371,900,4.126763343811035
488,10,63.68600082397461,1,17,20000,0,0,9.903487205505371,289,4.153964996337891
489,12,62.61000061035156,1,22,12500,10,0,9.433484077453613,484,4.136925220489502
490,13.5,61.7869987487793,1,43,30000,0,0,10.308952331542969,1849,4.123692989349365
491,10,63.305999755859375,1,56,20000,40,0,9.903487205505371,3136,4.147980213165283
492,6,61.97700119018555,1,64,6500,0,0,8.779557228088379,4096,4.126763343811035
493,6,62.92599868774414,1,76,12500,0,0,9.433484077453613,5776,4.141959190368652
494,12,64.00199890136719,1,28,12500,30,0,9.433484077453613,784,4.158914089202881
495,18,64.6510009765625,1,37,30000,0,0,10.308952331542969,1369,4.169003486633301
496,15,63.62200164794922,1,38,20000,0,0,9.903487205505371,1444,4.15295934677124
497,16,62.104000091552734,1,52,20000,20,0,9.903487205505371,2704,4.128810405731201
498,8,63.11600112915039,1,68,12500,0,0,9.433484077453613,4624,4.144974231719971
499,12,62.92599868774414,1,75,12500,0,0,9.433484077453613,5625,4.141959190368652
500,13.5,61.849998474121094,1,54,30000,20,0,10.308952331542969,2916,4.124711990356445
501,18,61.849998474121094,1,36,30000,40,0,10.308952331542969,1296,4.124711990356445
502,6,62.356998443603516,1,37,4500,0,0,8.411832809448242,1369,4.132875919342041
503,13.5,62.41999816894531,0,23,12500,28,0,9.433484077453613,529,4.133885860443115
504,6,64.19200134277344,1,36,6500,5,0,8.779557228088379,1296,4.16187858581543
505,10,63.11600112915039,1,44,30000,0,0,10.308952331542969,1936,4.144974231719971
506,18,64.19200134277344,0,56,20000,0,0,9.903487205505371,3136,4.16187858581543
507,10,64.319000244140625,1,64,12500,0,0,9.433484077453613,4096,4.163855075836182
508,13.5,62.9900016784668,1,45,30000,28,0,10.308952331542969,2025,4.142975807189941
509,12,61.7869987487793,1,56,30000,30,0,10.308952331542969,3136,4.123692989349365
510,8,63.17900085449219,1,62,30000,0,0,10.308952331542969,3844,4.145971775054932
511,15,62.79999923706055,1,62,12500,0,0,9.433484077453613,3844,4.139955043792725
512,16,64.56400299072266,1,52,30000,0,0,10.308952331542969,2704,4.167656898498535
513,10,63.11600112915039,1,18,30000,0,0,10.308952331542969,324,4.144974231719971
514,12,64.06500244140625,1,47,500,0,0,6.214608192443848,2209,4.159898281097412
515,18,63.17900085449219,1,52,30000,0,0,10.308952331542969,2704,4.145971775054932
516,12,64.128997802734375,1,18,20000,0,0,9.903487205505371,324,4.1608967781066895
517,13.5,64.06500244140625,1,26,12500,20,0,9.433484077453613,676,4.159898281097412
518,15,64.62200164794922,1,22,30000,0,0,10.308952331542969,484,4.168554782867432
519,6,63.11600112915039,1,65,6500,0,0,8.779557228088379,4225,4.144974231719971
520,12,63.875999450683594,1,38,20000,20,0,9.903487205505371,1444,4.1569437980651855
521,13.5,63.053001403808594,1,20,20000,0,0,9.903487205505371,400,4.143975734710693
522,16,62.040000915527344,1,41,20000,60,0,9.903487205505371,1681,4.127779483795166
523,16,63.305999755859375,1,28,20000,20,0,9.903487205505371,784,4.147980213165283
524,16,62.92599868774414,1,57,20000,0,0,9.903487205505371,3249,4.141959190368652
525,10,63.17900085449219,1,44,8500,7,0,9.047821044921875,1936,4.145971775054932
526,13.5,64.477996826171875,1,32,20000,0,0,9.903487205505371,1024,4.166324138641357
527,13.5,64.128997802734375,1,22,8500,15,0,9.047821044921875,484,4.1608967781066895
528,16,64.38200378417969,1,30,30000,0,0,10.308952331542969,900,4.164834022521973
529,16,62.41999816894531,1,30,12500,0,0,9.433484077453613,900,4.133885860443115
530,10,63.053001403808594,1,59,20000,40,0,9.903487205505371,3481,4.143975734710693
531,6,64.00199890136719,1,42,8500,0,0,9.047821044921875,1764,4.158914089202881
532,10,63.43299865722656,1,31,12500,20,0,9.433484077453613,961,4.149984359741211
533,12,63.36899948120117,1,39,20000,0,0,9.903487205505371,1521,4.148974895477295
534,8,63.68600082397461,1,65,12500,0,0,9.433484077453613,4225,4.153964996337891
535,10,62.104000091552734,0,78,12500,10,0,9.433484077453613,6084,4.128810405731201
536,10,63.62200164794922,0,17,4500,0,0,8.411832809448242,289,4.15295934677124
537,18,63.558998107910156,1,34,30000,0,0,10.308952331542969,1156,4.151968479156494
538,16,64.6510009765625,1,39,30000,0,0,10.308952331542969,1521,4.169003486633301
539,10,62.79999923706055,1,49,12500,0,0,9.433484077453613,2401,4.139955043792725
540,12,64.19200134277344,1,51,30000,0,0,10.308952331542969,2601,4.16187858581543
541,12,61.849998474121094,1,19,20000,0,0,9.903487205505371,361,4.124711990356445
542,12,63.558998107910156,1,26,20000,30,0,9.903487205505371,676,4.151968479156494
543,12,62.292999267578125,1,82,6500,0,0,8.779557228088379,6724,4.1318488121032715
544,12,64.128997802734375,1,38,3500,10,0,8.160518646240234,1444,4.1608967781066895
545,12,62.79999923706055,1,32,20000,30,0,9.903487205505371,1024,4.139955043792725
546,10,61.7239990234375,1,27,3500,30,0,8.160518646240234,729,4.122673034667969
547,12,64.56400299072266,1,35,20000,0,0,9.903487205505371,1225,4.167656898498535
548,10,63.749000549316406,1,54,20000,0,0,9.903487205505371,2916,4.154953479766846
549,12,61.97700119018555,1,37,30000,20,0,10.308952331542969,1369,4.126763343811035
550,10,64.6510009765625,0,60,12500,10,0,9.433484077453613,3600,4.169003486633301
551,10,63.43299865722656,1,17,30000,11,0,10.308952331542969,289,4.149984359741211
552,16,64.56400299072266,1,28,20000,40,0,9.903487205505371,784,4.167656898498535
553,8,62.16699981689453,1,35,12500,40,0,9.433484077453613,1225,4.129824161529541
554,10,64.00199890136719,1,40,8500,20,0,9.047821044921875,1600,4.158914089202881
555,6,64.128997802734375,1,24,3500,0,0,8.160518646240234,576,4.1608967781066895
556,18,63.749000549316406,1,41,30000,0,0,10.308952331542969,1681,4.154953479766846
557,8,61.7869987487793,0,47,20000,0,0,9.903487205505371,2209,4.123692989349365
558,13.5,46.31399917602539,1,22,6500,0,0,8.779557228088379,484,3.835444211959839
559,18,44.72600173950195,1,29,20000,0,0,9.903487205505371,841,3.8005549907684326
560,10,44.38100051879883,1,17,30000,30,0,10.308952331542969,289,3.792811393737793
561,13.5,47.64799880981445,0,40,30000,40,0,10.308952331542969,1600,3.8638405799865723
562,13.5,46.31399917602539,1,32,8500,10,0,9.047821044921875,1024,3.835444211959839
563,13.5,47.00400161743164,1,47,30000,0,0,10.308952331542969,2209,3.8502328395843506
564,10,46.659000396728516,1,58,20000,20,0,9.903487205505371,3364,3.8428659439086914
565,18,44.45000076293945,1,74,30000,0,0,10.308952331542969,5476,3.7943649291992188
566,12,47.492000579833984,1,49,30000,20,0,10.308952331542969,2401,3.8605613708496094
567,6,47.21099853515625,1,69,5500,0,0,8.6125030517578125,4761,3.8546268939971924
568,16,47.21099853515625,1,25,12500,0,0,9.433484077453613,625,3.8546268939971924
569,6,45.27799987792969,1,71,1500,0,0,7.313220500946045,5041,3.81282114982605
570,12,57.35200119018555,1,66,6500,1,0,8.779557228088379,4356,4.04920768737793
571,10,57.4900016784668,1,25,12500,20,0,9.433484077453613,625,4.051610946655273
572,10,59.1510009765625,1,50,20000,0,0,9.903487205505371,2500,4.0800933837890625
573,13.5,57.029998779296875,1,19,2500,0,0,7.8240461349487305,361,4.043577194213867
574,6,57.167999267578125,1,28,3500,3,0,8.160518646240234,784,4.045994281768799
575,15,58.99599838256836,1,22,12500,0,0,9.433484077453613,484,4.077469825744629
576,13.5,58.0880012512207,1,49,30000,20,0,10.308952331542969,2401,4.061959266662598
577,12,57.5359992980957,1,39,20000,20,0,9.903487205505371,1521,4.05241060256958
578,10,58.64099884033203,1,19,3500,9,0,8.160518646240234,361,4.071434020996094
579,12,57.8120002746582,1,60,30000,0,0,10.308952331542969,3600,4.057196140289307
580,18,58.180999755859375,1,37,20000,18,0,9.903487205505371,1369,4.063559055328369
581,12,58.0880012512207,1,62,12500,0,0,9.433484077453613,3844,4.061959266662598
582,12,58.891998291015625,1,20,1500,0,0,7.313220500946045,400,4.075705051422119
583,16,58.1349983215332,1,23,4500,1,0,8.411832809448242,529,4.06276798248291
584,10,56.84600067138672,1,45,20000,60,0,9.903487205505371,2025,4.040345668792725
585,12,57.39799880981445,1,28,30000,40,0,10.308952331542969,784,4.050009250640869
586,12,59.1510009765625,1,20,30000,6,0,10.308952331542969,400,4.0800933837890625
587,12,58.319000244140625,1,51,20000,0,0,9.903487205505371,2601,4.065927982330322
588,12,57.39799880981445,1,62,6500,0,0,8.779557228088379,3844,4.050009250640869
589,12,59.04800033569336,1,55,30000,0,0,10.308952331542969,3025,4.07835054397583
590,16,58.180999755859375,1,26,12500,0,0,9.433484077453613,676,4.063559055328369
591,12,58.0880012512207,0,41,20000,10,0,9.903487205505371,1681,4.061959266662598
592,13.5,58.22700119018555,1,67,12500,0,0,9.433484077453613,4489,4.064349174499512
593,10,57.39799880981445,1,19,30000,20,0,10.308952331542969,361,4.050009250640869
594,18,56.75400161743164,1,33,20000,0,0,9.903487205505371,1089,4.038726329803467
595,18,57.39799880981445,1,29,12500,0,0,9.433484077453613,841,4.050009250640869
596,12,57.444000244140625,1,49,20000,20,0,9.903487205505371,2401,4.05081033706665
597,12,59.04800033569336,1,29,3500,20,0,8.160518646240234,841,4.07835054397583
598,15,58.840999603271484,1,32,20000,0,0,9.903487205505371,1024,4.074839115142822
599,16,57.8120002746582,1,31,30000,60,0,10.308952331542969,961,4.057196140289307
600,10,57.90399932861328,1,17,20000,50,0,9.903487205505371,289,4.058786392211914
601,13.5,57.5359992980957,1,33,20000,0,0,9.903487205505371,1089,4.05241060256958
602,12,58.73699951171875,1,21,12500,0,0,9.433484077453613,441,4.073070049285889
603,10,58.319000244140625,1,59,20000,30,0,9.903487205505371,3481,4.065927982330322
604,13.5,56.98400115966797,1,25,30000,20,0,10.308952331542969,625,4.0427703857421875
605,8,57.39799880981445,1,32,30000,60,0,10.308952331542969,1024,4.050009250640869
606,12,58.4109992980957,1,25,20000,0,0,9.903487205505371,625,4.067504405975342
607,13.5,58.73699951171875,1,61,6500,40,0,8.779557228088379,3721,4.073070049285889
608,18,58.891998291015625,1,66,30000,0,0,10.308952331542969,4356,4.075705051422119
609,10,57.39799880981445,1,22,12500,25,0,9.433484077453613,484,4.050009250640869
610,12,57.4900016784668,1,24,6500,10,0,8.779557228088379,576,4.051610946655273
611,18,58.1349983215332,1,43,30000,0,0,10.308952331542969,1849,4.06276798248291
612,12,59.04800033569336,1,51,20000,0,0,9.903487205505371,2601,4.07835054397583
613,16,57.8120002746582,1,45,30000,0,0,10.308952331542969,2025,4.057196140289307
614,12,58.840999603271484,1,45,20000,0,0,9.903487205505371,2025,4.074839115142822
615,18,57.39799880981445,1,66,8500,0,0,9.047821044921875,4356,4.050009250640869
616,12,58.891998291015625,0,38,30000,0,0,10.308952331542969,1444,4.075705051422119
617,10,56.84600067138672,1,49,20000,30,0,9.903487205505371,2401,4.040345668792725
618,13.5,57.444000244140625,1,29,8500,1,0,9.047821044921875,841,4.05081033706665
619,16,56.84600067138672,1,45,30000,33,0,10.308952331542969,2025,4.040345668792725
620,18,60.87300109863281,1,43,30000,80,0,10.308952331542969,1849,4.108789920806885
621,12,61.15599822998047,1,49,30000,0,0,10.308952331542969,2401,4.113428115844727
622,13.5,62.71799850463867,1,20,30000,0,0,10.308952331542969,400,4.138648509979248
623,13.5,63.27299880981445,1,41,20000,20,0,9.903487205505371,1681,4.147458553314209
624,12,58.459999084472656,1,31,20000,0,0,9.903487205505371,961,4.068342685699463
625,13.5,60.020999908447266,1,28,12500,0,0,9.433484077453613,784,4.0946946144104
626,12,59.02799987792969,1,36,12500,0,0,9.433484077453613,1296,4.078011989593506
627,18,54.42900085449219,0,37,20000,0,0,9.903487205505371,1369,3.9968972206115723
628,12,53.34400177001953,1,18,500,0,0,6.214608192443848,324,3.97676157951355
629,15,52.57899856567383,1,22,2500,0,0,7.8240461349487305,484,3.9623167514801025
630,18,52.70000076293945,1,33,20000,0,0,9.903487205505371,1089,3.9646155834198
631,10,53.143001556396484,1,76,4500,0,0,8.411832809448242,5776,3.9729864597320557
632,13.5,52.70000076293945,1,34,20000,0,0,9.903487205505371,1156,3.9646155834198
633,13.5,60.7859992980957,0,78,2500,0,0,7.8240461349487305,6084,4.107359409332275
634,12,60.9739990234375,1,31,3500,15,0,8.160518646240234,961,4.110447406768799
635,10,61.26900100708008,1,42,12500,0,0,9.433484077453613,1764,4.115273952484131
636,18,61.215999603271484,1,32,5500,10,0,8.6125030517578125,1024,4.114408493041992
637,8,60.74599838256836,1,80,12500,0,0,9.433484077453613,6400,4.106701374053955
638,12,61.750999450683594,1,40,8500,10,0,9.047821044921875,1600,4.123110294342041
639,16,61.242000579833984,1,53,30000,0,0,10.308952331542969,2809,4.114833354949951
640,6,60.82600021362305,0,82,12500,0,0,9.433484077453613,6724,4.108017444610596
641,6,61.05500030517578,1,18,8500,11,0,9.047821044921875,324,4.111774921417236
642,8,61.08100128173828,0,46,12500,10,0,9.433484077453613,2116,4.112200736999512
643,12,61.20199966430664,1,60,20000,0,0,9.903487205505371,3600,4.114180088043213
644,8,61.683998107910156,1,78,6500,0,0,8.779557228088379,6084,4.1220245361328125
645,12,60.946998596191406,1,47,30000,0,0,10.308952331542969,2209,4.110004425048828
646,10,60.8129997253418,1,17,30000,0,0,10.308952331542969,289,4.1078033447265625
647,12,60.75899887084961,1,27,20000,2,0,9.903487205505371,729,4.10691499710083
648,18,61.242000579833984,1,48,30000,0,0,10.308952331542969,2304,4.114833354949951
649,18,61.02799987792969,1,39,30000,0,0,10.308952331542969,1521,4.111332893371582
650,12,61.229000091552734,1,25,30000,0,0,10.308952331542969,625,4.114621162414551
651,12,61.8849983215332,1,30,3500,10,0,8.160518646240234,900,4.125277996063232
652,18,60.74599838256836,1,59,20000,0,0,9.903487205505371,3481,4.106701374053955
653,16,61.04100036621094,1,47,30000,0,0,10.308952331542969,2209,4.111545562744141
654,12,61.18899917602539,1,32,8500,20,0,9.047821044921875,1024,4.113967418670654
655,10,61.18899917602539,1,17,20000,20,0,9.903487205505371,289,4.113967418670654
656,13.5,60.7859992980957,1,23,30000,0,0,10.308952331542969,529,4.107359409332275
657,12,61.25600051879883,1,20,12500,0,0,9.433484077453613,400,4.1150617599487305
658,13.5,60.9739990234375,1,32,20000,0,0,9.903487205505371,1024,4.110447406768799
659,13.5,61.000999450683594,1,19,30000,10,0,10.308952331542969,361,4.1108903884887695
660,12,61.095001220703125,1,23,20000,0,0,9.903487205505371,529,4.112430095672607
661,10,61.229000091552734,1,18,6500,0,0,8.779557228088379,324,4.114621162414551
