"","educ","cigpric","white","age","income","cigs","restaurn","lincome","agesq","lcigpric"
"328",12,57.0690002441406,1,56,30000,30,0,10.308952331543,3136,4.04426097869873
"329",18,57.1790008544922,1,43,30000,0,0,10.308952331543,1849,4.04618692398071
"330",10,57.4339981079102,1,40,30000,40,0,10.308952331543,1600,4.05063629150391
"331",16,58.7949981689453,1,37,30000,0,0,10.308952331543,1369,4.07405662536621
"332",10,58.2550010681152,1,36,12500,0,0,9.43348407745361,1296,4.06482982635498
"333",13.5,58.7949981689453,1,28,30000,40,0,10.308952331543,784,4.07405662536621
"334",12,57.8709983825684,1,33,30000,0,0,10.308952331543,1089,4.05821657180786
"335",16,57.2879981994629,1,63,20000,0,0,9.90348720550537,3969,4.04809093475342
"336",8,57.8349990844727,1,51,1500,20,0,7.31322050094604,2601,4.05759429931641
"337",12,58.7949981689453,1,33,30000,10,0,10.308952331543,1089,4.07405662536621
"338",13.5,57.0690002441406,1,39,30000,0,0,10.308952331543,1521,4.04426097869873
"339",12,57.7620010375977,1,21,20000,20,0,9.90348720550537,441,4.05633115768433
"340",13.5,58.2550010681152,1,37,30000,0,0,10.308952331543,1369,4.06482982635498
"341",18,58.8849983215332,1,70,30000,0,0,10.308952331543,4900,4.07558631896973
"342",12,57.8709983825684,1,20,30000,0,0,10.308952331543,400,4.05821657180786
"343",16,57.0690002441406,1,27,12500,0,0,9.43348407745361,729,4.04426097869873
"344",16,58.8849983215332,1,28,20000,4,0,9.90348720550537,784,4.07558631896973
"345",16,66.7610015869141,1,30,20000,0,0,9.90348720550537,900,4.20111894607544
"346",13.5,65.7669982910156,1,52,20000,20,0,9.90348720550537,2704,4.18611812591553
"347",18,65.1989974975586,1,24,12500,0,0,9.43348407745361,576,4.17744398117065
"348",12,65.7669982910156,1,71,12500,0,0,9.43348407745361,5041,4.18611812591553
"349",12,67.1149978637695,1,39,20000,50,0,9.90348720550537,1521,4.20640754699707
"350",12,68.3349990844727,1,19,8500,10,0,9.04782104492188,361,4.22442197799683
"351",13.5,66.9729995727539,1,21,20000,0,0,9.90348720550537,441,4.20428943634033
"352",16,67.3990020751953,1,33,3500,0,0,8.16051864624023,1089,4.21063041687012
"353",13.5,66.1220016479492,1,51,20000,0,0,9.90348720550537,2601,4.19150161743164
"354",8,65.7669982910156,1,54,30000,20,0,10.308952331543,2916,4.18611812591553
"355",13.5,67.5410003662109,1,44,20000,25,0,9.90348720550537,1936,4.21273469924927
"356",12,67.1149978637695,1,43,30000,0,0,10.308952331543,1849,4.20640754699707
"357",6,65.7669982910156,1,68,5500,0,0,8.61250305175781,4624,4.18611812591553
"358",12,66.7610015869141,1,22,20000,0,0,9.90348720550537,484,4.20111894607544
"359",10,65.8379974365234,1,54,30000,40,0,10.308952331543,2916,4.18719720840454
"360",16,67.8249969482422,1,37,30000,30,0,10.308952331543,1369,4.21693086624146
"361",13.5,66.5479965209961,1,22,30000,15,0,10.308952331543,484,4.19792366027832
"362",18,58.3810005187988,1,65,30000,0,1,10.308952331543,4225,4.0669903755188
"363",12,60.2239990234375,1,30,30000,30,1,10.308952331543,900,4.09807109832764
"364",12,60.2239990234375,1,19,30000,2,1,10.308952331543,361,4.09807109832764
"365",15,60.3489990234375,1,35,30000,0,1,10.308952331543,1225,4.1001443862915
"366",10,59.9860000610352,1,59,30000,0,1,10.308952331543,3481,4.09411096572876
"367",12,58.2019996643066,1,18,1500,0,1,7.31322050094604,324,4.06391954421997
"368",12,58.2620010375977,1,44,20000,20,1,9.90348720550537,1936,4.06494998931885
"369",16,58.8559989929199,1,37,20000,0,1,9.90348720550537,1369,4.0750937461853
"370",12,60.5219993591309,1,37,12500,20,1,9.43348407745361,1369,4.1030068397522
"371",12,58.2019996643066,1,19,500,0,1,6.21460819244385,361,4.06391954421997
"372",12,58.9749984741211,1,25,20000,0,1,9.90348720550537,625,4.07711362838745
"373",16,58.9160003662109,0,31,12500,20,1,9.43348407745361,961,4.07611274719238
"374",12,59.9860000610352,1,19,30000,0,1,10.308952331543,361,4.09411096572876
"375",10,58.4990005493164,1,18,30000,0,1,10.308952331543,324,4.06900978088379
"376",16,59.867000579834,1,28,20000,20,1,9.90348720550537,784,4.092125415802
"377",18,58.3810005187988,1,46,30000,0,1,10.308952331543,2116,4.0669903755188
"378",12,58.2620010375977,1,27,20000,0,1,9.90348720550537,729,4.06494998931885
"379",12,57.8450012207031,1,58,20000,0,1,9.90348720550537,3364,4.05776691436768
"380",12,60.5219993591309,1,19,30000,0,1,10.308952331543,361,4.1030068397522
"381",13.5,60.2830009460449,1,30,20000,3,1,9.90348720550537,900,4.09905004501343
"382",13.5,58.7369995117188,1,58,30000,30,1,10.308952331543,3364,4.07307004928589
"383",6,58.023998260498,1,42,20000,10,1,9.90348720550537,1764,4.06085681915283
"384",13.5,58.0830001831055,1,45,30000,0,1,10.308952331543,2025,4.06187295913696
"385",10,60.4360008239746,1,18,12500,14,1,9.43348407745361,324,4.10158491134644
"386",12,60.5509986877441,0,40,30000,20,1,10.308952331543,1600,4.10348606109619
"387",13.5,59.9860000610352,1,66,8500,0,1,9.04782104492188,4356,4.09411096572876
"388",12,60.2239990234375,1,64,8500,20,1,9.04782104492188,4096,4.09807109832764
"389",12,59.9860000610352,0,43,30000,20,1,10.308952331543,1849,4.09411096572876
"390",10,60.5509986877441,1,53,30000,0,1,10.308952331543,2809,4.10348606109619
"391",16,58.7970008850098,1,36,30000,30,1,10.308952331543,1296,4.0740909576416
"392",13.5,60.4930000305176,1,43,20000,20,1,9.90348720550537,1849,4.1025276184082
"393",18,59.5699996948242,1,25,12500,0,1,9.43348407745361,625,4.08715200424194
"394",12,60.4640007019043,1,35,30000,0,1,10.308952331543,1225,4.10204792022705
"395",16,62.1020011901855,1,29,30000,0,1,10.308952331543,841,4.12877798080444
"396",12,62.4650001525879,1,18,3500,0,1,8.16051864624023,324,4.13460636138916
"397",12,63.1990013122559,1,20,12500,0,1,9.43348407745361,400,4.14628839492798
"398",12,62.3440017700195,1,19,30000,0,1,10.308952331543,361,4.13266754150391
"399",10,62.9480018615723,1,17,30000,0,1,10.308952331543,289,4.14230918884277
"400",18,61.4980010986328,0,29,30000,20,1,10.308952331543,841,4.11900472640991
"401",8,61.4580001831055,1,65,12500,0,1,9.43348407745361,4225,4.11835384368896
"402",12,61.4980010986328,1,42,20000,0,1,9.90348720550537,1764,4.11900472640991
"403",16,63.2529983520508,1,32,30000,0,1,10.308952331543,1024,4.14714241027832
"404",18,62.9480018615723,1,36,30000,0,1,10.308952331543,1296,4.14230918884277
"405",16,63.2529983520508,1,57,30000,0,1,10.308952331543,3249,4.14714241027832
"406",12,62.4650001525879,1,31,12500,0,1,9.43348407745361,961,4.13460636138916
"407",10,62.2639999389648,1,17,20000,0,1,9.90348720550537,289,4.13138341903687
"408",10,62.9480018615723,0,17,20000,0,1,9.90348720550537,289,4.14230918884277
"409",8,59.3759994506836,1,45,20000,8,0,9.90348720550537,2025,4.08388996124268
"410",12,59.6209983825684,1,19,30000,10,0,10.308952331543,361,4.08800792694092
"411",8,54.3380012512207,1,74,5500,0,0,8.61250305175781,5476,3.99522376060486
"412",12,53.6529998779297,1,46,30000,25,0,10.308952331543,2116,3.98253726959229
"413",13.5,54.9249992370605,1,27,30000,0,0,10.308952331543,729,4.00596857070923
"414",12,56.2939987182617,1,66,20000,0,0,9.90348720550537,4356,4.03058815002441
"415",16,54.9249992370605,1,44,30000,0,0,10.308952331543,1936,4.00596857070923
"416",12,55.0219993591309,1,33,30000,0,0,10.308952331543,1089,4.00773286819458
"417",12,54.1419982910156,1,64,20000,0,0,9.90348720550537,4096,3.99161028862
"418",13.5,57.4850006103516,1,54,30000,1,0,10.308952331543,2916,4.05152416229248
"419",10,57.5849990844727,0,27,12500,30,0,9.43348407745361,729,4.05326223373413
"420",6,57.4850006103516,1,75,4500,0,0,8.41183280944824,5625,4.05152416229248
"421",10,53.2620010375977,1,19,8500,0,0,9.04782104492188,361,3.97522306442261
"422",6,56.9790000915527,1,69,2500,20,0,7.82404613494873,4761,4.04268264770508
"423",12,55.7070007324219,1,30,8500,0,0,9.04782104492188,900,4.02010583877563
"424",12,56.0979995727539,1,64,12500,0,0,9.43348407745361,4096,4.02710008621216
"425",13.5,57.3359985351562,1,37,30000,0,0,10.308952331543,1369,4.04892873764038
"426",12,54.4360008239746,1,31,30000,0,0,10.308952331543,961,3.99702572822571
"427",12,57.5849990844727,1,30,20000,2,0,9.90348720550537,900,4.05326223373413
"428",6,55.0149993896484,1,38,30000,0,1,10.308952331543,1444,4.0076060295105
"429",12,59.6529998779297,1,20,30000,0,1,10.308952331543,400,4.0885443687439
"430",12,59.6529998779297,1,21,3500,20,1,8.16051864624023,441,4.0885443687439
"431",12,56.8040008544922,1,19,12500,0,1,9.43348407745361,361,4.03960657119751
"432",18,58.4640007019043,1,71,12500,0,0,9.43348407745361,5041,4.06841135025024
"433",10,63.1030006408691,1,49,20000,18,0,9.90348720550537,2401,4.14476823806763
"434",10,55.1679992675781,1,42,8500,0,0,9.04782104492188,1764,4.01038312911987
"435",8,55.0069999694824,1,54,12500,10,0,9.43348407745361,2916,4.00746059417725
"436",13.5,55.1679992675781,1,24,20000,20,0,9.90348720550537,576,4.01038312911987
"437",12,54.3219985961914,1,60,30000,0,0,10.308952331543,3600,3.99492931365967
"438",12,55.1679992675781,1,54,20000,0,0,9.90348720550537,2916,4.01038312911987
"439",10,53.8790016174316,1,28,8500,20,0,9.04782104492188,784,3.98674082756042
"440",8,64.9940032958984,1,67,12500,0,0,9.43348407745361,4489,4.17429494857788
"441",12,65.5500030517578,1,56,20000,40,0,9.90348720550537,3136,4.18281316757202
"442",16,64.0479965209961,1,36,30000,0,0,10.308952331543,1296,4.15963268280029
"443",12,64.4380035400391,0,25,30000,0,0,10.308952331543,625,4.16570377349854
"444",13.5,65.8280029296875,1,34,20000,0,0,9.90348720550537,1156,4.18704509735107
"445",10,65.6050033569336,1,20,20000,5,0,9.90348720550537,400,4.1836519241333
"446",13.5,64.4929962158203,1,21,30000,10,0,10.308952331543,441,4.16655683517456
"447",12,64.9380035400391,1,42,8500,0,0,9.04782104492188,1764,4.17343282699585
"448",13.5,64.5490036010742,1,28,12500,20,0,9.43348407745361,784,4.16742467880249
"449",18,65.4390029907227,1,29,20000,0,0,9.90348720550537,841,4.18111848831177
"450",8,64.9940032958984,1,70,5500,20,0,8.61250305175781,4900,4.17429494857788
"451",12,66.3280029296875,1,32,12500,30,0,9.43348407745361,1024,4.1946120262146
"452",13.5,65.7720031738281,0,42,30000,40,0,10.308952331543,1764,4.18619441986084
"453",10,65.161003112793,1,17,30000,30,0,10.308952331543,289,4.17686128616333
"454",12,66.7839965820312,1,24,20000,0,0,9.90348720550537,576,4.20146369934082
"455",15,66.3280029296875,0,64,20000,0,0,9.90348720550537,4096,4.1946120262146
"456",12,65.7170028686523,1,57,30000,60,0,10.308952331543,3249,4.18535757064819
"457",16,64.1039962768555,1,51,30000,0,0,10.308952331543,2601,4.16050672531128
"458",13.5,65.7170028686523,1,29,12500,18,0,9.43348407745361,841,4.18535757064819
"459",10,64.4380035400391,1,66,6500,20,0,8.77955722808838,4356,4.16570377349854
"460",13.5,64.3820037841797,1,62,30000,15,0,10.308952331543,3844,4.16483402252197
"461",16,66.3280029296875,1,29,30000,40,0,10.308952331543,841,4.1946120262146
"462",6,65.6050033569336,1,58,8500,0,0,9.04782104492188,3364,4.1836519241333
"463",15,65.161003112793,0,53,20000,0,0,9.90348720550537,2809,4.17686128616333
"464",13.5,65.4390029907227,1,38,30000,0,0,10.308952331543,1444,4.18111848831177
"465",12,64.1039962768555,1,24,20000,0,0,9.90348720550537,576,4.16050672531128
"466",8,66.3840026855469,1,59,20000,0,0,9.90348720550537,3481,4.19545602798462
"467",16,66.2170028686523,1,30,30000,0,0,10.308952331543,900,4.19293737411499
"468",8,64.3820037841797,1,37,20000,0,0,9.90348720550537,1369,4.16483402252197
"469",12,65.995002746582,1,43,20000,0,0,9.90348720550537,1849,4.18957901000977
"470",12,66.1620025634766,0,60,20000,0,0,9.90348720550537,3600,4.19210624694824
"471",10,64.9940032958984,1,24,12500,40,0,9.43348407745361,576,4.17429494857788
"472",12,64.5490036010742,1,60,12500,0,0,9.43348407745361,3600,4.16742467880249
"473",8,62.0400009155273,1,82,4500,0,0,8.41183280944824,6724,4.12777948379517
"474",12,64.1920013427734,1,61,20000,0,0,9.90348720550537,3721,4.16187858581543
"475",10,64.5070037841797,1,66,30000,0,0,10.308952331543,4356,4.16677379608154
"476",15,61.8499984741211,1,33,30000,0,0,10.308952331543,1089,4.12471199035645
"477",10,64.5640029907227,1,26,20000,19,0,9.90348720550537,676,4.16765689849854
"478",8,64.1920013427734,0,85,20000,20,0,9.90348720550537,7225,4.16187858581543
"479",13.5,62.1040000915527,1,32,20000,0,0,9.90348720550537,1024,4.1288104057312
"480",10,63.3689994812012,1,27,8500,0,0,9.04782104492188,729,4.14897489547729
"481",12,64.1289978027344,1,30,30000,20,0,10.308952331543,900,4.16089677810669
"482",12,62.6730003356934,1,30,5500,0,0,8.61250305175781,900,4.13793087005615
"483",13.5,63.1790008544922,1,47,30000,0,0,10.308952331543,2209,4.14597177505493
"484",12,61.8499984741211,1,18,6500,0,0,8.77955722808838,324,4.12471199035645
"485",12,62.4199981689453,0,20,6500,0,0,8.77955722808838,400,4.13388586044312
"486",18,62.5470008850098,1,32,30000,0,0,10.308952331543,1024,4.13591814041138
"487",18,61.9770011901855,1,30,20000,0,0,9.90348720550537,900,4.12676334381104
"488",10,63.6860008239746,1,17,20000,0,0,9.90348720550537,289,4.15396499633789
"489",12,62.6100006103516,1,22,12500,10,0,9.43348407745361,484,4.1369252204895
"490",13.5,61.7869987487793,1,43,30000,0,0,10.308952331543,1849,4.12369298934937
"491",10,63.3059997558594,1,56,20000,40,0,9.90348720550537,3136,4.14798021316528
"492",6,61.9770011901855,1,64,6500,0,0,8.77955722808838,4096,4.12676334381104
"493",6,62.9259986877441,1,76,12500,0,0,9.43348407745361,5776,4.14195919036865
"494",12,64.0019989013672,1,28,12500,30,0,9.43348407745361,784,4.15891408920288
"495",18,64.6510009765625,1,37,30000,0,0,10.308952331543,1369,4.1690034866333
"496",15,63.6220016479492,1,38,20000,0,0,9.90348720550537,1444,4.15295934677124
"497",16,62.1040000915527,1,52,20000,20,0,9.90348720550537,2704,4.1288104057312
"498",8,63.1160011291504,1,68,12500,0,0,9.43348407745361,4624,4.14497423171997
"499",12,62.9259986877441,1,75,12500,0,0,9.43348407745361,5625,4.14195919036865
"500",13.5,61.8499984741211,1,54,30000,20,0,10.308952331543,2916,4.12471199035645
"501",18,61.8499984741211,1,36,30000,40,0,10.308952331543,1296,4.12471199035645
"502",6,62.3569984436035,1,37,4500,0,0,8.41183280944824,1369,4.13287591934204
"503",13.5,62.4199981689453,0,23,12500,28,0,9.43348407745361,529,4.13388586044312
"504",6,64.1920013427734,1,36,6500,5,0,8.77955722808838,1296,4.16187858581543
"505",10,63.1160011291504,1,44,30000,0,0,10.308952331543,1936,4.14497423171997
"506",18,64.1920013427734,0,56,20000,0,0,9.90348720550537,3136,4.16187858581543
"507",10,64.3190002441406,1,64,12500,0,0,9.43348407745361,4096,4.16385507583618
"508",13.5,62.9900016784668,1,45,30000,28,0,10.308952331543,2025,4.14297580718994
"509",12,61.7869987487793,1,56,30000,30,0,10.308952331543,3136,4.12369298934937
"510",8,63.1790008544922,1,62,30000,0,0,10.308952331543,3844,4.14597177505493
"511",15,62.7999992370605,1,62,12500,0,0,9.43348407745361,3844,4.13995504379272
"512",16,64.5640029907227,1,52,30000,0,0,10.308952331543,2704,4.16765689849854
"513",10,63.1160011291504,1,18,30000,0,0,10.308952331543,324,4.14497423171997
"514",12,64.0650024414062,1,47,500,0,0,6.21460819244385,2209,4.15989828109741
"515",18,63.1790008544922,1,52,30000,0,0,10.308952331543,2704,4.14597177505493
"516",12,64.1289978027344,1,18,20000,0,0,9.90348720550537,324,4.16089677810669
"517",13.5,64.0650024414062,1,26,12500,20,0,9.43348407745361,676,4.15989828109741
"518",15,64.6220016479492,1,22,30000,0,0,10.308952331543,484,4.16855478286743
"519",6,63.1160011291504,1,65,6500,0,0,8.77955722808838,4225,4.14497423171997
"520",12,63.8759994506836,1,38,20000,20,0,9.90348720550537,1444,4.15694379806519
"521",13.5,63.0530014038086,1,20,20000,0,0,9.90348720550537,400,4.14397573471069
"522",16,62.0400009155273,1,41,20000,60,0,9.90348720550537,1681,4.12777948379517
"523",16,63.3059997558594,1,28,20000,20,0,9.90348720550537,784,4.14798021316528
"524",16,62.9259986877441,1,57,20000,0,0,9.90348720550537,3249,4.14195919036865
"525",10,63.1790008544922,1,44,8500,7,0,9.04782104492188,1936,4.14597177505493
"526",13.5,64.4779968261719,1,32,20000,0,0,9.90348720550537,1024,4.16632413864136
"527",13.5,64.1289978027344,1,22,8500,15,0,9.04782104492188,484,4.16089677810669
"528",16,64.3820037841797,1,30,30000,0,0,10.308952331543,900,4.16483402252197
"529",16,62.4199981689453,1,30,12500,0,0,9.43348407745361,900,4.13388586044312
"530",10,63.0530014038086,1,59,20000,40,0,9.90348720550537,3481,4.14397573471069
"531",6,64.0019989013672,1,42,8500,0,0,9.04782104492188,1764,4.15891408920288
"532",10,63.4329986572266,1,31,12500,20,0,9.43348407745361,961,4.14998435974121
"533",12,63.3689994812012,1,39,20000,0,0,9.90348720550537,1521,4.14897489547729
"534",8,63.6860008239746,1,65,12500,0,0,9.43348407745361,4225,4.15396499633789
"535",10,62.1040000915527,0,78,12500,10,0,9.43348407745361,6084,4.1288104057312
"536",10,63.6220016479492,0,17,4500,0,0,8.41183280944824,289,4.15295934677124
"537",18,63.5589981079102,1,34,30000,0,0,10.308952331543,1156,4.15196847915649
"538",16,64.6510009765625,1,39,30000,0,0,10.308952331543,1521,4.1690034866333
"539",10,62.7999992370605,1,49,12500,0,0,9.43348407745361,2401,4.13995504379272
"540",12,64.1920013427734,1,51,30000,0,0,10.308952331543,2601,4.16187858581543
"541",12,61.8499984741211,1,19,20000,0,0,9.90348720550537,361,4.12471199035645
"542",12,63.5589981079102,1,26,20000,30,0,9.90348720550537,676,4.15196847915649
"543",12,62.2929992675781,1,82,6500,0,0,8.77955722808838,6724,4.13184881210327
"544",12,64.1289978027344,1,38,3500,10,0,8.16051864624023,1444,4.16089677810669
"545",12,62.7999992370605,1,32,20000,30,0,9.90348720550537,1024,4.13995504379272
"546",10,61.7239990234375,1,27,3500,30,0,8.16051864624023,729,4.12267303466797
"547",12,64.5640029907227,1,35,20000,0,0,9.90348720550537,1225,4.16765689849854
"548",10,63.7490005493164,1,54,20000,0,0,9.90348720550537,2916,4.15495347976685
"549",12,61.9770011901855,1,37,30000,20,0,10.308952331543,1369,4.12676334381104
"550",10,64.6510009765625,0,60,12500,10,0,9.43348407745361,3600,4.1690034866333
"551",10,63.4329986572266,1,17,30000,11,0,10.308952331543,289,4.14998435974121
"552",16,64.5640029907227,1,28,20000,40,0,9.90348720550537,784,4.16765689849854
"553",8,62.1669998168945,1,35,12500,40,0,9.43348407745361,1225,4.12982416152954
"554",10,64.0019989013672,1,40,8500,20,0,9.04782104492188,1600,4.15891408920288
"555",6,64.1289978027344,1,24,3500,0,0,8.16051864624023,576,4.16089677810669
"556",18,63.7490005493164,1,41,30000,0,0,10.308952331543,1681,4.15495347976685
"557",8,61.7869987487793,0,47,20000,0,0,9.90348720550537,2209,4.12369298934937
"558",13.5,46.3139991760254,1,22,6500,0,0,8.77955722808838,484,3.83544421195984
"559",18,44.726001739502,1,29,20000,0,0,9.90348720550537,841,3.80055499076843
"560",10,44.3810005187988,1,17,30000,30,0,10.308952331543,289,3.79281139373779
"561",13.5,47.6479988098145,0,40,30000,40,0,10.308952331543,1600,3.86384057998657
"562",13.5,46.3139991760254,1,32,8500,10,0,9.04782104492188,1024,3.83544421195984
"563",13.5,47.0040016174316,1,47,30000,0,0,10.308952331543,2209,3.85023283958435
"564",10,46.6590003967285,1,58,20000,20,0,9.90348720550537,3364,3.84286594390869
"565",18,44.4500007629395,1,74,30000,0,0,10.308952331543,5476,3.79436492919922
"566",12,47.492000579834,1,49,30000,20,0,10.308952331543,2401,3.86056137084961
"567",6,47.2109985351562,1,69,5500,0,0,8.61250305175781,4761,3.85462689399719
"568",16,47.2109985351562,1,25,12500,0,0,9.43348407745361,625,3.85462689399719
"569",6,45.2779998779297,1,71,1500,0,0,7.31322050094604,5041,3.81282114982605
"570",12,57.3520011901855,1,66,6500,1,0,8.77955722808838,4356,4.04920768737793
"571",10,57.4900016784668,1,25,12500,20,0,9.43348407745361,625,4.05161094665527
"572",10,59.1510009765625,1,50,20000,0,0,9.90348720550537,2500,4.08009338378906
"573",13.5,57.0299987792969,1,19,2500,0,0,7.82404613494873,361,4.04357719421387
"574",6,57.1679992675781,1,28,3500,3,0,8.16051864624023,784,4.0459942817688
"575",15,58.9959983825684,1,22,12500,0,0,9.43348407745361,484,4.07746982574463
"576",13.5,58.0880012512207,1,49,30000,20,0,10.308952331543,2401,4.0619592666626
"577",12,57.5359992980957,1,39,20000,20,0,9.90348720550537,1521,4.05241060256958
"578",10,58.640998840332,1,19,3500,9,0,8.16051864624023,361,4.07143402099609
"579",12,57.8120002746582,1,60,30000,0,0,10.308952331543,3600,4.05719614028931
"580",18,58.1809997558594,1,37,20000,18,0,9.90348720550537,1369,4.06355905532837
"581",12,58.0880012512207,1,62,12500,0,0,9.43348407745361,3844,4.0619592666626
"582",12,58.8919982910156,1,20,1500,0,0,7.31322050094604,400,4.07570505142212
"583",16,58.1349983215332,1,23,4500,1,0,8.41183280944824,529,4.06276798248291
"584",10,56.8460006713867,1,45,20000,60,0,9.90348720550537,2025,4.04034566879272
"585",12,57.3979988098145,1,28,30000,40,0,10.308952331543,784,4.05000925064087
"586",12,59.1510009765625,1,20,30000,6,0,10.308952331543,400,4.08009338378906
"587",12,58.3190002441406,1,51,20000,0,0,9.90348720550537,2601,4.06592798233032
"588",12,57.3979988098145,1,62,6500,0,0,8.77955722808838,3844,4.05000925064087
"589",12,59.0480003356934,1,55,30000,0,0,10.308952331543,3025,4.07835054397583
"590",16,58.1809997558594,1,26,12500,0,0,9.43348407745361,676,4.06355905532837
"591",12,58.0880012512207,0,41,20000,10,0,9.90348720550537,1681,4.0619592666626
"592",13.5,58.2270011901855,1,67,12500,0,0,9.43348407745361,4489,4.06434917449951
"593",10,57.3979988098145,1,19,30000,20,0,10.308952331543,361,4.05000925064087
"594",18,56.7540016174316,1,33,20000,0,0,9.90348720550537,1089,4.03872632980347
"595",18,57.3979988098145,1,29,12500,0,0,9.43348407745361,841,4.05000925064087
"596",12,57.4440002441406,1,49,20000,20,0,9.90348720550537,2401,4.05081033706665
"597",12,59.0480003356934,1,29,3500,20,0,8.16051864624023,841,4.07835054397583
"598",15,58.8409996032715,1,32,20000,0,0,9.90348720550537,1024,4.07483911514282
"599",16,57.8120002746582,1,31,30000,60,0,10.308952331543,961,4.05719614028931
"600",10,57.9039993286133,1,17,20000,50,0,9.90348720550537,289,4.05878639221191
"601",13.5,57.5359992980957,1,33,20000,0,0,9.90348720550537,1089,4.05241060256958
"602",12,58.7369995117188,1,21,12500,0,0,9.43348407745361,441,4.07307004928589
"603",10,58.3190002441406,1,59,20000,30,0,9.90348720550537,3481,4.06592798233032
"604",13.5,56.984001159668,1,25,30000,20,0,10.308952331543,625,4.04277038574219
"605",8,57.3979988098145,1,32,30000,60,0,10.308952331543,1024,4.05000925064087
"606",12,58.4109992980957,1,25,20000,0,0,9.90348720550537,625,4.06750440597534
"607",13.5,58.7369995117188,1,61,6500,40,0,8.77955722808838,3721,4.07307004928589
"608",18,58.8919982910156,1,66,30000,0,0,10.308952331543,4356,4.07570505142212
"609",10,57.3979988098145,1,22,12500,25,0,9.43348407745361,484,4.05000925064087
"610",12,57.4900016784668,1,24,6500,10,0,8.77955722808838,576,4.05161094665527
"611",18,58.1349983215332,1,43,30000,0,0,10.308952331543,1849,4.06276798248291
"612",12,59.0480003356934,1,51,20000,0,0,9.90348720550537,2601,4.07835054397583
"613",16,57.8120002746582,1,45,30000,0,0,10.308952331543,2025,4.05719614028931
"614",12,58.8409996032715,1,45,20000,0,0,9.90348720550537,2025,4.07483911514282
"615",18,57.3979988098145,1,66,8500,0,0,9.04782104492188,4356,4.05000925064087
"616",12,58.8919982910156,0,38,30000,0,0,10.308952331543,1444,4.07570505142212
"617",10,56.8460006713867,1,49,20000,30,0,9.90348720550537,2401,4.04034566879272
"618",13.5,57.4440002441406,1,29,8500,1,0,9.04782104492188,841,4.05081033706665
"619",16,56.8460006713867,1,45,30000,33,0,10.308952331543,2025,4.04034566879272
"620",18,60.8730010986328,1,43,30000,80,0,10.308952331543,1849,4.10878992080688
"621",12,61.1559982299805,1,49,30000,0,0,10.308952331543,2401,4.11342811584473
"622",13.5,62.7179985046387,1,20,30000,0,0,10.308952331543,400,4.13864850997925
"623",13.5,63.2729988098145,1,41,20000,20,0,9.90348720550537,1681,4.14745855331421
"624",12,58.4599990844727,1,31,20000,0,0,9.90348720550537,961,4.06834268569946
"625",13.5,60.0209999084473,1,28,12500,0,0,9.43348407745361,784,4.0946946144104
"626",12,59.0279998779297,1,36,12500,0,0,9.43348407745361,1296,4.07801198959351
"627",18,54.4290008544922,0,37,20000,0,0,9.90348720550537,1369,3.99689722061157
"628",12,53.3440017700195,1,18,500,0,0,6.21460819244385,324,3.97676157951355
"629",15,52.5789985656738,1,22,2500,0,0,7.82404613494873,484,3.9623167514801
"630",18,52.7000007629395,1,33,20000,0,0,9.90348720550537,1089,3.9646155834198
"631",10,53.1430015563965,1,76,4500,0,0,8.41183280944824,5776,3.97298645973206
"632",13.5,52.7000007629395,1,34,20000,0,0,9.90348720550537,1156,3.9646155834198
"633",13.5,60.7859992980957,0,78,2500,0,0,7.82404613494873,6084,4.10735940933228
"634",12,60.9739990234375,1,31,3500,15,0,8.16051864624023,961,4.1104474067688
"635",10,61.2690010070801,1,42,12500,0,0,9.43348407745361,1764,4.11527395248413
"636",18,61.2159996032715,1,32,5500,10,0,8.61250305175781,1024,4.11440849304199
"637",8,60.7459983825684,1,80,12500,0,0,9.43348407745361,6400,4.10670137405396
"638",12,61.7509994506836,1,40,8500,10,0,9.04782104492188,1600,4.12311029434204
"639",16,61.242000579834,1,53,30000,0,0,10.308952331543,2809,4.11483335494995
"640",6,60.826000213623,0,82,12500,0,0,9.43348407745361,6724,4.1080174446106
"641",6,61.0550003051758,1,18,8500,11,0,9.04782104492188,324,4.11177492141724
"642",8,61.0810012817383,0,46,12500,10,0,9.43348407745361,2116,4.11220073699951
"643",12,61.2019996643066,1,60,20000,0,0,9.90348720550537,3600,4.11418008804321
"644",8,61.6839981079102,1,78,6500,0,0,8.77955722808838,6084,4.12202453613281
"645",12,60.9469985961914,1,47,30000,0,0,10.308952331543,2209,4.11000442504883
"646",10,60.8129997253418,1,17,30000,0,0,10.308952331543,289,4.10780334472656
"647",12,60.7589988708496,1,27,20000,2,0,9.90348720550537,729,4.10691499710083
"648",18,61.242000579834,1,48,30000,0,0,10.308952331543,2304,4.11483335494995
"649",18,61.0279998779297,1,39,30000,0,0,10.308952331543,1521,4.11133289337158
"650",12,61.2290000915527,1,25,30000,0,0,10.308952331543,625,4.11462116241455
"651",12,61.8849983215332,1,30,3500,10,0,8.16051864624023,900,4.12527799606323
"652",18,60.7459983825684,1,59,20000,0,0,9.90348720550537,3481,4.10670137405396
"653",16,61.0410003662109,1,47,30000,0,0,10.308952331543,2209,4.11154556274414
"654",12,61.1889991760254,1,32,8500,20,0,9.04782104492188,1024,4.11396741867065
"655",10,61.1889991760254,1,17,20000,20,0,9.90348720550537,289,4.11396741867065
