"","wage","educ","exper","tenure","nonwhite","female","married","numdep","smsa","northcen","south","west","construc","ndurman","trcommpu","trade","services","profserv","profocc","clerocc","servocc","lwage","expersq","tenursq"
"227",5.71000003814697,13,10,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.74221897125244,100,4
"228",3,9,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0986123085022,9,0
"229",22.8600006103516,16,16,7,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3.12938857078552,256,49
"230",9,12,38,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.19722461700439,1444,1
"231",8.32999992370605,15,33,26,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2.11986351013184,1089,676
"232",3,11,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0986123085022,4,0
"233",5.75,14,6,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.74919986724854,36,25
"234",6.76000022888184,12,19,3,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1.91102290153503,361,9
"235",10,12,29,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,2.30258512496948,841,0
"236",3,12,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0986123085022,4,0
"237",3.5,18,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1.25276291370392,9,1
"238",3.25,12,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.1786550283432,16,0
"239",4,12,10,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.3862943649292,100,1
"240",2.92000007629395,12,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1.07158362865448,16,0
"241",3.05999994277954,12,14,10,1,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1.11841487884521,196,100
"242",3.20000004768372,12,15,5,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.16315078735352,225,25
"243",4.75,12,19,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1.55814456939697,361,0
"244",3,14,17,0,0,1,1,4,1,0,1,0,0,0,0,0,1,0,0,1,0,1.0986123085022,289,0
"245",18.1599998474121,16,29,7,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2.89922142028809,841,49
"246",3.5,12,2,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,1.25276291370392,4,0
"247",4.1100001335144,14,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.41342306137085,25,0
"248",1.96000003814697,11,38,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.672944486141205,1444,9
"249",4.28999996185303,12,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1.45628666877747,9,0
"250",3,10,47,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1.0986123085022,2209,0
"251",6.44999980926514,12,7,6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.86408007144928,49,36
"252",5.19999980926514,6,47,13,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1.64865863323212,2209,169
"253",4.5,13,23,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.50407743453979,529,4
"254",3.88000011444092,12,12,3,0,0,1,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1.35583519935608,144,9
"255",3.45000004768372,10,11,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,1.23837423324585,121,0
"256",10.9099998474121,12,25,23,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2.38967967033386,625,529
"257",4.09999990463257,14,6,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.41098690032959,36,0
"258",3,13,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.0986123085022,9,1
"259",5.90000009536743,12,14,7,1,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1.77495241165161,196,49
"260",18,18,13,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2.89037179946899,169,0
"261",4,12,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.3862943649292,81,0
"262",3,12,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0986123085022,1,0
"263",3.54999995231628,12,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26694762706757,36,0
"264",3,12,11,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0986123085022,121,1
"265",8.75,12,47,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16905379295349,2209,1936
"266",2.90000009536743,8,49,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.06471073627472,2401,36
"267",6.26000022888184,13,37,17,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.83418023586273,1369,289
"268",3.5,13,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.25276291370392,4,0
"269",4.59999990463257,14,7,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1.52605628967285,49,0
"270",6,12,22,8,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1.7917594909668,484,64
"271",2.89000010490417,10,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0612565279007,64,0
"272",5.57999992370605,16,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.71918880939484,1,1
"273",4,12,43,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3862943649292,1849,36
"274",6,16,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.7917594909668,4,4
"275",4.5,12,2,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1.50407743453979,4,1
"276",2.92000007629395,14,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.07158362865448,1,9
"277",4.32999992370605,18,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.46556746959686,1,0
"278",18.8899993896484,17,26,20,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,2.93863272666931,676,400
"279",4.28000020980835,13,1,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1.45395302772522,1,1
"280",4.57000017166138,14,37,7,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.51951324939728,1369,49
"281",6.25,15,12,4,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1.83258152008057,144,16
"282",2.95000004768372,14,41,23,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.08180522918701,1681,529
"283",8.75,12,24,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.16905379295349,576,1
"284",8.5,8,38,26,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.14006614685059,1444,676
"285",3.75,12,18,0,0,1,1,4,1,1,0,0,0,0,0,0,0,1,0,1,0,1.32175588607788,324,0
"286",3.15000009536743,12,26,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.14740252494812,676,1
"287",5,8,45,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.60943794250488,2025,4
"288",6.46000003814697,12,27,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1.86562931537628,729,0
"289",2,9,2,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0.6931471824646,4,0
"290",4.78999996185303,12,41,8,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.56653034687042,1681,64
"291",5.78000020980835,16,11,4,0,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1.7544037103653,121,16
"292",3.1800000667572,12,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.15688121318817,25,0
"293",4.67999982833862,16,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.54329812526703,9,1
"294",4.09999990463257,12,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.41098690032959,9,4
"295",2.91000008583069,12,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.06815314292908,16,0
"296",6,13,21,13,0,0,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1.7917594909668,441,169
"297",3.59999990463257,10,34,26,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.28093385696411,1156,676
"298",3.95000004768372,6,49,6,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1.37371563911438,2401,36
"299",7,12,6,5,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.94591009616852,36,25
"300",3,12,26,9,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1.0986123085022,676,81
"301",6.07999992370605,16,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.80500471591949,81,0
"302",8.63000011444092,12,23,9,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2.15524458885193,529,81
"303",3,8,33,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0986123085022,1089,4
"304",3.75,12,5,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1.32175588607788,25,4
"305",2.90000009536743,6,49,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.06471073627472,2401,49
"306",3,4,48,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0986123085022,2304,0
"307",6.25,11,35,31,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.83258152008057,1225,961
"308",3.5,11,23,2,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.25276291370392,529,4
"309",3,7,26,1,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,1.0986123085022,676,1
"310",3.24000000953674,12,16,0,0,1,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1.17557334899902,256,0
"311",8.02000045776367,18,23,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,2.08193850517273,529,9
"312",3.32999992370605,12,36,8,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1.20297229290009,1296,64
"313",5.25,16,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1.65822803974152,16,0
"314",6.25,12,10,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1.83258152008057,100,0
"315",3.5,14,18,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1.25276291370392,324,4
"316",2.95000004768372,12,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1.08180522918701,9,1
"317",3,10,7,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1.0986123085022,49,0
"318",4.69000005722046,10,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.54543256759644,49,49
"319",3.73000001907349,9,33,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.31640827655792,1089,4
"320",4,10,34,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3862943649292,1156,144
"321",4,12,8,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1.3862943649292,64,0
"322",2.90000009536743,12,17,1,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1.06471073627472,289,1
"323",3.04999995231628,12,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1.11514163017273,4,0
"324",5.05000019073486,10,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.6193882226944,25,0
"325",13.9499998092651,16,41,16,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.63547945022583,1681,256
"326",18.1599998474121,16,35,28,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,2.89922142028809,1225,784
"327",6.25,16,11,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1.83258152008057,121,16
"328",5.25,12,4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1.65822803974152,16,0
"329",4.78999996185303,12,12,3,0,1,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,1.56653034687042,144,9
"330",3.34999990463257,7,35,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.20896029472351,1225,0
"331",3,8,33,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0986123085022,1089,0
"332",8.43000030517578,16,8,6,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2.13179683685303,64,36
"333",5.69999980926514,16,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.74046611785889,4,0
"334",11.9799995422363,18,8,10,0,0,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,2.48323845863342,64,100
"335",3.5,13,29,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.25276291370392,841,1
"336",4.23999977111816,10,14,5,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.44456326961517,196,25
"337",7,16,26,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1.94591009616852,676,9
"338",6,14,11,3,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1.7917594909668,121,9
"339",12.2200002670288,16,10,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2.50307393074036,100,4
"340",4.5,12,13,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.50407743453979,169,0
"341",3,9,23,20,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0986123085022,529,400
"342",2.90000009536743,11,1,2,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1.06471073627472,1,4
"343",15,11,35,31,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.70805025100708,1225,961
"344",4,12,5,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.3862943649292,25,4
"345",5.25,11,13,11,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.65822803974152,169,121
"346",4,12,22,3,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1.3862943649292,484,9
"347",3.29999995231628,12,21,9,0,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1.19392240047455,441,81
"348",5.05000019073486,12,19,0,0,1,1,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1.6193882226944,361,0
"349",3.57999992370605,12,13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.27536273002625,169,0
"350",5,14,15,5,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1.60943794250488,225,25
"351",4.57000017166138,14,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.51951324939728,9,0
"352",12.5,18,6,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2.52572870254517,36,4
"353",3.45000004768372,12,6,5,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1.23837423324585,36,25
"354",4.63000011444092,12,16,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1.53255689144135,256,1
"355",10,12,31,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.30258512496948,961,4
"356",2.92000007629395,11,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1.07158362865448,1,0
"357",4.51000022888184,12,5,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.50629723072052,25,4
"358",6.5,17,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.8718022108078,9,0
"359",7.5,16,11,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2.01490306854248,121,0
"360",3.53999996185303,13,6,7,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1.26412665843964,36,49
"361",4.19999980926514,13,11,3,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1.43508446216583,121,9
"362",3.50999999046326,12,7,2,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1.25561606884003,49,4
"363",4.5,14,5,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1.50407743453979,25,0
"364",3.34999990463257,14,5,4,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.20896029472351,25,16
"365",2.91000008583069,11,2,2,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1.06815314292908,4,4
"366",5.25,10,44,7,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.65822803974152,1936,49
"367",4.05000019073486,8,44,25,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.39871692657471,1936,625
"368",3.75,14,13,0,0,1,1,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1.32175588607788,169,0
"369",3.40000009536743,12,26,15,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1.22377550601959,676,225
"370",3,10,2,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1.0986123085022,4,1
"371",6.28999996185303,17,10,3,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1.83896100521088,100,9
"372",2.53999996185303,9,2,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0.932164072990417,4,0
"373",4.5,12,35,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1.50407743453979,1225,0
"374",3.13000011444092,12,6,5,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1.14103305339813,36,25
"375",6.3600001335144,14,8,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.85002839565277,64,1
"376",4.67999982833862,16,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1.54329812526703,1,0
"377",6.80000019073486,12,14,10,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1.91692268848419,196,100
"378",8.52999973297119,10,14,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.14358925819397,196,36
"379",4.17000007629395,0,22,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.42791604995728,484,100
"380",3.75,14,8,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1.32175588607788,64,16
"381",11.1000003814697,15,1,4,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,2.40694522857666,1,16
"382",3.25999999046326,16,15,5,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1.18172717094421,225,25
"383",9.13000011444092,12,14,12,0,0,1,3,1,0,1,0,0,1,0,0,0,0,1,0,0,2.21156573295593,196,144
"384",4.5,11,37,10,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1.50407743453979,1369,100
"385",3,11,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1.0986123085022,1,1
"386",8.75,12,4,4,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2.16905379295349,16,16
"387",4.1399998664856,13,29,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1.42069578170776,841,0
"388",2.86999988555908,12,45,8,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.05431199073792,2025,64
"389",3.34999990463257,13,22,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1.20896029472351,484,0
"390",6.07999992370605,16,42,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.80500471591949,1764,100
"391",3,15,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0986123085022,81,0
"392",4.19999980926514,16,8,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1.43508446216583,64,0
"393",5.59999990463257,15,31,15,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1.72276663780212,961,225
"394",10,12,24,24,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2.30258512496948,576,576
"395",12.5,18,16,5,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2.52572870254517,256,25
"396",3.75999999046326,6,6,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1.32441890239716,36,0
"397",3.09999990463257,6,14,0,1,1,0,5,1,0,1,0,0,0,0,1,0,0,0,1,0,1.13140213489532,196,0
"398",4.28999996185303,12,47,25,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1.45628666877747,2209,625
"399",10.9200000762939,12,34,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.39059591293335,1156,25
"400",7.5,16,6,2,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,2.01490306854248,36,4
"401",4.05000019073486,9,7,4,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.39871692657471,49,16
"402",4.65000009536743,12,27,2,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1.53686726093292,729,4
"403",5,11,24,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.60943794250488,576,25
"404",2.90000009536743,10,18,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1.06471073627472,324,0
"405",8,12,12,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0794415473938,144,9
"406",8.43000030517578,8,27,3,0,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,2.13179683685303,729,9
"407",2.92000007629395,9,49,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.07158362865448,2401,0
"408",6.25,17,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.83258152008057,16,0
"409",6.25,16,24,2,0,1,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,1.83258152008057,576,4
"410",5.1100001335144,11,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.63119947910309,9,0
"411",4,10,2,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1.3862943649292,4,0
"412",4.44000005722046,8,29,11,0,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1.49065434932709,841,121
"413",6.88000011444092,13,34,21,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.92861866950989,1156,441
"414",5.42999982833862,14,10,3,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1.69193911552429,100,9
"415",3,13,5,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1.0986123085022,25,0
"416",2.90000009536743,11,2,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1.06471073627472,4,0
"417",6.25,7,39,21,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.83258152008057,1521,441
"418",4.34000015258789,16,5,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1.46787440776825,25,4
"419",3.25,12,14,2,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1.1786550283432,196,4
"420",7.26000022888184,13,8,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.98237991333008,64,4
"421",6.34999990463257,14,10,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1.8484548330307,100,1
"422",5.63000011444092,16,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.7281094789505,4,4
"423",8.75,14,9,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.16905379295349,81,9
"424",3.20000004768372,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.16315078735352,1,0
"425",3,8,45,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986123085022,2025,1
"426",3,14,33,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.0986123085022,1089,9
"427",12.5,17,21,18,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,2.52572870254517,441,324
"428",2.88000011444092,10,2,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1.05779027938843,4,0
"429",3.34999990463257,12,9,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.20896029472351,81,1
"430",6.5,12,33,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8718022108078,1089,4
"431",10.3800001144409,18,16,2,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2.33988094329834,256,4
"432",4.5,14,10,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.50407743453979,100,0
"433",10,18,9,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2.30258512496948,81,64
"434",3.80999994277954,12,8,1,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1.33762919902802,64,1
"435",8.80000019073486,16,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.17475175857544,81,1
"436",9.42000007629395,14,23,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2.24283504486084,529,0
"437",6.32999992370605,12,23,8,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1.84530019760132,529,64
"438",4,9,22,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.3862943649292,484,324
"439",2.90000009536743,12,37,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.06471073627472,1369,0
"440",20,12,22,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.99573230743408,484,16
"441",11.25,17,28,25,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2.42036819458008,784,625
"442",3.5,12,14,0,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1.25276291370392,196,0
"443",6,15,19,4,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,1.7917594909668,361,16
"444",14.3800001144409,17,10,9,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2.66583824157715,100,81
"445",6.3600001335144,16,25,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1.85002839565277,625,0
"446",3.54999995231628,12,21,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.26694762706757,441,0
"447",3,15,32,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.0986123085022,1024,0
"448",4.5,16,21,10,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1.50407743453979,441,100
"449",6.63000011444092,12,36,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1.89160478115082,1296,0
"450",9.30000019073486,15,2,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2.23001432418823,4,4
"451",3,12,11,0,0,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1.0986123085022,121,0
"452",3.25,12,40,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1.1786550283432,1600,4
"453",1.5,12,11,1,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0.405465096235275,121,1
"454",5.90000009536743,12,9,7,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.77495241165161,81,49
