rownames,male,educ,wage,swage,exper,pexper,lwage,expersq,highgrad,college,grad,polytech,highdrop,lswage,pexpersq,mleeduc,mleeduc0
277,1,12,27750,11550,13,2,10.23099136352539,169,1,0,0,0,0,9.354440689086914,4,12,-2
278,1,16,48750,21990,13,11,10.79446029663086,169,0,1,0,0,0,9.998343467712402,121,16,2
279,1,15,43410,15750,13,2,10.678444862365723,169,0,0,0,1,0,9.664595603942871,4,15,1
280,0,12,22050,12000,13,1,10.001068115234375,169,1,0,0,0,0,9.392662048339844,1,0,0
281,0,12,22500,14250,13,16,10.021270751953125,169,1,0,0,0,0,9.564512252807617,256,0,0
282,0,15,25500,12000,13,1,10.14643383026123,169,0,0,0,1,0,9.392662048339844,1,0,0
283,0,12,29160,15000,13,4,10.280552864074707,169,1,0,0,0,0,9.615805625915527,16,0,0
284,0,8,16800,10200,13,13,9.729134559631348,169,0,0,0,0,1,9.230142593383789,169,0,0
285,1,8,29550,15750,13,25,10.293839454650879,169,0,0,0,0,1,9.664595603942871,625,8,-6
286,1,12,26700,15750,13,3,10.192419052124023,169,1,0,0,0,0,9.664595603942871,9,12,-2
287,1,18,55000,32490,13,22,10.915088653564453,169,0,0,1,0,0,10.388688087463379,484,18,4
288,1,18,62500,34980,13,13,11.042922019958496,169,0,0,1,0,0,10.462532043457031,169,18,4
289,1,15,27300,17250,13,23,10.214641571044922,169,0,0,0,1,0,9.75556755065918,529,15,1
290,0,12,24450,12000,13,25,10.104385375976562,169,1,0,0,0,0,9.392662048339844,625,0,0
291,0,16,33000,18000,13,5,10.40426254272461,169,0,1,0,0,0,9.798127174377441,25,0,0
292,0,15,37050,18000,13,1,10.520023345947266,169,0,0,0,1,0,9.798127174377441,1,0,0
293,0,12,24450,10950,13,6,10.104385375976562,169,1,0,0,0,0,9.301095008850098,36,0,0
294,1,16,47250,21240,13,8,10.763208389282227,169,0,1,0,0,0,9.963641166687012,64,16,2
295,0,12,26100,11550,13,0,10.169690132141113,169,1,0,0,0,0,9.354440689086914,0,0,0
296,0,8,15900,10200,13,7,9.674074172973633,169,0,0,0,0,1,9.230142593383789,49,0,0
297,0,12,24450,14250,13,20,10.104385375976562,169,1,0,0,0,0,9.564512252807617,400,0,0
298,1,16,103500,60000,13,26,11.547327041625977,169,0,1,0,0,0,11.002099990844727,676,16,2
299,1,12,35700,16500,13,13,10.482906341552734,169,1,0,0,0,0,9.711115837097168,169,12,-2
300,0,12,22200,16500,13,1,10.007847785949707,169,1,0,0,0,0,9.711115837097168,1,0,0
301,0,15,22950,13950,13,4,10.041072845458984,169,0,0,0,1,0,9.543234825134277,16,0,0
302,0,12,23100,12000,13,40,10.047588348388672,169,1,0,0,0,0,9.392662048339844,1600,0,0
303,0,16,56750,30000,13,3,10.9464111328125,169,0,1,0,0,0,10.308952331542969,9,0,0
304,0,12,37650,15750,13,23,10.536087989807129,169,1,0,0,0,0,9.664595603942871,529,0,0
305,0,12,27900,13500,13,6,10.236381530761719,169,1,0,0,0,0,9.510444641113281,36,0,0
306,0,8,21150,12000,13,28,9.959395408630371,169,0,0,0,0,1,9.392662048339844,784,0,0
307,1,12,31200,15750,13,27,10.348173141479492,169,1,0,0,0,0,9.664595603942871,729,12,-2
308,0,12,20550,11250,13,27,9.93061637878418,169,1,0,0,0,0,9.328123092651367,729,0,0
309,1,15,25950,17250,13,14,10.16392707824707,169,0,0,0,1,0,9.75556755065918,196,15,1
310,1,15,28350,15000,13,8,10.252382278442383,169,0,0,0,1,0,9.615805625915527,64,15,1
311,0,8,17700,10200,13,32,9.781319618225098,169,0,0,0,0,1,9.230142593383789,1024,0,0
312,0,15,23550,13500,13,9,10.06688117980957,169,0,0,0,1,0,9.510444641113281,81,0,0
313,0,12,19950,10200,13,10,9.900984764099121,169,1,0,0,0,0,9.230142593383789,100,0,0
314,0,12,29400,15300,13,5,10.288749694824219,169,1,0,0,0,0,9.635607719421387,25,0,0
315,0,12,28800,13950,13,3,10.2681303024292,169,1,0,0,0,0,9.543234825134277,9,0,0
316,1,16,35700,18000,13,24,10.482906341552734,169,0,1,0,0,0,9.798127174377441,576,16,2
317,0,12,17400,10200,13,20,9.764225959777832,169,1,0,0,0,0,9.230142593383789,400,0,0
318,0,8,21450,10200,13,34,9.973480224609375,169,0,0,0,0,1,9.230142593383789,1156,0,0
319,0,12,24750,12000,13,12,10.116580963134766,169,1,0,0,0,0,9.392662048339844,144,0,0
320,0,12,26100,13500,13,29,10.169690132141113,169,1,0,0,0,0,9.510444641113281,841,0,0
321,1,14,28050,15000,12,3,10.241744041442871,144,0,0,0,1,0,9.615805625915527,9,14,0
322,0,16,36600,18000,12,2,10.507803916931152,144,0,1,0,0,0,9.798127174377441,4,0,0
323,0,16,58125,18000,12,2,10.970351219177246,144,0,1,0,0,0,9.798127174377441,4,0,0
324,1,12,22500,16500,12,38,10.021270751953125,144,1,0,0,0,0,9.711115837097168,1444,12,-2
325,1,15,29400,15750,12,3,10.288749694824219,144,0,0,0,1,0,9.664595603942871,9,15,1
326,1,12,27450,14700,12,7,10.220121383666992,144,1,0,0,0,0,9.595602989196777,49,12,-2
327,1,15,29850,15750,12,8,10.303939819335938,144,0,0,0,1,0,9.664595603942871,64,15,1
328,1,15,25350,15750,12,10,10.140534400939941,144,0,0,0,1,0,9.664595603942871,100,15,1
329,0,8,19650,13050,12,18,9.885832786560059,144,0,0,0,0,1,9.476543426513672,324,0,0
330,0,12,21000,13500,12,14,9.952278137207031,144,1,0,0,0,0,9.510444641113281,196,0,0
331,1,17,27000,18000,12,33,10.203592300415039,144,0,0,1,0,0,9.798127174377441,1089,17,3
332,1,12,24000,15750,12,21,10.085808753967285,144,1,0,0,0,0,9.664595603942871,441,12,-2
333,1,17,78500,28740,12,12,11.270853996276855,144,0,0,1,0,0,10.266045570373535,144,17,3
334,0,12,20850,13050,12,22,9.945109367370605,144,1,0,0,0,0,9.476543426513672,484,0,0
335,1,8,28500,15750,12,30,10.257658958435059,144,0,0,0,0,1,9.664595603942871,900,8,-6
336,1,19,65000,31980,12,13,11.08214282989502,144,0,0,1,0,0,10.372865676879883,169,19,5
337,1,14,30150,16500,12,19,10.313940048217773,144,0,0,0,1,0,9.711115837097168,361,14,0
338,1,19,66875,32490,12,14,11.110580444335938,144,0,0,1,0,0,10.388688087463379,196,19,5
339,0,15,24150,13500,12,1,10.092040061950684,144,0,0,0,1,0,9.510444641113281,1,0,0
340,0,12,24450,12450,12,2,10.104385375976562,144,1,0,0,0,0,9.429475784301758,4,0,0
341,0,12,21600,12000,12,0,9.980448722839355,144,1,0,0,0,0,9.392662048339844,0,0,0
342,0,12,27900,12450,12,0,10.236381530761719,144,1,0,0,0,0,9.429475784301758,0,0,0
343,0,8,29100,12450,12,3,10.278493881225586,144,0,0,0,0,1,9.429475784301758,9,0,0
344,0,12,22650,11250,12,0,10.027915000915527,144,1,0,0,0,0,9.328123092651367,0,0,0
345,0,12,20850,11250,12,0,9.945109367370605,144,1,0,0,0,0,9.328123092651367,0,0,0
346,0,12,22950,12300,12,1,10.041072845458984,144,1,0,0,0,0,9.417354583740234,1,0,0
347,0,12,30600,12450,12,1,10.328755378723145,144,1,0,0,0,0,9.429475784301758,1,0,0
348,0,12,20400,11250,12,0,9.923290252685547,144,1,0,0,0,0,9.328123092651367,0,0,0
349,0,12,23850,12750,12,3,10.07953929901123,144,1,0,0,0,0,9.453286170959473,9,0,0
350,0,12,22800,11250,12,0,10.034515380859375,144,1,0,0,0,0,9.328123092651367,0,0,0
351,0,12,20700,11250,12,0,9.937889099121094,144,1,0,0,0,0,9.328123092651367,0,0,0
352,0,12,21300,11250,12,1,9.966462135314941,144,1,0,0,0,0,9.328123092651367,1,0,0
353,0,12,24300,15000,12,21,10.098231315612793,144,1,0,0,0,0,9.615805625915527,441,0,0
354,0,12,19650,13950,12,23,9.885832786560059,144,1,0,0,0,0,9.543234825134277,529,0,0
355,1,17,60000,32490,12,3,11.002099990844727,144,0,0,1,0,0,10.388688087463379,9,17,3
356,1,15,30300,15750,12,10,10.318902969360352,144,0,0,0,1,0,9.664595603942871,100,15,1
357,1,19,61250,33000,12,2,11.022719383239746,144,0,0,1,0,0,10.40426254272461,4,19,5
358,1,19,36000,19500,12,4,10.491273880004883,144,0,0,1,0,0,9.878170013427734,16,19,5
359,0,12,16200,10200,12,31,9.692766189575195,144,1,0,0,0,0,9.230142593383789,961,0,0
360,0,12,22800,11250,12,0,10.034515380859375,144,1,0,0,0,0,9.328123092651367,0,0,0
361,0,16,43500,19500,12,2,10.680516242980957,144,0,1,0,0,0,9.878170013427734,4,0,0
362,1,8,30300,15750,12,27,10.318902969360352,144,0,0,0,0,1,9.664595603942871,729,8,-6
363,1,15,31950,15750,12,12,10.371927261352539,144,0,0,0,1,0,9.664595603942871,144,15,1
364,1,15,35250,13500,12,1,10.470220565795898,144,0,0,0,1,0,9.510444641113281,1,15,1
365,1,15,37800,15000,12,6,10.540064811706543,144,0,0,0,1,0,9.615805625915527,36,15,1
366,1,15,31200,15750,12,8,10.348173141479492,144,0,0,0,1,0,9.664595603942871,64,15,1
367,1,15,29400,16500,12,12,10.288749694824219,144,0,0,0,1,0,9.711115837097168,144,15,1
368,1,19,70000,35040,12,13,11.156250953674316,144,0,0,1,0,0,10.464245796203613,169,19,5
369,1,15,33900,15750,12,17,10.431170463562012,144,0,0,0,1,0,9.664595603942871,289,15,1
370,1,15,27150,16500,12,14,10.209132194519043,144,0,0,0,1,0,9.711115837097168,196,15,1
371,0,12,22200,13800,12,34,10.007847785949707,144,1,0,0,0,0,9.532423973083496,1156,0,0
372,0,15,31350,11100,12,8,10.3529691696167,144,0,0,0,1,0,9.31470012664795,64,0,0
373,0,12,20850,13500,12,31,9.945109367370605,144,1,0,0,0,0,9.510444641113281,961,0,0
374,1,16,33300,17490,12,21,10.413312911987305,144,0,1,0,0,0,9.769384384155273,441,16,2
375,1,8,26250,16050,12,17,10.175421714782715,144,0,0,0,0,1,9.683464050292969,289,8,-6
376,1,15,31950,15750,12,10,10.371927261352539,144,0,0,0,1,0,9.664595603942871,100,15,1
377,1,19,66250,34980,12,17,11.101190567016602,144,0,0,1,0,0,10.462532043457031,289,19,5
378,1,18,86250,45000,11,9,11.365005493164062,121,0,0,1,0,0,10.714417457580566,81,18,4
379,1,12,30750,15000,11,10,10.33364486694336,121,1,0,0,0,0,9.615805625915527,100,12,-2
380,1,12,33540,15750,11,8,10.420494079589844,121,1,0,0,0,0,9.664595603942871,64,12,-2
381,1,16,34950,20250,11,10,10.461673736572266,121,0,1,0,0,0,9.915909767150879,100,16,2
382,1,15,40350,16500,11,14,10.6053466796875,121,0,0,0,1,0,9.711115837097168,196,15,1
383,1,12,30270,15750,11,14,10.317912101745605,121,1,0,0,0,0,9.664595603942871,196,12,-2
384,1,15,32400,15000,11,11,10.385913848876953,121,0,0,0,1,0,9.615805625915527,121,15,1
385,0,12,20400,11250,11,0,9.923290252685547,121,1,0,0,0,0,9.328123092651367,0,0,0
386,0,8,24150,12750,11,17,10.092040061950684,121,0,0,0,0,1,9.453286170959473,289,0,0
387,0,15,23850,13500,11,21,10.07953929901123,121,0,0,0,1,0,9.510444641113281,441,0,0
388,0,12,29700,13500,11,5,10.29890251159668,121,1,0,0,0,0,9.510444641113281,25,0,0
389,0,12,24450,15750,11,15,10.104385375976562,121,1,0,0,0,0,9.664595603942871,225,0,0
390,1,15,28050,16500,11,15,10.241744041442871,121,0,0,0,1,0,9.711115837097168,225,15,1
391,1,16,100000,44100,11,22,11.512925148010254,121,0,1,0,0,0,10.694214820861816,484,16,2
392,1,15,49000,20550,11,15,10.799575805664062,121,0,0,0,1,0,9.93061637878418,225,15,1
393,0,12,16350,10200,11,28,9.701983451843262,121,1,0,0,0,0,9.230142593383789,784,0,0
394,1,16,70000,21750,11,3,11.156250953674316,121,0,1,0,0,0,9.9873685836792,9,16,2
395,1,19,55000,34980,11,22,10.915088653564453,121,0,0,1,0,0,10.462532043457031,484,19,5
396,1,15,28500,14250,11,3,10.257658958435059,121,0,0,0,1,0,9.564512252807617,9,15,1
397,1,12,28800,18000,11,37,10.2681303024292,121,1,0,0,0,0,9.798127174377441,1369,12,-2
398,1,19,90625,31250,11,3,11.414484977722168,121,0,0,1,0,0,10.349774360656738,9,19,5
399,1,16,43650,19500,11,3,10.683959007263184,121,0,1,0,0,0,9.878170013427734,9,16,2
400,1,19,75000,42510,11,9,11.22524356842041,121,0,0,1,0,0,10.65749454498291,81,19,5
401,1,15,31650,14250,11,2,10.362493515014648,121,0,0,0,1,0,9.564512252807617,4,15,1
402,1,19,61875,28740,11,5,11.03287124633789,121,0,0,1,0,0,10.266045570373535,25,19,5
403,0,12,21750,11250,11,0,9.9873685836792,121,1,0,0,0,0,9.328123092651367,0,0,0
