rownames,marr,wage,exper,age,coll,games,minutes,guard,forward,center,points,rebounds,assists,draft,allstar,avgmin,lwage,black,children,expersq,agesq,marrblck
184,1,1300,6,29,4,79,1441,0,1,0,5.599999904632568,4,0.5,21,0,18.240510940551758,7.170119762420654,1,0,36,841,1
185,1,1578,11,32,3,68,2334,1,0,0,19.200000762939453,6.5,4.900000095367432,14,1,34.32352828979492,7.3639140129089355,0,1,121,1024,0
186,0,790,7,29,4,6,86,0,0,1,2.299999952316284,4,0.800000011920929,75,0,14.333330154418945,6.672032833099365,1,0,49,841,0
187,1,2429,6,29,4,77,2112,0,1,0,10.399999618530273,4.599999904632568,1.399999976158142,12,0,27.428569793701172,7.7952351570129395,1,1,36,841,1
188,0,2940,10,32,4,78,1276,0,1,0,6.5,4.199999809265137,1,46,0,16.358970642089844,7.9861650466918945,1,0,100,1024,0
189,0,942.0001220703125,2,23,3,65,820,0,1,0,6.699999809265137,1.7000000476837158,0.5,18,0,12.615389823913574,6.8480048179626465,1,0,4,529,0
190,1,2500,9,31,4,77,2074,1,0,0,13.100000381469727,2.799999952316284,5.199999809265137,24,0,26.935060501098633,7.8240461349487305,1,1,81,961,1
191,0,2336,5,28,4,82,2853,0,1,0,20.100000381469727,6.699999809265137,1.899999976158142,36,1,34.79267883300781,7.756196022033691,1,0,25,784,0
192,0,650,1,24,3,58,673,1,0,0,4.800000190734863,1.2999999523162842,1.2000000476837158,21,0,11.603449821472168,6.476973056793213,1,0,1,576,0
193,0,1560,6,28,3,82,2889,1,0,0,17.200000762939453,4.5,9.199999809265137,19,0,35.23170852661133,7.35244083404541,1,0,36,784,0
194,1,2500,13,34,3,81,2636,0,1,0,9.699999809265137,10.399999618530273,1,10,0,32.543209075927734,7.8240461349487305,1,0,169,1156,1
195,1,1850,10,35,4,71,2094,0,1,0,13.199999809265137,5.699999809265137,3.0999999046325684,57,0,29.49295997619629,7.5229411125183105,0,0,100,1225,0
196,1,550,3,26,4,61,1041,1,0,0,4.5,1.7999999523162842,2.200000047683716,31,0,17.065570831298828,6.30991792678833,1,1,9,676,1
197,1,1260,4,26,4,41,674,0,0,1,4.400000095367432,4.5,0.30000001192092896,18,0,16.43902015686035,7.138866901397705,1,1,16,676,1
198,0,1616,1,23,4,19,499,1,0,0,7.099999904632568,1.7999999523162842,6.099999904632568,7,0,26.263160705566406,7.387709140777588,0,0,1,529,0
199,0,150,1,24,4,55,667,0,0,1,3.200000047683716,3.0999999046325684,0.4000000059604645,52,0,12.127269744873047,5.010634899139404,0,1,1,576,0
200,0,850,7,29,3,68,2402,0,1,0,11.600000381469727,11.899999618530273,0.6000000238418579,8,0,35.32352828979492,6.745235919952393,1,1,49,841,0
201,1,2500,6,29,4,78,2897,1,0,0,23.399999618530273,3.700000047683716,4,5,1,37.141029357910156,7.8240461349487305,1,0,36,841,1
202,0,1743,4,25,4,75,2702,0,1,0,15.100000381469727,7.5,4.099999904632568,7,0,36.026668548583984,7.463363170623779,1,0,16,625,0
203,0,939.9998779296875,3,25,4,66,877,1,0,0,4.400000095367432,1.2999999523162842,1.7999999523162842,19,0,13.287879943847656,6.845880031585693,1,1,9,625,0
204,0,1462,9,31,4,79,2567,1,0,0,12.699999809265137,2.799999952316284,6.699999809265137,87,0,32.49367141723633,7.287559986114502,1,0,81,961,0
205,0,1658,2,24,4,57,1356,0,1,0,11.199999809265137,4.099999904632568,2.299999952316284,7,0,23.789470672607422,7.413366794586182,1,0,4,576,0
206,0,200,2,26,4,57,1221,0,1,0,8,4.699999809265137,1.2000000476837158,36,0,21.421049118041992,5.298316955566406,0,0,4,676,0
207,0,2075,6,27,4,80,2488,1,0,0,11.899999618530273,3,4.300000190734863,10,0,31.100000381469727,7.637715816497803,1,1,36,729,0
208,0,2407,12,33,3,59,1133,0,1,0,7.300000190734863,5,0.800000011920929,2,0,19.20339012145996,7.786137104034424,1,1,144,1089,0
209,1,1195,4,28,4,77,1949,1,0,0,10,2.0999999046325684,4.199999809265137,29,0,25.311689376831055,7.085900783538818,0,0,16,784,0
210,1,1807,5,24,4,73,2409,0,1,0,12.100000381469727,3.5999999046325684,2.700000047683716,3,0,33,7.499423027038574,1,0,25,576,1
211,1,150,5,30,4,28,94,0,0,1,2.0999999046325684,0.8999999761581421,0.20000000298023224,79,0,3.357142925262451,5.010634899139404,0,1,25,900,0
212,1,2156,8,30,4,77,2029,0,1,0,11.600000381469727,3.299999952316284,2.4000000953674316,4,0,26.350650787353516,7.6760101318359375,1,1,64,900,1
213,1,1818,5,26,3,70,1344,0,1,0,9,3.0999999046325684,1,5,0,19.200000762939453,7.505492210388184,1,1,25,676,1
214,1,5740,5,29,4,80,3241,0,0,1,29.799999237060547,10.699999809265137,4.800000190734863,1,1,40.51250076293945,8.655214309692383,1,1,25,841,1
215,0,2450,8,33,4,79,2989,0,1,0,4.699999809265137,17.299999237060547,2.299999952316284,27,0,37.83544158935547,7.803843021392822,1,1,64,1089,0
216,0,150,1,23,4,40,339,1,0,0,1.7999999523162842,0.699999988079071,1.2999999523162842,47,0,8.475000381469727,5.010634899139404,1,0,1,529,0
217,0,525,6,29,3,80,1690,1,0,0,9.100000381469727,2.4000000953674316,2.4000000953674316,39,0,21.125,6.263398170471191,1,0,36,841,0
218,0,2000,5,26,4,79,2435,1,0,0,14.100000381469727,3.4000000953674316,3.5,5,0,30.82278060913086,7.600903034210205,1,0,25,676,0
219,0,600,3,25,4,71,866,0,1,0,2.799999952316284,2.700000047683716,0.4000000059604645,27,0,12.197179794311523,6.39693021774292,1,0,9,625,0
220,0,617,2,27,4,45,280,0,0,1,2.5999999046325684,2.5999999046325684,0.20000000298023224,23,0,6.222221851348877,6.424869060516357,1,0,4,729,0
221,0,800,6,25,2,79,2597,0,1,0,18.100000381469727,10.800000190734863,2.5999999046325684,17,1,32.87342071533203,6.684611797332764,1,0,36,625,0
222,1,150,2,25,4,15,86,0,1,0,3.700000047683716,1,0.6000000238418579,45,0,5.733333110809326,5.010634899139404,1,0,4,625,1
223,0,700,4,25,4,27,78,0,0,1,1.5,0.800000011920929,0.30000001192092896,14,0,2.8888890743255615,6.551080226898193,0,0,16,625,0
224,1,890,9,30,4,73,1887,1,0,0,6,3.9000000953674316,5.300000190734863,30,0,25.849319458007812,6.791222095489502,1,1,81,900,1
225,0,2383,5,26,4,81,2881,1,0,0,16.5,3.299999952316284,6,2,1,35.567901611328125,7.7761149406433105,1,1,25,676,0
226,0,3587,11,33,4,81,2170,0,1,0,12.300000190734863,4.5,1.399999976158142,4,0,26.790119171142578,8.18507194519043,1,0,121,1089,0
227,0,170,5,27,4,35,152,0,0,1,2.0999999046325684,0.699999988079071,0.20000000298023224,39,0,4.3428568840026855,5.13579797744751,0,0,25,729,0
228,1,1151,10,31,4,81,2728,0,1,0,15,5.599999904632568,3.4000000953674316,8,0,33.67900848388672,7.048387050628662,0,1,100,961,0
229,1,810.0001220703125,3,26,4,55,1070,0,1,0,6.5,4.699999809265137,0.4000000059604645,,0,19.45454978942871,6.697033882141113,1,1,9,676,1
230,1,150,2,25,4,56,559,1,0,0,3.0999999046325684,1.100000023841858,0.5,,0,9.982142448425293,5.010634899139404,1,0,4,625,1
231,0,200,2,25,4,45,313,1,0,0,2.9000000953674316,0.6000000238418579,1.7000000476837158,,0,6.955554962158203,5.298316955566406,0,0,4,625,0
232,1,1771,8,31,4,80,2820,1,0,0,15.899999618530273,5.199999809265137,3.9000000953674316,46,0,35.25,7.479300022125244,0,1,64,961,0
233,1,1800,10,32,4,75,1619,1,0,0,7.5,1.7000000476837158,2.9000000953674316,13,0,21.586669921875,7.495542049407959,1,1,100,1024,1
234,0,1200,2,24,4,63,763,0,1,0,4.300000190734863,3.200000047683716,0.5,10,0,12.111109733581543,7.090076923370361,0,0,4,576,0
235,1,3081,9,31,3,82,3329,0,1,0,25.200000762939453,11.5,4,13,1,40.59756088256836,8.03300952911377,1,1,81,961,1
236,1,150,1,24,4,67,1121,0,1,0,5,2.700000047683716,0.800000011920929,45,0,16.731340408325195,5.010634899139404,1,0,1,576,1
237,0,1581,4,26,4,79,2210,0,0,1,8.600000381469727,8.300000190734863,0.5,6,0,27.974679946899414,7.3658127784729,1,0,16,676,0
238,1,2400,10,32,4,82,2969,1,0,0,15.100000381469727,3,12.600000381469727,16,1,36.20732116699219,7.783224105834961,0,1,100,1024,0
239,0,650,1,23,3,15,92,0,0,1,1.2999999523162842,0.699999988079071,0,18,0,6.133333206176758,6.476973056793213,1,0,1,529,0
240,0,150,1,24,4,75,1321,1,0,0,6.900000095367432,3,1,,0,17.613330841064453,5.010634899139404,1,0,1,576,0
241,1,2004,6,27,4,60,2025,1,0,0,18.200000762939453,2.4000000953674316,3.0999999046325684,8,0,33.75,7.602900981903076,0,1,36,729,0
242,0,2000,1,23,4,65,1604,1,0,0,12,2.9000000953674316,1.899999976158142,6,0,24.67691993713379,7.600903034210205,1,0,1,529,0
243,0,2312,8,30,4,69,1485,0,0,1,6.599999904632568,4.699999809265137,0.800000011920929,33,0,21.521739959716797,7.74586820602417,1,0,64,900,0
244,1,1650,2,25,4,78,2795,0,1,0,17.100000381469727,9.300000190734863,3.5,6,0,35.83332824707031,7.408531188964844,0,0,4,625,0
245,0,601,2,24,4,75,2487,0,1,0,18.200000762939453,6,2.0999999046325684,19,0,33.15999984741211,6.398594856262207,0,0,4,576,0
246,0,500,1,23,0,54,650,0,0,1,5.599999904632568,3.5999999046325684,0.30000001192092896,30,0,12.037039756774902,6.214608192443848,0,0,1,529,0
247,1,500,2,25,4,61,749,1,0,0,3.5999999046325684,1.100000023841858,1.5,40,0,12.278690338134766,6.214608192443848,1,0,4,625,1
248,1,283,2,26,4,65,1035,1,0,0,6.199999809265137,1.399999976158142,3.299999952316284,32,0,15.923080444335938,5.64544677734375,0,0,4,676,0
249,0,1722,8,30,4,82,2303,1,0,0,9.899999618530273,2.299999952316284,6.099999904632568,22,0,28.085369110107422,7.4512410163879395,0,0,64,900,0
250,1,600,3,26,4,3,35,0,1,0,4.300000190734863,2.299999952316284,0.699999988079071,,0,11.666669845581055,6.39693021774292,1,1,9,676,1
251,1,400,6,30,4,73,1397,0,1,0,4.800000190734863,4,0.5,5,0,19.13698959350586,5.991465091705322,1,0,36,900,1
252,0,1400,3,26,4,82,2605,1,0,0,14.800000190734863,4.800000190734863,2.299999952316284,9,0,31.76828956604004,7.244226932525635,1,1,9,676,0
253,1,1630,5,27,4,81,2915,1,0,0,13.800000190734863,5.199999809265137,9.699999809265137,12,0,35.9876594543457,7.396335124969482,1,1,25,729,1
254,1,1400,9,31,4,82,2149,0,1,0,8,4.699999809265137,1.5,35,0,26.207319259643555,7.244226932525635,1,1,81,961,1
255,0,650,1,23,4,16,107,0,1,0,2.700000047683716,1.100000023841858,0.5,15,0,6.6875,6.476973056793213,1,1,1,529,0
256,1,1200,11,33,4,82,2147,1,0,0,10,3.4000000953674316,3.299999952316284,48,0,26.18292999267578,7.090076923370361,0,1,121,1089,0
257,0,1228,6,28,4,82,1608,0,0,1,6.099999904632568,3.799999952316284,0.699999988079071,28,0,19.609760284423828,7.113142013549805,1,1,36,784,0
258,0,1510,7,30,3,82,2539,0,1,0,11.899999618530273,6.099999904632568,2.700000047683716,19,0,30.963420867919922,7.3198652267456055,1,0,49,900,0
259,0,2625,10,31,4,80,2867,0,1,0,19.100000381469727,12,1.899999976158142,11,0,35.837501525878906,7.872836112976074,1,0,100,961,0
260,1,565,1,26,4,81,1732,0,1,0,7.699999809265137,6.199999809265137,0.6000000238418579,45,0,21.382720947265625,6.336825847625732,1,0,1,676,1
261,0,688,3,25,4,66,2292,0,1,0,11.699999809265137,10.899999618530273,0.699999988079071,13,0,34.72726821899414,6.533789157867432,1,0,9,625,0
262,1,833,1,24,4,27,186,0,1,0,2,2,0.30000001192092896,14,0,6.888888835906982,6.725034236907959,0,0,1,576,0
263,1,2000,7,28,4,79,2711,1,0,0,10.899999618530273,4.400000095367432,8.600000381469727,18,0,34.31645965576172,7.600903034210205,1,1,49,784,1
264,0,1262,7,28,3,76,2613,0,1,0,12,5.300000190734863,4.300000190734863,9,0,34.3815803527832,7.140452861785889,1,0,49,784,0
265,1,3210,7,29,4,79,2638,1,0,0,19.899999618530273,2.700000047683716,3.0999999046325684,11,1,33.39241027832031,8.074026107788086,1,0,49,841,1
266,1,715.0001220703125,5,31,4,75,1084,0,1,0,4.800000190734863,2.5,0.800000011920929,54,0,14.453330039978027,6.572282791137695,1,1,25,961,1
267,1,600,11,33,3,67,1197,1,0,0,10.399999618530273,1.600000023841858,2,4,0,17.86566925048828,6.39693021774292,1,1,121,1089,1
268,0,2500,6,28,4,78,2113,0,0,1,15.699999809265137,6.199999809265137,1.7999999523162842,2,0,27.089740753173828,7.8240461349487305,0,0,36,784,0
269,0,2000,12,33,3,30,282,0,1,0,2.299999952316284,2.5,0.5,5,0,9.399999618530273,7.600903034210205,1,0,144,1089,0
