"","attend","termGPA","priGPA","ACT","final","atndrte","hwrte","frosh","soph","missed","stndfnl"
"311",23,3.40000009536743,2.34999990463257,21,27,71.875,100,0,0,9,0.262605041265488
"312",31,3.46000003814697,2.38000011444092,23,30,96.875,100,0,1,1,0.892857134342194
"313",32,3.33999991416931,3.14000010490417,25,27,100,100,0,1,0,0.262605041265488
"314",29,2.4300000667572,2.48000001907349,22,22,90.625,75,0,1,3,-0.787815153598785
"315",29,2.71000003814697,2.51999998092651,21,22,90.625,62.5,1,0,3,-0.787815153598785
"316",31,2.10999989509583,2.75999999046326,24,26,96.875,100,0,1,1,0.0525210089981556
"317",29,4,3.70000004768372,24,39,90.625,100,0,0,3,2.78361344337463
"318",24,2.09999990463257,2.07999992370605,22,30,75,100,0,1,8,0.892857134342194
"319",17,2.38000011444092,2.39000010490417,22,24,53.125,62.5,0,1,15,-0.367647051811218
"320",29,2.11999988555908,2.46000003814697,21,18,90.625,100,0,1,3,-1.62815129756927
"321",31,4,3.70000004768372,25,35,96.875,100,0,1,1,1.94327735900879
"322",27,3.03999996185303,1.99000000953674,25,26,84.375,100,0,1,5,0.0525210089981556
"323",20,1.11000001430511,2.57999992370605,25,28,62.5,87.5,0,1,12,0.472689062356949
"324",31,3.13000011444092,2.67000007629395,21,30,96.875,100,0,1,1,0.892857134342194
"325",27,3,1.9099999666214,23,29,84.375,100,1,0,5,0.682773113250732
"326",17,1.79999995231628,1.96000003814697,24,25,53.125,NA,0,1,15,-0.157563030719757
"327",17,1.67999994754791,2.15000009536743,20,24,53.125,87.5,0,1,15,-0.367647051811218
"328",29,3,2.94000005722046,22,24,90.625,100,1,0,3,-0.367647051811218
"329",27,2.25,2.10999989509583,15,25,84.375,87.5,0,1,5,-0.157563030719757
"330",31,3.25,3.5,25,30,96.875,100,0,1,1,0.892857134342194
"331",12,1.13999998569489,1.8400000333786,22,17,37.5,37.5,0,1,20,-1.83823525905609
"332",27,2.97000002861023,3.09999990463257,24,25,84.375,100,0,1,5,-0.157563030719757
"333",25,1.88999998569489,2.79999995231628,23,25,78.125,100,0,1,7,-0.157563030719757
"334",27,2.67000007629395,1.75999999046326,23,26,84.375,100,1,0,5,0.0525210089981556
"335",26,3.20000004768372,2.97000002861023,22,29,81.25,100,0,0,6,0.682773113250732
"336",27,2.5,2.36999988555908,23,23,84.375,100,1,0,5,-0.577731072902679
"337",23,1.78999996185303,1.67999994754791,21,19,71.875,100,0,1,9,-1.41806721687317
"338",25,2,2.26999998092651,17,22,78.125,87.5,0,1,7,-0.787815153598785
"339",27,3.61999988555908,3.09999990463257,28,32,84.375,87.5,0,1,5,1.31302523612976
"340",28,2.5,2.38000011444092,16,28,87.5,87.5,0,0,4,0.472689062356949
"341",32,3.04999995231628,2.83999991416931,15,24,100,100,0,1,0,-0.367647051811218
"342",28,3.64000010490417,3.69000005722046,26,31,87.5,100,0,1,4,1.10294115543365
"343",26,3.53999996185303,3.36999988555908,25,31,81.25,100,0,1,6,1.10294115543365
"344",23,2.85999989509583,2.17000007629395,23,28,71.875,75,1,0,9,0.472689062356949
"345",32,3.6800000667572,3.59999990463257,23,31,100,100,0,1,0,1.10294115543365
"346",28,3.23000001907349,3.27999997138977,26,29,87.5,100,0,1,4,0.682773113250732
"347",30,3.15000009536743,3.49000000953674,25,18,93.75,100,0,1,2,-1.62815129756927
"348",27,3.10999989509583,2.83999991416931,21,31,84.375,100,0,1,5,1.10294115543365
"349",25,2.58999991416931,2.92000007629395,24,28,78.125,62.5,0,1,7,0.472689062356949
"350",32,2.78999996185303,2.75,24,25,100,100,0,1,0,-0.157563030719757
"351",25,3.03999996185303,3.17000007629395,24,26,78.125,75,0,1,7,0.0525210089981556
"352",27,2.1800000667572,2.44000005722046,22,22,84.375,87.5,1,0,5,-0.787815153598785
"353",28,2.80999994277954,2.34999990463257,22,22,87.5,100,0,0,4,-0.787815153598785
"354",32,2.90000009536743,2.19000005722046,18,24,100,100,0,1,0,-0.367647051811218
"355",30,3.5,3.27999997138977,28,33,93.75,100,0,1,2,1.52310919761658
"356",18,2.17000007629395,2.25,25,36,56.25,87.5,0,1,14,2.15336132049561
"357",15,1.35000002384186,1.5900000333786,31,21,46.875,50,0,1,17,-0.997899174690247
"358",21,0.791999995708466,1.64999997615814,23,23,65.625,62.5,1,0,11,-0.577731072902679
"359",24,3.19000005722046,2.61999988555908,19,34,75,100,1,0,8,1.73319327831268
"360",32,3.38000011444092,3.28999996185303,23,29,100,100,0,1,0,0.682773113250732
"361",18,1.85000002384186,1.42999994754791,25,27,56.25,75,0,0,14,0.262605041265488
"362",24,2.63000011444092,3.39000010490417,24,27,75,75,0,0,8,0.262605041265488
"363",25,2.03999996185303,2.39000010490417,21,22,78.125,100,0,1,7,-0.787815153598785
"364",30,4,2.24000000953674,25,35,93.75,100,0,1,2,1.94327735900879
"365",32,3.85999989509583,3.86999988555908,31,34,100,100,0,1,0,1.73319327831268
"366",32,3.0699999332428,2.90000009536743,18,23,100,100,0,1,0,-0.577731072902679
"367",29,2.65000009536743,2.64000010490417,23,19,90.625,100,0,1,3,-1.41806721687317
"368",10,2.5,2.25,31,35,31.25,37.5,0,1,22,1.94327735900879
"369",27,3.63000011444092,2.1800000667572,23,29,84.375,100,0,0,5,0.682773113250732
"370",19,1.62999999523163,2.46000003814697,23,24,59.375,100,0,1,13,-0.367647051811218
"371",17,2.65000009536743,2.67000007629395,28,26,53.125,87.5,0,1,15,0.0525210089981556
"372",29,2.80999994277954,3.25,22,30,90.625,100,0,1,3,0.892857134342194
"373",26,2.38000011444092,2.4300000667572,23,26,81.25,100,1,0,6,0.0525210089981556
"374",16,1.64999997615814,2.23000001907349,20,22,50,50,1,0,16,-0.787815153598785
"375",18,2.67000007629395,2.63000011444092,24,24,56.25,100,1,0,14,-0.367647051811218
"376",17,1.67999994754791,1.98000001907349,22,13,53.125,75,0,1,15,-2.67857146263123
"377",6,2.30999994277954,1.79999995231628,27,28,18.75,50,0,1,26,0.472689062356949
"378",27,3,2.80999994277954,21,30,84.375,100,1,0,5,0.892857134342194
"379",24,2.64000010490417,2.26999998092651,21,22,75,100,0,1,8,-0.787815153598785
"380",26,2,2.76999998092651,22,19,81.25,100,0,0,6,-1.41806721687317
"381",15,1.62000000476837,2.07999992370605,26,19,46.875,87.5,0,1,17,-1.41806721687317
"382",28,2.69000005722046,2.5,25,28,87.5,100,1,0,4,0.472689062356949
"383",30,3.95000004768372,3.80999994277954,31,36,93.75,100,0,1,2,2.15336132049561
"384",29,1.62000000476837,2.5699999332428,21,25,90.625,62.5,0,0,3,-0.157563030719757
"385",30,2.4300000667572,1.92999994754791,20,17,93.75,100,0,0,2,-1.83823525905609
"386",28,2.5,2.50999999046326,24,28,87.5,100,0,0,4,0.472689062356949
"387",28,3.46000003814697,2,20,35,87.5,100,1,0,4,1.94327735900879
"388",32,3.08999991416931,2.58999991416931,23,33,100,100,0,0,0,1.52310919761658
"389",23,2.32999992370605,2.60999989509583,24,19,71.875,75,0,0,9,-1.41806721687317
"390",12,1.23000001907349,2.50999999046326,25,21,37.5,37.5,0,0,20,-0.997899174690247
"391",26,3.25,2.15000009536743,27,32,81.25,100,0,1,6,1.31302523612976
"392",5,1.76999998092651,1.9099999666214,27,25,15.625,50,0,1,27,-0.157563030719757
"393",30,4,3.92000007629395,29,37,93.75,100,0,1,2,2.36344528198242
"394",25,2.63000011444092,2.83999991416931,25,22,78.125,100,0,1,7,-0.787815153598785
"395",27,3.70000004768372,3.30999994277954,24,31,84.375,100,0,1,5,1.10294115543365
"396",28,1.96000003814697,2.03999996185303,21,17,87.5,87.5,0,1,4,-1.83823525905609
"397",14,1.16999995708466,1.8400000333786,19,28,43.75,50,0,0,18,0.472689062356949
"398",28,2.88000011444092,2.97000002861023,24,27,87.5,100,0,0,4,0.262605041265488
"399",28,2.32999992370605,2.35999989509583,18,22,87.5,100,0,1,4,-0.787815153598785
"400",23,2,2.15000009536743,19,17,71.875,100,0,1,9,-1.83823525905609
"401",28,2.15000009536743,2,20,23,87.5,100,0,1,4,-0.577731072902679
"402",27,1.87999999523163,1.74000000953674,15,27,84.375,87.5,1,0,5,0.262605041265488
"403",32,2.90000009536743,2.70000004768372,21,23,100,100,1,0,0,-0.577731072902679
"404",29,3.5,3.58999991416931,28,35,90.625,100,0,0,3,1.94327735900879
"405",25,2.41000008583069,2.75,21,23,78.125,100,0,0,7,-0.577731072902679
"406",29,2.38000011444092,2.74000000953674,19,25,90.625,100,0,0,3,-0.157563030719757
"407",22,3.03999996185303,2.48000001907349,16,24,68.75,100,0,0,10,-0.367647051811218
"408",31,2.41000008583069,2.48000001907349,27,25,96.875,87.5,0,1,1,-0.157563030719757
"409",29,2.45000004768372,2.44000005722046,18,23,90.625,75,0,1,3,-0.577731072902679
"410",26,3.66000008583069,2.85999989509583,27,30,81.25,87.5,0,1,6,0.892857134342194
"411",10,1.52999997138977,2.01999998092651,28,32,31.25,25,0,1,22,1.31302523612976
"412",27,1.88999998569489,1.97000002861023,21,21,84.375,100,1,0,5,-0.997899174690247
"413",23,3.70000004768372,2.8199999332428,24,34,71.875,100,0,1,9,1.73319327831268
"414",32,4,3.90000009536743,28,38,100,100,0,0,0,2.57352948188782
"415",28,2.32999992370605,2.42000007629395,19,17,87.5,87.5,1,0,4,-1.83823525905609
"416",24,2.84999990463257,2.5,25,31,75,75,0,1,8,1.10294115543365
"417",24,2,2.13000011444092,15,26,75,62.5,0,0,8,0.0525210089981556
"418",30,3.61999988555908,3.79999995231628,27,31,93.75,100,0,1,2,1.10294115543365
"419",31,2.40000009536743,3.01999998092651,23,27,96.875,100,0,1,1,0.262605041265488
"420",30,3.71000003814697,3.5,28,35,93.75,87.5,0,1,2,1.94327735900879
"421",32,3.53999996185303,3.3199999332428,23,32,100,100,0,0,0,1.31302523612976
"422",32,3.5699999332428,2.83999991416931,19,26,100,100,0,1,0,0.0525210089981556
"423",31,3.10999989509583,2.74000000953674,19,24,96.875,87.5,1,0,1,-0.367647051811218
"424",28,2.13000011444092,2.02999997138977,22,19,87.5,87.5,0,1,4,-1.41806721687317
"425",31,3.5,3.23000001907349,24,28,96.875,100,0,1,1,0.472689062356949
"426",27,3.30999994277954,2.19000005722046,27,26,84.375,100,1,0,5,0.0525210089981556
"427",23,2.25,2.24000000953674,21,24,71.875,87.5,0,1,9,-0.367647051811218
"428",25,2.38000011444092,2.15000009536743,23,28,78.125,62.5,1,0,7,0.472689062356949
"429",28,1.46000003814697,2.3199999332428,25,32,87.5,75,0,0,4,1.31302523612976
"430",28,3.03999996185303,2.94000005722046,19,27,87.5,100,0,0,4,0.262605041265488
"431",23,2.6800000667572,2.70000004768372,23,21,71.875,75,0,1,9,-0.997899174690247
"432",14,1.11000001430511,1.20000004768372,25,18,43.75,87.5,1,0,18,-1.62815129756927
"433",27,0.691999971866608,1.74000000953674,21,19,84.375,100,0,1,5,-1.41806721687317
"434",29,2.96000003814697,2.79999995231628,16,23,90.625,100,0,1,3,-0.577731072902679
"435",25,2.36999988555908,2.46000003814697,23,32,78.125,87.5,0,1,7,1.31302523612976
"436",25,2.25,2.20000004768372,19,24,78.125,100,1,0,7,-0.367647051811218
"437",27,2.25,2.59999990463257,26,31,84.375,62.5,0,1,5,1.10294115543365
"438",30,2.5,2.21000003814697,16,29,93.75,87.5,1,0,2,0.682773113250732
"439",28,2,2.17000007629395,18,21,87.5,87.5,0,0,4,-0.997899174690247
"440",26,3,2.59999990463257,23,23,81.25,87.5,0,1,6,-0.577731072902679
"441",6,2.13000011444092,2.94000005722046,28,29,18.75,37.5,0,0,26,0.682773113250732
"442",27,1.23000001907349,2.71000003814697,25,26,84.375,75,0,0,5,0.0525210089981556
"443",26,2,1.79999995231628,16,26,81.25,100,0,1,6,0.0525210089981556
"444",28,3.5,2.58999991416931,19,29,87.5,100,1,0,4,0.682773113250732
"445",17,2,2.64000010490417,24,24,53.125,75,0,1,15,-0.367647051811218
"446",24,2.3199999332428,2.09999990463257,25,30,75,87.5,1,0,8,0.892857134342194
"447",26,1.89999997615814,2.49000000953674,24,20,81.25,87.5,0,1,6,-1.20798313617706
"448",30,2.5,2.4300000667572,22,19,93.75,100,0,1,2,-1.41806721687317
"449",25,3.28999996185303,2.90000009536743,25,35,78.125,75,0,1,7,1.94327735900879
"450",29,2,2.91000008583069,23,20,90.625,75,0,0,3,-1.20798313617706
"451",29,3.41000008583069,2.98000001907349,27,35,90.625,87.5,0,1,3,1.94327735900879
"452",21,1.5,2.39000010490417,19,24,65.625,87.5,0,1,11,-0.367647051811218
"453",29,3.5,3.03999996185303,27,28,90.625,100,1,0,3,0.472689062356949
"454",19,0.566999971866608,1.74000000953674,21,23,59.375,50,1,0,13,-0.577731072902679
"455",29,3.19000005722046,3.5,25,32,90.625,87.5,0,1,3,1.31302523612976
"456",28,1.87999999523163,2.53999996185303,17,20,87.5,100,0,1,4,-1.20798313617706
"457",32,2,2.45000004768372,17,29,100,100,0,1,0,0.682773113250732
"458",26,2.61999988555908,2.98000001907349,31,22,81.25,75,1,0,6,-0.787815153598785
"459",29,2.8199999332428,1.96000003814697,22,26,90.625,87.5,1,0,3,0.0525210089981556
"460",28,3.14000010490417,2.01999998092651,20,20,87.5,100,0,1,4,-1.20798313617706
"461",32,2.84999990463257,1.9099999666214,20,27,100,100,0,1,0,0.262605041265488
"462",31,2.13000011444092,2.29999995231628,17,20,96.875,87.5,0,0,1,-1.20798313617706
"463",27,2.64000010490417,2.55999994277954,19,19,84.375,87.5,1,0,5,-1.41806721687317
"464",27,2.11999988555908,2.21000003814697,20,19,84.375,87.5,0,0,5,-1.41806721687317
"465",24,3.34999990463257,2.11999988555908,17,29,75,100,0,0,8,0.682773113250732
"466",26,2.73000001907349,3.08999991416931,25,22,81.25,100,0,1,6,-0.787815153598785
"467",31,3,1.5,20,22,96.875,100,1,0,1,-0.787815153598785
"468",20,1.75,1.98000001907349,17,22,62.5,87.5,1,0,12,-0.787815153598785
"469",28,2.88000011444092,2.8199999332428,25,21,87.5,100,0,0,4,-0.997899174690247
"470",23,3.23000001907349,3.11999988555908,28,30,71.875,87.5,0,1,9,0.892857134342194
"471",31,2.96000003814697,2.6800000667572,21,24,96.875,100,0,1,1,-0.367647051811218
"472",12,2.3199999332428,2.57999992370605,23,20,37.5,50,0,1,20,-1.20798313617706
"473",29,2.53999996185303,2.25999999046326,21,24,90.625,100,0,1,3,-0.367647051811218
"474",12,0.333000004291534,2.47000002861023,26,23,37.5,NA,0,0,20,-0.577731072902679
"475",27,1.82000005245209,2.25999999046326,18,17,84.375,100,0,1,5,-1.83823525905609
"476",31,3.33999991416931,3.21000003814697,21,28,96.875,100,0,1,1,0.472689062356949
"477",29,2.90000009536743,2.66000008583069,22,29,90.625,100,0,0,3,0.682773113250732
"478",26,2.92000007629395,3,23,25,81.25,62.5,0,1,6,-0.157563030719757
"479",29,3.16000008583069,3.25,23,26,90.625,100,0,1,3,0.0525210089981556
"480",30,3.04999995231628,2.82999992370605,21,19,93.75,100,0,0,2,-1.41806721687317
"481",22,2.53999996185303,2.83999991416931,22,33,68.75,100,0,1,10,1.52310919761658
"482",29,2.09999990463257,1.95000004768372,22,30,90.625,100,0,0,3,0.892857134342194
"483",30,3.76999998092651,3.52999997138977,25,27,93.75,100,0,0,2,0.262605041265488
"484",15,1.25,1.75,27,28,46.875,25,0,1,17,0.472689062356949
"485",29,2.65000009536743,2.26999998092651,25,17,90.625,100,0,1,3,-1.83823525905609
"486",25,2.29999995231628,2.03999996185303,19,21,78.125,100,0,1,7,-0.997899174690247
"487",29,1.07000005245209,1.32000005245209,21,16,90.625,87.5,1,0,3,-2.0483193397522
"488",25,2.55999994277954,2.71000003814697,24,24,78.125,100,0,0,7,-0.367647051811218
"489",21,2.53999996185303,1.87999999523163,22,30,65.625,62.5,1,0,11,0.892857134342194
"490",31,2.91000008583069,2.67000007629395,23,28,96.875,100,1,0,1,0.472689062356949
"491",26,3,2.92000007629395,19,24,81.25,100,0,0,6,-0.367647051811218
"492",29,2.4300000667572,1.3400000333786,18,21,90.625,100,1,0,3,-0.997899174690247
"493",31,3.21000003814697,2.6800000667572,26,32,96.875,87.5,0,1,1,1.31302523612976
"494",10,1.60000002384186,2.28999996185303,24,17,31.25,50,0,1,22,-1.83823525905609
"495",29,2.84999990463257,2.39000010490417,24,29,90.625,100,0,1,3,0.682773113250732
"496",23,3.02999997138977,3.59999990463257,29,31,71.875,100,0,1,9,1.10294115543365
"497",26,3.03999996185303,2.55999994277954,27,30,81.25,100,0,1,6,0.892857134342194
"498",27,1.69000005722046,2.60999989509583,23,20,84.375,100,0,0,5,-1.20798313617706
"499",27,1.95000004768372,2.75,24,30,84.375,75,1,0,5,0.892857134342194
"500",21,1.92999994754791,2.38000011444092,20,28,65.625,100,0,1,11,0.472689062356949
"501",18,1.80999994277954,2.75,27,27,56.25,62.5,0,1,14,0.262605041265488
"502",27,2.85999989509583,3.13000011444092,21,11,84.375,25,0,1,5,-3.09873938560486
"503",27,3.25,2.63000011444092,26,30,84.375,100,0,1,5,0.892857134342194
"504",28,2.5,2.61999988555908,20,23,87.5,87.5,0,1,4,-0.577731072902679
"505",27,2.39000010490417,2.28999996185303,17,30,84.375,75,1,0,5,0.892857134342194
"506",16,2.52999997138977,2.89000010490417,32,29,50,87.5,0,1,16,0.682773113250732
"507",23,2.65000009536743,1.25,25,29,71.875,87.5,1,0,9,0.682773113250732
"508",22,3.42000007629395,2.50999999046326,23,26,68.75,100,0,0,10,0.0525210089981556
"509",26,2.6800000667572,2.46000003814697,22,24,81.25,100,1,0,6,-0.367647051811218
"510",19,1.78999996185303,1.82000005245209,20,25,59.375,75,0,1,13,-0.157563030719757
"511",9,1.35000002384186,1.51999998092651,27,30,28.125,NA,1,0,23,0.892857134342194
"512",30,3.38000011444092,3,21,16,93.75,100,0,1,2,-2.0483193397522
"513",4,0.449999988079071,2.14000010490417,27,25,12.5,NA,0,0,28,-0.157563030719757
"514",32,3.88000011444092,3.23000001907349,22,30,100,100,0,0,0,0.892857134342194
"515",31,2.84999990463257,2.38000011444092,20,29,96.875,100,1,0,1,0.682773113250732
"516",28,2.30999994277954,1.87999999523163,20,24,87.5,87.5,1,0,4,-0.367647051811218
"517",28,2.65000009536743,2.76999998092651,23,28,87.5,100,0,1,4,0.472689062356949
"518",25,2.85999989509583,2.60999989509583,25,25,78.125,62.5,0,0,7,-0.157563030719757
"519",25,1.62999999523163,2.00999999046326,20,27,78.125,25,0,0,7,0.262605041265488
"520",32,3.0699999332428,2.89000010490417,26,31,100,100,0,0,0,1.10294115543365
"521",19,2.11999988555908,2.16000008583069,22,31,59.375,87.5,0,1,13,1.10294115543365
"522",32,4,3.80999994277954,25,36,100,100,0,1,0,2.15336132049561
"523",25,1.96000003814697,2,22,28,78.125,75,1,0,7,0.472689062356949
"524",28,1.76999998092651,1.88999998569489,19,17,87.5,87.5,1,0,4,-1.83823525905609
"525",24,2.69000005722046,2.11999988555908,23,28,75,87.5,0,1,8,0.472689062356949
"526",32,2.97000002861023,2.88000011444092,25,30,100,100,0,0,0,0.892857134342194
"527",31,3.26999998092651,3.04999995231628,22,32,96.875,87.5,0,1,1,1.31302523612976
"528",27,2.30999994277954,2.23000001907349,22,22,84.375,100,0,1,5,-0.787815153598785
"529",30,1.87999999523163,2.10999989509583,22,24,93.75,87.5,0,1,2,-0.367647051811218
"530",27,2.25,2.60999989509583,18,24,84.375,87.5,1,0,5,-0.367647051811218
"531",29,2.75,2.98000001907349,31,35,90.625,75,0,1,3,1.94327735900879
"532",26,1.78999996185303,2.73000001907349,27,24,81.25,75,1,0,6,-0.367647051811218
"533",32,3.85999989509583,3.9300000667572,24,34,100,100,0,1,0,1.73319327831268
"534",21,2.07999992370605,1.99000000953674,24,23,65.625,87.5,0,0,11,-0.577731072902679
"535",28,2.96000003814697,2.75999999046326,23,31,87.5,100,1,0,4,1.10294115543365
"536",26,2.23000001907349,1.83000004291534,18,21,81.25,100,0,1,6,-0.997899174690247
"537",25,2.46000003814697,2.57999992370605,20,21,78.125,100,0,1,7,-0.997899174690247
"538",26,1.70000004768372,2.11999988555908,28,26,81.25,87.5,1,0,6,0.0525210089981556
"539",30,3.13000011444092,2.6800000667572,23,29,93.75,100,1,0,2,0.682773113250732
"540",27,2.38000011444092,2.01999998092651,16,21,84.375,100,0,1,5,-0.997899174690247
"541",16,2.75,2.05999994277954,20,22,50,75,0,1,16,-0.787815153598785
"542",27,2.64000010490417,2.26999998092651,22,19,84.375,100,1,0,5,-1.41806721687317
"543",13,2.46000003814697,3.03999996185303,24,24,40.625,87.5,0,1,19,-0.367647051811218
"544",5,0.666999995708466,1.60000002384186,26,23,15.625,12.5,1,0,27,-0.577731072902679
"545",32,2.8199999332428,2.71000003814697,18,29,100,100,0,1,0,0.682773113250732
"546",11,0,1.74000000953674,24,27,34.375,12.5,0,1,21,0.262605041265488
"547",32,2.6800000667572,1.6599999666214,19,23,100,100,1,0,0,-0.577731072902679
"548",25,0.625,2.22000002861023,23,24,78.125,100,0,0,7,-0.367647051811218
"549",29,2.89000010490417,3.04999995231628,23,25,90.625,100,0,1,3,-0.157563030719757
"550",13,1.96000003814697,2.05999994277954,22,25,40.625,37.5,0,0,19,-0.157563030719757
"551",27,2.47000002861023,2.90000009536743,18,27,84.375,87.5,0,0,5,0.262605041265488
"552",30,3.09999990463257,2.63000011444092,22,25,93.75,100,0,1,2,-0.157563030719757
"553",28,2.15000009536743,2.27999997138977,23,27,87.5,100,1,0,4,0.262605041265488
"554",9,0.321000009775162,1.78999996185303,21,26,28.125,62.5,0,0,23,0.0525210089981556
"555",21,2.70000004768372,2.79999995231628,26,22,65.625,100,0,0,11,-0.787815153598785
"556",30,3.13000011444092,2.91000008583069,26,29,93.75,87.5,0,1,2,0.682773113250732
"557",19,3.11999988555908,1.60000002384186,20,33,59.375,75,1,0,13,1.52310919761658
"558",17,2.63000011444092,1.35000002384186,26,23,53.125,62.5,0,0,15,-0.577731072902679
"559",30,2.96000003814697,3.1800000667572,25,28,93.75,100,0,1,2,0.472689062356949
"560",31,2.79999995231628,2.92000007629395,20,22,96.875,100,0,1,1,-0.787815153598785
"561",31,3.85999989509583,3.04999995231628,27,34,96.875,100,0,0,1,1.73319327831268
"562",29,2.90000009536743,3.08999991416931,24,22,90.625,100,0,1,3,-0.787815153598785
"563",18,2.4300000667572,2.59999990463257,16,29,56.25,37.5,0,1,14,0.682773113250732
"564",30,2.89000010490417,2.4300000667572,17,28,93.75,100,1,0,2,0.472689062356949
"565",24,2.38000011444092,2.67000007629395,25,21,75,75,1,0,8,-0.997899174690247
"566",14,0.866999983787537,1.62999999523163,25,23,43.75,62.5,0,1,18,-0.577731072902679
"567",30,2.5,2.65000009536743,20,24,93.75,100,1,0,2,-0.367647051811218
"568",31,3.54999995231628,3.25,23,27,96.875,100,0,1,1,0.262605041265488
"569",28,3.5,3.65000009536743,20,29,87.5,50,1,0,4,0.682773113250732
"570",30,1.61000001430511,2.04999995231628,23,18,93.75,87.5,0,1,2,-1.62815129756927
"571",27,2.69000005722046,2.16000008583069,23,25,84.375,100,0,1,5,-0.157563030719757
"572",19,2.65000009536743,1.54999995231628,22,34,59.375,62.5,1,0,13,1.73319327831268
"573",29,2.84999990463257,2.75,20,28,90.625,100,0,0,3,0.472689062356949
"574",31,2.25,2.66000008583069,18,25,96.875,100,0,1,1,-0.157563030719757
"575",28,2.96000003814697,2.79999995231628,23,32,87.5,100,0,0,4,1.31302523612976
"576",29,3.64000010490417,3.07999992370605,17,31,90.625,100,0,1,3,1.10294115543365
"577",27,2.63000011444092,2.14000010490417,20,21,84.375,75,0,1,5,-0.997899174690247
"578",29,3.46000003814697,3.49000000953674,27,29,90.625,100,0,0,3,0.682773113250732
"579",12,2,1.42999994754791,25,24,37.5,75,0,0,20,-0.367647051811218
"580",28,2.5,2.4300000667572,19,23,87.5,100,1,0,4,-0.577731072902679
"581",31,2.90000009536743,2.29999995231628,21,16,96.875,100,0,1,1,-2.0483193397522
"582",30,2.76999998092651,2.77999997138977,18,27,93.75,100,0,1,2,0.262605041265488
"583",25,2.28999996185303,2.35999989509583,18,23,78.125,62.5,0,1,7,-0.577731072902679
"584",26,2.5,2.85999989509583,22,23,81.25,87.5,0,0,6,-0.577731072902679
"585",30,2.82999992370605,2.79999995231628,24,25,93.75,100,0,1,2,-0.157563030719757
"586",32,3.0699999332428,2.42000007629395,25,26,100,100,0,1,0,0.0525210089981556
"587",30,3.25,3.88000011444092,26,32,93.75,100,0,1,2,1.31302523612976
"588",26,3.61999988555908,3.27999997138977,29,36,81.25,100,1,0,6,2.15336132049561
"589",30,2.80999994277954,1.98000001907349,15,28,93.75,100,1,0,2,0.472689062356949
"590",32,3,2.96000003814697,19,26,100,100,0,1,0,0.0525210089981556
"591",29,2.69000005722046,2.85999989509583,27,25,90.625,100,0,1,3,-0.157563030719757
"592",28,1.17999994754791,2.16000008583069,22,29,87.5,100,0,1,4,0.682773113250732
"593",31,1.92999994754791,2.29999995231628,19,21,96.875,100,1,0,1,-0.997899174690247
"594",15,0.922999978065491,1.48000001907349,22,19,46.875,12.5,1,0,17,-1.41806721687317
"595",30,3.5,2.98000001907349,26,27,93.75,87.5,0,1,2,0.262605041265488
"596",25,2.78999996185303,3.48000001907349,26,26,78.125,100,0,1,7,0.0525210089981556
"597",15,0.600000023841858,1.66999995708466,24,22,46.875,37.5,0,1,17,-0.787815153598785
"598",28,2.79999995231628,3.91000008583069,26,29,87.5,100,1,0,4,0.682773113250732
"599",32,2.90000009536743,3.25,20,25,100,100,0,0,0,-0.157563030719757
"600",28,2.5,2.25,19,22,87.5,87.5,0,0,4,-0.787815153598785
"601",31,2.59999990463257,2.66000008583069,21,25,96.875,100,0,1,1,-0.157563030719757
"602",15,2.63000011444092,2.48000001907349,27,26,46.875,100,0,1,17,0.0525210089981556
"603",27,2.32999992370605,3.0699999332428,28,28,84.375,62.5,0,1,5,0.472689062356949
"604",30,3.64000010490417,2.5,20,32,93.75,100,0,1,2,1.31302523612976
"605",31,2.78999996185303,2.67000007629395,17,21,96.875,100,1,0,1,-0.997899174690247
"606",16,1.23000001907349,2.95000004768372,27,24,50,12.5,0,1,16,-0.367647051811218
"607",30,2.65000009536743,2.5699999332428,18,25,93.75,100,0,1,2,-0.157563030719757
"608",30,2.39000010490417,2.5,20,23,93.75,75,1,0,2,-0.577731072902679
"609",30,2.63000011444092,2.53999996185303,25,26,93.75,100,1,0,2,0.0525210089981556
"610",28,3.07999992370605,2.17000007629395,21,26,87.5,87.5,1,0,4,0.0525210089981556
"611",30,1.94000005722046,2.66000008583069,23,20,93.75,100,1,0,2,-1.20798313617706
"612",25,2.63000011444092,2.20000004768372,18,25,78.125,100,0,0,7,-0.157563030719757
"613",30,3.03999996185303,3.35999989509583,20,23,93.75,100,0,1,2,-0.577731072902679
"614",16,1.85000002384186,2.24000000953674,23,22,50,37.5,0,1,16,-0.787815153598785
"615",27,2.9300000667572,2.02999997138977,24,28,84.375,37.5,0,1,5,0.472689062356949
"616",24,2.92000007629395,3.09999990463257,22,24,75,100,0,1,8,-0.367647051811218
"617",16,2.20000004768372,2,22,29,50,12.5,0,1,16,0.682773113250732
"618",10,0.800000011920929,1.79999995231628,21,17,31.25,12.5,0,1,22,-1.83823525905609
"619",28,2.25,2.51999998092651,20,24,87.5,75,0,0,4,-0.367647051811218
"620",30,3.47000002861023,2.97000002861023,30,35,93.75,100,0,1,2,1.94327735900879
"621",11,2.04999995231628,2.26999998092651,20,22,34.375,75,1,0,21,-0.787815153598785
"622",27,3.42000007629395,3.13000011444092,25,24,84.375,87.5,1,0,5,-0.367647051811218
