rownames,attend,termGPA,priGPA,ACT,final,atndrte,hwrte,frosh,soph,missed,stndfnl
306,21,2.8499999046325684,2.190000057220459,24,31,65.625,75,1,0,11,1.1029411554336548
307,32,3.2100000381469727,3.0199999809265137,27,18,100,100,0,1,0,-1.628151297569275
308,25,2.25,2.0899999141693115,20,25,78.125,100,0,1,7,-0.15756303071975708
309,28,2.440000057220459,2.109999895095825,24,22,87.5,100,0,0,4,-0.7878151535987854
310,24,2.7699999809265137,2.8299999237060547,24,32,75,100,0,1,8,1.3130252361297607
311,23,3.4000000953674316,2.3499999046325684,21,27,71.875,100,0,0,9,0.26260504126548767
312,31,3.4600000381469727,2.380000114440918,23,30,96.875,100,0,1,1,0.8928571343421936
313,32,3.3399999141693115,3.140000104904175,25,27,100,100,0,1,0,0.26260504126548767
314,29,2.430000066757202,2.4800000190734863,22,22,90.625,75,0,1,3,-0.7878151535987854
315,29,2.7100000381469727,2.5199999809265137,21,22,90.625,62.5,1,0,3,-0.7878151535987854
316,31,2.109999895095825,2.759999990463257,24,26,96.875,100,0,1,1,0.052521008998155594
317,29,4,3.700000047683716,24,39,90.625,100,0,0,3,2.783613443374634
318,24,2.0999999046325684,2.0799999237060547,22,30,75,100,0,1,8,0.8928571343421936
319,17,2.380000114440918,2.390000104904175,22,24,53.125,62.5,0,1,15,-0.36764705181121826
320,29,2.119999885559082,2.4600000381469727,21,18,90.625,100,0,1,3,-1.628151297569275
321,31,4,3.700000047683716,25,35,96.875,100,0,1,1,1.943277359008789
322,27,3.0399999618530273,1.9900000095367432,25,26,84.375,100,0,1,5,0.052521008998155594
323,20,1.1100000143051147,2.5799999237060547,25,28,62.5,87.5,0,1,12,0.47268906235694885
324,31,3.130000114440918,2.6700000762939453,21,30,96.875,100,0,1,1,0.8928571343421936
325,27,3,1.909999966621399,23,29,84.375,100,1,0,5,0.6827731132507324
326,17,1.7999999523162842,1.9600000381469727,24,25,53.125,,0,1,15,-0.15756303071975708
327,17,1.6799999475479126,2.1500000953674316,20,24,53.125,87.5,0,1,15,-0.36764705181121826
328,29,3,2.940000057220459,22,24,90.625,100,1,0,3,-0.36764705181121826
329,27,2.25,2.109999895095825,15,25,84.375,87.5,0,1,5,-0.15756303071975708
330,31,3.25,3.5,25,30,96.875,100,0,1,1,0.8928571343421936
331,12,1.1399999856948853,1.840000033378601,22,17,37.5,37.5,0,1,20,-1.8382352590560913
332,27,2.9700000286102295,3.0999999046325684,24,25,84.375,100,0,1,5,-0.15756303071975708
333,25,1.8899999856948853,2.799999952316284,23,25,78.125,100,0,1,7,-0.15756303071975708
334,27,2.6700000762939453,1.7599999904632568,23,26,84.375,100,1,0,5,0.052521008998155594
335,26,3.200000047683716,2.9700000286102295,22,29,81.25,100,0,0,6,0.6827731132507324
336,27,2.5,2.369999885559082,23,23,84.375,100,1,0,5,-0.5777310729026794
337,23,1.7899999618530273,1.6799999475479126,21,19,71.875,100,0,1,9,-1.418067216873169
338,25,2,2.2699999809265137,17,22,78.125,87.5,0,1,7,-0.7878151535987854
339,27,3.619999885559082,3.0999999046325684,28,32,84.375,87.5,0,1,5,1.3130252361297607
340,28,2.5,2.380000114440918,16,28,87.5,87.5,0,0,4,0.47268906235694885
341,32,3.049999952316284,2.8399999141693115,15,24,100,100,0,1,0,-0.36764705181121826
342,28,3.640000104904175,3.690000057220459,26,31,87.5,100,0,1,4,1.1029411554336548
343,26,3.5399999618530273,3.369999885559082,25,31,81.25,100,0,1,6,1.1029411554336548
344,23,2.859999895095825,2.1700000762939453,23,28,71.875,75,1,0,9,0.47268906235694885
345,32,3.680000066757202,3.5999999046325684,23,31,100,100,0,1,0,1.1029411554336548
346,28,3.2300000190734863,3.2799999713897705,26,29,87.5,100,0,1,4,0.6827731132507324
347,30,3.1500000953674316,3.490000009536743,25,18,93.75,100,0,1,2,-1.628151297569275
348,27,3.109999895095825,2.8399999141693115,21,31,84.375,100,0,1,5,1.1029411554336548
349,25,2.5899999141693115,2.9200000762939453,24,28,78.125,62.5,0,1,7,0.47268906235694885
350,32,2.7899999618530273,2.75,24,25,100,100,0,1,0,-0.15756303071975708
351,25,3.0399999618530273,3.1700000762939453,24,26,78.125,75,0,1,7,0.052521008998155594
352,27,2.180000066757202,2.440000057220459,22,22,84.375,87.5,1,0,5,-0.7878151535987854
353,28,2.809999942779541,2.3499999046325684,22,22,87.5,100,0,0,4,-0.7878151535987854
354,32,2.9000000953674316,2.190000057220459,18,24,100,100,0,1,0,-0.36764705181121826
355,30,3.5,3.2799999713897705,28,33,93.75,100,0,1,2,1.5231091976165771
356,18,2.1700000762939453,2.25,25,36,56.25,87.5,0,1,14,2.1533613204956055
357,15,1.350000023841858,1.590000033378601,31,21,46.875,50,0,1,17,-0.9978991746902466
358,21,0.7919999957084656,1.649999976158142,23,23,65.625,62.5,1,0,11,-0.5777310729026794
359,24,3.190000057220459,2.619999885559082,19,34,75,100,1,0,8,1.733193278312683
360,32,3.380000114440918,3.2899999618530273,23,29,100,100,0,1,0,0.6827731132507324
361,18,1.850000023841858,1.4299999475479126,25,27,56.25,75,0,0,14,0.26260504126548767
362,24,2.630000114440918,3.390000104904175,24,27,75,75,0,0,8,0.26260504126548767
363,25,2.0399999618530273,2.390000104904175,21,22,78.125,100,0,1,7,-0.7878151535987854
364,30,4,2.240000009536743,25,35,93.75,100,0,1,2,1.943277359008789
365,32,3.859999895095825,3.869999885559082,31,34,100,100,0,1,0,1.733193278312683
366,32,3.069999933242798,2.9000000953674316,18,23,100,100,0,1,0,-0.5777310729026794
367,29,2.6500000953674316,2.640000104904175,23,19,90.625,100,0,1,3,-1.418067216873169
368,10,2.5,2.25,31,35,31.25,37.5,0,1,22,1.943277359008789
369,27,3.630000114440918,2.180000066757202,23,29,84.375,100,0,0,5,0.6827731132507324
370,19,1.6299999952316284,2.4600000381469727,23,24,59.375,100,0,1,13,-0.36764705181121826
371,17,2.6500000953674316,2.6700000762939453,28,26,53.125,87.5,0,1,15,0.052521008998155594
372,29,2.809999942779541,3.25,22,30,90.625,100,0,1,3,0.8928571343421936
373,26,2.380000114440918,2.430000066757202,23,26,81.25,100,1,0,6,0.052521008998155594
374,16,1.649999976158142,2.2300000190734863,20,22,50,50,1,0,16,-0.7878151535987854
375,18,2.6700000762939453,2.630000114440918,24,24,56.25,100,1,0,14,-0.36764705181121826
376,17,1.6799999475479126,1.9800000190734863,22,13,53.125,75,0,1,15,-2.6785714626312256
377,6,2.309999942779541,1.7999999523162842,27,28,18.75,50,0,1,26,0.47268906235694885
378,27,3,2.809999942779541,21,30,84.375,100,1,0,5,0.8928571343421936
379,24,2.640000104904175,2.2699999809265137,21,22,75,100,0,1,8,-0.7878151535987854
380,26,2,2.7699999809265137,22,19,81.25,100,0,0,6,-1.418067216873169
381,15,1.6200000047683716,2.0799999237060547,26,19,46.875,87.5,0,1,17,-1.418067216873169
382,28,2.690000057220459,2.5,25,28,87.5,100,1,0,4,0.47268906235694885
383,30,3.950000047683716,3.809999942779541,31,36,93.75,100,0,1,2,2.1533613204956055
384,29,1.6200000047683716,2.569999933242798,21,25,90.625,62.5,0,0,3,-0.15756303071975708
385,30,2.430000066757202,1.9299999475479126,20,17,93.75,100,0,0,2,-1.8382352590560913
386,28,2.5,2.509999990463257,24,28,87.5,100,0,0,4,0.47268906235694885
387,28,3.4600000381469727,2,20,35,87.5,100,1,0,4,1.943277359008789
388,32,3.0899999141693115,2.5899999141693115,23,33,100,100,0,0,0,1.5231091976165771
389,23,2.3299999237060547,2.609999895095825,24,19,71.875,75,0,0,9,-1.418067216873169
390,12,1.2300000190734863,2.509999990463257,25,21,37.5,37.5,0,0,20,-0.9978991746902466
391,26,3.25,2.1500000953674316,27,32,81.25,100,0,1,6,1.3130252361297607
392,5,1.7699999809265137,1.909999966621399,27,25,15.625,50,0,1,27,-0.15756303071975708
393,30,4,3.9200000762939453,29,37,93.75,100,0,1,2,2.363445281982422
394,25,2.630000114440918,2.8399999141693115,25,22,78.125,100,0,1,7,-0.7878151535987854
395,27,3.700000047683716,3.309999942779541,24,31,84.375,100,0,1,5,1.1029411554336548
396,28,1.9600000381469727,2.0399999618530273,21,17,87.5,87.5,0,1,4,-1.8382352590560913
397,14,1.1699999570846558,1.840000033378601,19,28,43.75,50,0,0,18,0.47268906235694885
398,28,2.880000114440918,2.9700000286102295,24,27,87.5,100,0,0,4,0.26260504126548767
399,28,2.3299999237060547,2.359999895095825,18,22,87.5,100,0,1,4,-0.7878151535987854
400,23,2,2.1500000953674316,19,17,71.875,100,0,1,9,-1.8382352590560913
401,28,2.1500000953674316,2,20,23,87.5,100,0,1,4,-0.5777310729026794
402,27,1.8799999952316284,1.7400000095367432,15,27,84.375,87.5,1,0,5,0.26260504126548767
403,32,2.9000000953674316,2.700000047683716,21,23,100,100,1,0,0,-0.5777310729026794
404,29,3.5,3.5899999141693115,28,35,90.625,100,0,0,3,1.943277359008789
405,25,2.4100000858306885,2.75,21,23,78.125,100,0,0,7,-0.5777310729026794
406,29,2.380000114440918,2.740000009536743,19,25,90.625,100,0,0,3,-0.15756303071975708
407,22,3.0399999618530273,2.4800000190734863,16,24,68.75,100,0,0,10,-0.36764705181121826
408,31,2.4100000858306885,2.4800000190734863,27,25,96.875,87.5,0,1,1,-0.15756303071975708
409,29,2.450000047683716,2.440000057220459,18,23,90.625,75,0,1,3,-0.5777310729026794
410,26,3.6600000858306885,2.859999895095825,27,30,81.25,87.5,0,1,6,0.8928571343421936
411,10,1.5299999713897705,2.0199999809265137,28,32,31.25,25,0,1,22,1.3130252361297607
412,27,1.8899999856948853,1.9700000286102295,21,21,84.375,100,1,0,5,-0.9978991746902466
413,23,3.700000047683716,2.819999933242798,24,34,71.875,100,0,1,9,1.733193278312683
414,32,4,3.9000000953674316,28,38,100,100,0,0,0,2.5735294818878174
415,28,2.3299999237060547,2.4200000762939453,19,17,87.5,87.5,1,0,4,-1.8382352590560913
416,24,2.8499999046325684,2.5,25,31,75,75,0,1,8,1.1029411554336548
417,24,2,2.130000114440918,15,26,75,62.5,0,0,8,0.052521008998155594
418,30,3.619999885559082,3.799999952316284,27,31,93.75,100,0,1,2,1.1029411554336548
419,31,2.4000000953674316,3.0199999809265137,23,27,96.875,100,0,1,1,0.26260504126548767
420,30,3.7100000381469727,3.5,28,35,93.75,87.5,0,1,2,1.943277359008789
421,32,3.5399999618530273,3.319999933242798,23,32,100,100,0,0,0,1.3130252361297607
422,32,3.569999933242798,2.8399999141693115,19,26,100,100,0,1,0,0.052521008998155594
423,31,3.109999895095825,2.740000009536743,19,24,96.875,87.5,1,0,1,-0.36764705181121826
424,28,2.130000114440918,2.0299999713897705,22,19,87.5,87.5,0,1,4,-1.418067216873169
425,31,3.5,3.2300000190734863,24,28,96.875,100,0,1,1,0.47268906235694885
426,27,3.309999942779541,2.190000057220459,27,26,84.375,100,1,0,5,0.052521008998155594
427,23,2.25,2.240000009536743,21,24,71.875,87.5,0,1,9,-0.36764705181121826
428,25,2.380000114440918,2.1500000953674316,23,28,78.125,62.5,1,0,7,0.47268906235694885
429,28,1.4600000381469727,2.319999933242798,25,32,87.5,75,0,0,4,1.3130252361297607
430,28,3.0399999618530273,2.940000057220459,19,27,87.5,100,0,0,4,0.26260504126548767
431,23,2.680000066757202,2.700000047683716,23,21,71.875,75,0,1,9,-0.9978991746902466
432,14,1.1100000143051147,1.2000000476837158,25,18,43.75,87.5,1,0,18,-1.628151297569275
433,27,0.6919999718666077,1.7400000095367432,21,19,84.375,100,0,1,5,-1.418067216873169
434,29,2.9600000381469727,2.799999952316284,16,23,90.625,100,0,1,3,-0.5777310729026794
435,25,2.369999885559082,2.4600000381469727,23,32,78.125,87.5,0,1,7,1.3130252361297607
436,25,2.25,2.200000047683716,19,24,78.125,100,1,0,7,-0.36764705181121826
437,27,2.25,2.5999999046325684,26,31,84.375,62.5,0,1,5,1.1029411554336548
438,30,2.5,2.2100000381469727,16,29,93.75,87.5,1,0,2,0.6827731132507324
439,28,2,2.1700000762939453,18,21,87.5,87.5,0,0,4,-0.9978991746902466
440,26,3,2.5999999046325684,23,23,81.25,87.5,0,1,6,-0.5777310729026794
441,6,2.130000114440918,2.940000057220459,28,29,18.75,37.5,0,0,26,0.6827731132507324
442,27,1.2300000190734863,2.7100000381469727,25,26,84.375,75,0,0,5,0.052521008998155594
443,26,2,1.7999999523162842,16,26,81.25,100,0,1,6,0.052521008998155594
444,28,3.5,2.5899999141693115,19,29,87.5,100,1,0,4,0.6827731132507324
445,17,2,2.640000104904175,24,24,53.125,75,0,1,15,-0.36764705181121826
446,24,2.319999933242798,2.0999999046325684,25,30,75,87.5,1,0,8,0.8928571343421936
447,26,1.899999976158142,2.490000009536743,24,20,81.25,87.5,0,1,6,-1.207983136177063
448,30,2.5,2.430000066757202,22,19,93.75,100,0,1,2,-1.418067216873169
449,25,3.2899999618530273,2.9000000953674316,25,35,78.125,75,0,1,7,1.943277359008789
450,29,2,2.9100000858306885,23,20,90.625,75,0,0,3,-1.207983136177063
451,29,3.4100000858306885,2.9800000190734863,27,35,90.625,87.5,0,1,3,1.943277359008789
452,21,1.5,2.390000104904175,19,24,65.625,87.5,0,1,11,-0.36764705181121826
453,29,3.5,3.0399999618530273,27,28,90.625,100,1,0,3,0.47268906235694885
454,19,0.5669999718666077,1.7400000095367432,21,23,59.375,50,1,0,13,-0.5777310729026794
455,29,3.190000057220459,3.5,25,32,90.625,87.5,0,1,3,1.3130252361297607
456,28,1.8799999952316284,2.5399999618530273,17,20,87.5,100,0,1,4,-1.207983136177063
457,32,2,2.450000047683716,17,29,100,100,0,1,0,0.6827731132507324
458,26,2.619999885559082,2.9800000190734863,31,22,81.25,75,1,0,6,-0.7878151535987854
459,29,2.819999933242798,1.9600000381469727,22,26,90.625,87.5,1,0,3,0.052521008998155594
460,28,3.140000104904175,2.0199999809265137,20,20,87.5,100,0,1,4,-1.207983136177063
461,32,2.8499999046325684,1.909999966621399,20,27,100,100,0,1,0,0.26260504126548767
462,31,2.130000114440918,2.299999952316284,17,20,96.875,87.5,0,0,1,-1.207983136177063
463,27,2.640000104904175,2.559999942779541,19,19,84.375,87.5,1,0,5,-1.418067216873169
464,27,2.119999885559082,2.2100000381469727,20,19,84.375,87.5,0,0,5,-1.418067216873169
465,24,3.3499999046325684,2.119999885559082,17,29,75,100,0,0,8,0.6827731132507324
466,26,2.7300000190734863,3.0899999141693115,25,22,81.25,100,0,1,6,-0.7878151535987854
467,31,3,1.5,20,22,96.875,100,1,0,1,-0.7878151535987854
468,20,1.75,1.9800000190734863,17,22,62.5,87.5,1,0,12,-0.7878151535987854
469,28,2.880000114440918,2.819999933242798,25,21,87.5,100,0,0,4,-0.9978991746902466
470,23,3.2300000190734863,3.119999885559082,28,30,71.875,87.5,0,1,9,0.8928571343421936
471,31,2.9600000381469727,2.680000066757202,21,24,96.875,100,0,1,1,-0.36764705181121826
472,12,2.319999933242798,2.5799999237060547,23,20,37.5,50,0,1,20,-1.207983136177063
473,29,2.5399999618530273,2.259999990463257,21,24,90.625,100,0,1,3,-0.36764705181121826
474,12,0.3330000042915344,2.4700000286102295,26,23,37.5,,0,0,20,-0.5777310729026794
475,27,1.8200000524520874,2.259999990463257,18,17,84.375,100,0,1,5,-1.8382352590560913
476,31,3.3399999141693115,3.2100000381469727,21,28,96.875,100,0,1,1,0.47268906235694885
477,29,2.9000000953674316,2.6600000858306885,22,29,90.625,100,0,0,3,0.6827731132507324
478,26,2.9200000762939453,3,23,25,81.25,62.5,0,1,6,-0.15756303071975708
479,29,3.1600000858306885,3.25,23,26,90.625,100,0,1,3,0.052521008998155594
480,30,3.049999952316284,2.8299999237060547,21,19,93.75,100,0,0,2,-1.418067216873169
481,22,2.5399999618530273,2.8399999141693115,22,33,68.75,100,0,1,10,1.5231091976165771
482,29,2.0999999046325684,1.9500000476837158,22,30,90.625,100,0,0,3,0.8928571343421936
483,30,3.7699999809265137,3.5299999713897705,25,27,93.75,100,0,0,2,0.26260504126548767
484,15,1.25,1.75,27,28,46.875,25,0,1,17,0.47268906235694885
485,29,2.6500000953674316,2.2699999809265137,25,17,90.625,100,0,1,3,-1.8382352590560913
486,25,2.299999952316284,2.0399999618530273,19,21,78.125,100,0,1,7,-0.9978991746902466
487,29,1.0700000524520874,1.3200000524520874,21,16,90.625,87.5,1,0,3,-2.0483193397521973
488,25,2.559999942779541,2.7100000381469727,24,24,78.125,100,0,0,7,-0.36764705181121826
489,21,2.5399999618530273,1.8799999952316284,22,30,65.625,62.5,1,0,11,0.8928571343421936
490,31,2.9100000858306885,2.6700000762939453,23,28,96.875,100,1,0,1,0.47268906235694885
491,26,3,2.9200000762939453,19,24,81.25,100,0,0,6,-0.36764705181121826
492,29,2.430000066757202,1.340000033378601,18,21,90.625,100,1,0,3,-0.9978991746902466
493,31,3.2100000381469727,2.680000066757202,26,32,96.875,87.5,0,1,1,1.3130252361297607
494,10,1.600000023841858,2.2899999618530273,24,17,31.25,50,0,1,22,-1.8382352590560913
495,29,2.8499999046325684,2.390000104904175,24,29,90.625,100,0,1,3,0.6827731132507324
496,23,3.0299999713897705,3.5999999046325684,29,31,71.875,100,0,1,9,1.1029411554336548
497,26,3.0399999618530273,2.559999942779541,27,30,81.25,100,0,1,6,0.8928571343421936
498,27,1.690000057220459,2.609999895095825,23,20,84.375,100,0,0,5,-1.207983136177063
499,27,1.9500000476837158,2.75,24,30,84.375,75,1,0,5,0.8928571343421936
500,21,1.9299999475479126,2.380000114440918,20,28,65.625,100,0,1,11,0.47268906235694885
501,18,1.809999942779541,2.75,27,27,56.25,62.5,0,1,14,0.26260504126548767
502,27,2.859999895095825,3.130000114440918,21,11,84.375,25,0,1,5,-3.0987393856048584
503,27,3.25,2.630000114440918,26,30,84.375,100,0,1,5,0.8928571343421936
504,28,2.5,2.619999885559082,20,23,87.5,87.5,0,1,4,-0.5777310729026794
505,27,2.390000104904175,2.2899999618530273,17,30,84.375,75,1,0,5,0.8928571343421936
506,16,2.5299999713897705,2.890000104904175,32,29,50,87.5,0,1,16,0.6827731132507324
507,23,2.6500000953674316,1.25,25,29,71.875,87.5,1,0,9,0.6827731132507324
508,22,3.4200000762939453,2.509999990463257,23,26,68.75,100,0,0,10,0.052521008998155594
509,26,2.680000066757202,2.4600000381469727,22,24,81.25,100,1,0,6,-0.36764705181121826
510,19,1.7899999618530273,1.8200000524520874,20,25,59.375,75,0,1,13,-0.15756303071975708
511,9,1.350000023841858,1.5199999809265137,27,30,28.125,,1,0,23,0.8928571343421936
512,30,3.380000114440918,3,21,16,93.75,100,0,1,2,-2.0483193397521973
513,4,0.44999998807907104,2.140000104904175,27,25,12.5,,0,0,28,-0.15756303071975708
514,32,3.880000114440918,3.2300000190734863,22,30,100,100,0,0,0,0.8928571343421936
515,31,2.8499999046325684,2.380000114440918,20,29,96.875,100,1,0,1,0.6827731132507324
516,28,2.309999942779541,1.8799999952316284,20,24,87.5,87.5,1,0,4,-0.36764705181121826
517,28,2.6500000953674316,2.7699999809265137,23,28,87.5,100,0,1,4,0.47268906235694885
518,25,2.859999895095825,2.609999895095825,25,25,78.125,62.5,0,0,7,-0.15756303071975708
519,25,1.6299999952316284,2.009999990463257,20,27,78.125,25,0,0,7,0.26260504126548767
520,32,3.069999933242798,2.890000104904175,26,31,100,100,0,0,0,1.1029411554336548
521,19,2.119999885559082,2.1600000858306885,22,31,59.375,87.5,0,1,13,1.1029411554336548
522,32,4,3.809999942779541,25,36,100,100,0,1,0,2.1533613204956055
523,25,1.9600000381469727,2,22,28,78.125,75,1,0,7,0.47268906235694885
524,28,1.7699999809265137,1.8899999856948853,19,17,87.5,87.5,1,0,4,-1.8382352590560913
525,24,2.690000057220459,2.119999885559082,23,28,75,87.5,0,1,8,0.47268906235694885
526,32,2.9700000286102295,2.880000114440918,25,30,100,100,0,0,0,0.8928571343421936
527,31,3.2699999809265137,3.049999952316284,22,32,96.875,87.5,0,1,1,1.3130252361297607
528,27,2.309999942779541,2.2300000190734863,22,22,84.375,100,0,1,5,-0.7878151535987854
529,30,1.8799999952316284,2.109999895095825,22,24,93.75,87.5,0,1,2,-0.36764705181121826
530,27,2.25,2.609999895095825,18,24,84.375,87.5,1,0,5,-0.36764705181121826
531,29,2.75,2.9800000190734863,31,35,90.625,75,0,1,3,1.943277359008789
532,26,1.7899999618530273,2.7300000190734863,27,24,81.25,75,1,0,6,-0.36764705181121826
533,32,3.859999895095825,3.930000066757202,24,34,100,100,0,1,0,1.733193278312683
534,21,2.0799999237060547,1.9900000095367432,24,23,65.625,87.5,0,0,11,-0.5777310729026794
535,28,2.9600000381469727,2.759999990463257,23,31,87.5,100,1,0,4,1.1029411554336548
536,26,2.2300000190734863,1.8300000429153442,18,21,81.25,100,0,1,6,-0.9978991746902466
537,25,2.4600000381469727,2.5799999237060547,20,21,78.125,100,0,1,7,-0.9978991746902466
538,26,1.7000000476837158,2.119999885559082,28,26,81.25,87.5,1,0,6,0.052521008998155594
539,30,3.130000114440918,2.680000066757202,23,29,93.75,100,1,0,2,0.6827731132507324
540,27,2.380000114440918,2.0199999809265137,16,21,84.375,100,0,1,5,-0.9978991746902466
541,16,2.75,2.059999942779541,20,22,50,75,0,1,16,-0.7878151535987854
542,27,2.640000104904175,2.2699999809265137,22,19,84.375,100,1,0,5,-1.418067216873169
543,13,2.4600000381469727,3.0399999618530273,24,24,40.625,87.5,0,1,19,-0.36764705181121826
544,5,0.6669999957084656,1.600000023841858,26,23,15.625,12.5,1,0,27,-0.5777310729026794
545,32,2.819999933242798,2.7100000381469727,18,29,100,100,0,1,0,0.6827731132507324
546,11,0,1.7400000095367432,24,27,34.375,12.5,0,1,21,0.26260504126548767
547,32,2.680000066757202,1.659999966621399,19,23,100,100,1,0,0,-0.5777310729026794
548,25,0.625,2.2200000286102295,23,24,78.125,100,0,0,7,-0.36764705181121826
549,29,2.890000104904175,3.049999952316284,23,25,90.625,100,0,1,3,-0.15756303071975708
550,13,1.9600000381469727,2.059999942779541,22,25,40.625,37.5,0,0,19,-0.15756303071975708
551,27,2.4700000286102295,2.9000000953674316,18,27,84.375,87.5,0,0,5,0.26260504126548767
552,30,3.0999999046325684,2.630000114440918,22,25,93.75,100,0,1,2,-0.15756303071975708
553,28,2.1500000953674316,2.2799999713897705,23,27,87.5,100,1,0,4,0.26260504126548767
554,9,0.32100000977516174,1.7899999618530273,21,26,28.125,62.5,0,0,23,0.052521008998155594
555,21,2.700000047683716,2.799999952316284,26,22,65.625,100,0,0,11,-0.7878151535987854
556,30,3.130000114440918,2.9100000858306885,26,29,93.75,87.5,0,1,2,0.6827731132507324
557,19,3.119999885559082,1.600000023841858,20,33,59.375,75,1,0,13,1.5231091976165771
558,17,2.630000114440918,1.350000023841858,26,23,53.125,62.5,0,0,15,-0.5777310729026794
559,30,2.9600000381469727,3.180000066757202,25,28,93.75,100,0,1,2,0.47268906235694885
560,31,2.799999952316284,2.9200000762939453,20,22,96.875,100,0,1,1,-0.7878151535987854
561,31,3.859999895095825,3.049999952316284,27,34,96.875,100,0,0,1,1.733193278312683
562,29,2.9000000953674316,3.0899999141693115,24,22,90.625,100,0,1,3,-0.7878151535987854
563,18,2.430000066757202,2.5999999046325684,16,29,56.25,37.5,0,1,14,0.6827731132507324
564,30,2.890000104904175,2.430000066757202,17,28,93.75,100,1,0,2,0.47268906235694885
565,24,2.380000114440918,2.6700000762939453,25,21,75,75,1,0,8,-0.9978991746902466
566,14,0.8669999837875366,1.6299999952316284,25,23,43.75,62.5,0,1,18,-0.5777310729026794
567,30,2.5,2.6500000953674316,20,24,93.75,100,1,0,2,-0.36764705181121826
568,31,3.549999952316284,3.25,23,27,96.875,100,0,1,1,0.26260504126548767
569,28,3.5,3.6500000953674316,20,29,87.5,50,1,0,4,0.6827731132507324
570,30,1.6100000143051147,2.049999952316284,23,18,93.75,87.5,0,1,2,-1.628151297569275
571,27,2.690000057220459,2.1600000858306885,23,25,84.375,100,0,1,5,-0.15756303071975708
572,19,2.6500000953674316,1.5499999523162842,22,34,59.375,62.5,1,0,13,1.733193278312683
573,29,2.8499999046325684,2.75,20,28,90.625,100,0,0,3,0.47268906235694885
574,31,2.25,2.6600000858306885,18,25,96.875,100,0,1,1,-0.15756303071975708
575,28,2.9600000381469727,2.799999952316284,23,32,87.5,100,0,0,4,1.3130252361297607
576,29,3.640000104904175,3.0799999237060547,17,31,90.625,100,0,1,3,1.1029411554336548
577,27,2.630000114440918,2.140000104904175,20,21,84.375,75,0,1,5,-0.9978991746902466
578,29,3.4600000381469727,3.490000009536743,27,29,90.625,100,0,0,3,0.6827731132507324
579,12,2,1.4299999475479126,25,24,37.5,75,0,0,20,-0.36764705181121826
580,28,2.5,2.430000066757202,19,23,87.5,100,1,0,4,-0.5777310729026794
581,31,2.9000000953674316,2.299999952316284,21,16,96.875,100,0,1,1,-2.0483193397521973
582,30,2.7699999809265137,2.7799999713897705,18,27,93.75,100,0,1,2,0.26260504126548767
583,25,2.2899999618530273,2.359999895095825,18,23,78.125,62.5,0,1,7,-0.5777310729026794
584,26,2.5,2.859999895095825,22,23,81.25,87.5,0,0,6,-0.5777310729026794
585,30,2.8299999237060547,2.799999952316284,24,25,93.75,100,0,1,2,-0.15756303071975708
586,32,3.069999933242798,2.4200000762939453,25,26,100,100,0,1,0,0.052521008998155594
587,30,3.25,3.880000114440918,26,32,93.75,100,0,1,2,1.3130252361297607
588,26,3.619999885559082,3.2799999713897705,29,36,81.25,100,1,0,6,2.1533613204956055
589,30,2.809999942779541,1.9800000190734863,15,28,93.75,100,1,0,2,0.47268906235694885
590,32,3,2.9600000381469727,19,26,100,100,0,1,0,0.052521008998155594
591,29,2.690000057220459,2.859999895095825,27,25,90.625,100,0,1,3,-0.15756303071975708
592,28,1.1799999475479126,2.1600000858306885,22,29,87.5,100,0,1,4,0.6827731132507324
593,31,1.9299999475479126,2.299999952316284,19,21,96.875,100,1,0,1,-0.9978991746902466
594,15,0.9229999780654907,1.4800000190734863,22,19,46.875,12.5,1,0,17,-1.418067216873169
595,30,3.5,2.9800000190734863,26,27,93.75,87.5,0,1,2,0.26260504126548767
596,25,2.7899999618530273,3.4800000190734863,26,26,78.125,100,0,1,7,0.052521008998155594
597,15,0.6000000238418579,1.6699999570846558,24,22,46.875,37.5,0,1,17,-0.7878151535987854
598,28,2.799999952316284,3.9100000858306885,26,29,87.5,100,1,0,4,0.6827731132507324
599,32,2.9000000953674316,3.25,20,25,100,100,0,0,0,-0.15756303071975708
600,28,2.5,2.25,19,22,87.5,87.5,0,0,4,-0.7878151535987854
601,31,2.5999999046325684,2.6600000858306885,21,25,96.875,100,0,1,1,-0.15756303071975708
602,15,2.630000114440918,2.4800000190734863,27,26,46.875,100,0,1,17,0.052521008998155594
603,27,2.3299999237060547,3.069999933242798,28,28,84.375,62.5,0,1,5,0.47268906235694885
604,30,3.640000104904175,2.5,20,32,93.75,100,0,1,2,1.3130252361297607
605,31,2.7899999618530273,2.6700000762939453,17,21,96.875,100,1,0,1,-0.9978991746902466
606,16,1.2300000190734863,2.950000047683716,27,24,50,12.5,0,1,16,-0.36764705181121826
607,30,2.6500000953674316,2.569999933242798,18,25,93.75,100,0,1,2,-0.15756303071975708
608,30,2.390000104904175,2.5,20,23,93.75,75,1,0,2,-0.5777310729026794
609,30,2.630000114440918,2.5399999618530273,25,26,93.75,100,1,0,2,0.052521008998155594
610,28,3.0799999237060547,2.1700000762939453,21,26,87.5,87.5,1,0,4,0.052521008998155594
611,30,1.940000057220459,2.6600000858306885,23,20,93.75,100,1,0,2,-1.207983136177063
612,25,2.630000114440918,2.200000047683716,18,25,78.125,100,0,0,7,-0.15756303071975708
613,30,3.0399999618530273,3.359999895095825,20,23,93.75,100,0,1,2,-0.5777310729026794
