"","year","month","day","ge","ibm","mobil","crsp"
"449",1990,10,10,-0.016548,-0.017794,-0.018908,-0.015049
"450",1990,10,11,-0.014423,-0.024155,-0.029979,-0.017238
"451",1990,10,12,0.034146,-0.007426,-0.011038,0.012312
"452",1990,10,15,0.025943,-0.009975,0.017857,0.008486
"453",1990,10,16,-0.052874,0.001259,-0.006579,-0.013118
"454",1990,10,17,0.021845,0.013836,0.00883,3.1e-05
"455",1990,10,18,0.035629,0.045906,-0.006565,0.021611
"456",1990,10,19,0.018349,0.021352,0.04185,0.017328
"457",1990,10,22,-0.031532,0.001161,-0.014799,0.007822
"458",1990,10,23,0.004651,-0.009281,-0.021459,-0.004446
"459",1990,10,24,-0.039352,0.017564,0.004386,0.000231
"460",1990,10,25,-0.012048,-0.004603,0.015284,-0.005665
"461",1990,10,26,-0.014634,-0.013873,0,-0.015957
"462",1990,10,29,0.007426,-0.005862,-0.010753,-0.008958
"463",1990,10,30,0.036855,0.003538,0.003913,0.004293
"464",1990,10,31,-0.014218,-0.009401,-0.002193,0.000626
"465",1990,11,1,0.007212,0.017794,0.015385,0.008045
"466",1990,11,2,0.011933,0.01049,0.034632,0.015
"467",1990,11,5,0.016509,0.006551,0.01046,0.009587
"468",1990,11,6,-0.009281,0,-0.012422,-0.006512
"469",1990,11,7,-0.025761,-0.012746,-0.037736,-0.015219
"470",1990,11,8,-0.004808,0.00939,0.017429,0.004099
"471",1990,11,9,0.038647,0.025581,0.023555,0.017599
"472",1990,11,12,0.030233,0.024943,-0.006276,0.018458
"473",1990,11,13,0.002257,-0.00885,-0.010526,-0.002914
"474",1990,11,14,-0.004505,0.013393,-0.019149,0.00802
"475",1990,11,15,-0.004525,-0.007709,-0.004338,-0.008522
"476",1990,11,16,0.006818,0.008879,0.008715,-0.000238
"477",1990,11,19,0,0.009901,-0.00216,0.00568
"478",1990,11,20,-0.038375,-0.011983,-0.004329,-0.010236
"479",1990,11,21,0.00939,0.006615,0.015217,0.001044
"480",1990,11,23,-0.002326,-0.013143,-0.014989,-0.001965
"481",1990,11,26,-0.004662,0.011099,0.019565,0.003138
"482",1990,11,27,0.002342,-0.003293,0.004264,0.006752
"483",1990,11,28,-0.016355,-0.009912,0.002123,0.000752
"484",1990,11,29,0.009501,-0.003337,-0.014831,-0.003499
"485",1990,11,30,0.030588,0.014509,0.012903,0.015836
"486",1990,12,3,0.002466,-0.0022,-0.004246,0.006579
"487",1990,12,4,0.02069,0.012128,-0.002132,0.007201
"488",1990,12,5,0.027027,-0.001089,-0.010684,0.011463
"489",1990,12,6,0.008772,-0.027263,-0.023758,-0.001485
"490",1990,12,7,0,0.008969,0.013274,-0.003225
"491",1990,12,10,-0.008696,0.007778,0.0131,0.002381
"492",1990,12,11,-0.004386,-0.00441,-0.010776,-0.005666
"493",1990,12,12,0.004405,0.013289,-0.015251,0.009237
"494",1990,12,13,-0.010965,-0.013115,0,-0.000661
"495",1990,12,14,-0.013304,-0.014396,0.011062,-0.007382
"496",1990,12,17,-0.004494,0.002247,0.008753,-0.00376
"497",1990,12,18,0.027088,0.017937,0,0.011561
"498",1990,12,19,-0.004396,-0.006608,-0.008677,0.001045
"499",1990,12,20,0.015453,0.008869,-0.004376,0.000612
"500",1990,12,21,0.008696,0.001099,-0.006593,0.003032
"501",1990,12,24,-0.006466,0,0.011062,-0.003697
"502",1990,12,26,-0.004338,-0.003293,0.019694,0.002641
"503",1990,12,27,-0.002179,0.001101,0,-0.005754
"504",1990,12,28,0.002183,-0.0022,0.002146,0.000373
"505",1990,12,31,0,-0.003308,-0.006424,0.004973
"506",1991,1,2,-0.015251,-0.007743,-0.010776,-0.008842
"507",1991,1,3,-0.022124,0.003344,-0.019608,-0.01185
"508",1991,1,4,-0.011312,-0.003333,0.011111,-0.002335
"509",1991,1,7,-0.016018,-0.016722,-0.002198,-0.016363
"510",1991,1,8,0.009302,-0.011338,0.006608,-0.002726
"511",1991,1,9,-0.002304,-0.019495,-0.010941,-0.009091
"512",1991,1,10,0,0.014035,-0.004425,0.009422
"513",1991,1,11,-0.002309,-0.002307,-0.002222,0.000891
"514",1991,1,14,0.002315,-0.012717,0.011136,-0.009479
"515",1991,1,15,0.004619,0.007026,0.008811,0.00319
"516",1991,1,16,0.004598,0.015116,-0.0131,0.009476
"517",1991,1,17,0.061785,0.06071,0.030973,0.033081
"518",1991,1,18,-0.002155,0.016199,0.002146,0.009053
"519",1991,1,21,-0.008639,0.017003,-0.034261,-0.000751
"520",1991,1,22,-0.013072,-0.013584,0.006652,-0.005905
"521",1991,1,23,0.011038,0.010593,0.017621,0.005905
"522",1991,1,24,0.021834,0.014675,0.002165,0.014326
"523",1991,1,25,0.023504,0.01343,-0.010799,0.004252
"524",1991,1,28,0.012526,0.013252,0,0.001557
"525",1991,1,29,0,0.002012,-0.011354,0.001047
"526",1991,1,30,0.02268,0.02008,0.013423,0.014951
"527",1991,1,31,0.032258,-0.001969,0.002208,0.009568
"528",1991,2,1,0,0.000986,-0.004405,0.000233
"529",1991,2,4,0.017578,0.013478,0.011062,0.015668
"530",1991,2,5,0.019194,0.008832,-0.004376,0.010242
"531",1991,2,6,0.003766,0.0107,0.037363,0.0179
"532",1991,2,7,-0.026266,-0.010587,0.016949,-0.003444
"533",1991,2,8,0.00578,0.007782,0.00625,0.006682
"534",1991,2,11,0.022989,0.022201,0.014493,0.023449
"535",1991,2,12,0,0.002833,-0.010204,-0.00544
"536",1991,2,13,0.016854,0.014124,0.010309,0.008813
"537",1991,2,14,-0.007366,0.002786,-0.022449,-0.011188
"538",1991,2,15,0.033395,0.017593,-0.006263,0.011699
"539",1991,2,19,0,0.015469,-0.004202,0.001513
"540",1991,2,20,-0.017953,-0.011649,0.010549,-0.010248
"541",1991,2,21,-0.003656,-0.017226,-0.012526,-0.00023
"542",1991,2,22,0.016514,-0.016605,-0.002114,0.002226
"543",1991,2,25,0.01083,0.002814,-0.002119,0.00439
"544",1991,2,26,-0.021429,-0.028999,0.008493,-0.01052
"545",1991,2,27,0.012774,0.008671,0.044211,0.011529
"546",1991,2,28,-0.012468,-0.016237,0.016129,0.000769
"547",1991,3,1,0.012868,0.017476,0,0.008404
"548",1991,3,4,-0.009074,-0.002863,-0.009921,0.000784
"549",1991,3,5,0.010989,0.02201,0.002004,0.018717
"550",1991,3,6,-0.007246,-0.004682,0.016,-0.00101
"551",1991,3,7,-0.005474,-0.002822,0.007874,0.000158
"552",1991,3,8,-0.020183,-0.009434,0.007812,-0.001859
"553",1991,3,11,0.024345,-0.01619,-0.013566,-0.005633
"554",1991,3,12,-0.007313,-0.016457,0.001965,-0.008154
"555",1991,3,13,0.022099,0.016732,0.009804,0.010817
"556",1991,3,14,-0.012613,-0.007744,0.001942,-0.001469
"557",1991,3,15,0.001825,-0.011707,0,-0.002073
"558",1991,3,18,0.001821,0.009872,-0.025194,-0.002458
"559",1991,3,19,-0.018182,-0.099707,-0.003976,-0.012314
"560",1991,3,20,-0.011111,-0.008686,0,0.003681
"561",1991,3,21,-0.007491,-0.019715,0.017964,-0.002486
"562",1991,3,22,0,-0.002235,0.009804,0.001568
"563",1991,3,25,0.009434,0.016797,0.017476,0.006524
"564",1991,3,26,0.048598,0.003304,-0.001908,0.016116
"565",1991,3,27,-0.008913,-0.008782,-0.013384,3.1e-05
"566",1991,3,28,0.001799,0.008859,0,-0.000372
"567",1991,4,1,0.001795,-0.01427,-0.011628,-0.007902
"568",1991,4,2,0.03405,0.008909,0.021569,0.019356
"569",1991,4,3,-0.010399,-0.001104,-0.011516,0.001272
"570",1991,4,4,0.007005,0.003315,0.003883,0.0032
"571",1991,4,5,-0.013913,-0.007709,-0.009671,-0.009012
"572",1991,4,8,0.010582,0.00333,0.011719,0.005915
"573",1991,4,9,-0.005236,-0.015487,-0.005792,-0.010088
"574",1991,4,10,0.015789,0,0.003883,-0.001845
"575",1991,4,11,0.005181,-0.005618,0.015474,0.011551
"576",1991,4,12,0.003436,-0.019209,0.013333,0.006045
"577",1991,4,15,0.010274,-0.014977,0.005639,0.001973
"578",1991,4,16,0.015254,0.022222,0.016822,0.014278
"579",1991,4,17,0.005008,0.005721,0,0.007737
"580",1991,4,18,-0.003322,-0.001138,-0.001838,-0.004878
"581",1991,4,19,-0.008333,-0.002278,0.007366,-0.00984
"582",1991,4,22,-0.013445,-0.009132,-0.009141,-0.009318
"583",1991,4,23,-0.006814,-0.001152,0.01845,0.001805
"584",1991,4,24,-0.005146,-0.001153,0.005435,0.002847
"585",1991,4,25,-0.013793,-0.002309,-0.012613,-0.007312
"586",1991,4,26,0.003497,-0.005787,0,-0.001362
"587",1991,4,29,-0.02439,-0.023283,-0.009124,-0.012601
"588",1991,4,30,0.010714,-0.017878,0.009208,0.002241
"589",1991,5,1,0.024735,0.009709,-0.007299,0.011968
"590",1991,5,2,0,0.018029,-0.001838,0.001895
"591",1991,5,3,0.001724,-0.021251,0.014733,0.000827
"592",1991,5,6,0.003442,0.009264,0.004356,-0.001554
"593",1991,5,7,0.003431,-0.01451,0,-0.005054
"594",1991,5,8,-0.003419,0.018405,0.005484,0.002338
"595",1991,5,9,0.010292,0.020482,0.014545,0.011487
"596",1991,5,10,-0.032258,-0.023613,-0.032258,-0.015716
"597",1991,5,13,0.003509,0.024184,-0.005556,0.001855
"598",1991,5,14,-0.008741,0.001181,-0.022346,-0.011853
"599",1991,5,15,0,-0.03066,0,-0.009849
"600",1991,5,16,0.003527,0.013382,0.005714,0.00923
"601",1991,5,17,0.005272,-0.003601,0.007576,-0.000179
"602",1991,5,20,0.01049,-0.004819,-0.003759,-9.5e-05
"603",1991,5,21,0.00519,-0.016949,0.007547,0.007466
"604",1991,5,22,-0.017212,0.030788,-0.011236,0.002434
"605",1991,5,23,0.012259,0,-0.011364,-0.001334
"606",1991,5,24,0.010381,0.003584,-0.005747,0.006397
"607",1991,5,28,0.015411,0.00119,0.009634,0.01061
"608",1991,5,29,0.006745,-0.009512,-0.001908,0.002657
"609",1991,5,30,0.025126,0.002401,0.001912,0.010093
"610",1991,5,31,0.016471,0.016766,0.005725,0.00711
"611",1991,6,3,0.003236,0.002356,0.00759,-0.002507
"612",1991,6,4,-0.008065,-0.012926,-0.003766,-0.000325
"613",1991,6,5,-0.01626,-0.016667,-0.013233,-0.005274
"614",1991,6,6,-0.004959,-0.002421,0.007663,-0.003457
"615",1991,6,7,-0.01495,-0.009709,-0.009506,-0.009056
"616",1991,6,10,0.005059,0.003676,0,-0.002201
"617",1991,6,11,0.010067,-0.001221,0.003839,0.004477
"618",1991,6,12,-0.013289,-0.007335,-0.013384,-0.010467
"619",1991,6,13,0.008418,-0.008621,0.003876,0.00213
"620",1991,6,14,0.010017,-0.002484,0.015444,0.01042
"621",1991,6,17,-0.013223,-0.008717,-0.011407,-0.003809
"622",1991,6,18,0,0.013819,-0.009615,-0.003591
"623",1991,6,19,-0.0067,0.001239,-0.015534,-0.009247
"624",1991,6,20,0,-0.018564,0.011834,0.000204
"625",1991,6,21,0.011804,0.005044,0.019493,0.004212
"626",1991,6,24,-0.016667,-0.012547,-0.013384,-0.01661
"627",1991,6,25,-0.001695,0.010165,-0.003876,-0.001741
"628",1991,6,26,-0.001698,-0.007547,0.011673,0.001343
"629",1991,6,27,0.015306,-0.010139,0.005769,0.006792
"630",1991,6,28,-0.008375,-0.005122,-0.017208,-0.00615
"631",1991,7,1,0.011824,0.01287,0.027237,0.015769
"632",1991,7,2,0.001669,0.007624,-0.015152,-0.001015
"633",1991,7,3,-0.013333,-0.010088,-0.013462,-0.009265
"634",1991,7,5,-0.003378,0.005096,-0.005848,0.001912
"635",1991,7,8,0.015254,0.019011,0.011765,0.008117
"636",1991,7,9,-0.001669,-0.00995,-0.015504,-0.000883
"637",1991,7,10,-0.006689,-0.007538,0.009843,0.000373
"638",1991,7,11,0.010101,-0.005063,0.007797,0.002978
"639",1991,7,12,0.003333,0.01145,0.01354,0.007632
"640",1991,7,15,0.001661,-0.001258,0.003817,0.006183
"641",1991,7,16,-0.0199,-0.026448,0.01711,-0.001759
"642",1991,7,17,-0.028765,-0.003881,0.011215,-0.000117
"643",1991,7,18,0.019164,0.020779,-0.005545,0.009065
"644",1991,7,19,0.006838,0.022901,0.007435,-0.00192
"645",1991,7,22,-0.005093,0.014925,-0.00369,-0.003442
"646",1991,7,23,-0.013652,-0.01348,-0.003704,-0.008453
"647",1991,7,24,-0.012111,0.001242,-0.013011,-0.00271
"648",1991,7,25,0.015762,-0.002481,0.001883,0.005412
"649",1991,7,26,0.003448,0,-0.00188,0.000868
"650",1991,7,29,0,0.008706,0.011299,0.004785
"651",1991,7,30,0.005155,0.002466,0.01378,0.008722
"652",1991,7,31,0.001709,-0.00369,0.005576,0.003974
"653",1991,8,1,-0.003413,0,0.009242,-0.000962
"654",1991,8,2,-0.003425,-0.009877,-0.009158,0.00081
"655",1991,8,5,-0.010309,0.007481,-0.003697,-0.004846
"656",1991,8,6,0.010417,0.005792,0.011132,0.011992
"657",1991,8,7,0.013746,-0.013699,-0.011009,0.00114
"658",1991,8,8,0.001695,0.002525,-0.007421,-0.00149
"659",1991,8,9,-0.003384,-0.003778,-0.009346,-0.003927
"660",1991,8,12,-0.003396,-0.002528,0.003774,0.001969
"661",1991,8,13,-0.001704,0.003802,0.00188,0.004458
"662",1991,8,14,-0.003413,-0.005051,0.003752,0.002272
"663",1991,8,15,-0.005137,-0.001269,0.003738,-0.001342
"664",1991,8,16,-0.008606,-0.01906,-0.011173,-0.007956
"665",1991,8,19,-0.022569,-0.015544,-0.015066,-0.023024
"666",1991,8,20,0.001776,0.007895,0.024857,0.007111
"667",1991,8,21,0.033688,-0.001305,-0.003731,0.027102
"668",1991,8,22,0.001715,-0.013072,0.001873,0.00221
"669",1991,8,23,0.023973,0.005298,-0.003738,0.006197
"670",1991,8,26,-0.001672,0.002635,0.007505,-0.000275
"671",1991,8,27,-0.0067,0.001314,0.003724,-0.000899
"672",1991,8,28,0.010118,-0.007874,0.011132,0.008423
"673",1991,8,29,-0.001669,0.010582,0.00367,4.2e-05
"674",1991,8,30,0.001672,0.014398,0,-0.001433
"675",1991,9,3,-0.010017,0.011613,0.003656,-0.007363
"676",1991,9,4,-0.006745,0.006378,-0.003643,-0.005414
"677",1991,9,5,-0.018676,-0.003802,0.014625,-0.002539
"678",1991,9,6,-0.019031,0.01145,0.001802,0.000138
"679",1991,9,9,-0.005291,0.016352,-0.005396,-0.001
"680",1991,9,10,-0.003546,-0.013614,-0.009042,-0.010073
"681",1991,9,11,0.001779,0.017566,0,0.001806
"682",1991,9,12,-0.010657,0.025894,-0.009124,0.006613
"683",1991,9,13,-0.025135,-0.010817,-0.012891,-0.008571
"684",1991,9,16,0.027624,0.00729,0.016791,0.004203
"685",1991,9,17,-0.008961,0.012063,0.007339,-0.000361
"686",1991,9,18,0.001808,0.004768,0.001821,0.003524
"687",1991,9,19,0.00361,-0.004745,-0.001818,0.003227
"688",1991,9,20,0.007338,-0.005959,-0.01275,0.002247
"689",1991,9,23,-0.007194,0.003597,0.00369,-0.004286
"690",1991,9,24,0.012681,0.011947,0.007353,0.004637
"691",1991,9,25,-0.014311,-0.008264,0,-0.001473
"692",1991,9,26,0.001815,-0.00119,-0.001825,-2e-04
"693",1991,9,27,-0.001812,-0.02503,0,-0.001548
"694",1991,9,30,0.00726,0.013447,-0.003656,0.00551
"695",1991,10,1,0.007207,-0.00965,0.00367,0.002701
"696",1991,10,2,0.008945,-0.014616,0.001828,-0.002373
"697",1991,10,3,-0.019504,-0.021014,0.001825,-0.008887
"698",1991,10,4,-0.01085,-0.007576,0.003643,-0.005756
"699",1991,10,7,-0.016453,0.006361,-0.012704,-0.005595
"700",1991,10,8,-0.003717,-0.00885,0.005515,0.002638
"701",1991,10,9,-0.024254,-0.007653,-0.001828,-0.00843
"702",1991,10,10,0.028681,0.025707,0.014652,0.007109
"703",1991,10,11,-0.011152,0.001253,0.00361,0.003006
"704",1991,10,14,0.016917,0.013767,0.021583,0.011954
"705",1991,10,15,0.03512,0.02963,-0.005282,0.011923
"706",1991,10,16,0.017857,-0.02518,0,0.006814
"707",1991,10,17,0.003509,-0.01722,-0.00531,-0.002377
"708",1991,10,18,-0.001748,0.005006,0.012456,0.001785
"709",1991,10,21,-0.005254,-0.001245,0.008787,-0.005565
"710",1991,10,22,0.001761,-0.017456,0.012195,-0.003859
"711",1991,10,23,0.012302,0,-0.017212,-0.00045
"712",1991,10,24,-0.012153,-0.002538,-0.007005,-0.007654
"713",1991,10,25,-0.02812,-0.002545,-0.001764,-0.002813
"714",1991,10,28,0.016275,0.002551,0.003534,0.011494
"715",1991,10,29,0.008897,0.006361,0.014789,0.005938
"716",1991,10,30,-0.010582,0.013906,-0.007018,0.005323
"717",1991,10,31,-0.016043,-0.01995,-0.007067,0.001229
"718",1991,11,1,-0.009058,0.001272,0.003559,-0.002727
"719",1991,11,4,0.001828,-0.001677,0.008865,-0.002965
"720",1991,11,5,-0.007299,-0.003866,-0.019332,-0.002225
"721",1991,11,6,0.007353,0,0,0.00283
"722",1991,11,7,0,0.033635,0.003584,0.009015
"723",1991,11,8,0.00365,0.003755,-0.005357,0.000265
"724",1991,11,11,-0.003636,-0.001247,0.005386,0.001558
"725",1991,11,12,0.009124,-0.007491,-0.001786,0.008741
"726",1991,11,13,0.007233,-0.005031,-0.012522,0.001408
"727",1991,11,14,0.010772,0.011378,0.003623,-0.000975
"728",1991,11,15,-0.042629,-0.0375,-0.025271,-0.034089
"729",1991,11,18,0.018553,0.01039,0.009259,0.00516
"730",1991,11,19,-0.007286,-0.007712,-0.014679,-0.015403
"731",1991,11,20,-0.016514,-0.010363,-0.014898,-0.001249
"732",1991,11,21,-0.003731,-0.001309,0.00189,0.004208
"733",1991,11,22,-0.005618,-0.006553,-0.018868,-0.009179
"734",1991,11,25,-0.009416,0.003958,0,-0.003015
"735",1991,11,26,0,0.028909,-0.003846,0.004806
"736",1991,11,27,-0.003802,-0.037037,0.015444,-0.001958
"737",1991,11,29,-0.01145,-0.018568,-0.015209,-0.001449
"738",1991,12,2,0.015444,-0.002703,0.009653,0.013548
"739",1991,12,3,-0.008745,-0.01084,-0.015296,0.00081
"740",1991,12,4,-0.017408,-0.013699,-0.01165,-0.001284
"741",1991,12,5,-0.017717,0.002778,-0.013752,-0.00503
"742",1991,12,6,0.024048,-0.01385,0.01992,0.003776
"743",1991,12,9,0.015656,-0.043539,0,-0.002018
"744",1991,12,10,0.001927,0.013216,-0.015625,-0.001247
"745",1991,12,11,0.011538,0.017391,0.02381,-0.001957
"746",1991,12,12,0.013308,0.009972,0.007752,0.008749
"747",1991,12,13,0.018762,-0.007052,-0.001923,0.007059
"748",1991,12,16,-0.001842,-0.012784,0,0.001499
"749",1991,12,17,0.009225,-0.015827,0.00578,-0.004846
"750",1991,12,18,-0.001828,0.008772,0.011494,0.001125
"751",1991,12,19,-0.001832,-0.015942,-0.00947,-0.003815
"752",1991,12,20,0.023853,0.010309,0.017208,0.009712
"753",1991,12,23,0.032258,0.029155,0.024436,0.022271
"754",1991,12,24,0.026042,0,-0.012844,0.008148
"755",1991,12,26,0.01692,0,0.003717,0.01395
"756",1991,12,27,-0.014975,0.012748,-0.003704,0.006069
"757",1991,12,30,0.038851,0.011189,-0.011152,0.020344
"758",1991,12,31,-0.004878,-0.015214,0.020677,0.006029
"759",1992,1,2,0.001634,0.014045,0.014733,-0.000565
"760",1992,1,3,-0.004894,0.001385,0.005445,0.005518
"761",1992,1,6,-0.004918,0.020747,-0.009025,-3e-05
"762",1992,1,7,-0.004942,0.025745,-0.025501,0.000499
"763",1992,1,8,-0.001656,-0.023778,-0.014953,0.003886
"764",1992,1,9,-0.013267,-0.012179,-0.020873,0.00265
"765",1992,1,10,0.001681,-0.00411,-0.001938,-0.005977
"766",1992,1,13,0.010067,-0.006878,0.015534,-0.000902
"767",1992,1,14,0.013289,0.023546,0.022945,0.013011
"768",1992,1,15,0.011475,0.032476,0,0.002926
"769",1992,1,16,0.011345,0.001311,-0.003738,-0.005394
"770",1992,1,17,0.019231,0.009162,0.018762,0.001203
"771",1992,1,20,0.012579,-0.011673,0.005525,-0.006019
"772",1992,1,21,-0.031056,-0.024934,0.020147,-0.010994
"773",1992,1,22,0.019231,0.02961,-0.012567,0.01344
"774",1992,1,23,-0.006289,-0.022222,-0.029091,-0.00406
"775",1992,1,24,-0.007911,-0.004011,0.005618,0.001267
"776",1992,1,27,-0.001595,0.006711,0.003724,-0.001477
"777",1992,1,28,-0.001597,-0.005333,0,0.000165
"778",1992,1,29,-0.0096,-0.014745,-0.016698,-0.009791
"779",1992,1,30,-0.011309,-0.001361,-0.018868,0.004155
"780",1992,1,31,-0.01634,-0.019074,-0.017308,-0.004859
"781",1992,2,3,0.009967,0.015278,0.003914,0.002584
"782",1992,2,4,0.011513,0.009576,0.002729,0.009825
"783",1992,2,5,0.00813,-0.01084,-0.01378,0.002305
"784",1992,2,6,0,-0.001808,-0.017964,0.000536
"785",1992,2,7,-0.003226,-0.006954,0.028455,-0.005351
"786",1992,2,10,0.001618,0.005602,0.027668,0.0048
"787",1992,2,11,-0.004847,0.005571,-0.025,0.000331
"788",1992,2,12,0.011364,0.020776,0,0.008696
"789",1992,2,13,-0.006421,-0.014925,0.001972,-0.008021
"790",1992,2,14,-0.003231,-0.011019,0.005906,-0.002097
"791",1992,2,18,0,-0.001393,-0.031311,-0.011504
"792",1992,2,19,0.016207,0,-0.020202,4.7e-05
"793",1992,2,20,0.025518,0.001395,-0.002062,0.012536
"794",1992,2,21,0,0.001393,-0.002066,-0.005027
"795",1992,2,24,-0.001555,-0.005563,0.010352,-0.000343
"796",1992,2,25,-0.010903,-0.012587,0.020492,-0.004156
"797",1992,2,26,0,0,0.006024,0.0117
"798",1992,2,27,-0.006299,-0.005666,-0.007984,-0.00092
"799",1992,2,28,-0.00317,-0.009972,-0.004024,-0.002369
"800",1992,3,2,0.011129,0.007194,-0.018182,0.000954
"801",1992,3,3,-0.00566,0.008571,-0.006173,0.000523
"802",1992,3,4,-0.011146,-0.009915,0.004141,-0.007055
"803",1992,3,5,0.00161,-0.008584,-0.018557,-0.008399
"804",1992,3,6,-0.003215,-0.002886,0,-0.005357
"805",1992,3,9,0,0.011577,-0.002101,0.001437
"806",1992,3,10,0.003226,0.005722,0.014737,0.005311
"807",1992,3,11,-0.008039,-0.001422,-0.006224,-0.007151
"808",1992,3,12,0,0.01567,0.010438,-0.001224
"809",1992,3,13,0.011345,0.00561,0.016529,0.004298
"810",1992,3,16,0,-0.009763,-0.002033,0.000324
"811",1992,3,17,0.008013,-0.012676,-0.01833,0.007285
"812",1992,3,18,-0.00159,-0.001427,-0.002075,-1.3e-05
"813",1992,3,19,-0.004777,-0.018571,-0.006237,0.001764
"814",1992,3,20,0.0064,0.002911,-0.020921,0.001737
"815",1992,3,23,-0.006359,-0.005806,0.021368,-0.002634
"816",1992,3,24,-0.0048,-0.00438,-0.006276,-0.002567
"817",1992,3,25,0.001608,-0.001466,-0.002105,-0.001216
"818",1992,3,26,-0.012841,-0.011747,0.006329,-0.000967
"819",1992,3,27,-0.009756,-0.010401,0.004193,-0.010414
"820",1992,3,30,-0.001642,0.001502,-0.004175,-0.001874
"821",1992,3,31,-0.003289,0.001499,-0.002096,0.001499
"822",1992,4,1,0.008251,-0.007485,0,0.000228
"823",1992,4,2,-0.01473,-0.007541,-0.02521,-0.009451
"824",1992,4,3,-0.004983,-0.006079,0.036638,0.000406
"825",1992,4,6,0.010017,0.01682,0.04158,0.009023
"826",1992,4,7,-0.019835,-0.009023,-0.007984,-0.017763
"827",1992,4,8,-0.016863,0.030349,0.002012,-0.010195
"828",1992,4,9,0.025729,0.002946,-0.02008,0.01598
"829",1992,4,10,0.016722,0.010279,0.016393,0.007454
"830",1992,4,13,-0.009868,0.017442,-0.004032,0.004577
"831",1992,4,14,0.019934,0.008571,0.012146,0.013444
"832",1992,4,15,0.016287,0.002833,0.01,0.007974
"833",1992,4,16,0.012821,0.001412,0.009901,-0.002706
"834",1992,4,20,-0.003165,0.009873,-0.009804,-0.014458
"835",1992,4,21,-0.012698,0.005587,-0.013861,-0.001112
"836",1992,4,22,-0.006431,0.001389,-0.008032,-0.00014
"837",1992,4,23,-0.008091,-0.009709,-0.004049,0.002205
"838",1992,4,24,-0.009788,-0.012605,0.00813,-0.004556
"839",1992,4,27,0,0,0.020161,-0.002117
"840",1992,4,28,0.001647,0.004255,0.013834,-0.000727
"841",1992,4,29,-0.003289,-0.004237,-0.003899,0.007664
"842",1992,4,30,0.011551,0.029787,0.011742,0.008831
"843",1992,5,1,-0.011419,-0.001377,-0.003868,-0.004027
"844",1992,5,4,0.019802,0.02069,0.002718,0.00983
"845",1992,5,5,-0.003236,0.014865,-0.011765,0.001811
"846",1992,5,6,0,-0.005326,-0.005952,0.000598
"847",1992,5,7,-0.001623,0.016975,0,-0.00149
"848",1992,5,8,0.00813,-0.006667,-0.003992,-8.9e-05
"849",1992,5,11,0.020968,0.008054,0.008016,0.005367
"850",1992,5,12,-0.00158,-0.003995,-0.003976,-0.004541
"851",1992,5,13,-0.007911,-0.012032,-0.003992,-0.000277
"852",1992,5,14,-0.00638,-0.006766,-0.002004,-0.007549
"853",1992,5,15,-0.008026,-0.001362,-0.006024,-0.005736
"854",1992,5,18,-0.004854,-0.00955,0.008081,0.005182
"855",1992,5,19,0.01626,0.019284,0,0.006966
"856",1992,5,20,-0.0064,-0.009459,-0.01002,-0.000555
"857",1992,5,21,-0.011272,-0.001364,0.012146,-0.005953
"858",1992,5,22,-0.001629,0.002732,0.014,0.003005
"859",1992,5,26,-0.019576,-0.013624,0.057199,-0.006339
"860",1992,5,27,0.009983,0.004144,-0.024254,0.001816
"861",1992,5,28,0.016474,0.002751,0.005736,0.008493
"862",1992,5,29,-0.009724,-0.004115,-0.011407,0.000276
"863",1992,6,1,0,-0.001377,-0.001923,0.004494
"864",1992,6,2,-0.004255,0,-0.001927,-0.005708
"865",1992,6,3,0.006623,-0.009655,0.005792,0.001719
"866",1992,6,4,0.003289,-0.008357,0.007678,-0.002909
"867",1992,6,5,0.016393,0.015449,0.007619,-0.000677
"868",1992,6,8,-0.016129,0.006916,0.00189,-0.001244
"869",1992,6,9,-0.001639,-0.004121,0.009434,-0.008071
"870",1992,6,10,-0.003284,-0.005517,0.011215,-0.00697
"871",1992,6,11,0.011532,0.020804,0,0.00234
"872",1992,6,12,-0.006515,0.01087,-0.02403,0.00254
"873",1992,6,15,0.003279,0.012097,0.005682,-0.000197
"874",1992,6,16,0.011438,-0.010624,-0.007533,-0.004433
"875",1992,6,17,-0.017771,-0.005369,-0.009488,-0.015138
"876",1992,6,18,0,0.020243,-0.011494,-0.004192
"877",1992,6,19,0,0.005291,0,0.00616
"878",1992,6,22,0.003289,0.002632,-0.015504,-0.00258
"879",1992,6,23,0.001639,0.006562,-0.015748,0.002912
"880",1992,6,24,0,0.018253,0.002,-0.001069
"881",1992,6,25,0.011457,-0.005122,-0.011976,-0.001528
"882",1992,6,26,0.009709,0.001287,-0.00202,0.000689
"883",1992,6,29,0.012821,0.014139,0.010121,0.013096
"884",1992,6,30,-0.015823,-0.007605,-0.014028,0.001678
"885",1992,7,1,0.009646,0.003831,-0.00813,0.010094
"886",1992,7,2,-0.015924,-0.013995,0.008197,-0.002414
"887",1992,7,6,0.001618,0.012903,0.018293,0.004082
"888",1992,7,7,-0.016155,-0.014013,-0.001996,-0.009928
"889",1992,7,8,0.011494,0.011628,-0.006,0.001536
"890",1992,7,9,0.00974,-0.003831,0.006036,0.009373
"891",1992,7,10,-0.017685,0.001282,0,0.002079
"892",1992,7,13,0.00491,0.002561,0.006,0.001592
"893",1992,7,14,0.014658,0,0.033797,0.006388
