rownames,harvest,lat,long,yield
1562,H8,24.1758658,48.02925,2.72556
1563,H8,24.1758211,48.0291234,3.216
1564,H8,24.1757674,48.0290017,4.19688
1565,H8,24.1757001,48.0288883,3.02304
1566,H8,24.1756185,48.0287861,2.814
1567,H8,24.175542,48.0288381,0.61908
1568,H8,24.1756275,48.0289392,0.70752
1569,H8,24.1756946,48.0290547,0.39396
1570,H8,24.1757497,48.029178,0.2814
1571,H8,24.1757922,48.0293062,1.4874
1572,H8,24.1758272,48.0294846,0.87636
1573,H8,24.1758365,48.0296212,3.03912
1574,H8,24.1758301,48.0297578,2.9748
1575,H8,24.1758102,48.0298915,2.92656
1576,H8,24.1757605,48.0300636,2.42808
1577,H8,24.1757091,48.0301878,3.0552
1578,H8,24.1756467,48.0303067,3.87528
1579,H8,24.1755727,48.0304166,1.84116
1580,H8,24.1755455,48.0304511,5.33052
1581,H8,24.1754864,48.0305149,2.55672
1582,H8,24.1753909,48.0306025,2.47632
1583,H8,24.1752846,48.0306756,2.3316
1584,H8,24.175133,48.0307554,1.86528
1585,H8,24.1750135,48.0307976,3.06324
1586,H8,24.1748906,48.0308248,2.211
1587,H8,24.1747661,48.0308364,2.20296
1588,H8,24.1746411,48.0308329,2.22708
1589,H8,24.1745181,48.0308119,2.20296
1590,H8,24.174397,48.0307761,2.21904
1591,H8,24.1743298,48.0307508,2.613
1592,H8,24.1742656,48.030727,1.35072
1593,H8,24.174721,48.0307414,0.98892
1594,H8,24.1748464,48.030734699999996,0.6834
1595,H8,24.1751282,48.0306544,0.98088
1596,H8,24.1752405,48.0305961,2.30748
1597,H8,24.1753454,48.0305206,1.809
1598,H8,24.175440300000002,48.0304318,2.2914
1599,H8,24.1755235,48.0303304,2.42808
1600,H8,24.175594,48.030218,2.54868
1601,H8,24.1756534,48.0300974,2.66928
1602,H8,24.1757109,48.0299249,2.1708
1603,H8,24.1757367,48.0297904,4.63908
1604,H8,24.1757463,48.0296542,3.19992
1605,H8,24.175741,48.0295192,3.42504
1606,H8,24.1757199,48.0293852,3.3366
1607,H8,24.1756851,48.0292548,3.216
1608,H8,24.175616,48.0290906,2.27532
1609,H8,24.1755709,48.0290151,4.3014
1610,H8,24.175548,48.0291579,0
1611,H8,24.1756436,48.0294585,0.89244
1612,H8,24.1756577,48.0295949,1.27836
1613,H8,24.1756552,48.0297305,2.83008
1614,H8,24.1756347,48.0298642,2.10648
1615,H8,24.1755971,48.0299934,2.86224
1616,H8,24.1755451,48.0301176,2.70144
1617,H8,24.1755022,48.0301956,1.29444
1618,H8,24.1754786,48.0302329,5.5074
1619,H8,24.1753981,48.0303381,2.613
1620,H8,24.1752721,48.0304567,1.82508
1621,H8,24.175164,48.0305273,3.39288
1622,H8,24.1749287,48.0306187,2.211
1623,H8,24.1748049,48.0306398,2.12256
1624,H8,24.1746382,48.0306389,1.58388
1625,H8,24.1745151,48.0306147,2.21904
1626,H8,24.1744003,48.0305781,3.14364
1627,H8,24.174614299999998,48.0303426,0.77988
1628,H8,24.1747395,48.0303543,0.32964
1629,H8,24.174864,48.0303411,0.33768
1630,H8,24.174984,48.0303027,0.81204
1631,H8,24.1751279,48.0302132,0.57888
1632,H8,24.175220499999998,48.0301222,1.45524
1633,H8,24.1752977,48.0300151,2.11452
1634,H8,24.1753842,48.0297609,2.7336
1635,H8,24.1753929,48.0296256,3.58584
1636,H8,24.1753798,48.029492,3.60192
1637,H8,24.1753428,48.0293627,3.47328
1638,H8,24.1754445,48.029166,0.53064
1639,H8,24.175501,48.0292883,0.7638
1640,H8,24.1755413,48.0294184,0.99696
1641,H8,24.1755623,48.029553,0.78792
1642,H8,24.175566,48.0296892,1.55172
1643,H8,24.1755514,48.0298233,1.55172
1644,H8,24.1755179,48.0299543,2.24316
1645,H8,24.1754643,48.0300769,2.0904
1646,H8,24.1753967,48.0301919,2.58084
1647,H8,24.1752795,48.0303221,1.75272
1648,H8,24.1751797,48.0304045,3.015
1649,H8,24.1750699,48.0304703,2.38788
1650,H8,24.1749517,48.0305157,1.99392
1651,H8,24.1748285,48.0305405,1.9698
1652,H8,24.1746616,48.0305424,1.5276
1653,H8,24.1745383,48.0305189,2.05824
1654,H8,24.1751147,48.0301035,1.3266
1655,H8,24.1752004,48.0300036,1.06932
1656,H8,24.1752767,48.0298426,2.28336
1657,H8,24.1753033,48.0297096,2.28336
1658,H8,24.1753044,48.0295745,3.42504
1659,H8,24.1752766,48.0294425,3.32856
1660,H8,24.1752243,48.02932,3.1356
1661,H8,24.1754788,48.0295817,1.65624
1662,H8,24.1754811,48.0296269,1.1256
1663,H8,24.1754728,48.0297622,1.1256
1664,H8,24.1754456,48.0298932,1.90548
1665,H8,24.1753783,48.0300576,1.4472
1666,H8,24.1753048,48.0301674,2.2512
1667,H8,24.1752148,48.030263,2.78988
1668,H8,24.1751129,48.0303424,1.63212
1669,H8,24.1749987,48.0303999,3.06324
1670,H8,24.1748785,48.0304365,2.30748
1671,H8,24.1747543,48.0304525,2.23512
1672,H8,24.1746711,48.0304497,1.14168
1673,H8,24.1746298,48.0304444,4.57476
1674,H8,24.1744906,48.0304103,2.04216
1675,H8,24.174674,48.0302853,0.17688
1676,H8,24.174629500000002,48.030352,0.18492
1677,H8,24.1745586,48.0303842,0.14472
1678,H9,24.1744211,48.0302521,0.62744
1679,H9,24.1745759,48.0300739,1.023
1680,H9,24.1746457,48.0300702,0.57288
1681,H9,24.1747238,48.0300632,0.45694
1682,H9,24.174825,48.0300301,0.34782
1683,H9,24.1748718,48.0300026,0.72292
1684,H9,24.1749546,48.0299303,0.38874
1685,H9,24.1750411,48.0297876,0.84568
1686,H9,24.1750628,48.0297052,1.08438
1687,H9,24.1750709,48.02962,1.13894
1688,H9,24.1750634,48.0295351,1.66408
1689,H9,24.1750402,48.0294536,1.76638
1690,H9,24.1750069,48.0293896,1.86186
1691,H9,24.1749853,48.0293414,2.33926
1692,H9,24.1772018,48.0269363,0.24552
1693,H9,24.1772728,48.0270152,0.30008
1694,H9,24.1773512,48.0271099,0.53196
1695,H9,24.1774283,48.0272167,0.38874
1696,H9,24.1775048,48.0273255,0.57288
1697,H9,24.1775779,48.0274374,0.5797
1698,H9,24.1776465,48.0275524,0.52514
1699,H9,24.1777117,48.0276692,0.64108
1700,H9,24.1777964,48.0278268,0.48422
1701,H9,24.1778538,48.0279476,0.74338
1702,H9,24.1779021,48.0280735,1.023
1703,H9,24.177948,48.0282009,0.8184
1704,H9,24.1779828,48.028301,1.05028
1705,H9,24.1779968,48.028345,2.5234
1706,H9,24.1780034,48.0283693,4.72626
1707,H9,24.1780149,48.0284016,2.32562
1708,H9,24.1780324,48.0284575,1.40492
1709,H9,24.1780435,48.0285003,1.17986
1710,H9,24.178053,48.0285434,1.6027
1711,H9,24.1781952,48.0292525,0.32054
1712,H9,24.1782088,48.0293517,0.32054
1713,H9,24.178225,48.0294493,0.67518
1714,H9,24.1782353,48.0295507,1.15258
1715,H9,24.1782393,48.0296601,1.08438
1716,H9,24.1782363,48.0298063,1.20032
1717,H9,24.1782146,48.0300236,2.58478
1718,H9,24.1781851,48.0301275,2.10738
1719,H9,24.1781666,48.0302547,1.8073
1720,H9,24.1781461,48.0303888,1.71182
1721,H9,24.1781244,48.0305232,1.62316
1722,H9,24.1780816,48.0306988,1.705
1723,H9,24.1780436,48.0308277,1.21396
1724,H9,24.1780028,48.0309552,1.20714
1725,H9,24.1779591,48.0310828,1.0912
1726,H9,24.1779104,48.0312089,1.07756
1727,H9,24.1778573,48.0313336,1.27534
1728,H9,24.1777801,48.0314934,0.94798
1729,H9,24.1777177,48.0316113,1.38446
1730,H9,24.1776537,48.0317281,1.37764
1731,H9,24.1775831,48.0318411,1.4663
1732,H9,24.1775097,48.0319502,1.9437
1733,H9,24.1774325,48.0320553,1.33672
1734,H9,24.1773529,48.0321597,1.18668
1735,H9,24.177183,48.0323599,1.05028
1736,H9,24.1770932,48.0324543,1.02982
1737,H9,24.1769668,48.0325745,0.67518
1738,H9,24.1768705,48.0326627,0.90024
1739,H9,24.1768047,48.0327188,1.3026199999999999
1740,H9,24.1767712,48.0327459,0.85932
1741,H9,24.1766708,48.0328248,0.86614
1742,H9,24.1765679,48.0328997,1.08438
1743,H9,24.1764618,48.0329698,1.06392
1744,H9,24.1763527,48.0330373,1.13212
1745,H9,24.1762035,48.0331216,0.83204
1746,H9,24.1760885,48.0331772,1.07074
1747,H9,24.1759728,48.0332265,1.54132
1748,H9,24.1758578,48.0332756,1.20714
1749,H9,24.1757007,48.0333326,0.90706
1750,H9,24.1755797,48.0333645,1.3299
1751,H9,24.1754586,48.0333959,1.31626
1752,H9,24.1753373,48.0334254,1.40492
1753,H9,24.1752155,48.0334481,2.13466
1754,H9,24.1749699,48.0334795,1.4594800000000001
1755,H9,24.1748457,48.0334876,1.44584
1756,H9,24.1747205,48.0334907,1.0571
1757,H9,24.174596,48.033489,1.07756
1758,H9,24.1744291,48.0334817,0.64108
1759,H9,24.1743046,48.0334722,0.85932
1760,H9,24.1741804,48.0334556,0.79112
1761,H9,24.1740572,48.033432,0.60016
1762,H9,24.1739754,48.0334141,0.5115
1763,H9,24.1739346,48.0334047,0.51832
1764,H9,24.1738135,48.0333752,0.51832
1765,H9,24.1736931,48.0333404,0.5456
1766,H9,24.1735742,48.0333008,0.55242
1767,H9,24.173417,48.0332417,0.39556
1768,H9,24.1733004,48.0331913,0.53196
1769,H9,24.1731851,48.0331359,0.66154
1770,H9,24.1730726,48.0330765,0.50468
1771,H9,24.172961,48.0330145,0.60016
1772,H9,24.1728529,48.0329461,0.60698
1773,H9,24.1732004,48.033042,0.8525
1774,H9,24.1733129,48.0330963,0.63426
1775,H9,24.1734038,48.0331353,1.24806
1776,H9,24.1734998,48.0331754,1.57542
1777,H9,24.1735958,48.0332155,1.06392
1778,H9,24.1737132,48.0332566,1.75274
1779,H9,24.1738363,48.0332883,1.32308
1780,H9,24.1739586,48.0333195,1.49358
1781,H9,24.1740821,48.0333459,1.47994
1782,H9,24.1741648,48.0333602,0.74338
1783,H9,24.1742481,48.0333726,1.44584
1784,H9,24.1743735,48.0333868,1.92324
1785,H9,24.1744991,48.0333974,1.00936
1786,H9,24.1746254,48.0334025,2.01872
1787,H9,24.1747509,48.0334016,1.68454
1788,H9,24.1749198,48.0333908,0.9889
1789,H9,24.175046,48.0333781,1.32308
1790,H9,24.1751715,48.033361,1.95734
1791,H9,24.1752958,48.0333394,0.98208
1792,H9,24.1754188,48.0333146,2.13466
1793,H9,24.1755403,48.0332825,1.9437
1794,H9,24.1756602,48.0332451,1.95734
1795,H9,24.1757,48.0332315,1.93688
1796,H9,24.1758184,48.0331876,1.60952
1797,H9,24.1758964,48.0331567,3.65552
1798,H9,24.1760508,48.0330917,2.15512
1799,H9,24.1761643,48.0330372,3.6828
1800,H9,24.1762757,48.0329747,2.89168
1801,H9,24.1763845,48.0329051,2.89168
1802,H9,24.1764934,48.0328356,2.6052399999999998
1803,H9,24.1766337,48.0327363,1.99144
1804,H9,24.1767352,48.0326577,2.63252
1805,H9,24.176833,48.032575,3.58732
1806,H9,24.1768976,48.0325191,2.7621000000000002
1807,H9,24.1769298,48.0324905,2.75528
1808,H9,24.1770242,48.0324005,2.74846
1809,H9,24.1771137,48.0323049,2.77574
1810,H9,24.1772285,48.0321726,2.27788
1811,H9,24.1773115,48.0320691,3.81238
1812,H9,24.1773923,48.0319614,2.87122
1813,H9,24.1774678,48.0318524,2.98034
1814,H9,24.1775381,48.0317406,2.9189600000000002
1815,H9,24.1776055,48.0316273,2.95988
1816,H9,24.1776703,48.0315103,2.98034
1817,H9,24.1777497,48.0313513,2.29834
1818,H9,24.1777843,48.0312702,5.0809
1819,H9,24.1778021,48.0312295,3.3418
1820,H9,24.1778538,48.0311061,3.36226
1821,H9,24.1779007,48.0309791,3.53958
1822,H9,24.1779423,48.0308502,3.8874
1823,H9,24.177991,48.030676,2.58478
1824,H9,24.1780231,48.0305455,3.60778
1825,H9,24.1780538,48.0304131,4.71944
1826,H9,24.1780788,48.030279,3.58732
1827,H9,24.1780969,48.0301435,3.43728
1828,H9,24.1781092,48.0300109,3.56004
1829,H9,24.1781175,48.0299002,3.96924
1830,H9,24.1781262,48.0297809,3.6828
1831,H9,24.1781282,48.0296456,3.2395
1832,H9,24.1781253,48.0294652,2.55068
1833,H9,24.1781187,48.0293303,4.5353
1834,H9,24.1781051,48.0291963,3.86012
1835,H9,24.1780803,48.0290192,2.56432
1836,H9,24.1780651,48.0289307,5.4219
1837,H9,24.1780327,48.0287547,2.74164
1838,H9,24.1780013,48.0286235,3.64188
1839,H9,24.1779647,48.0284941,4.78764
1840,H9,24.1779245,48.0283656,3.25996
1841,H9,24.1778815,48.0282386,3.2395
1842,H9,24.17785,48.0281549,3.0349
1843,H9,24.1778336,48.0281132,3.00762
1844,H9,24.1777826,48.0279903,3.0349
1845,H9,24.1777077,48.0278295,2.22332
1846,H9,24.1776473,48.0277122,4.14656
1847,H9,24.1775816,48.027598,2.99398
1848,H9,24.1775123,48.0274864,2.94624
1849,H9,24.1774403,48.0273754,3.02808
1850,H9,24.1773643,48.0272673,2.90532
1851,H9,24.1772563,48.027129,2.12784
1852,H9,24.1771724,48.0270287,2.73482
1853,H9,24.177085,48.0269311,3.57368
1854,H9,24.1769948,48.026837,1.62998
1855,H9,24.1769014,48.0267479,3.22586
1856,H9,24.1768025,48.0269474,1.25488
1857,H9,24.1768977,48.0270379,0.85932
1858,H9,24.1769882,48.0271322,0.93434
1859,H9,24.1770999,48.027269,0.58652
1860,H9,24.1771805,48.0273735,0.77748
1861,H9,24.1772582,48.0274802,1.55496
1862,H9,24.1773325,48.0275896,1.18668
1863,H9,24.1774016,48.0277022,1.8073
1864,H9,24.1774674,48.0278185,1.82776
1865,H9,24.1775299,48.0279378,2.29152
1866,H9,24.1775877,48.0280594,2.26424
1867,H9,24.1776581,48.0282251,1.73228
1868,H9,24.1777048,48.0283533,2.2847
1869,H9,24.1775894,48.0312157,2.20286
1870,H9,24.1775318,48.0313354,1.84822
1871,H9,24.1774483,48.0314923,1.41174
1872,H9,24.1773785,48.031605,1.82094
1873,H9,24.1773096,48.031718,2.44156
1874,H9,24.1772338,48.0318249,1.75956
1875,H9,24.1771537,48.031927,1.78684
1876,H9,24.1770708,48.0320276,1.75956
1877,H9,24.1769853,48.0321257,1.7732
1878,H9,24.1768956,48.0322206,1.72546
1879,H9,24.1767718,48.032342,1.33672
1880,H9,24.1766747,48.0324291,1.7391
1881,H9,24.1765747,48.0325106,2.2165
1882,H9,24.1764715,48.032586,1.64362
1883,H9,24.1763662,48.0326573,1.6027
1884,H9,24.1762587,48.0327249,1.58906
1885,H9,24.1761118,48.032808,1.3026199999999999
1886,H9,24.1759989,48.0328683,1.5004
1887,H9,24.1757658,48.0329671,1.5686
1888,H9,24.1756482,48.0330103,1.34354
1889,H9,24.1755289,48.0330462,1.34354
1890,H9,24.1754076,48.0330792,1.3299
1891,H9,24.1752855,48.033107,1.32308
1892,H9,24.1751228,48.033138,0.99572
1893,H9,24.1749997,48.0331529,1.43902
1894,H9,24.1748769,48.0331629,1.93006
1895,H9,24.1747532,48.0331664,1.5686
1896,H9,24.1746296,48.0331662,1.5686
1897,H9,24.174505,48.0331608,1.55496
1898,H9,24.1743802,48.0331489,1.54814
1899,H9,24.1742557,48.0331333,1.47312
1900,H9,24.1740906,48.0331078,1.11166
1901,H9,24.1739682,48.0330817,2.06646
1902,H9,24.173847,48.0330491,1.3981
1903,H9,24.1737278,48.0330092,1.33672
1904,H9,24.1736093,48.0329662,1.34354
1905,H9,24.1734529,48.0329049,1.04346
1906,H9,24.1733375,48.0328533,1.41174
1907,H9,24.1732262,48.0327926,1.93006
1908,H9,24.1731151,48.0327296,1.4663
1909,H9,24.1730088,48.0326643,1.52086
1910,H9,24.1729295,48.0325975,1.91642
1911,H9,24.1728928,48.0327537,0.4774
1912,H9,24.1729786,48.0328143,0.46376
1913,H9,24.1730679,48.0328679,0.27962
1914,H9,24.1731709,48.0329246,0.24552
1915,H9,24.1732841,48.0329831,0.32054
1916,H9,24.1733223,48.033001,0.4774
1917,H9,24.173438,48.0330519,0.4774
1918,H9,24.1735552,48.0330999,1.32308
1919,H9,24.1736742,48.0331447,0.98208
1920,H9,24.1737949,48.033184,1.35036
1921,H9,24.1739577,48.0332263,1.07074
1922,H9,24.1740805,48.0332526,1.49358
1923,H9,24.1742035,48.0332782,1.6027
1924,H9,24.1743278,48.0332971,1.58906
1925,H9,24.1744531,48.0333086,1.81412
1926,H9,24.1745791,48.0333148,1.35718
1927,H9,24.1747048,48.0333158,1.33672
1928,H9,24.174831,48.0333126,1.3299
1929,H9,24.1749577,48.0333069,1.37082
1930,H9,24.1750833,48.0332938,1.38446
1931,H9,24.1752484,48.0332645,1.02982
1932,H9,24.1753302,48.0332471,2.07328
1933,H9,24.1753709,48.0332378,1.38446
1934,H9,24.1754921,48.0332071,1.72546
1935,H9,24.175613,48.0331733,1.72546
1936,H9,24.1757337,48.0331349,2.15512
1937,H9,24.1758905,48.0330744,1.5686
1938,H9,24.1760069,48.0330251,2.32562
1939,H9,24.1761202,48.0329686,3.15084
1940,H9,24.1762327,48.0329077,2.4211
1941,H9,24.1763442,48.0328432,2.42792
1942,H9,24.176455700000002,48.032773,2.17558
1943,H9,24.1765603,48.0326984,2.12784
1944,H9,24.1766619,48.0326199,2.14148
1945,H9,24.176794,48.0325092,1.62316
1946,H9,24.1768903,48.0324233,2.1824
1947,H9,24.1769843,48.0323327,3.04172
1948,H9,24.1770745,48.0322379,2.32562
1949,H9,24.17719,48.0321057,1.9437
1950,H9,24.1772739,48.0320034,2.41428
1951,H9,24.1773547,48.0318984,2.46202
1952,H9,24.1774299,48.0317889,2.50294
1953,H9,24.1775,48.0316775,3.53958
1954,H9,24.1775671,48.0315627,2.68026
1955,H9,24.1776317,48.031445,2.73482
1956,H9,24.1776904,48.0313245,2.81666
1957,H9,24.1777449,48.0312031,2.95988
1958,H9,24.1777975,48.0310818,3.0008
1959,H9,24.1778589,48.0309132,2.41428
1960,H9,24.1778989,48.0307834,3.2395
1961,H9,24.177935,48.0306527,4.71944
1962,H9,24.1779684,48.0305224,3.30088
1963,H9,24.177997,48.0303897,3.35544
1964,H9,24.1780256,48.0302097,2.36654
1965,H9,24.1780443,48.0300738,3.16448
1966,H9,24.1780569,48.0299381,3.82602
1967,H9,24.1780635,48.0298005,2.85758
1968,H9,24.1780664,48.0296649,2.74164
1969,H9,24.1780656,48.0295295,2.74846
1970,H9,24.1780601,48.0293943,2.77574
1971,H9,24.1780501,48.0292592,2.7621000000000002
1972,H9,24.1780295,48.0290811,2.36654
1973,H9,24.1780084,48.0289488,3.13038
1974,H9,24.1779841,48.0288169,4.76718
1975,H9,24.1779543,48.0286858,3.33498
1976,H9,24.1779212,48.0285554,3.41682
1977,H9,24.1778697,48.0283849,2.53022
1978,H9,24.1778244,48.0282597,3.29406
1979,H9,24.1777782,48.0281351,4.38526
1980,H9,24.1777299,48.0280112,3.14402
1981,H9,24.1776729,48.0278915,2.92578
1982,H9,24.1776122,48.0277732,2.8644
1983,H9,24.1775714,48.0276946,2.85758
1984,H9,24.1775494,48.0276565,2.6257
1985,H9,24.177481,48.0275438,2.5916
1986,H9,24.1773835,48.0273979,1.82094
1987,H9,24.1773058,48.0272917,2.36654
1988,H9,24.1772256,48.0271884,3.10992
1989,H9,24.1771422,48.0270876,2.1824
1990,H9,24.1770255,48.0269596,1.57542
1991,H9,24.1769318,48.0268692,2.02554
1992,H9,24.1768457,48.026784,2.98034
1993,H9,24.1767389,48.0269755,0.96844
1994,H9,24.1770323,48.0272823,1.13212
1995,H9,24.1770992,48.0273659,1.13212
1996,H9,24.1771635,48.0274509,1.76638
1997,H9,24.1771849,48.0274795,1.75956
1998,H9,24.1772479,48.027566,1.18668
1999,H9,24.1773066,48.0276548,2.59842
2000,H9,24.1773619,48.0277473,2.6052399999999998
2001,H9,24.177415,48.0278417,3.73054
2002,H9,24.1774664,48.0279376,3.0349
2003,H9,24.1775139,48.028036,2.61888
2004,H9,24.1775745,48.0281686,1.96416
2005,H9,24.1776148,48.028271,2.50294
2006,H9,24.1776504,48.0283754,3.41
2007,H9,24.1776863,48.0284796,2.3529
2008,H9,24.177718,48.028585,2.40064
2009,H9,24.1777475,48.0286915,2.26424
2010,H9,24.1777735,48.0287985,2.30516
2011,H9,24.1777958,48.0289064,2.46884
2012,H9,24.1778222,48.0290508,2.01872
2013,H9,24.177837,48.02916,2.728
2014,H9,24.1778494,48.02927,2.9326
2015,H9,24.1778603,48.0293795,3.90104
2016,H9,24.1778657,48.0294901,3.069
2017,H9,24.177867,48.0296001,3.09628
2018,H9,24.177866,48.0297455,2.85758
2019,H9,24.1778611,48.0298541,4.42618
2020,H9,24.1778511,48.0299636,3.38954
2021,H9,24.1778401,48.0300719,3.41682
2022,H9,24.1778284,48.0301811,3.21222
2023,H9,24.1778114,48.0302895,3.1713
2024,H9,24.1777898,48.0303975,2.98716
2025,H9,24.1777585,48.0305396,2.24378
2026,H9,24.1777297,48.0306447,2.70072
2027,H9,24.1776979,48.0307486,3.56686
2028,H9,24.177663,48.0308524,1.69818
2029,H9,24.1776257,48.030955,3.36908
2030,H9,24.177586,48.031057,2.53022
2031,H9,24.1775446,48.0311577,2.5234
2032,H9,24.1775002,48.0312555,2.58478
2033,H9,24.1774331,48.0313817,1.91642
2034,H9,24.1773801,48.0314755,3.79192
2035,H9,24.1773252,48.0315677,2.42792
2036,H9,24.1772679,48.0316575,2.38018
2037,H9,24.177199,48.0317537,2.1483
2038,H9,24.1771216,48.0318569,1.95052
2039,H9,24.1770124,48.0319899,1.52086
2040,H9,24.176926,48.032087,1.97098
2041,H9,24.1768363,48.0321823,2.72118
2042,H9,24.1767406,48.0322732,1.97098
2043,H9,24.1766416,48.0323605,2.046
2044,H9,24.1765407,48.0324435,2.03236
2045,H9,24.1764367,48.0325205,2.08692
2046,H9,24.1763313,48.032594,2.0801
2047,H9,24.1761859,48.032685,2.33926
2048,H9,24.1760736,48.0327469,2.02554
2049,H9,24.1759575,48.0328046,1.88232
2050,H9,24.1758397,48.0328578,1.81412
2051,H9,24.1757199,48.0329034,1.80048
2052,H9,24.1755594,48.0329593,1.3299
2053,H9,24.1754366,48.0329944,1.76638
2054,H9,24.1753114,48.0330233,2.15512
2055,H9,24.175187,48.0330493,1.08438
2056,H9,24.1750621,48.0330685,2.27106
2057,H9,24.1750202,48.0330735,1.69818
2058,H9,24.174937,48.0330818,1.72546
2059,H9,24.174812,48.0330902,1.93688
2060,H9,24.1746441,48.0330936,1.42538
2061,H9,24.1745182,48.0330884,2.87122
2062,H9,24.1743919,48.0330774,1.88914
2063,H9,24.174266,48.0330621,1.98462
2064,H9,24.1741406,48.0330429,1.99144
2065,H9,24.1740166,48.0330172,1.91642
2066,H9,24.1738533,48.0329717,1.4663
2067,H9,24.1737316,48.0329344,1.74592
2068,H9,24.1736113,48.0328919,2.34608
2069,H9,24.1734926,48.0328433,1.13894
2070,H9,24.173377,48.0327885,2.3188
2071,H9,24.1733005,48.0327493,1.85504
2072,H9,24.1732622,48.0327296,1.84822
2073,H9,24.1731497,48.0326679,1.80048
2074,H9,24.1730141,48.032582,1.48676
2075,H9,24.1729103,48.0326861,0.96162
2076,H9,24.1730188,48.0327577,0.50468
2077,H9,24.1731704,48.0328464,0.52514
2078,H9,24.1732859,48.0329056,0.36146
2079,H9,24.1734029,48.03296,0.72974000000000006
2080,H9,24.1735214,48.0330102,0.9548
2081,H9,24.1736414,48.0330571,0.94798
2082,H9,24.1737645,48.0330978,1.364
2083,H9,24.1740142,48.0331589,1.58906
2084,H9,24.1741811,48.0331926,1.1935
2085,H9,24.1743071,48.0332123,1.64362
2086,H9,24.1744338,48.0332237,2.1824
2087,H9,24.1744763,48.0332276,1.62998
2088,H9,24.174561,48.0332341,1.6368
2089,H9,24.1746896,48.0332376,1.50722
2090,H9,24.1748181,48.0332356,1.51404
2091,H9,24.1749463,48.033229,1.56178
2092,H9,24.1751148,48.0332112,1.6709
2093,H9,24.1752392,48.0331873,1.71864
2094,H9,24.1753642,48.0331592,1.705
2095,H9,24.1754873,48.0331304,1.86186
2096,H9,24.1756096,48.033094,1.8414
2097,H9,24.1757706,48.0330387,1.62316
2098,H9,24.17589,48.0329922,2.17558
2099,H9,24.1760065,48.0329411,3.06218
2100,H9,24.1760829,48.032903,2.3188
2101,H9,24.1761211,48.0328826,2.30516
2102,H9,24.1762339,48.0328192,2.29834
2103,H9,24.1764565,48.0326835,2.16876
2104,H9,24.1765962,48.03258,2.29152
2105,H9,24.1766974,48.0324978,2.0801
2106,H9,24.1767964,48.0324131,2.12784
2107,H9,24.1768932,48.0323234,2.14148
2108,H9,24.1769869,48.0322267,2.03918
2109,H9,24.1770767,48.0321272,2.08692
2110,H9,24.17719,48.0319892,1.71864
2111,H9,24.1772728,48.0318835,2.3188
2112,H9,24.177352,48.0317755,2.32562
2113,H9,24.1774254,48.0316638,2.40064
2114,H9,24.1774946,48.0315486,3.30088
2115,H9,24.1775599,48.0314306,2.51658
2116,H9,24.1776206,48.0313089,2.63252
2117,H9,24.177698,48.0311471,2.95306
2118,H9,24.1777489,48.031022,1.7391
2119,H9,24.1777937,48.0308932,3.5464
2120,H9,24.1778341,48.0307621,2.6598
2121,H9,24.1779059,48.0304976,2.56432
2122,H9,24.1779418,48.0303172,1.98462
2123,H9,24.1779568,48.0302257,4.06472
2124,H9,24.1779804,48.0300422,1.8755
2125,H9,24.1779935,48.0299044,2.5234
2126,H9,24.1780012,48.029766,3.34862
2127,H9,24.1780024,48.0297198,2.51658
2128,H9,24.1780037,48.0296278,2.5575
2129,H9,24.1780021,48.029491,2.53022
2130,H9,24.1779956,48.0293546,2.53022
2131,H9,24.1779827,48.0292178,2.4211
2132,H9,24.1779599,48.0290368,2.68708
2133,H9,24.1779355,48.0289036,2.55068
2134,H9,24.1779102,48.0287691,2.55068
2135,H9,24.1778807,48.0286362,2.6052399999999998
2136,H9,24.1778429,48.0285065,2.55068
2137,H9,24.1777891,48.0283345,2.03236
2138,H9,24.1777433,48.0282075,2.6598
2139,H9,24.1776908,48.0280846,2.77574
2140,H9,24.177576,48.0278413,1.91642
2141,H9,24.1775128,48.0277226,1.88914
2142,H9,24.1774448,48.0276071,1.66408
2143,H9,24.1773744,48.0274947,1.6709
2144,H9,24.1772709,48.0273506,1.13894
2145,H9,24.1771888,48.0272472,2.23014
2146,H9,24.1771056,48.0271438,1.81412
2147,H9,24.177019,48.027044,1.8073
2148,H9,24.1769279,48.0269496,1.44584
2149,H9,24.1767981,48.0268326,1.06392
2150,H9,24.1766507,48.0269982,0.51832
2151,H9,24.1767489,48.0270882,0.50468
2152,H9,24.176842099999998,48.0271832,0.64108
2153,H9,24.1769297,48.0272834,0.66154
2154,H9,24.1770166,48.0273842,0.93434
2155,H9,24.1771261,48.0275239,0.72292
2156,H9,24.1771521,48.0275601,1.97098
2157,H9,24.1772015,48.027634,1.65044
2158,H9,24.1772729,48.0277471,1.69136
2159,H9,24.1773413,48.027863,2.4552
2160,H9,24.1774261,48.0280239,2.05282
2161,H9,24.177485,48.0281475,2.83712
2162,H9,24.1775392,48.0282742,3.8874
2163,H9,24.1775862,48.0284033,2.81666
2164,H9,24.1776291,48.0285346,2.85076
2165,H9,24.1776678,48.0286676,2.80302
2166,H9,24.1777022,48.0288012,3.02126
2167,H9,24.1777323,48.0289356,3.069
2168,H9,24.1777623,48.0291168,2.5234
2169,H9,24.1777795,48.0292538,3.39636
2170,H9,24.1777918,48.0293914,3.7169
2171,H9,24.1777985,48.0295298,5.2855
2172,H9,24.177799,48.0296679,3.9556
