"","id","size","status","varieties","bimas","seed","urea","phosphate","pesticide","pseed","purea","pphosph","hiredlabor","famlabor","totlabor","wage","goutput","noutput","price","region"
"244",209232,0.128,"owner","high","no",9,50,25,0,80,70,70,10,108,118,55,450,410,60,"langan"
"245",209232,0.057,"owner","high","no",13,50,50,1000,100,80,85,26,74,100,150.38,720,600,100,"langan"
"246",209232,0.057,"owner","high","no",5,50,50,0,140,85,85,16,109,125,128.75,360,300,140,"langan"
"247",209241,0.28,"owner","high","mixed",10,80,25,0,100,80,80,190,29,219,38.02,1200,1000,55,"langan"
"248",209241,0.28,"owner","high","mixed",10,40,0,0,100,80,80,194,3,197,39.9,660,550,50,"langan"
"249",209241,0.357,"owner","high","mixed",18,50,25,0,55,70,70,236,16,252,48.31,620,520,55,"langan"
"250",209241,0.357,"owner","high","no",20,100,0,0,80,70,70,260,74,334,42.31,600,500,60,"langan"
"251",209241,1.429,"owner","high","no",40,250,50,3000,350,82,82,884,98,982,149.04,3000,2500,100,"langan"
"252",209241,1.429,"owner","high","no",20,150,50,0,300,85,85,820,50,870,129.69,4400,3600,150,"langan"
"253",209250,0.07,"owner","high","no",3,20,0,0,80,80,80,1,90,90,50,260,260,50,"langan"
"254",209250,0.07,"owner","high","no",3,10,0,0,80,80,80,1,46,46,39.43,120,120,50,"langan"
"255",209250,0.142,"owner","high","no",6,30,0,0,80,70,70,1,126,126,42.35,375,300,55,"langan"
"256",209250,0.071,"owner","trad","no",5,7,3,0,80,70,70,1,97,97,52.5,130,130,60,"langan"
"257",209250,0.357,"owner","high","no",25,75,25,0,250,82,84,1,384,384,122.33,1200,1000,120,"langan"
"258",209250,0.357,"owner","high","no",6,25,3,0,250,85,85,1,224,224,120,960,800,150,"langan"
"259",301004,0.14,"owner","trad","mixed",6,25,5,250,80,80,80,85,85,170,39.08,350,315,64,"gunungwangi"
"260",301004,0.14,"owner","trad","mixed",6,25,5,250,80,80,80,85,85,170,40,372,335,70,"gunungwangi"
"261",301004,0.15,"owner","trad","mixed",5,25,5,70,65,70,70,160,16,176,37.5,280,250,65,"gunungwangi"
"262",301004,0.15,"owner","trad","no",6,25,10,300,100,70,70,105,52,157,45.24,380,350,65,"gunungwangi"
"263",301004,0.429,"owner","trad","no",19,150,50,300,160,85,85,385,156,541,142.86,1760,1600,160,"gunungwangi"
"264",301004,0.429,"owner","trad","no",19,150,50,500,190,85,85,425,156,581,146.35,1900,1728,190,"gunungwangi"
"265",301010,0.18,"owner","trad","no",5,20,20,0,90,50,70,85,21,106,44.16,370,333,55,"gunungwangi"
"266",301010,0.18,"owner","trad","no",5,20,20,0,90,70,70,99,21,120,34.34,205,188,70,"gunungwangi"
"267",301010,0.08,"owner","trad","no",4,15,0,0,75,75,70,70,16,86,50,276,236,65,"gunungwangi"
"268",301010,0.086,"owner","trad","no",5,15,5,0,80,70,70,43,48,91,51.86,135,125,80,"gunungwangi"
"269",301010,0.074,"owner","high","no",1,5,5,0,100,85,85,8,32,40,135,82,82,160,"gunungwangi"
"270",301010,0.014,"owner","trad","no",1,5,5,0,100,85,85,1,17,17,140,42,42,190,"gunungwangi"
"271",301023,0.185,"owner","trad","no",7,15,0,0,100,70,70,66,24,90,59.12,419,384,50,"gunungwangi"
"272",301023,0.175,"owner","trad","no",65,15,0,0,100,70,70,66,24,90,51.21,349,320,78,"gunungwangi"
"273",301023,0.12,"owner","trad","no",3,20,5,0,65,65,65,80,36,116,45.63,425,385,75,"gunungwangi"
"274",301023,0.08,"owner","trad","no",3,20,0,0,100,70,70,119,63,182,52.86,350,300,65,"gunungwangi"
"275",301023,0.179,"share","trad","no",5,40,0,0,160,85,85,30,102,132,126.67,352,320,160,"gunungwangi"
"276",301023,0.179,"share","trad","no",5,40,0,0,190,85,85,30,96,126,140,493,448,190,"gunungwangi"
"277",301038,0.571,"mixed","trad","no",18,200,25,0,60,80,80,295,140,435,45.19,2405,2188,64,"gunungwangi"
"278",301038,0.571,"mixed","trad","no",18,200,25,0,60,75,75,327,320,647,57.37,2405,2188,70,"gunungwangi"
"279",301038,0.57,"mixed","trad","no",25,150,25,750,70,65,70,1060,126,1186,47.74,1760,1600,70,"gunungwangi"
"280",301038,0.7,"owner","trad","no",25,150,55,0,100,70,70,420,144,564,52.38,1468,1336,65,"gunungwangi"
"281",301038,1.663,"owner","trad","no",44,670,270,0,200,80,80,951,394,1345,127.46,4506,4096,140,"gunungwangi"
"282",301038,1.663,"owner","trad","no",44,670,276,0,275,82,82,951,528,1479,123.88,4666,4256,140.23,"gunungwangi"
"283",301055,0.5,"mixed","trad","yes",8,100,20,0,50,70,70,208,98,306,53.75,1237,1125,50,"gunungwangi"
"284",301055,0.5,"mixed","trad","yes",8,100,20,0,50,70,70,138,169,307,43.48,1375,1250,60,"gunungwangi"
"285",301055,0.575,"mixed","mixed","yes",12,165,60,0,65,70,70,395,148,543,53.42,1830,1662,70,"gunungwangi"
"286",301055,0.375,"owner","trad","mixed",10,75,25,0,100,70,70,245,151,396,54.9,600,530,65,"gunungwangi"
"287",301055,0.42,"owner","mixed","no",14,100,50,0,321,82,82,254,348,602,126.77,1225,1114,160,"gunungwangi"
"288",301055,0.42,"owner","mixed","no",18,100,50,0,275,85,85,254,441,695,126.77,1619,1472,168.48,"gunungwangi"
"289",301058,0.36,"owner","trad","no",10,75,25,0,100,76,80,108,158,266,55.45,1151,1056,63,"gunungwangi"
"290",301058,0.36,"owner","trad","no",10,75,25,0,150,80,80,108,158,266,56.67,1012,928,78,"gunungwangi"
"291",301058,0.015,"owner","trad","no",5,25,25,0,65,75,75,1,47,47,56.43,210,190,60,"gunungwangi"
"292",301058,0.179,"owner","trad","no",8,20,15,0,80,70,70,50,61,111,54,391,372,80,"gunungwangi"
"293",301058,0.193,"mixed","trad","no",10,70,35,0,160,85,85,69,236,305,121.45,457,424,160,"gunungwangi"
"294",301058,0.193,"mixed","trad","no",10,70,35,0,190,85,85,49,231,280,132.04,559,520,190,"gunungwangi"
"295",301067,0.92,"owner","trad","no",30,300,100,1000,90,72.5,72.5,587,55,642,58.41,1971,1792,80,"gunungwangi"
"296",301067,0.92,"owner","trad","no",30,300,100,1000,90,72.5,72.5,687,55,742,58.66,2288,2080,90,"gunungwangi"
"297",301067,0.375,"owner","trad","no",6,75,25,450,55,65,65,140,35,175,60,1060,960,65,"gunungwangi"
"298",301067,0.535,"owner","high","no",7,70,30,500,120,70,70,293,90,383,44.71,1200,1080,65,"gunungwangi"
"299",301067,0.519,"owner","trad","no",25,155,30,0,200,85,85,303,104,407,141.25,1705,1550,160,"gunungwangi"
"300",301067,0.604,"owner","trad","no",25,155,30,0,200,85,85,330,103,433,138.79,1978,1798,190,"gunungwangi"
"301",301070,0.3,"owner","trad","mixed",6,20,5,0,82.5,80,80,100,255,355,49.02,988,988,90,"gunungwangi"
"302",301070,0.3,"owner","trad","mixed",6,20,5,0,82.5,80,80,100,255,355,50,320,320,90,"gunungwangi"
"303",301070,0.15,"owner","trad","mixed",5,45,20,0,65,75,75,1,216,216,54.43,428,368,65,"gunungwangi"
"304",301070,0.05,"owner","trad","no",3,6,4,0,70,70,70,1,123,123,52.5,195,195,80,"gunungwangi"
"305",301070,0.03,"owner","trad","no",1,8,2,0,200,88,88,5,35,40,140,102,93,160,"gunungwangi"
"306",301070,0.03,"owner","trad","no",1,8,2,0,200,90,90,5,35,40,140,115,105,190,"gunungwangi"
"307",301075,0.7,"mixed","trad","no",16,50,25,800,80,72,74,260,129,389,43.91,2065,1875,80,"gunungwangi"
"308",301075,0.7,"mixed","trad","no",16,50,25,800,80,75,75,290,129,419,46.9,2065,1875,70,"gunungwangi"
"309",301075,0.39,"mixed","trad","no",15,60,15,0,100,70,70,150,125,275,63,1060,940,65,"gunungwangi"
"310",301075,0.5,"owner","trad","no",7,50,15,0,80,70,70,110,93,203,60.68,645,620,95,"gunungwangi"
"311",301075,0.51,"owner","trad","no",15,100,50,0,160,85,85,180,136,316,156.67,2176,1984,160,"gunungwangi"
"312",301075,0.51,"owner","trad","no",15,100,50,0,190,85,85,230,151,381,138.26,2528,2304,190,"gunungwangi"
"313",301084,0.71,"mixed","trad","no",18,150,55,0,120,80,80,360,98,458,35.24,1302,1302,65,"gunungwangi"
"314",301084,0.71,"mixed","trad","no",18,150,50,0,70,80,80,378,75,453,38.1,1302,1302,73,"gunungwangi"
"315",301084,0.385,"mixed","trad","no",10,65,20,0,70,70,70,156,68,224,68.46,1126,1026,85,"gunungwangi"
"316",301084,0.75,"owner","trad","no",12,75,25,0,72,70,70,162,78,240,66.98,473,430,84,"gunungwangi"
"317",301084,0.557,"owner","trad","no",18,115,15,0,160,85,85,225,82,307,152.22,1302,1184,160,"gunungwangi"
"318",301084,0.557,"owner","trad","no",18,115,15,0,190,85,85,465,82,547,141.53,1092,992,190,"gunungwangi"
"319",301105,0.35,"owner","trad","no",7,75,25,1000,90,70,70,248,8,256,57.5,704,640,90,"gunungwangi"
"320",301105,0.35,"owner","trad","no",7,75,25,1000,90,70,70,258,8,266,53.49,1056,960,90,"gunungwangi"
"321",301105,0.02,"owner","trad","no",2,5,2,0,65,65,65,1,25,25,52.43,71,71,65,"gunungwangi"
"322",301105,0.282,"owner","trad","no",12,30,10,0,70,75,75,365,66,431,57.81,886,770,80,"gunungwangi"
"323",301105,0.073,"owner","trad","no",2,12,3,0,120,85,85,57,37,94,131.58,146,146,160,"gunungwangi"
"324",301105,0.043,"owner","trad","no",2,12,3,0,142.5,85,85,85,37,122,134.12,141,128,190,"gunungwangi"
"325",301110,0.18,"mixed","trad","mixed",7,65,20,680,85,80,80,58,95,153,41.67,447,408,64,"gunungwangi"
"326",301110,0.18,"mixed","trad","mixed",7,65,20,680,85,80,80,48,140,188,52.08,550,500,68,"gunungwangi"
"327",301110,0.193,"mixed","trad","mixed",7,50,10,0,80,70,70,24,90,114,53.33,477,435,92,"gunungwangi"
"328",301110,0.193,"owner","trad","no",9,50,20,0,80,75,75,145,90,235,55.38,996,900,80,"gunungwangi"
"329",301110,0.149,"owner","trad","no",2,5,2,0,200,90,95,1,109,109,127.45,160,160,156,"gunungwangi"
"330",301110,0.049,"owner","trad","no",2,5,2,0,200,100,100,1,136,136,140.5,138,138,187.5,"gunungwangi"
"331",302116,0.179,"owner","trad","no",4,25,0,0,80,80,80,1,102,102,58.33,470,440,60,"gunungwangi"
"332",302116,0.179,"owner","trad","no",4,25,0,0,80,80,80,1,137,137,53.5,413,375,70,"gunungwangi"
"333",302116,0.179,"owner","trad","no",8,25,0,0,60,65,65,1,184,184,52.43,528,480,67,"gunungwangi"
"334",302116,0.179,"owner","trad","no",4,25,0,0,75,70,70,20,201,221,40,443,412,80,"gunungwangi"
"335",302116,0.814,"owner","trad","no",36,190,35,0,160,85,85,500,312,812,136.24,2675,2432,160,"gunungwangi"
"336",302116,0.636,"owner","trad","no",28,205,35,0,190,85,85,456,262,718,125.88,2218,2016,190,"gunungwangi"
"337",302120,0.08,"share","trad","no",1,8,4,0,90,78,80,1,66,66,50,183,173,56,"gunungwangi"
"338",302120,0.07,"share","trad","no",60,8,4,0,50,80,80,1,106,106,53.5,186,174,65,"gunungwangi"
"339",302120,0.03,"share","trad","no",2,12,3,0,100,65,65,10,79,89,50,136,124,55,"gunungwangi"
"340",302120,0.04,"owner","trad","no",2,10,5,0,80,70,70,1,61,61,55.5,145,145,80,"gunungwangi"
"341",302120,0.08,"owner","trad","no",3,15,5,0,160,85,85,1,120,120,137.45,160,160,160,"gunungwangi"
"342",302120,0.08,"owner","trad","no",3,20,5,0,190,90,90,1,165,165,130.5,192,192,190,"gunungwangi"
"343",302131,0.67,"owner","trad","no",18,75,25,500,90,80,80,480,115,595,41.7,1690,1536,64,"gunungwangi"
"344",302131,0.67,"owner","trad","no",18,75,25,500,90,75,75,480,115,595,41.88,2112,1920,78,"gunungwangi"
"345",302131,0.375,"owner","trad","no",14,50,25,450,60,70,70,100,48,148,62,1100,1000,60,"gunungwangi"
"346",302131,0.355,"owner","trad","no",17,50,25,0,80,75,75,288,99,387,56.25,785,697,80,"gunungwangi"
"347",302131,0.07,"owner","trad","no",3,35,15,0,200,85,85,16,142,158,132.5,212,192,160,"gunungwangi"
"348",302131,0.07,"owner","trad","no",3,35,15,0,200,85,85,16,142,158,122.5,282,256,190,"gunungwangi"
"349",302134,0.52,"mixed","trad","no",20,75,25,250,62.5,85,85,30,125,155,56.25,1395,1280,64,"gunungwangi"
"350",302134,0.52,"mixed","trad","no",10,75,25,250,62.5,75,75,85,125,210,58.82,2093,1920,78,"gunungwangi"
"351",302134,0.536,"mixed","high","no",20,120,30,500,65,70,70,210,134,344,50.48,1100,1030,65,"gunungwangi"
"352",302134,0.536,"mixed","trad","no",20,100,20,0,100,70,70,210,133,343,52.38,1300,1200,65,"gunungwangi"
"353",302134,0.427,"mixed","trad","no",12,120,25,1000,200,85,85,255,107,362,131.37,1337,1216,160,"gunungwangi"
"354",302134,0.428,"mixed","trad","no",12,115,30,0,200,85,90,220,140,360,140.91,1373,1248,190,"gunungwangi"
"355",302137,0.534,"owner","trad","no",20,100,25,0,80,80,80,155,119,274,35.67,1444,1313,50,"gunungwangi"
"356",302137,0.534,"owner","trad","no",20,100,25,0,80,78,78,220,137,357,60.18,1856,1686,70,"gunungwangi"
"357",302137,0.14,"owner","trad","no",3,50,10,0,100,70,70,15,81,96,53.33,425,380,63,"gunungwangi"
"358",302137,0.15,"owner","trad","no",5,30,5,0,70,75,75,27,91,118,50,520,395,80,"gunungwangi"
"359",302137,0.107,"owner","trad","no",5,40,10,0,160,80,80,30,128,158,123.33,247,224,160,"gunungwangi"
"360",302137,0.107,"owner","trad","no",5,40,10,0,190,85,85,34,114,148,118.82,317,288,190,"gunungwangi"
"361",302142,0.171,"share","trad","no",8,30,5,0,80,80,80,65,107,172,43.28,481,438,70,"gunungwangi"
"362",302142,0.171,"share","trad","no",8,30,5,0,80,80,80,75,171,246,50.67,687,625,80,"gunungwangi"
"363",302142,0.028,"share","trad","no",2,10,5,0,80,70,70,1,53,53,52.43,135,121,75,"gunungwangi"
"364",302142,0.143,"owner","trad","mixed",10,50,50,0,100,70,70,42,219,261,52.86,460,420,65,"gunungwangi"
"365",302142,0.221,"owner","mixed","no",5,56,19,0,160,85,85,1,111,111,137.45,528,528,160,"gunungwangi"
"366",302142,0.221,"owner","trad","no",5,56,19,0,160,90,90,1,111,111,130.5,416,416,190,"gunungwangi"
"367",302143,0.7,"owner","trad","no",15,200,50,800,80,80,80,484,76,560,57.28,2062,1875,60,"gunungwangi"
"368",302143,0.7,"owner","trad","no",15,200,50,800,80,75,75,285,306,591,54.74,2062,1875,80,"gunungwangi"
"369",302143,0.457,"owner","trad","no",20,140,30,0,60,70,70,325,77,402,55,861,771,65,"gunungwangi"
"370",302143,0.457,"owner","trad","no",10,125,25,500,100,70,70,210,89,299,52.38,950,890,65,"gunungwangi"
"371",302143,0.7,"owner","mixed","no",22,200,150,0,200,85,85,819,278,1097,137.24,2323,2112,160,"gunungwangi"
"372",302143,0.7,"owner","mixed","no",24,200,150,0,250,85,85,675,318,993,136.52,2534,2304,142.36,"gunungwangi"
"373",302144,0.5,"owner","trad","no",20,100,50,500,80,80,80,285,110,395,55.05,1408,1280,80,"gunungwangi"
"374",302144,0.5,"owner","trad","no",20,100,50,500,80,78,78,325,110,435,48.62,1549,1408,80,"gunungwangi"
"375",302144,0.357,"owner","trad","no",12,75,25,600,80,70,70,193,126,319,48.2,990,892,80,"gunungwangi"
"376",302144,0.357,"owner","trad","no",12,75,25,0,80,70,70,106,78,184,51.56,831,761,80,"gunungwangi"
"377",302144,1.071,"owner","trad","no",35,200,100,2500,160,81,81,369,265,634,138.75,3450,3136,160,"gunungwangi"
"378",302144,1.071,"owner","trad","no",35,300,100,0,190,85,85,370,315,685,138.38,3872,3520,190,"gunungwangi"
"379",302146,0.35,"mixed","trad","no",15,50,10,0,80,80,80,225,80,305,64.76,1046,960,70,"gunungwangi"
"380",302146,0.35,"mixed","trad","no",15,50,10,0,80,80,80,250,96,346,57.2,1186,1088,78,"gunungwangi"
"381",302146,0.377,"mixed","trad","no",12,100,25,0,100,70,70,72,344,416,54.17,920,830,65,"gunungwangi"
"382",302146,0.5,"owner","trad","yes",16,70,10,0,100,70,70,154,263,417,45.06,1000,880,65,"gunungwangi"
"383",302146,0.424,"owner","trad","no",18,130,20,0,250,85,85,138,246,384,135.8,1227,1116,160,"gunungwangi"
"384",302146,0.424,"owner","trad","no",18,130,20,0,250,85,90,98,258,356,138.57,1364,1289,190,"gunungwangi"
"385",302147,0.08,"owner","trad","no",3,7,0,0,100,70,70,1,54,54,55.56,138,128,55,"gunungwangi"
"386",302147,0.08,"owner","trad","no",3,7,0,0,100,70,70,1,48,48,53.5,130,130,65,"gunungwangi"
"387",302147,0.017,"owner","trad","no",2,5,0,0,60,70,65,1,47,47,50.43,80,80,67,"gunungwangi"
"388",302147,0.071,"owner","trad","no",1,6,4,0,80,70,70,1,79,79,55.5,98,98,80,"gunungwangi"
"389",302147,0.129,"owner","trad","no",5,20,10,0,160,85,85,1,144,144,127.45,320,320,160,"gunungwangi"
"390",302147,0.129,"owner","trad","no",5,20,10,0,190,90,95,1,144,144,130.5,256,256,190,"gunungwangi"
"391",302151,0.35,"owner","trad","mixed",10,75,25,400,60,80,80,295,15,310,41.84,1100,1000,80,"gunungwangi"
"392",302151,0.35,"owner","trad","mixed",10,75,25,400,60,80,80,340,106,446,40,1238,1125,65,"gunungwangi"
"393",302151,0.351,"owner","trad","mixed",15,250,50,3000,100,70,70,208,24,232,60.24,1056,960,67,"gunungwangi"
"394",302151,0.351,"owner","trad","no",10,85,15,0,70,70,70,160,48,208,50.63,1041,937,80,"gunungwangi"
"395",302151,0.35,"owner","trad","no",16,100,50,0,190,86,86,134,114,248,132.46,1056,960,160,"gunungwangi"
"396",302151,0.35,"owner","trad","no",16,100,50,0,190,86,86,121,144,265,168.55,1267,1152,190,"gunungwangi"
"397",302153,1.05,"mixed","trad","mixed",32,210,70,2000,60,73,73,370,105,475,56.48,1674,1536,50,"gunungwangi"
"398",302153,1.05,"mixed","trad","mixed",32,210,70,2000,55,73,73,395,105,500,49.62,2442,2240,70,"gunungwangi"
"399",302153,1.071,"mixed","trad","mixed",32,60,20,500,60,70,70,590,208,798,68.95,1689,1569,62,"gunungwangi"
"400",302153,0.714,"owner","trad","no",20,75,25,0,80,70,70,571,294,865,48.12,1302,1240,80,"gunungwangi"
"401",302153,0.818,"mixed","trad","no",23,107,31,0,160,85,85,660,498,1158,132.73,2488,2262,160,"gunungwangi"
"402",302153,0.818,"mixed","trad","no",23,107,31,0,190,85,85,660,470,1130,129.09,2542,2311,190,"gunungwangi"
"403",302161,0.38,"mixed","trad","no",17,80,20,0,55,70,70,220,225,445,58.11,1325,1216,63,"gunungwangi"
"404",302161,0.38,"mixed","trad","no",17,80,20,0,55,70,70,220,250,470,58.64,1395,1280,70,"gunungwangi"
"405",302161,0.387,"mixed","trad","no",13,125,15,0,100,70,70,270,126,396,50,946,860,60,"gunungwangi"
"406",302161,0.387,"mixed","trad","no",15,95,30,0,100,70,70,399,244,643,46.12,980,880,65,"gunungwangi"
"407",302161,0.175,"share","trad","no",6,40,20,0,200,85,85,114,156,270,122.37,563,512,160,"gunungwangi"
"408",302161,0.175,"share","trad","no",6,40,20,0,200,85,85,114,208,322,132.37,990,900,190,"gunungwangi"
"409",302163,0.35,"share","trad","mixed",16,50,20,500,62.5,80,80,130,65,195,57.88,1186,1088,81,"gunungwangi"
"410",302163,0.35,"share","trad","mixed",16,50,20,500,62.5,80,80,140,65,205,42.86,1261,1152,88,"gunungwangi"
"411",302163,0.702,"share","trad","mixed",20,75,25,0,100,65,65,270,79,349,61.48,1540,1330,67,"gunungwangi"
"412",302163,0.714,"owner","trad","yes",15,100,50,0,80,70,70,304,126,430,53.29,1420,1240,80,"gunungwangi"
"413",302163,0.32,"owner","trad","no",19,90,30,0,160,85,85,176,124,300,144.32,990,900,160,"gunungwangi"
"414",302163,0.07,"owner","trad","no",3,15,5,0,200,85,85,7,53,60,151.43,175,160,190,"gunungwangi"
"415",302169,0.7,"mixed","trad","no",25,100,50,500,48,80,80,350,100,450,58.78,2093,1920,65,"gunungwangi"
"416",302169,0.7,"mixed","trad","no",25,100,50,500,48,80,80,390,124,514,50,2093,1920,65,"gunungwangi"
"417",302169,0.536,"mixed","trad","no",15,150,0,0,70,65,65,220,120,340,62.27,1500,1350,83,"gunungwangi"
"418",302169,0.282,"mixed","trad","no",10,40,10,0,80,70,70,145,73,218,49.03,698,698,80,"gunungwangi"
"419",302169,0.358,"mixed","trad","no",12,80,20,0,100,80,90,85,263,348,121.18,1022,930,160,"gunungwangi"
"420",302169,0.358,"mixed","trad","no",14,80,20,0,100,90,90,130,223,353,140.77,1250,1164,190,"gunungwangi"
"421",302182,0.175,"mixed","trad","no",5,30,15,100,50,80,80,45,116,161,57.14,341,310,64,"gunungwangi"
"422",302182,0.35,"mixed","trad","no",9,60,30,100,60,80,80,175,346,521,48,825,750,72,"gunungwangi"
"423",302182,0.358,"mixed","trad","no",10,70,30,0,100,65,65,161,66,227,43.79,950,875,75,"gunungwangi"
"424",302182,0.3,"owner","mixed","mixed",11,90,30,0,100,70,70,374,128,502,44.12,900,820,65,"gunungwangi"
"425",302182,0.358,"mixed","trad","no",10,100,24,0,200,80,85,185,181,366,120,1253,1139,160,"gunungwangi"
"426",302182,0.358,"mixed","trad","no",10,100,24,0,200,85,90,185,192,377,130,1227,1116,190,"gunungwangi"
"427",302189,0.38,"mixed","trad","no",18,125,25,300,80,70,70,107,127,234,58.81,1375,1250,72,"gunungwangi"
"428",302189,0.38,"mixed","trad","no",18,125,25,300,80,70,70,137,127,264,54.74,1650,1500,80,"gunungwangi"
"429",302189,0.536,"mixed","mixed","no",18,150,15,0,70,65,65,128,200,328,57.97,1848,1680,67,"gunungwangi"
"430",302189,0.536,"owner","trad","no",15,141,9,0,80,70,70,150,261,411,54,996,996,97,"gunungwangi"
"431",302189,0.774,"owner","trad","no",27,150,10,0,160,85,85,450,167,617,150,2391,2176,160,"gunungwangi"
"432",302189,0.724,"owner","trad","no",27,150,10,0,200,85,90,505,154,659,157.03,2391,2176,190,"gunungwangi"
"433",302192,0.18,"owner","trad","no",3,40,20,0,50,65,65,57,64,121,57.63,550,500,70,"gunungwangi"
"434",302192,0.18,"owner","trad","no",3,40,20,0,50,75,75,77,216,293,48.05,660,600,80,"gunungwangi"
"435",302192,0.1,"owner","trad","no",3,25,10,0,65,70,70,21,111,132,42.86,425,380,80,"gunungwangi"
"436",302192,0.179,"owner","trad","no",3,25,5,0,80,70,70,25,65,90,55,341,310,80,"gunungwangi"
"437",302192,0.179,"owner","trad","no",4,25,10,0,160,85,85,10,95,105,140,493,448,160,"gunungwangi"
"438",302192,0.179,"owner","trad","no",4,20,20,0,190,85,85,20,95,115,130,634,576,190,"gunungwangi"
"439",302194,0.207,"mixed","trad","no",8,40,10,0,50,80,80,132,82,214,54.93,550,500,64,"gunungwangi"
"440",302194,0.18,"mixed","trad","no",6,40,10,0,50,80,80,156,105,261,46.79,687,625,80,"gunungwangi"
"441",302194,0.565,"mixed","trad","no",10,50,25,0,50,70,70,89,294,383,44.38,1200,1080,65,"gunungwangi"
"442",302194,0.536,"mixed","trad","yes",9,120,20,0,80,68,70,245,295,540,56.12,1159,1054,104,"gunungwangi"
"443",302194,0.536,"mixed","trad","no",15,160,50,0,147,80,85,260,239,499,130.77,1608,1485,160,"gunungwangi"
"444",302194,0.536,"mixed","trad","no",15,160,50,0,147,90,90,210,232,442,119.05,2070,1920,190,"gunungwangi"
"445",302195,0.17,"share","trad","no",4,30,5,0,62.5,70,70,65,55,120,41.79,558,512,63,"gunungwangi"
"446",302195,0.17,"share","trad","no",4,30,5,0,62.5,70,70,65,65,130,44.62,558,512,70,"gunungwangi"
"447",302195,0.179,"share","trad","no",4,20,5,0,55,70,70,54,181,235,41.67,563,503,60,"gunungwangi"
"448",302195,0.179,"share","trad","no",4,25,5,0,80,70,70,72,40,112,55.9,558,510,80,"gunungwangi"
"449",302195,0.339,"mixed","trad","no",15,150,40,0,160,85,85,176,256,432,126.14,1210,1100,160,"gunungwangi"
"450",302195,0.339,"mixed","trad","no",15,150,40,0,190,85,85,176,244,420,136.14,1492,1356,190,"gunungwangi"
"451",302197,0.35,"mixed","trad","no",15,75,25,250,70,80,80,185,85,270,53.11,1265,1150,60,"gunungwangi"
"452",302197,0.35,"mixed","trad","no",15,75,25,250,70,80,80,185,85,270,50.81,1430,1300,78,"gunungwangi"
"453",302197,0.427,"mixed","trad","no",17,125,15,0,100,70,70,190,130,320,49.74,1200,1080,70,"gunungwangi"
"454",302197,0.427,"mixed","trad","no",15,50,10,100,100,70,70,399,147,546,47.87,1240,1040,65,"gunungwangi"
"455",302197,0.714,"owner","trad","no",20,250,50,2500,160,85,85,251,110,361,149.8,1760,1600,160,"gunungwangi"
"456",302197,0.714,"owner","trad","no",20,250,50,2500,190,90,90,351,110,461,140.8,2464,2240,190,"gunungwangi"
"457",302199,0.7,"mixed","trad","no",20,80,45,0,55,80,80,225,55,280,46.7,1156,1060,60,"gunungwangi"
"458",302199,0.7,"mixed","trad","no",20,80,42,0,55,78,80,240,55,295,41.25,1716,1560,70,"gunungwangi"
"459",302199,0.993,"mixed","trad","no",40,250,50,0,82,65,65,339,140,479,51.86,3090,2790,70,"gunungwangi"
"460",302199,1.071,"mixed","trad","no",30,250,50,0,74,65,65,980,340,1320,46.3,2346,2046,89,"gunungwangi"
"461",302199,1.036,"owner","trad","no",30,360,240,2200,160,85,85,684,100,784,142.68,2200,2000,160,"gunungwangi"
"462",302199,1.036,"owner","trad","no",30,360,240,2200,190,85,85,510,100,610,142.68,4400,4000,190,"gunungwangi"
"463",302205,0.525,"owner","trad","no",14,50,25,500,80,78,80,225,115,340,52.86,1100,1000,70,"gunungwangi"
"464",302205,0.525,"owner","trad","no",14,50,25,500,80,76,76,225,115,340,53.33,1617,1470,78,"gunungwangi"
"465",302205,0.25,"owner","trad","no",5,10,5,0,60,70,70,40,47,87,67.5,400,320,65,"gunungwangi"
"466",302205,0.175,"owner","trad","no",5,50,0,0,80,70,70,130,88,218,54.62,486,392,80,"gunungwangi"
"467",302205,0.923,"mixed","trad","no",25,240,55,0,200,82,82,460,294,754,131.96,2316,2106,160,"gunungwangi"
"468",302205,0.923,"mixed","trad","no",25,265,55,0,200,85,90,460,310,770,131.96,2922,2656,190,"gunungwangi"
"469",302207,0.556,"mixed","trad","mixed",14,150,50,0,60,80,80,228,64,292,52.61,825,750,56,"gunungwangi"
"470",302207,0.556,"mixed","trad","mixed",14,150,50,0,60,80,80,183,64,247,61.58,1288,1175,80,"gunungwangi"
"471",302207,0.546,"mixed","high","mixed",10,150,50,1025,72,70,70,240,131,371,59.58,1060,860,62,"gunungwangi"
"472",302207,0.536,"owner","mixed","no",15,60,10,300,100,70,70,266,108,374,48.31,900,840,65,"gunungwangi"
"473",302207,0.566,"owner","trad","no",17,100,33,0,160,85,85,330,232,562,123.33,1027,934,160,"gunungwangi"
"474",302207,0.566,"owner","trad","no",17,110,33,0,190,85,85,330,232,562,130.3,2154,1958,190,"gunungwangi"
"475",302209,1.05,"mixed","trad","no",20,100,50,0,90,75,75,534,80,614,51,2387,2170,60,"gunungwangi"
"476",302209,0.7,"mixed","trad","no",15,80,40,0,90,80,80,376,80,456,50.53,2046,1860,70,"gunungwangi"
"477",302209,0.841,"mixed","trad","no",32,100,15,0,80,65,65,490,324,814,59.39,1540,1400,66,"gunungwangi"
"478",302209,0.753,"owner","trad","no",17,150,50,0,80,65,65,410,304,714,47.2,2086,1900,85,"gunungwangi"
